idx,source,sentence,construction,pattern,DT,ADJ,NUMERAL,NOUN
3954,mahowald,Someone saw a twenty pathetic belts.,a twenty pathetic belts,DT JJ CD NNS,a,twenty,pathetic,belts
3955,mahowald,Someone saw a twenty pathetic forks.,a twenty pathetic forks,DT JJ CD NNS,a,twenty,pathetic,forks
3956,mahowald,Someone saw a twenty pathetic chairs.,a twenty pathetic chairs,DT JJ CD NNS,a,twenty,pathetic,chairs
3957,mahowald,Someone saw a twenty pathetic cans.,a twenty pathetic cans,DT JJ CD NNS,a,twenty,pathetic,cans
3958,mahowald,Someone saw a twenty pathetic bananas.,a twenty pathetic bananas,DT JJ CD NNS,a,twenty,pathetic,bananas
3959,mahowald,Someone saw a twenty pathetic apples.,a twenty pathetic apples,DT JJ CD NNS,a,twenty,pathetic,apples
3960,mahowald,Someone saw a twenty pathetic trays.,a twenty pathetic trays,DT JJ CD NNS,a,twenty,pathetic,trays
3961,mahowald,Someone saw a three remarkable desks.,a three remarkable desks,DT JJ CD NNS,a,three,remarkable,desks
3962,mahowald,Someone saw a three remarkable marbles.,a three remarkable marbles,DT JJ CD NNS,a,three,remarkable,marbles
3963,mahowald,Someone saw a three remarkable pencils.,a three remarkable pencils,DT JJ CD NNS,a,three,remarkable,pencils
3964,mahowald,Someone saw a three remarkable belts.,a three remarkable belts,DT JJ CD NNS,a,three,remarkable,belts
3965,mahowald,Someone saw a three remarkable forks.,a three remarkable forks,DT JJ CD NNS,a,three,remarkable,forks
3966,mahowald,Someone saw a three remarkable chairs.,a three remarkable chairs,DT JJ CD NNS,a,three,remarkable,chairs
3967,mahowald,Someone saw a three remarkable cans.,a three remarkable cans,DT JJ CD NNS,a,three,remarkable,cans
3968,mahowald,Someone saw a three remarkable bananas.,a three remarkable bananas,DT JJ CD NNS,a,three,remarkable,bananas
3969,mahowald,Someone saw a three remarkable apples.,a three remarkable apples,DT JJ CD NNS,a,three,remarkable,apples
3970,mahowald,Someone saw a three remarkable trays.,a three remarkable trays,DT JJ CD NNS,a,three,remarkable,trays
3971,mahowald,Someone saw a five remarkable desks.,a five remarkable desks,DT JJ CD NNS,a,five,remarkable,desks
3972,mahowald,Someone saw a five remarkable marbles.,a five remarkable marbles,DT JJ CD NNS,a,five,remarkable,marbles
3973,mahowald,Someone saw a five remarkable pencils.,a five remarkable pencils,DT JJ CD NNS,a,five,remarkable,pencils
3974,mahowald,Someone saw a five remarkable belts.,a five remarkable belts,DT JJ CD NNS,a,five,remarkable,belts
3975,mahowald,Someone saw a five remarkable forks.,a five remarkable forks,DT JJ CD NNS,a,five,remarkable,forks
3976,mahowald,Someone saw a five remarkable chairs.,a five remarkable chairs,DT JJ CD NNS,a,five,remarkable,chairs
3977,mahowald,Someone saw a five remarkable cans.,a five remarkable cans,DT JJ CD NNS,a,five,remarkable,cans
3978,mahowald,Someone saw a five remarkable bananas.,a five remarkable bananas,DT JJ CD NNS,a,five,remarkable,bananas
3979,mahowald,Someone saw a five remarkable apples.,a five remarkable apples,DT JJ CD NNS,a,five,remarkable,apples
3980,mahowald,Someone saw a five remarkable trays.,a five remarkable trays,DT JJ CD NNS,a,five,remarkable,trays
3981,mahowald,Someone saw a twenty remarkable desks.,a twenty remarkable desks,DT JJ CD NNS,a,twenty,remarkable,desks
3982,mahowald,Someone saw a twenty remarkable marbles.,a twenty remarkable marbles,DT JJ CD NNS,a,twenty,remarkable,marbles
3983,mahowald,Someone saw a twenty remarkable pencils.,a twenty remarkable pencils,DT JJ CD NNS,a,twenty,remarkable,pencils
3984,mahowald,Someone saw a twenty remarkable belts.,a twenty remarkable belts,DT JJ CD NNS,a,twenty,remarkable,belts
3985,mahowald,Someone saw a twenty remarkable forks.,a twenty remarkable forks,DT JJ CD NNS,a,twenty,remarkable,forks
3986,mahowald,Someone saw a twenty remarkable chairs.,a twenty remarkable chairs,DT JJ CD NNS,a,twenty,remarkable,chairs
3987,mahowald,Someone saw a twenty remarkable cans.,a twenty remarkable cans,DT JJ CD NNS,a,twenty,remarkable,cans
3988,mahowald,Someone saw a twenty remarkable bananas.,a twenty remarkable bananas,DT JJ CD NNS,a,twenty,remarkable,bananas
3989,mahowald,Someone saw a twenty remarkable apples.,a twenty remarkable apples,DT JJ CD NNS,a,twenty,remarkable,apples
3990,mahowald,Someone saw a twenty remarkable trays.,a twenty remarkable trays,DT JJ CD NNS,a,twenty,remarkable,trays
3991,mahowald,Someone saw a three mediocre desks.,a three mediocre desks,DT JJ CD NNS,a,three,mediocre,desks
3992,mahowald,Someone saw a three mediocre marbles.,a three mediocre marbles,DT JJ CD NNS,a,three,mediocre,marbles
3993,mahowald,Someone saw a three mediocre pencils.,a three mediocre pencils,DT JJ CD NNS,a,three,mediocre,pencils
3994,mahowald,Someone saw a three mediocre belts.,a three mediocre belts,DT JJ CD NNS,a,three,mediocre,belts
3995,mahowald,Someone saw a three mediocre forks.,a three mediocre forks,DT JJ CD NNS,a,three,mediocre,forks
3996,mahowald,Someone saw a three mediocre chairs.,a three mediocre chairs,DT JJ CD NNS,a,three,mediocre,chairs
3997,mahowald,Someone saw a three mediocre cans.,a three mediocre cans,DT JJ CD NNS,a,three,mediocre,cans
3998,mahowald,Someone saw a three mediocre bananas.,a three mediocre bananas,DT JJ CD NNS,a,three,mediocre,bananas
3999,mahowald,Someone saw a three mediocre apples.,a three mediocre apples,DT JJ CD NNS,a,three,mediocre,apples
4000,mahowald,Someone saw a three mediocre trays.,a three mediocre trays,DT JJ CD NNS,a,three,mediocre,trays
4001,mahowald,Someone saw a five mediocre desks.,a five mediocre desks,DT JJ CD NNS,a,five,mediocre,desks
4002,mahowald,Someone saw a five mediocre marbles.,a five mediocre marbles,DT JJ CD NNS,a,five,mediocre,marbles
4003,mahowald,Someone saw a five mediocre pencils.,a five mediocre pencils,DT JJ CD NNS,a,five,mediocre,pencils
4004,mahowald,Someone saw a five mediocre belts.,a five mediocre belts,DT JJ CD NNS,a,five,mediocre,belts
4005,mahowald,Someone saw a five mediocre forks.,a five mediocre forks,DT JJ CD NNS,a,five,mediocre,forks
4006,mahowald,Someone saw a five mediocre chairs.,a five mediocre chairs,DT JJ CD NNS,a,five,mediocre,chairs
4007,mahowald,Someone saw a five mediocre cans.,a five mediocre cans,DT JJ CD NNS,a,five,mediocre,cans
4008,mahowald,Someone saw a five mediocre bananas.,a five mediocre bananas,DT JJ CD NNS,a,five,mediocre,bananas
4009,mahowald,Someone saw a five mediocre apples.,a five mediocre apples,DT JJ CD NNS,a,five,mediocre,apples
4010,mahowald,Someone saw a five mediocre trays.,a five mediocre trays,DT JJ CD NNS,a,five,mediocre,trays
4011,mahowald,Someone saw a twenty mediocre desks.,a twenty mediocre desks,DT JJ CD NNS,a,twenty,mediocre,desks
4012,mahowald,Someone saw a twenty mediocre marbles.,a twenty mediocre marbles,DT JJ CD NNS,a,twenty,mediocre,marbles
4013,mahowald,Someone saw a twenty mediocre pencils.,a twenty mediocre pencils,DT JJ CD NNS,a,twenty,mediocre,pencils
4014,mahowald,Someone saw a twenty mediocre belts.,a twenty mediocre belts,DT JJ CD NNS,a,twenty,mediocre,belts
4015,mahowald,Someone saw a twenty mediocre forks.,a twenty mediocre forks,DT JJ CD NNS,a,twenty,mediocre,forks
4016,mahowald,Someone saw a twenty mediocre chairs.,a twenty mediocre chairs,DT JJ CD NNS,a,twenty,mediocre,chairs
4017,mahowald,Someone saw a twenty mediocre cans.,a twenty mediocre cans,DT JJ CD NNS,a,twenty,mediocre,cans
4018,mahowald,Someone saw a twenty mediocre bananas.,a twenty mediocre bananas,DT JJ CD NNS,a,twenty,mediocre,bananas
4019,mahowald,Someone saw a twenty mediocre apples.,a twenty mediocre apples,DT JJ CD NNS,a,twenty,mediocre,apples
4020,mahowald,Someone saw a twenty mediocre trays.,a twenty mediocre trays,DT JJ CD NNS,a,twenty,mediocre,trays
4021,mahowald,Someone saw a three unsatisfying desks.,a three unsatisfying desks,DT JJ CD NNS,a,three,unsatisfying,desks
4022,mahowald,Someone saw a three unsatisfying marbles.,a three unsatisfying marbles,DT JJ CD NNS,a,three,unsatisfying,marbles
4023,mahowald,Someone saw a three unsatisfying pencils.,a three unsatisfying pencils,DT JJ CD NNS,a,three,unsatisfying,pencils
4024,mahowald,Someone saw a three unsatisfying belts.,a three unsatisfying belts,DT JJ CD NNS,a,three,unsatisfying,belts
4025,mahowald,Someone saw a three unsatisfying forks.,a three unsatisfying forks,DT JJ CD NNS,a,three,unsatisfying,forks
4026,mahowald,Someone saw a three unsatisfying chairs.,a three unsatisfying chairs,DT JJ CD NNS,a,three,unsatisfying,chairs
4027,mahowald,Someone saw a three unsatisfying cans.,a three unsatisfying cans,DT JJ CD NNS,a,three,unsatisfying,cans
4028,mahowald,Someone saw a three unsatisfying bananas.,a three unsatisfying bananas,DT JJ CD NNS,a,three,unsatisfying,bananas
4029,mahowald,Someone saw a three unsatisfying apples.,a three unsatisfying apples,DT JJ CD NNS,a,three,unsatisfying,apples
4030,mahowald,Someone saw a three unsatisfying trays.,a three unsatisfying trays,DT JJ CD NNS,a,three,unsatisfying,trays
4031,mahowald,Someone saw a five unsatisfying desks.,a five unsatisfying desks,DT JJ CD NNS,a,five,unsatisfying,desks
4032,mahowald,Someone saw a five unsatisfying marbles.,a five unsatisfying marbles,DT JJ CD NNS,a,five,unsatisfying,marbles
4033,mahowald,Someone saw a five unsatisfying pencils.,a five unsatisfying pencils,DT JJ CD NNS,a,five,unsatisfying,pencils
4034,mahowald,Someone saw a five unsatisfying belts.,a five unsatisfying belts,DT JJ CD NNS,a,five,unsatisfying,belts
4035,mahowald,Someone saw a five unsatisfying forks.,a five unsatisfying forks,DT JJ CD NNS,a,five,unsatisfying,forks
4036,mahowald,Someone saw a five unsatisfying chairs.,a five unsatisfying chairs,DT JJ CD NNS,a,five,unsatisfying,chairs
4037,mahowald,Someone saw a five unsatisfying cans.,a five unsatisfying cans,DT JJ CD NNS,a,five,unsatisfying,cans
4038,mahowald,Someone saw a five unsatisfying bananas.,a five unsatisfying bananas,DT JJ CD NNS,a,five,unsatisfying,bananas
4039,mahowald,Someone saw a five unsatisfying apples.,a five unsatisfying apples,DT JJ CD NNS,a,five,unsatisfying,apples
4040,mahowald,Someone saw a five unsatisfying trays.,a five unsatisfying trays,DT JJ CD NNS,a,five,unsatisfying,trays
4041,mahowald,Someone saw a twenty unsatisfying desks.,a twenty unsatisfying desks,DT JJ CD NNS,a,twenty,unsatisfying,desks
4042,mahowald,Someone saw a twenty unsatisfying marbles.,a twenty unsatisfying marbles,DT JJ CD NNS,a,twenty,unsatisfying,marbles
4043,mahowald,Someone saw a twenty unsatisfying pencils.,a twenty unsatisfying pencils,DT JJ CD NNS,a,twenty,unsatisfying,pencils
4044,mahowald,Someone saw a twenty unsatisfying belts.,a twenty unsatisfying belts,DT JJ CD NNS,a,twenty,unsatisfying,belts
4045,mahowald,Someone saw a twenty unsatisfying forks.,a twenty unsatisfying forks,DT JJ CD NNS,a,twenty,unsatisfying,forks
4046,mahowald,Someone saw a twenty unsatisfying chairs.,a twenty unsatisfying chairs,DT JJ CD NNS,a,twenty,unsatisfying,chairs
4047,mahowald,Someone saw a twenty unsatisfying cans.,a twenty unsatisfying cans,DT JJ CD NNS,a,twenty,unsatisfying,cans
4048,mahowald,Someone saw a twenty unsatisfying bananas.,a twenty unsatisfying bananas,DT JJ CD NNS,a,twenty,unsatisfying,bananas
4049,mahowald,Someone saw a twenty unsatisfying apples.,a twenty unsatisfying apples,DT JJ CD NNS,a,twenty,unsatisfying,apples
4050,mahowald,Someone saw a twenty unsatisfying trays.,a twenty unsatisfying trays,DT JJ CD NNS,a,twenty,unsatisfying,trays
4051,mahowald,Someone saw a three lovely desks.,a three lovely desks,DT JJ CD NNS,a,three,lovely,desks
4052,mahowald,Someone saw a three lovely marbles.,a three lovely marbles,DT JJ CD NNS,a,three,lovely,marbles
4053,mahowald,Someone saw a three lovely pencils.,a three lovely pencils,DT JJ CD NNS,a,three,lovely,pencils
4054,mahowald,Someone saw a three lovely belts.,a three lovely belts,DT JJ CD NNS,a,three,lovely,belts
4055,mahowald,Someone saw a three lovely forks.,a three lovely forks,DT JJ CD NNS,a,three,lovely,forks
4056,mahowald,Someone saw a three lovely chairs.,a three lovely chairs,DT JJ CD NNS,a,three,lovely,chairs
4057,mahowald,Someone saw a three lovely cans.,a three lovely cans,DT JJ CD NNS,a,three,lovely,cans
4058,mahowald,Someone saw a three lovely bananas.,a three lovely bananas,DT JJ CD NNS,a,three,lovely,bananas
4059,mahowald,Someone saw a three lovely apples.,a three lovely apples,DT JJ CD NNS,a,three,lovely,apples
4060,mahowald,Someone saw a three lovely trays.,a three lovely trays,DT JJ CD NNS,a,three,lovely,trays
4061,mahowald,Someone saw a five lovely desks.,a five lovely desks,DT JJ CD NNS,a,five,lovely,desks
4062,mahowald,Someone saw a five lovely marbles.,a five lovely marbles,DT JJ CD NNS,a,five,lovely,marbles
4063,mahowald,Someone saw a five lovely pencils.,a five lovely pencils,DT JJ CD NNS,a,five,lovely,pencils
4064,mahowald,Someone saw a five lovely belts.,a five lovely belts,DT JJ CD NNS,a,five,lovely,belts
4065,mahowald,Someone saw a five lovely forks.,a five lovely forks,DT JJ CD NNS,a,five,lovely,forks
4066,mahowald,Someone saw a five lovely chairs.,a five lovely chairs,DT JJ CD NNS,a,five,lovely,chairs
4067,mahowald,Someone saw a five lovely cans.,a five lovely cans,DT JJ CD NNS,a,five,lovely,cans
4068,mahowald,Someone saw a five lovely bananas.,a five lovely bananas,DT JJ CD NNS,a,five,lovely,bananas
4069,mahowald,Someone saw a five lovely apples.,a five lovely apples,DT JJ CD NNS,a,five,lovely,apples
4070,mahowald,Someone saw a five lovely trays.,a five lovely trays,DT JJ CD NNS,a,five,lovely,trays
4071,mahowald,Someone saw a twenty lovely desks.,a twenty lovely desks,DT JJ CD NNS,a,twenty,lovely,desks
4072,mahowald,Someone saw a twenty lovely marbles.,a twenty lovely marbles,DT JJ CD NNS,a,twenty,lovely,marbles
4073,mahowald,Someone saw a twenty lovely pencils.,a twenty lovely pencils,DT JJ CD NNS,a,twenty,lovely,pencils
4074,mahowald,Someone saw a twenty lovely belts.,a twenty lovely belts,DT JJ CD NNS,a,twenty,lovely,belts
4075,mahowald,Someone saw a twenty lovely forks.,a twenty lovely forks,DT JJ CD NNS,a,twenty,lovely,forks
4076,mahowald,Someone saw a twenty lovely chairs.,a twenty lovely chairs,DT JJ CD NNS,a,twenty,lovely,chairs
4077,mahowald,Someone saw a twenty lovely cans.,a twenty lovely cans,DT JJ CD NNS,a,twenty,lovely,cans
4078,mahowald,Someone saw a twenty lovely bananas.,a twenty lovely bananas,DT JJ CD NNS,a,twenty,lovely,bananas
4079,mahowald,Someone saw a twenty lovely apples.,a twenty lovely apples,DT JJ CD NNS,a,twenty,lovely,apples
4080,mahowald,Someone saw a twenty lovely trays.,a twenty lovely trays,DT JJ CD NNS,a,twenty,lovely,trays
4081,mahowald,Someone saw a three beautiful desks.,a three beautiful desks,DT JJ CD NNS,a,three,beautiful,desks
4082,mahowald,Someone saw a three beautiful marbles.,a three beautiful marbles,DT JJ CD NNS,a,three,beautiful,marbles
4083,mahowald,Someone saw a three beautiful pencils.,a three beautiful pencils,DT JJ CD NNS,a,three,beautiful,pencils
4084,mahowald,Someone saw a three beautiful belts.,a three beautiful belts,DT JJ CD NNS,a,three,beautiful,belts
4085,mahowald,Someone saw a three beautiful forks.,a three beautiful forks,DT JJ CD NNS,a,three,beautiful,forks
4086,mahowald,Someone saw a three beautiful chairs.,a three beautiful chairs,DT JJ CD NNS,a,three,beautiful,chairs
4087,mahowald,Someone saw a three beautiful cans.,a three beautiful cans,DT JJ CD NNS,a,three,beautiful,cans
4088,mahowald,Someone saw a three beautiful bananas.,a three beautiful bananas,DT JJ CD NNS,a,three,beautiful,bananas
4089,mahowald,Someone saw a three beautiful apples.,a three beautiful apples,DT JJ CD NNS,a,three,beautiful,apples
4090,mahowald,Someone saw a three beautiful trays.,a three beautiful trays,DT JJ CD NNS,a,three,beautiful,trays
4091,mahowald,Someone saw a five beautiful desks.,a five beautiful desks,DT JJ CD NNS,a,five,beautiful,desks
4092,mahowald,Someone saw a five beautiful marbles.,a five beautiful marbles,DT JJ CD NNS,a,five,beautiful,marbles
4093,mahowald,Someone saw a five beautiful pencils.,a five beautiful pencils,DT JJ CD NNS,a,five,beautiful,pencils
4094,mahowald,Someone saw a five beautiful belts.,a five beautiful belts,DT JJ CD NNS,a,five,beautiful,belts
4095,mahowald,Someone saw a five beautiful forks.,a five beautiful forks,DT JJ CD NNS,a,five,beautiful,forks
4096,mahowald,Someone saw a five beautiful chairs.,a five beautiful chairs,DT JJ CD NNS,a,five,beautiful,chairs
4097,mahowald,Someone saw a five beautiful cans.,a five beautiful cans,DT JJ CD NNS,a,five,beautiful,cans
4098,mahowald,Someone saw a five beautiful bananas.,a five beautiful bananas,DT JJ CD NNS,a,five,beautiful,bananas
4099,mahowald,Someone saw a five beautiful apples.,a five beautiful apples,DT JJ CD NNS,a,five,beautiful,apples
4100,mahowald,Someone saw a five beautiful trays.,a five beautiful trays,DT JJ CD NNS,a,five,beautiful,trays
4101,mahowald,Someone saw a twenty beautiful desks.,a twenty beautiful desks,DT JJ CD NNS,a,twenty,beautiful,desks
4102,mahowald,Someone saw a twenty beautiful marbles.,a twenty beautiful marbles,DT JJ CD NNS,a,twenty,beautiful,marbles
4103,mahowald,Someone saw a twenty beautiful pencils.,a twenty beautiful pencils,DT JJ CD NNS,a,twenty,beautiful,pencils
4104,mahowald,Someone saw a twenty beautiful belts.,a twenty beautiful belts,DT JJ CD NNS,a,twenty,beautiful,belts
4105,mahowald,Someone saw a twenty beautiful forks.,a twenty beautiful forks,DT JJ CD NNS,a,twenty,beautiful,forks
4106,mahowald,Someone saw a twenty beautiful chairs.,a twenty beautiful chairs,DT JJ CD NNS,a,twenty,beautiful,chairs
4107,mahowald,Someone saw a twenty beautiful cans.,a twenty beautiful cans,DT JJ CD NNS,a,twenty,beautiful,cans
4108,mahowald,Someone saw a twenty beautiful bananas.,a twenty beautiful bananas,DT JJ CD NNS,a,twenty,beautiful,bananas
4109,mahowald,Someone saw a twenty beautiful apples.,a twenty beautiful apples,DT JJ CD NNS,a,twenty,beautiful,apples
4110,mahowald,Someone saw a twenty beautiful trays.,a twenty beautiful trays,DT JJ CD NNS,a,twenty,beautiful,trays
4111,mahowald,Someone saw a three enchanting desks.,a three enchanting desks,DT JJ CD NNS,a,three,enchanting,desks
4112,mahowald,Someone saw a three enchanting marbles.,a three enchanting marbles,DT JJ CD NNS,a,three,enchanting,marbles
4113,mahowald,Someone saw a three enchanting pencils.,a three enchanting pencils,DT JJ CD NNS,a,three,enchanting,pencils
4114,mahowald,Someone saw a three enchanting belts.,a three enchanting belts,DT JJ CD NNS,a,three,enchanting,belts
4115,mahowald,Someone saw a three enchanting forks.,a three enchanting forks,DT JJ CD NNS,a,three,enchanting,forks
4116,mahowald,Someone saw a three enchanting chairs.,a three enchanting chairs,DT JJ CD NNS,a,three,enchanting,chairs
4117,mahowald,Someone saw a three enchanting cans.,a three enchanting cans,DT JJ CD NNS,a,three,enchanting,cans
4118,mahowald,Someone saw a three enchanting bananas.,a three enchanting bananas,DT JJ CD NNS,a,three,enchanting,bananas
4119,mahowald,Someone saw a three enchanting apples.,a three enchanting apples,DT JJ CD NNS,a,three,enchanting,apples
4120,mahowald,Someone saw a three enchanting trays.,a three enchanting trays,DT JJ CD NNS,a,three,enchanting,trays
4121,mahowald,Someone saw a five enchanting desks.,a five enchanting desks,DT JJ CD NNS,a,five,enchanting,desks
4122,mahowald,Someone saw a five enchanting marbles.,a five enchanting marbles,DT JJ CD NNS,a,five,enchanting,marbles
4123,mahowald,Someone saw a five enchanting pencils.,a five enchanting pencils,DT JJ CD NNS,a,five,enchanting,pencils
4124,mahowald,Someone saw a five enchanting belts.,a five enchanting belts,DT JJ CD NNS,a,five,enchanting,belts
4125,mahowald,Someone saw a five enchanting forks.,a five enchanting forks,DT JJ CD NNS,a,five,enchanting,forks
4126,mahowald,Someone saw a five enchanting chairs.,a five enchanting chairs,DT JJ CD NNS,a,five,enchanting,chairs
4127,mahowald,Someone saw a five enchanting cans.,a five enchanting cans,DT JJ CD NNS,a,five,enchanting,cans
4128,mahowald,Someone saw a five enchanting bananas.,a five enchanting bananas,DT JJ CD NNS,a,five,enchanting,bananas
4129,mahowald,Someone saw a five enchanting apples.,a five enchanting apples,DT JJ CD NNS,a,five,enchanting,apples
4130,mahowald,Someone saw a five enchanting trays.,a five enchanting trays,DT JJ CD NNS,a,five,enchanting,trays
4131,mahowald,Someone saw a twenty enchanting desks.,a twenty enchanting desks,DT JJ CD NNS,a,twenty,enchanting,desks
4132,mahowald,Someone saw a twenty enchanting marbles.,a twenty enchanting marbles,DT JJ CD NNS,a,twenty,enchanting,marbles
4133,mahowald,Someone saw a twenty enchanting pencils.,a twenty enchanting pencils,DT JJ CD NNS,a,twenty,enchanting,pencils
4134,mahowald,Someone saw a twenty enchanting belts.,a twenty enchanting belts,DT JJ CD NNS,a,twenty,enchanting,belts
4135,mahowald,Someone saw a twenty enchanting forks.,a twenty enchanting forks,DT JJ CD NNS,a,twenty,enchanting,forks
4136,mahowald,Someone saw a twenty enchanting chairs.,a twenty enchanting chairs,DT JJ CD NNS,a,twenty,enchanting,chairs
4137,mahowald,Someone saw a twenty enchanting cans.,a twenty enchanting cans,DT JJ CD NNS,a,twenty,enchanting,cans
4138,mahowald,Someone saw a twenty enchanting bananas.,a twenty enchanting bananas,DT JJ CD NNS,a,twenty,enchanting,bananas
4139,mahowald,Someone saw a twenty enchanting apples.,a twenty enchanting apples,DT JJ CD NNS,a,twenty,enchanting,apples
4140,mahowald,Someone saw a twenty enchanting trays.,a twenty enchanting trays,DT JJ CD NNS,a,twenty,enchanting,trays
4141,mahowald,Someone saw a three soothing desks.,a three soothing desks,DT JJ CD NNS,a,three,soothing,desks
4142,mahowald,Someone saw a three soothing marbles.,a three soothing marbles,DT JJ CD NNS,a,three,soothing,marbles
4143,mahowald,Someone saw a three soothing pencils.,a three soothing pencils,DT JJ CD NNS,a,three,soothing,pencils
4144,mahowald,Someone saw a three soothing belts.,a three soothing belts,DT JJ CD NNS,a,three,soothing,belts
4145,mahowald,Someone saw a three soothing forks.,a three soothing forks,DT JJ CD NNS,a,three,soothing,forks
4146,mahowald,Someone saw a three soothing chairs.,a three soothing chairs,DT JJ CD NNS,a,three,soothing,chairs
4147,mahowald,Someone saw a three soothing cans.,a three soothing cans,DT JJ CD NNS,a,three,soothing,cans
4148,mahowald,Someone saw a three soothing bananas.,a three soothing bananas,DT JJ CD NNS,a,three,soothing,bananas
4149,mahowald,Someone saw a three soothing apples.,a three soothing apples,DT JJ CD NNS,a,three,soothing,apples
4150,mahowald,Someone saw a three soothing trays.,a three soothing trays,DT JJ CD NNS,a,three,soothing,trays
4151,mahowald,Someone saw a five soothing desks.,a five soothing desks,DT JJ CD NNS,a,five,soothing,desks
4152,mahowald,Someone saw a five soothing marbles.,a five soothing marbles,DT JJ CD NNS,a,five,soothing,marbles
4153,mahowald,Someone saw a five soothing pencils.,a five soothing pencils,DT JJ CD NNS,a,five,soothing,pencils
4154,mahowald,Someone saw a five soothing belts.,a five soothing belts,DT JJ CD NNS,a,five,soothing,belts
4155,mahowald,Someone saw a five soothing forks.,a five soothing forks,DT JJ CD NNS,a,five,soothing,forks
4156,mahowald,Someone saw a five soothing chairs.,a five soothing chairs,DT JJ CD NNS,a,five,soothing,chairs
4157,mahowald,Someone saw a five soothing cans.,a five soothing cans,DT JJ CD NNS,a,five,soothing,cans
4158,mahowald,Someone saw a five soothing bananas.,a five soothing bananas,DT JJ CD NNS,a,five,soothing,bananas
4159,mahowald,Someone saw a five soothing apples.,a five soothing apples,DT JJ CD NNS,a,five,soothing,apples
4160,mahowald,Someone saw a five soothing trays.,a five soothing trays,DT JJ CD NNS,a,five,soothing,trays
4161,mahowald,Someone saw a twenty soothing desks.,a twenty soothing desks,DT JJ CD NNS,a,twenty,soothing,desks
4162,mahowald,Someone saw a twenty soothing marbles.,a twenty soothing marbles,DT JJ CD NNS,a,twenty,soothing,marbles
4163,mahowald,Someone saw a twenty soothing pencils.,a twenty soothing pencils,DT JJ CD NNS,a,twenty,soothing,pencils
4164,mahowald,Someone saw a twenty soothing belts.,a twenty soothing belts,DT JJ CD NNS,a,twenty,soothing,belts
4165,mahowald,Someone saw a twenty soothing forks.,a twenty soothing forks,DT JJ CD NNS,a,twenty,soothing,forks
4166,mahowald,Someone saw a twenty soothing chairs.,a twenty soothing chairs,DT JJ CD NNS,a,twenty,soothing,chairs
4167,mahowald,Someone saw a twenty soothing cans.,a twenty soothing cans,DT JJ CD NNS,a,twenty,soothing,cans
4168,mahowald,Someone saw a twenty soothing bananas.,a twenty soothing bananas,DT JJ CD NNS,a,twenty,soothing,bananas
4169,mahowald,Someone saw a twenty soothing apples.,a twenty soothing apples,DT JJ CD NNS,a,twenty,soothing,apples
4170,mahowald,Someone saw a twenty soothing trays.,a twenty soothing trays,DT JJ CD NNS,a,twenty,soothing,trays
4171,mahowald,Someone saw a three charming desks.,a three charming desks,DT JJ CD NNS,a,three,charming,desks
4172,mahowald,Someone saw a three charming marbles.,a three charming marbles,DT JJ CD NNS,a,three,charming,marbles
4173,mahowald,Someone saw a three charming pencils.,a three charming pencils,DT JJ CD NNS,a,three,charming,pencils
4174,mahowald,Someone saw a three charming belts.,a three charming belts,DT JJ CD NNS,a,three,charming,belts
4175,mahowald,Someone saw a three charming forks.,a three charming forks,DT JJ CD NNS,a,three,charming,forks
4176,mahowald,Someone saw a three charming chairs.,a three charming chairs,DT JJ CD NNS,a,three,charming,chairs
4177,mahowald,Someone saw a three charming cans.,a three charming cans,DT JJ CD NNS,a,three,charming,cans
4178,mahowald,Someone saw a three charming bananas.,a three charming bananas,DT JJ CD NNS,a,three,charming,bananas
4179,mahowald,Someone saw a three charming apples.,a three charming apples,DT JJ CD NNS,a,three,charming,apples
4180,mahowald,Someone saw a three charming trays.,a three charming trays,DT JJ CD NNS,a,three,charming,trays
4181,mahowald,Someone saw a five charming desks.,a five charming desks,DT JJ CD NNS,a,five,charming,desks
4182,mahowald,Someone saw a five charming marbles.,a five charming marbles,DT JJ CD NNS,a,five,charming,marbles
4183,mahowald,Someone saw a five charming pencils.,a five charming pencils,DT JJ CD NNS,a,five,charming,pencils
4184,mahowald,Someone saw a five charming belts.,a five charming belts,DT JJ CD NNS,a,five,charming,belts
4185,mahowald,Someone saw a five charming forks.,a five charming forks,DT JJ CD NNS,a,five,charming,forks
4186,mahowald,Someone saw a five charming chairs.,a five charming chairs,DT JJ CD NNS,a,five,charming,chairs
4187,mahowald,Someone saw a five charming cans.,a five charming cans,DT JJ CD NNS,a,five,charming,cans
4188,mahowald,Someone saw a five charming bananas.,a five charming bananas,DT JJ CD NNS,a,five,charming,bananas
4189,mahowald,Someone saw a five charming apples.,a five charming apples,DT JJ CD NNS,a,five,charming,apples
4190,mahowald,Someone saw a five charming trays.,a five charming trays,DT JJ CD NNS,a,five,charming,trays
4191,mahowald,Someone saw a twenty charming desks.,a twenty charming desks,DT JJ CD NNS,a,twenty,charming,desks
4192,mahowald,Someone saw a twenty charming marbles.,a twenty charming marbles,DT JJ CD NNS,a,twenty,charming,marbles
4193,mahowald,Someone saw a twenty charming pencils.,a twenty charming pencils,DT JJ CD NNS,a,twenty,charming,pencils
4194,mahowald,Someone saw a twenty charming belts.,a twenty charming belts,DT JJ CD NNS,a,twenty,charming,belts
4195,mahowald,Someone saw a twenty charming forks.,a twenty charming forks,DT JJ CD NNS,a,twenty,charming,forks
