,idx,source,sentence,construction,pattern,DT,ADJ,NUMERAL,NOUN
901,902,mahowald,The tourish stayed a three astonishing weeks in Papua New Guinea.,a three astonishing weeks,DT JJ CD NNS,an,astonishing,three,weeks
902,903,mahowald,The tourish stayed a three astonishing months in Papua New Guinea.,a three astonishing months,DT JJ CD NNS,an,astonishing,three,months
903,904,mahowald,The tourish stayed a three astonishing years in Papua New Guinea.,a three astonishing years,DT JJ CD NNS,an,astonishing,three,years
904,905,mahowald,The tourish stayed a three astonishing hours in Papua New Guinea.,a three astonishing hours,DT JJ CD NNS,an,astonishing,three,hours
905,906,mahowald,The tourish stayed a five astonishing days in Papua New Guinea.,a five astonishing days,DT JJ CD NNS,an,astonishing,five,days
906,907,mahowald,The tourish stayed a five astonishing weeks in Papua New Guinea.,a five astonishing weeks,DT JJ CD NNS,an,astonishing,five,weeks
907,908,mahowald,The tourish stayed a five astonishing months in Papua New Guinea.,a five astonishing months,DT JJ CD NNS,an,astonishing,five,months
908,909,mahowald,The tourish stayed a five astonishing years in Papua New Guinea.,a five astonishing years,DT JJ CD NNS,an,astonishing,five,years
909,910,mahowald,The tourish stayed a five astonishing hours in Papua New Guinea.,a five astonishing hours,DT JJ CD NNS,an,astonishing,five,hours
910,911,mahowald,The tourish stayed a twenty astonishing days in Papua New Guinea.,a twenty astonishing days,DT JJ CD NNS,an,astonishing,twenty,days
911,912,mahowald,The tourish stayed a twenty astonishing weeks in Papua New Guinea.,a twenty astonishing weeks,DT JJ CD NNS,an,astonishing,twenty,weeks
912,913,mahowald,The tourish stayed a twenty astonishing months in Papua New Guinea.,a twenty astonishing months,DT JJ CD NNS,an,astonishing,twenty,months
913,914,mahowald,The tourish stayed a twenty astonishing years in Papua New Guinea.,a twenty astonishing years,DT JJ CD NNS,an,astonishing,twenty,years
914,915,mahowald,The tourish stayed a twenty astonishing hours in Papua New Guinea.,a twenty astonishing hours,DT JJ CD NNS,an,astonishing,twenty,hours
915,916,mahowald,The tourish stayed a three incredible days in Papua New Guinea.,a three incredible days,DT JJ CD NNS,an,incredible,three,days
916,917,mahowald,The tourish stayed a three incredible weeks in Papua New Guinea.,a three incredible weeks,DT JJ CD NNS,an,incredible,three,weeks
917,918,mahowald,The tourish stayed a three incredible months in Papua New Guinea.,a three incredible months,DT JJ CD NNS,an,incredible,three,months
918,919,mahowald,The tourish stayed a three incredible years in Papua New Guinea.,a three incredible years,DT JJ CD NNS,an,incredible,three,years
919,920,mahowald,The tourish stayed a three incredible hours in Papua New Guinea.,a three incredible hours,DT JJ CD NNS,an,incredible,three,hours
920,921,mahowald,The tourish stayed a five incredible days in Papua New Guinea.,a five incredible days,DT JJ CD NNS,an,incredible,five,days
921,922,mahowald,The tourish stayed a five incredible weeks in Papua New Guinea.,a five incredible weeks,DT JJ CD NNS,an,incredible,five,weeks
922,923,mahowald,The tourish stayed a five incredible months in Papua New Guinea.,a five incredible months,DT JJ CD NNS,an,incredible,five,months
923,924,mahowald,The tourish stayed a five incredible years in Papua New Guinea.,a five incredible years,DT JJ CD NNS,an,incredible,five,years
924,925,mahowald,The tourish stayed a five incredible hours in Papua New Guinea.,a five incredible hours,DT JJ CD NNS,an,incredible,five,hours
925,926,mahowald,The tourish stayed a twenty incredible days in Papua New Guinea.,a twenty incredible days,DT JJ CD NNS,an,incredible,twenty,days
926,927,mahowald,The tourish stayed a twenty incredible weeks in Papua New Guinea.,a twenty incredible weeks,DT JJ CD NNS,an,incredible,twenty,weeks
927,928,mahowald,The tourish stayed a twenty incredible months in Papua New Guinea.,a twenty incredible months,DT JJ CD NNS,an,incredible,twenty,months
928,929,mahowald,The tourish stayed a twenty incredible years in Papua New Guinea.,a twenty incredible years,DT JJ CD NNS,an,incredible,twenty,years
929,930,mahowald,The tourish stayed a twenty incredible hours in Papua New Guinea.,a twenty incredible hours,DT JJ CD NNS,an,incredible,twenty,hours
930,931,mahowald,The tourish stayed a three impressive days in Papua New Guinea.,a three impressive days,DT JJ CD NNS,an,impressive,three,days
931,932,mahowald,The tourish stayed a three impressive weeks in Papua New Guinea.,a three impressive weeks,DT JJ CD NNS,an,impressive,three,weeks
932,933,mahowald,The tourish stayed a three impressive months in Papua New Guinea.,a three impressive months,DT JJ CD NNS,an,impressive,three,months
933,934,mahowald,The tourish stayed a three impressive years in Papua New Guinea.,a three impressive years,DT JJ CD NNS,an,impressive,three,years
934,935,mahowald,The tourish stayed a three impressive hours in Papua New Guinea.,a three impressive hours,DT JJ CD NNS,an,impressive,three,hours
935,936,mahowald,The tourish stayed a five impressive days in Papua New Guinea.,a five impressive days,DT JJ CD NNS,an,impressive,five,days
936,937,mahowald,The tourish stayed a five impressive weeks in Papua New Guinea.,a five impressive weeks,DT JJ CD NNS,an,impressive,five,weeks
937,938,mahowald,The tourish stayed a five impressive months in Papua New Guinea.,a five impressive months,DT JJ CD NNS,an,impressive,five,months
938,939,mahowald,The tourish stayed a five impressive years in Papua New Guinea.,a five impressive years,DT JJ CD NNS,an,impressive,five,years
939,940,mahowald,The tourish stayed a five impressive hours in Papua New Guinea.,a five impressive hours,DT JJ CD NNS,an,impressive,five,hours
940,941,mahowald,The tourish stayed a twenty impressive days in Papua New Guinea.,a twenty impressive days,DT JJ CD NNS,an,impressive,twenty,days
941,942,mahowald,The tourish stayed a twenty impressive weeks in Papua New Guinea.,a twenty impressive weeks,DT JJ CD NNS,an,impressive,twenty,weeks
942,943,mahowald,The tourish stayed a twenty impressive months in Papua New Guinea.,a twenty impressive months,DT JJ CD NNS,an,impressive,twenty,months
943,944,mahowald,The tourish stayed a twenty impressive years in Papua New Guinea.,a twenty impressive years,DT JJ CD NNS,an,impressive,twenty,years
944,945,mahowald,The tourish stayed a twenty impressive hours in Papua New Guinea.,a twenty impressive hours,DT JJ CD NNS,an,impressive,twenty,hours
945,946,mahowald,The tourish stayed a three disappointing days in Papua New Guinea.,a three disappointing days,DT JJ CD NNS,a,disappointing,three,days
946,947,mahowald,The tourish stayed a three disappointing weeks in Papua New Guinea.,a three disappointing weeks,DT JJ CD NNS,a,disappointing,three,weeks
947,948,mahowald,The tourish stayed a three disappointing months in Papua New Guinea.,a three disappointing months,DT JJ CD NNS,a,disappointing,three,months
948,949,mahowald,The tourish stayed a three disappointing years in Papua New Guinea.,a three disappointing years,DT JJ CD NNS,a,disappointing,three,years
949,950,mahowald,The tourish stayed a three disappointing hours in Papua New Guinea.,a three disappointing hours,DT JJ CD NNS,a,disappointing,three,hours
950,951,mahowald,The tourish stayed a five disappointing days in Papua New Guinea.,a five disappointing days,DT JJ CD NNS,a,disappointing,five,days
951,952,mahowald,The tourish stayed a five disappointing weeks in Papua New Guinea.,a five disappointing weeks,DT JJ CD NNS,a,disappointing,five,weeks
952,953,mahowald,The tourish stayed a five disappointing months in Papua New Guinea.,a five disappointing months,DT JJ CD NNS,a,disappointing,five,months
953,954,mahowald,The tourish stayed a five disappointing years in Papua New Guinea.,a five disappointing years,DT JJ CD NNS,a,disappointing,five,years
954,955,mahowald,The tourish stayed a five disappointing hours in Papua New Guinea.,a five disappointing hours,DT JJ CD NNS,a,disappointing,five,hours
955,956,mahowald,The tourish stayed a twenty disappointing days in Papua New Guinea.,a twenty disappointing days,DT JJ CD NNS,a,disappointing,twenty,days
956,957,mahowald,The tourish stayed a twenty disappointing weeks in Papua New Guinea.,a twenty disappointing weeks,DT JJ CD NNS,a,disappointing,twenty,weeks
957,958,mahowald,The tourish stayed a twenty disappointing months in Papua New Guinea.,a twenty disappointing months,DT JJ CD NNS,a,disappointing,twenty,months
958,959,mahowald,The tourish stayed a twenty disappointing years in Papua New Guinea.,a twenty disappointing years,DT JJ CD NNS,a,disappointing,twenty,years
959,960,mahowald,The tourish stayed a twenty disappointing hours in Papua New Guinea.,a twenty disappointing hours,DT JJ CD NNS,a,disappointing,twenty,hours
960,961,mahowald,The tourish stayed a three surprising days in Papua New Guinea.,a three surprising days,DT JJ CD NNS,a,surprising,three,days
961,962,mahowald,The tourish stayed a three surprising weeks in Papua New Guinea.,a three surprising weeks,DT JJ CD NNS,a,surprising,three,weeks
962,963,mahowald,The tourish stayed a three surprising months in Papua New Guinea.,a three surprising months,DT JJ CD NNS,a,surprising,three,months
963,964,mahowald,The tourish stayed a three surprising years in Papua New Guinea.,a three surprising years,DT JJ CD NNS,a,surprising,three,years
964,965,mahowald,The tourish stayed a three surprising hours in Papua New Guinea.,a three surprising hours,DT JJ CD NNS,a,surprising,three,hours
965,966,mahowald,The tourish stayed a five surprising days in Papua New Guinea.,a five surprising days,DT JJ CD NNS,a,surprising,five,days
966,967,mahowald,The tourish stayed a five surprising weeks in Papua New Guinea.,a five surprising weeks,DT JJ CD NNS,a,surprising,five,weeks
967,968,mahowald,The tourish stayed a five surprising months in Papua New Guinea.,a five surprising months,DT JJ CD NNS,a,surprising,five,months
968,969,mahowald,The tourish stayed a five surprising years in Papua New Guinea.,a five surprising years,DT JJ CD NNS,a,surprising,five,years
969,970,mahowald,The tourish stayed a five surprising hours in Papua New Guinea.,a five surprising hours,DT JJ CD NNS,a,surprising,five,hours
970,971,mahowald,The tourish stayed a twenty surprising days in Papua New Guinea.,a twenty surprising days,DT JJ CD NNS,a,surprising,twenty,days
971,972,mahowald,The tourish stayed a twenty surprising weeks in Papua New Guinea.,a twenty surprising weeks,DT JJ CD NNS,a,surprising,twenty,weeks
972,973,mahowald,The tourish stayed a twenty surprising months in Papua New Guinea.,a twenty surprising months,DT JJ CD NNS,a,surprising,twenty,months
973,974,mahowald,The tourish stayed a twenty surprising years in Papua New Guinea.,a twenty surprising years,DT JJ CD NNS,a,surprising,twenty,years
974,975,mahowald,The tourish stayed a twenty surprising hours in Papua New Guinea.,a twenty surprising hours,DT JJ CD NNS,a,surprising,twenty,hours
975,976,mahowald,The tourish stayed a three devastating days in Papua New Guinea.,a three devastating days,DT JJ CD NNS,a,devastating,three,days
976,977,mahowald,The tourish stayed a three devastating weeks in Papua New Guinea.,a three devastating weeks,DT JJ CD NNS,a,devastating,three,weeks
977,978,mahowald,The tourish stayed a three devastating months in Papua New Guinea.,a three devastating months,DT JJ CD NNS,a,devastating,three,months
978,979,mahowald,The tourish stayed a three devastating years in Papua New Guinea.,a three devastating years,DT JJ CD NNS,a,devastating,three,years
979,980,mahowald,The tourish stayed a three devastating hours in Papua New Guinea.,a three devastating hours,DT JJ CD NNS,a,devastating,three,hours
980,981,mahowald,The tourish stayed a five devastating days in Papua New Guinea.,a five devastating days,DT JJ CD NNS,a,devastating,five,days
981,982,mahowald,The tourish stayed a five devastating weeks in Papua New Guinea.,a five devastating weeks,DT JJ CD NNS,a,devastating,five,weeks
982,983,mahowald,The tourish stayed a five devastating months in Papua New Guinea.,a five devastating months,DT JJ CD NNS,a,devastating,five,months
983,984,mahowald,The tourish stayed a five devastating years in Papua New Guinea.,a five devastating years,DT JJ CD NNS,a,devastating,five,years
984,985,mahowald,The tourish stayed a five devastating hours in Papua New Guinea.,a five devastating hours,DT JJ CD NNS,a,devastating,five,hours
985,986,mahowald,The tourish stayed a twenty devastating days in Papua New Guinea.,a twenty devastating days,DT JJ CD NNS,a,devastating,twenty,days
986,987,mahowald,The tourish stayed a twenty devastating weeks in Papua New Guinea.,a twenty devastating weeks,DT JJ CD NNS,a,devastating,twenty,weeks
987,988,mahowald,The tourish stayed a twenty devastating months in Papua New Guinea.,a twenty devastating months,DT JJ CD NNS,a,devastating,twenty,months
988,989,mahowald,The tourish stayed a twenty devastating years in Papua New Guinea.,a twenty devastating years,DT JJ CD NNS,a,devastating,twenty,years
989,990,mahowald,The tourish stayed a twenty devastating hours in Papua New Guinea.,a twenty devastating hours,DT JJ CD NNS,a,devastating,twenty,hours
990,991,mahowald,The tourish stayed a three pathetic days in Papua New Guinea.,a three pathetic days,DT JJ CD NNS,a,pathetic,three,days
991,992,mahowald,The tourish stayed a three pathetic weeks in Papua New Guinea.,a three pathetic weeks,DT JJ CD NNS,a,pathetic,three,weeks
992,993,mahowald,The tourish stayed a three pathetic months in Papua New Guinea.,a three pathetic months,DT JJ CD NNS,a,pathetic,three,months
993,994,mahowald,The tourish stayed a three pathetic years in Papua New Guinea.,a three pathetic years,DT JJ CD NNS,a,pathetic,three,years
994,995,mahowald,The tourish stayed a three pathetic hours in Papua New Guinea.,a three pathetic hours,DT JJ CD NNS,a,pathetic,three,hours
995,996,mahowald,The tourish stayed a five pathetic days in Papua New Guinea.,a five pathetic days,DT JJ CD NNS,a,pathetic,five,days
996,997,mahowald,The tourish stayed a five pathetic weeks in Papua New Guinea.,a five pathetic weeks,DT JJ CD NNS,a,pathetic,five,weeks
997,998,mahowald,The tourish stayed a five pathetic months in Papua New Guinea.,a five pathetic months,DT JJ CD NNS,a,pathetic,five,months
998,999,mahowald,The tourish stayed a five pathetic years in Papua New Guinea.,a five pathetic years,DT JJ CD NNS,a,pathetic,five,years
999,1000,mahowald,The tourish stayed a five pathetic hours in Papua New Guinea.,a five pathetic hours,DT JJ CD NNS,a,pathetic,five,hours
1000,1001,mahowald,The tourish stayed a twenty pathetic days in Papua New Guinea.,a twenty pathetic days,DT JJ CD NNS,a,pathetic,twenty,days
1001,1002,mahowald,The tourish stayed a twenty pathetic weeks in Papua New Guinea.,a twenty pathetic weeks,DT JJ CD NNS,a,pathetic,twenty,weeks
1002,1003,mahowald,The tourish stayed a twenty pathetic months in Papua New Guinea.,a twenty pathetic months,DT JJ CD NNS,a,pathetic,twenty,months
1003,1004,mahowald,The tourish stayed a twenty pathetic years in Papua New Guinea.,a twenty pathetic years,DT JJ CD NNS,a,pathetic,twenty,years
1004,1005,mahowald,The tourish stayed a twenty pathetic hours in Papua New Guinea.,a twenty pathetic hours,DT JJ CD NNS,a,pathetic,twenty,hours
1005,1006,mahowald,The tourish stayed a three remarkable days in Papua New Guinea.,a three remarkable days,DT JJ CD NNS,a,remarkable,three,days
1006,1007,mahowald,The tourish stayed a three remarkable weeks in Papua New Guinea.,a three remarkable weeks,DT JJ CD NNS,a,remarkable,three,weeks
1007,1008,mahowald,The tourish stayed a three remarkable months in Papua New Guinea.,a three remarkable months,DT JJ CD NNS,a,remarkable,three,months
1008,1009,mahowald,The tourish stayed a three remarkable years in Papua New Guinea.,a three remarkable years,DT JJ CD NNS,a,remarkable,three,years
1009,1010,mahowald,The tourish stayed a three remarkable hours in Papua New Guinea.,a three remarkable hours,DT JJ CD NNS,a,remarkable,three,hours
1010,1011,mahowald,The tourish stayed a five remarkable days in Papua New Guinea.,a five remarkable days,DT JJ CD NNS,a,remarkable,five,days
1011,1012,mahowald,The tourish stayed a five remarkable weeks in Papua New Guinea.,a five remarkable weeks,DT JJ CD NNS,a,remarkable,five,weeks
1012,1013,mahowald,The tourish stayed a five remarkable months in Papua New Guinea.,a five remarkable months,DT JJ CD NNS,a,remarkable,five,months
1013,1014,mahowald,The tourish stayed a five remarkable years in Papua New Guinea.,a five remarkable years,DT JJ CD NNS,a,remarkable,five,years
1014,1015,mahowald,The tourish stayed a five remarkable hours in Papua New Guinea.,a five remarkable hours,DT JJ CD NNS,a,remarkable,five,hours
1015,1016,mahowald,The tourish stayed a twenty remarkable days in Papua New Guinea.,a twenty remarkable days,DT JJ CD NNS,a,remarkable,twenty,days
1016,1017,mahowald,The tourish stayed a twenty remarkable weeks in Papua New Guinea.,a twenty remarkable weeks,DT JJ CD NNS,a,remarkable,twenty,weeks
1017,1018,mahowald,The tourish stayed a twenty remarkable months in Papua New Guinea.,a twenty remarkable months,DT JJ CD NNS,a,remarkable,twenty,months
1018,1019,mahowald,The tourish stayed a twenty remarkable years in Papua New Guinea.,a twenty remarkable years,DT JJ CD NNS,a,remarkable,twenty,years
1019,1020,mahowald,The tourish stayed a twenty remarkable hours in Papua New Guinea.,a twenty remarkable hours,DT JJ CD NNS,a,remarkable,twenty,hours
1020,1021,mahowald,The tourish stayed a three mediocre days in Papua New Guinea.,a three mediocre days,DT JJ CD NNS,a,mediocre,three,days
1021,1022,mahowald,The tourish stayed a three mediocre weeks in Papua New Guinea.,a three mediocre weeks,DT JJ CD NNS,a,mediocre,three,weeks
1022,1023,mahowald,The tourish stayed a three mediocre months in Papua New Guinea.,a three mediocre months,DT JJ CD NNS,a,mediocre,three,months
1023,1024,mahowald,The tourish stayed a three mediocre years in Papua New Guinea.,a three mediocre years,DT JJ CD NNS,a,mediocre,three,years
1024,1025,mahowald,The tourish stayed a three mediocre hours in Papua New Guinea.,a three mediocre hours,DT JJ CD NNS,a,mediocre,three,hours
1025,1026,mahowald,The tourish stayed a five mediocre days in Papua New Guinea.,a five mediocre days,DT JJ CD NNS,a,mediocre,five,days
1026,1027,mahowald,The tourish stayed a five mediocre weeks in Papua New Guinea.,a five mediocre weeks,DT JJ CD NNS,a,mediocre,five,weeks
1027,1028,mahowald,The tourish stayed a five mediocre months in Papua New Guinea.,a five mediocre months,DT JJ CD NNS,a,mediocre,five,months
1028,1029,mahowald,The tourish stayed a five mediocre years in Papua New Guinea.,a five mediocre years,DT JJ CD NNS,a,mediocre,five,years
1029,1030,mahowald,The tourish stayed a five mediocre hours in Papua New Guinea.,a five mediocre hours,DT JJ CD NNS,a,mediocre,five,hours
1030,1031,mahowald,The tourish stayed a twenty mediocre days in Papua New Guinea.,a twenty mediocre days,DT JJ CD NNS,a,mediocre,twenty,days
1031,1032,mahowald,The tourish stayed a twenty mediocre weeks in Papua New Guinea.,a twenty mediocre weeks,DT JJ CD NNS,a,mediocre,twenty,weeks
1032,1033,mahowald,The tourish stayed a twenty mediocre months in Papua New Guinea.,a twenty mediocre months,DT JJ CD NNS,a,mediocre,twenty,months
1033,1034,mahowald,The tourish stayed a twenty mediocre years in Papua New Guinea.,a twenty mediocre years,DT JJ CD NNS,a,mediocre,twenty,years
1034,1035,mahowald,The tourish stayed a twenty mediocre hours in Papua New Guinea.,a twenty mediocre hours,DT JJ CD NNS,a,mediocre,twenty,hours
1035,1036,mahowald,The tourish stayed a three unsatisfying days in Papua New Guinea.,a three unsatisfying days,DT JJ CD NNS,an,unsatisfying,three,days
1036,1037,mahowald,The tourish stayed a three unsatisfying weeks in Papua New Guinea.,a three unsatisfying weeks,DT JJ CD NNS,an,unsatisfying,three,weeks
1037,1038,mahowald,The tourish stayed a three unsatisfying months in Papua New Guinea.,a three unsatisfying months,DT JJ CD NNS,an,unsatisfying,three,months
1038,1039,mahowald,The tourish stayed a three unsatisfying years in Papua New Guinea.,a three unsatisfying years,DT JJ CD NNS,an,unsatisfying,three,years
1039,1040,mahowald,The tourish stayed a three unsatisfying hours in Papua New Guinea.,a three unsatisfying hours,DT JJ CD NNS,an,unsatisfying,three,hours
1040,1041,mahowald,The tourish stayed a five unsatisfying days in Papua New Guinea.,a five unsatisfying days,DT JJ CD NNS,an,unsatisfying,five,days
1041,1042,mahowald,The tourish stayed a five unsatisfying weeks in Papua New Guinea.,a five unsatisfying weeks,DT JJ CD NNS,an,unsatisfying,five,weeks
1042,1043,mahowald,The tourish stayed a five unsatisfying months in Papua New Guinea.,a five unsatisfying months,DT JJ CD NNS,an,unsatisfying,five,months
1043,1044,mahowald,The tourish stayed a five unsatisfying years in Papua New Guinea.,a five unsatisfying years,DT JJ CD NNS,an,unsatisfying,five,years
1044,1045,mahowald,The tourish stayed a five unsatisfying hours in Papua New Guinea.,a five unsatisfying hours,DT JJ CD NNS,an,unsatisfying,five,hours
1045,1046,mahowald,The tourish stayed a twenty unsatisfying days in Papua New Guinea.,a twenty unsatisfying days,DT JJ CD NNS,an,unsatisfying,twenty,days
1046,1047,mahowald,The tourish stayed a twenty unsatisfying weeks in Papua New Guinea.,a twenty unsatisfying weeks,DT JJ CD NNS,an,unsatisfying,twenty,weeks
1047,1048,mahowald,The tourish stayed a twenty unsatisfying months in Papua New Guinea.,a twenty unsatisfying months,DT JJ CD NNS,an,unsatisfying,twenty,months
1048,1049,mahowald,The tourish stayed a twenty unsatisfying years in Papua New Guinea.,a twenty unsatisfying years,DT JJ CD NNS,an,unsatisfying,twenty,years
1049,1050,mahowald,The tourish stayed a twenty unsatisfying hours in Papua New Guinea.,a twenty unsatisfying hours,DT JJ CD NNS,an,unsatisfying,twenty,hours
1050,1051,mahowald,The tourish stayed a three lovely days in Papua New Guinea.,a three lovely days,DT JJ CD NNS,a,lovely,three,days
1051,1052,mahowald,The tourish stayed a three lovely weeks in Papua New Guinea.,a three lovely weeks,DT JJ CD NNS,a,lovely,three,weeks
1052,1053,mahowald,The tourish stayed a three lovely months in Papua New Guinea.,a three lovely months,DT JJ CD NNS,a,lovely,three,months
1053,1054,mahowald,The tourish stayed a three lovely years in Papua New Guinea.,a three lovely years,DT JJ CD NNS,a,lovely,three,years
1054,1055,mahowald,The tourish stayed a three lovely hours in Papua New Guinea.,a three lovely hours,DT JJ CD NNS,a,lovely,three,hours
1055,1056,mahowald,The tourish stayed a five lovely days in Papua New Guinea.,a five lovely days,DT JJ CD NNS,a,lovely,five,days
1056,1057,mahowald,The tourish stayed a five lovely weeks in Papua New Guinea.,a five lovely weeks,DT JJ CD NNS,a,lovely,five,weeks
1057,1058,mahowald,The tourish stayed a five lovely months in Papua New Guinea.,a five lovely months,DT JJ CD NNS,a,lovely,five,months
1058,1059,mahowald,The tourish stayed a five lovely years in Papua New Guinea.,a five lovely years,DT JJ CD NNS,a,lovely,five,years
1059,1060,mahowald,The tourish stayed a five lovely hours in Papua New Guinea.,a five lovely hours,DT JJ CD NNS,a,lovely,five,hours
1060,1061,mahowald,The tourish stayed a twenty lovely days in Papua New Guinea.,a twenty lovely days,DT JJ CD NNS,a,lovely,twenty,days
1061,1062,mahowald,The tourish stayed a twenty lovely weeks in Papua New Guinea.,a twenty lovely weeks,DT JJ CD NNS,a,lovely,twenty,weeks
1062,1063,mahowald,The tourish stayed a twenty lovely months in Papua New Guinea.,a twenty lovely months,DT JJ CD NNS,a,lovely,twenty,months
1063,1064,mahowald,The tourish stayed a twenty lovely years in Papua New Guinea.,a twenty lovely years,DT JJ CD NNS,a,lovely,twenty,years
1064,1065,mahowald,The tourish stayed a twenty lovely hours in Papua New Guinea.,a twenty lovely hours,DT JJ CD NNS,a,lovely,twenty,hours
1065,1066,mahowald,The tourish stayed a three beautiful days in Papua New Guinea.,a three beautiful days,DT JJ CD NNS,a,beautiful,three,days
1066,1067,mahowald,The tourish stayed a three beautiful weeks in Papua New Guinea.,a three beautiful weeks,DT JJ CD NNS,a,beautiful,three,weeks
1067,1068,mahowald,The tourish stayed a three beautiful months in Papua New Guinea.,a three beautiful months,DT JJ CD NNS,a,beautiful,three,months
1068,1069,mahowald,The tourish stayed a three beautiful years in Papua New Guinea.,a three beautiful years,DT JJ CD NNS,a,beautiful,three,years
1069,1070,mahowald,The tourish stayed a three beautiful hours in Papua New Guinea.,a three beautiful hours,DT JJ CD NNS,a,beautiful,three,hours
1070,1071,mahowald,The tourish stayed a five beautiful days in Papua New Guinea.,a five beautiful days,DT JJ CD NNS,a,beautiful,five,days
1071,1072,mahowald,The tourish stayed a five beautiful weeks in Papua New Guinea.,a five beautiful weeks,DT JJ CD NNS,a,beautiful,five,weeks
1072,1073,mahowald,The tourish stayed a five beautiful months in Papua New Guinea.,a five beautiful months,DT JJ CD NNS,a,beautiful,five,months
1073,1074,mahowald,The tourish stayed a five beautiful years in Papua New Guinea.,a five beautiful years,DT JJ CD NNS,a,beautiful,five,years
1074,1075,mahowald,The tourish stayed a five beautiful hours in Papua New Guinea.,a five beautiful hours,DT JJ CD NNS,a,beautiful,five,hours
1075,1076,mahowald,The tourish stayed a twenty beautiful days in Papua New Guinea.,a twenty beautiful days,DT JJ CD NNS,a,beautiful,twenty,days
1076,1077,mahowald,The tourish stayed a twenty beautiful weeks in Papua New Guinea.,a twenty beautiful weeks,DT JJ CD NNS,a,beautiful,twenty,weeks
1077,1078,mahowald,The tourish stayed a twenty beautiful months in Papua New Guinea.,a twenty beautiful months,DT JJ CD NNS,a,beautiful,twenty,months
1078,1079,mahowald,The tourish stayed a twenty beautiful years in Papua New Guinea.,a twenty beautiful years,DT JJ CD NNS,a,beautiful,twenty,years
1079,1080,mahowald,The tourish stayed a twenty beautiful hours in Papua New Guinea.,a twenty beautiful hours,DT JJ CD NNS,a,beautiful,twenty,hours
1080,1081,mahowald,The tourish stayed a three enchanting days in Papua New Guinea.,a three enchanting days,DT JJ CD NNS,an,enchanting,three,days
1081,1082,mahowald,The tourish stayed a three enchanting weeks in Papua New Guinea.,a three enchanting weeks,DT JJ CD NNS,an,enchanting,three,weeks
1082,1083,mahowald,The tourish stayed a three enchanting months in Papua New Guinea.,a three enchanting months,DT JJ CD NNS,an,enchanting,three,months
1083,1084,mahowald,The tourish stayed a three enchanting years in Papua New Guinea.,a three enchanting years,DT JJ CD NNS,an,enchanting,three,years
1084,1085,mahowald,The tourish stayed a three enchanting hours in Papua New Guinea.,a three enchanting hours,DT JJ CD NNS,an,enchanting,three,hours
1085,1086,mahowald,The tourish stayed a five enchanting days in Papua New Guinea.,a five enchanting days,DT JJ CD NNS,an,enchanting,five,days
1086,1087,mahowald,The tourish stayed a five enchanting weeks in Papua New Guinea.,a five enchanting weeks,DT JJ CD NNS,an,enchanting,five,weeks
1087,1088,mahowald,The tourish stayed a five enchanting months in Papua New Guinea.,a five enchanting months,DT JJ CD NNS,an,enchanting,five,months
1088,1089,mahowald,The tourish stayed a five enchanting years in Papua New Guinea.,a five enchanting years,DT JJ CD NNS,an,enchanting,five,years
1089,1090,mahowald,The tourish stayed a five enchanting hours in Papua New Guinea.,a five enchanting hours,DT JJ CD NNS,an,enchanting,five,hours
1090,1091,mahowald,The tourish stayed a twenty enchanting days in Papua New Guinea.,a twenty enchanting days,DT JJ CD NNS,an,enchanting,twenty,days
1091,1092,mahowald,The tourish stayed a twenty enchanting weeks in Papua New Guinea.,a twenty enchanting weeks,DT JJ CD NNS,an,enchanting,twenty,weeks
1092,1093,mahowald,The tourish stayed a twenty enchanting months in Papua New Guinea.,a twenty enchanting months,DT JJ CD NNS,an,enchanting,twenty,months
1093,1094,mahowald,The tourish stayed a twenty enchanting years in Papua New Guinea.,a twenty enchanting years,DT JJ CD NNS,an,enchanting,twenty,years
1094,1095,mahowald,The tourish stayed a twenty enchanting hours in Papua New Guinea.,a twenty enchanting hours,DT JJ CD NNS,an,enchanting,twenty,hours
1095,1096,mahowald,The tourish stayed a three soothing days in Papua New Guinea.,a three soothing days,DT JJ CD NNS,a,soothing,three,days
1096,1097,mahowald,The tourish stayed a three soothing weeks in Papua New Guinea.,a three soothing weeks,DT JJ CD NNS,a,soothing,three,weeks
1097,1098,mahowald,The tourish stayed a three soothing months in Papua New Guinea.,a three soothing months,DT JJ CD NNS,a,soothing,three,months
1098,1099,mahowald,The tourish stayed a three soothing years in Papua New Guinea.,a three soothing years,DT JJ CD NNS,a,soothing,three,years
1099,1100,mahowald,The tourish stayed a three soothing hours in Papua New Guinea.,a three soothing hours,DT JJ CD NNS,a,soothing,three,hours
1100,1101,mahowald,The tourish stayed a five soothing days in Papua New Guinea.,a five soothing days,DT JJ CD NNS,a,soothing,five,days
1101,1102,mahowald,The tourish stayed a five soothing weeks in Papua New Guinea.,a five soothing weeks,DT JJ CD NNS,a,soothing,five,weeks
1102,1103,mahowald,The tourish stayed a five soothing months in Papua New Guinea.,a five soothing months,DT JJ CD NNS,a,soothing,five,months
1103,1104,mahowald,The tourish stayed a five soothing years in Papua New Guinea.,a five soothing years,DT JJ CD NNS,a,soothing,five,years
1104,1105,mahowald,The tourish stayed a five soothing hours in Papua New Guinea.,a five soothing hours,DT JJ CD NNS,a,soothing,five,hours
1105,1106,mahowald,The tourish stayed a twenty soothing days in Papua New Guinea.,a twenty soothing days,DT JJ CD NNS,a,soothing,twenty,days
