sentence_idx,construction,pos,DT,ADJ,NUMERAL,NOUN,n,percent
970597,a different color-- 1.35 times,ARTICLE JJ NN CD NNS,a,different color--,1.35,times,1,0.3700980392156863
971038,a different color-- 2 times,ARTICLE JJ NN CD NNS,a,different color--,2,times,1,0.37050653594771243
971240,a great many good points,ARTICLE JJ FEW JJ NNS,a,great,many,good points,2,0.19607843137254902
977985,a - dozen little ones,ARTICLE JJ FEW JJ NNS,a,-,dozen,little ones,1,0.2479575163398693
980028,a great many times,ARTICLE JJ FEW NNS,a,great,many,times,14,0.05269607843137255
984670,"an estimated 700,000 people",ARTICLE VBN CD NNS,An,estimated,"700,000",people,1,0.4338235294117647
985167,an extra thirty minutes,ARTICLE JJ CD NNS,an,extra,thirty,minutes,1,0.4714052287581699
987321,a good many people,ARTICLE JJ FEW NNS,a,good,many,people,12,0.06290849673202614
1001689,an extra three hundred miles,ARTICLE JJ CD CD NNS,an,extra,three hundred,miles,1,0.47344771241830064
1016600,a great many times,ARTICLE JJ FEW NNS,a,great,many,times,14,0.05269607843137255
1021740,a great many days,ARTICLE JJ FEW NNS,a,great,many,days,8,0.06985294117647059
1038906,a combined nine points,ARTICLE VBN CD NNS,a,combined,nine,points,1,0.3574346405228758
1049746,an additional five awards,ARTICLE JJ CD NNS,an,additional,five,awards,1,0.2757352941176471
1057216,a court - appointed guardian three years,ARTICLE NN HYPH VBN NN CD NNS,a,court - appointed guardian,three,years,1,0.3631535947712418
1058041,a career - high 24 points,ARTICLE NN HYPH JJ CD NNS,a,career - high,24,points,1,0.32883986928104575
1058056,a career - high 27 points,ARTICLE NN HYPH JJ CD NNS,a,career - high,27,points,1,0.33088235294117646
1058060,a season - high 19 points,ARTICLE NN HYPH JJ CD NNS,a,season - high,19,points,2,0.2361111111111111
1058303,an additional 5 years,ARTICLE JJ CD NNS,an,additional,5,years,1,0.26919934640522875
1061024,an additional nine seconds,ARTICLE JJ CD NNS,an,additional,nine,seconds,1,0.2798202614379085
1061041,an estimated four million times,ARTICLE VBN CD CD NNS,an,estimated,four million,times,1,0.44362745098039214
1065671,a good few notes,ARTICLE JJ FEW NNS,a,good,few,notes,2,0.17401960784313725
1072311,an additional 100 children,ARTICLE JJ CD NNS,an,additional,100,children,1,0.25245098039215685
1072891,an additional four officers,ARTICLE JJ CD NNS,an,additional,four,officers,1,0.2777777777777778
1077122,"an estimated 10,000 illegal aliens",ARTICLE VBN CD JJ NNS,an,estimated,"10,000",illegal aliens,1,0.38439542483660133
1078134,a good few notes,ARTICLE JJ FEW NNS,a,good,few,notes,2,0.17401960784313725
1084798,a further two seasons,ARTICLE JJ CD NNS,a,further,two,seasons,3,0.12009803921568628
1085629,a season - high seven combined tackles,ARTICLE NN HYPH JJ CD VBN NNS,a,season - high,seven,combined tackles,2,0.2369281045751634
1085641,a season - high seven combined tackles,ARTICLE NN HYPH JJ CD VBN NNS,a,season - high,seven,combined tackles,2,0.2369281045751634
1085676,a career - high nine combined tackles,ARTICLE NN HYPH JJ CD VBN NNS,a,career - high,nine,combined tackles,1,0.33700980392156865
1104143,a career - best 20 games,ARTICLE NN HYPH JJ CD NNS,a,career - best,20,games,1,0.32312091503267976
1105876,"an estimated 5,000 jews",ARTICLE VBN CD NNPS,an,estimated,"5,000",jews,1,0.4215686274509804
1106692,an extra five days,ARTICLE JJ CD NNS,an,extra,five,days,2,0.15849673202614378
1106724,an extra five days,ARTICLE JJ CD NNS,an,extra,five,days,2,0.15849673202614378
1110967,"an extra 1,500 francs",ARTICLE JJ CD NNS,an,extra,"1,500",francs,1,0.45179738562091504
1111131,"an extra 2,000 francs",ARTICLE JJ CD NNS,an,extra,"2,000",francs,1,0.45465686274509803
1122769,a career - high 30 points,ARTICLE NN HYPH JJ CD NNS,a,career - high,30,points,2,0.14705882352941177
1122891,a career - high 32 points,ARTICLE NN HYPH JJ CD NNS,a,career - high,32,points,1,0.33169934640522875
1125252,"an additional 27,000 customers",ARTICLE JJ CD NNS,an,additional,"27,000",customers,1,0.2630718954248366
1125271,an estimated 20 acres,ARTICLE VBN CD NNS,an,estimated,20,acres,1,0.39950980392156865
1125302,an additional 300 acres,ARTICLE JJ CD NNS,an,additional,300,acres,1,0.26633986928104575
1127485,a further two seasons,ARTICLE JJ CD NNS,a,further,two,seasons,3,0.12009803921568628
1139340,an estimated 90 german soldiers,ARTICLE VBN CD JJ NNS,an,estimated,90,german soldiers,1,0.43995098039215685
1145432,a career - high 39 points,ARTICLE NN HYPH JJ CD NNS,a,career - high,39,points,1,0.33251633986928103
1148433,a cold few days,ARTICLE JJ FEW NNS,a,cold,few,days,1,0.3480392156862745
1152914,an estimated five million people,ARTICLE VBN CD CD NNS,An,estimated,five million,people,1,0.44281045751633985
1155432,an extra four packets,ARTICLE JJ CD NNS,an,extra,four,packets,1,0.46405228758169936
1156125,a further three years,ARTICLE JJ CD NNS,a,further,three,years,4,0.08905228758169935
1159094,an additional 300 men,ARTICLE JJ CD NNS,an,additional,300,men,1,0.2667483660130719
1166495,a broken leg and two or three bullets,ARTICLE VBN NN CC CD CC CD NNS,a,broken leg and,two or three,bullets,1,0.3202614379084967
1193835,"an additional 20,000 people",ARTICLE JJ CD NNS,an,additional,"20,000",people,1,0.25980392156862747
1200004,an extra twenty eight days,ARTICLE JJ CD CD NNS,an,extra,twenty eight,days,1,0.47549019607843135
1200028,a good many things,ARTICLE JJ FEW NNS,a,good,many,things,14,0.046977124183006536
1210569,a career - high and franchise record 525 passing yards,ARTICLE NN HYPH NN CC NN RECORD CD NN NNS,a,career - high and franchise record,525,passing yards,1,0.3386437908496732
1219318,a great many days,ARTICLE JJ FEW NNS,a,great,many,days,8,0.06985294117647059
1220924,a good many times,ARTICLE JJ FEW NNS,a,good,many,times,9,0.06658496732026144
1238708,a combined five times,ARTICLE VBN CD NNS,a,combined,five,times,1,0.3570261437908497
1243449,"an additional 4,000 seats",ARTICLE JJ CD NNS,an,additional,"4,000",seats,1,0.2679738562091503
1248622,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,21,0.04125816993464052
1250299,a career - high 44 tackles,ARTICLE NN HYPH JJ CD NNS,a,career - high,44,tackles,1,0.3333333333333333
1252512,a good few years,ARTICLE JJ FEW NNS,A,good,few,years,3,0.12254901960784313
1252921,a good many comforts,ARTICLE JJ FEW NNS,a,good,many,comforts,2,0.1772875816993464
1256782,an american ship and three british ships,ARTICLE JJ NN CC CD JJ NNS,an,american ship and,three,british ships,1,0.2920751633986928
1257167,a good 20 minutes,ARTICLE JJ CD NNS,a,good,20,minutes,3,0.1213235294117647
1257272,a good ten minutes,ARTICLE JJ CD NNS,a,good,ten,minutes,4,0.09722222222222222
1260656,a good many little gifts,ARTICLE JJ FEW JJ NNS,a,good,many,little gifts,2,0.18055555555555555
1263094,a good many bitter tears,ARTICLE JJ FEW JJ NNS,a,good,many,bitter tears,2,0.17565359477124182
1263995,an awful three years,ARTICLE JJ CD NNS,an,awful,three,years,1,0.30514705882352944
1264321,"an estimated 2,998,235 people",ARTICLE VBN CD NNS,an,estimated,"2,998,235",people,1,0.39869281045751637
1266036,an extra three laps,ARTICLE JJ CD NNS,an,extra,three,laps,1,0.4722222222222222
1270300,a deep trench 3×5 metres,ARTICLE JJ NN CD NNS,A,deep trench,3×5,metres,1,0.3684640522875817
1279650,"an estimated 700,000 apple trees",ARTICLE VBN CD NN NNS,an,estimated,"700,000",apple trees,1,0.4334150326797386
1287087,an additional 100 million tonnes,ARTICLE JJ CD CD NNS,an,additional,100 million,tonnes,1,0.252859477124183
1289407,"an expected 18,831 dwellings",ARTICLE JJ CD NNS,an,expected,"18,831",dwellings,1,0.4505718954248366
1290643,"a broad , low gradient glacier 8 nautical miles","ARTICLE JJ , JJ NN NN CD JJ NNS",a,"broad , low gradient glacier",8,nautical miles,1,0.31862745098039214
1297192,a good many hard times,ARTICLE JJ FEW JJ NNS,a,good,many,hard times,2,0.17973856209150327
1297362,a great many friends,ARTICLE JJ FEW NNS,a,great,many,friends,8,0.07312091503267974
1299959,a career - best 16 goals,ARTICLE NN HYPH JJ CD NNS,a,career - best,16,goals,1,0.32230392156862747
1305404,a combined two goals,ARTICLE VBN CD NNS,a,combined,two,goals,1,0.35866013071895425
1307441,"a fine picture or two , a stand of flowers","ARTICLE JJ NN CC CD , ARTICLE NN IN NNS",a,NA,"two ,",a stand of flowers,2,0.24754901960784315
1321965,a good many hard knocks,ARTICLE JJ FEW JJ NNS,a,good,many,hard knocks,2,0.17892156862745098
1342394,a grim papa and three grimmer maiden aunts,ARTICLE JJ NN CC CD JJR NN NNS,a,grim papa and,three,grimmer maiden aunts,2,0.2181372549019608
1346335,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,21,0.04125816993464052
1346381,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,21,0.04125816993464052
1351024,a good many miracles,ARTICLE JJ FEW NNS,a,good,many,miracles,2,0.1830065359477124
1364520,an estimated two thirds,ARTICLE VBN CD NNS,an,estimated,two,thirds,1,0.44689542483660133
1365758,an armored brigade commander and two regimental commanders,ARTICLE JJ NN NN CC CD JJ NNS,an,armored brigade commander and,two,regimental commanders,1,0.2965686274509804
1377451,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,42,0.01715686274509804
1384107,a combined 15 points,ARTICLE JJ CD NNS,a,combined,15,points,1,0.3508986928104575
1385650,an estimated 80 % of schools,ARTICLE VBN CD NN IN NNS,An,estimated,80,% of schools,1,0.43586601307189543
1391015,"an estimated 250,000 adherents",ARTICLE VBN CD NNS,an,estimated,"250,000",adherents,1,0.40441176470588236
1398519,a brand new baby twenty years,ARTICLE RB JJ NN CD NNS,a,brand new baby,twenty,years,1,0.315359477124183
1399312,an estimated three years,ARTICLE VBN CD NNS,an,estimated,three,years,1,0.4464869281045752
1407457,an estimated 70 million people,ARTICLE VBN CD CD NNS,an,estimated,70 million,people,1,0.43300653594771243
1418995,an approximate 1.8 million people,ARTICLE JJ CD CD NNS,an,approximate,1.8 million,people,1,0.29534313725490197
1422770,"an estimated 5,350 tons",ARTICLE VBN CD NNS,an,estimated,"5,350",tons,1,0.4223856209150327
1424174,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,42,0.01715686274509804
1448322,"an estimated 343,000 people",ARTICLE VBN CD NNS,An,estimated,"343,000",people,1,0.41299019607843135
1449796,"an estimated 38,000 bushes",ARTICLE VBN CD NNS,an,estimated,"38,000",bushes,1,0.414624183006536
1452280,"an additional 53,300 cellular phones",ARTICLE JJ CD JJ NNS,an,additional,"53,300",cellular phones,1,0.27001633986928103
1455166,"an estimated 4,560,000 viewers",ARTICLE VBN CD NNS,an,estimated,"4,560,000",viewers,1,0.4166666666666667
1462528,an additional four primary schools,ARTICLE JJ CD JJ NNS,an,additional,four,primary schools,1,0.2785947712418301
1468894,an additional six years,ARTICLE JJ CD NNS,an,additional,six,years,1,0.28227124183006536
1481999,a further two goals,ARTICLE JJ CD NNS,a,further,two,goals,3,0.11887254901960784
1493174,a cold deck three times,ARTICLE JJ NN CD NNS,a,cold deck,three,times,1,0.34844771241830064
1495013,a combined 52 league appearances,ARTICLE VBN CD NN NNS,a,combined,52,league appearances,1,0.35498366013071897
1495512,an additional 20 years,ARTICLE JJ CD NNS,an,additional,20,years,2,0.1437908496732026
1495557,an additional 20 years,ARTICLE JJ CD NNS,an,additional,20,years,2,0.1437908496732026
1502688,a great many flowers,ARTICLE JJ FEW NNS,a,great,many,flowers,3,0.12622549019607843
1505615,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,21,0.04125816993464052
1507775,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,21,0.04125816993464052
1508563,a career - high 46 tackles,ARTICLE NN HYPH JJ CD NNS,a,career - high,46,tackles,1,0.33374183006535946
1515269,an additional 11 games,ARTICLE JJ CD NNS,an,additional,11,games,1,0.2536764705882353
1517486,a combined six awards,ARTICLE VBN CD NNS,a,combined,six,awards,1,0.35784313725490197
1518069,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,21,0.04125816993464052
1519272,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,21,0.04125816993464052
1523311,an additional 58 branches,ARTICLE JJ CD NNS,an,additional,58,branches,1,0.2704248366013072
1537251,a final twenty two bands,ARTICLE JJ CD CD NNS,a,final,twenty two,bands,1,0.48856209150326796
1538209,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,38,0.032679738562091505
1539664,a career - high 16.9 points,ARTICLE NN HYPH JJ CD NNS,a,career - high,16.9,points,1,0.3263888888888889
1539670,a career - best 17.6 points,ARTICLE NN HYPH JJ CD NNS,a,career - best,17.6,points,1,0.3227124183006536
1540683,a career - high 237 strikeouts,ARTICLE NN HYPH JJ CD NNS,a,career - high,237,strikeouts,1,0.3284313725490196
1550393,a good many things,ARTICLE JJ FEW NNS,a,good,many,things,14,0.046977124183006536
1572466,a chemical weapon- 1 t 's,ARTICLE JJ NN CD NN NNS,a,chemical weapon-,1,t 's,1,0.34354575163398693
1574231,a good many things,ARTICLE JJ FEW NNS,a,good,many,things,14,0.046977124183006536
1581586,a further two weeks,ARTICLE JJ CD NNS,a,further,two,weeks,2,0.16993464052287582
1588567,a good two hours,ARTICLE JJ CD NNS,a,good,two,hours,3,0.125
1599455,a combined five points,ARTICLE VBN CD NNS,a,combined,five,points,1,0.35661764705882354
1600687,an astounding 1022 points,ARTICLE JJ CD NNS,an,astounding,1022,points,1,0.2994281045751634
1607332,an estimated 95 million people,ARTICLE VBN CD CD NNS,an,estimated,95 million,people,1,0.4411764705882353
1607728,a combined 200 points,ARTICLE VBN CD NNS,a,combined,200,points,1,0.3533496732026144
1608243,a franchise - high 252 goals,ARTICLE NN HYPH JJ CD NNS,a,franchise - high,252,goals,1,0.49387254901960786
1609071,a club - low 726 penalty minutes,ARTICLE NN HYPH JJ CD NN NNS,a,club - low,726,penalty minutes,1,0.34681372549019607
1613896,an additional 30 years,ARTICLE JJ CD NNS,an,additional,30,years,1,0.26552287581699346
1620198,an additional three awards,ARTICLE JJ CD NNS,an,additional,three,awards,1,0.2847222222222222
1628672,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,42,0.01715686274509804
1638126,a busy two days,ARTICLE JJ CD NNS,a,busy,two,days,1,0.32107843137254904
1643988,a bad ten minutes,ARTICLE JJ CD NNS,a,bad,ten,minutes,3,0.11397058823529412
1651742,an additional eight seasons,ARTICLE JJ CD NNS,an,additional,eight,seasons,1,0.27450980392156865
1657079,a decimal point two places,ARTICLE JJ NN CD NNS,a,decimal point,two,places,2,0.15196078431372548
1657466,an estimated 49 thousand cases,ARTICLE VBN CD CD NNS,an,estimated,49 thousand,cases,1,0.42116013071895425
1658032,a decimal point two places,ARTICLE JJ NN CD NNS,a,decimal point,two,places,2,0.15196078431372548
1662887,a good ten minutes,ARTICLE JJ CD NNS,a,good,ten,minutes,4,0.09722222222222222
1667405,an additional three times,ARTICLE JJ CD NNS,an,additional,three,times,1,0.2855392156862745
1682227,a good two inches,ARTICLE JJ CD NNS,a,good,two,inches,2,0.18709150326797386
1689328,a career - best 26 goals,ARTICLE NN HYPH JJS CD NNS,a,career - best,26,goals,1,0.3243464052287582
1696960,a claimed 48 hours,ARTICLE VBN CD NNS,a,claimed,48,hours,1,0.34477124183006536
1705932,an additional 120 years,ARTICLE JJ CD NNS,an,additional,120,years,1,0.2540849673202614
1726988,a good many things,ARTICLE JJ FEW NNS,a,good,many,things,14,0.046977124183006536
1731919,a great many ladies,ARTICLE JJ FEW NNS,a,great,many,ladies,2,0.19934640522875818
1735919,a great many doors,ARTICLE JJ FEW NNS,a,great,many,doors,4,0.10049019607843138
1735964,a good many things,ARTICLE JJ FEW NNS,a,good,many,things,14,0.046977124183006536
1736427,an explosive decompression fourteen minutes,ARTICLE JJ NN CD NNS,an,explosive decompression,fourteen,minutes,1,0.45098039215686275
1747117,a blue main sequence star 3.5 times,ARTICLE JJ JJ NN NN CD NNS,a,blue main sequence star,3.5,times,1,0.31413398692810457
1755223,a career - high 266 yards,ARTICLE NN HYPH JJ CD NNS,a,career - high,266,yards,1,0.3304738562091503
1756711,a further six months,ARTICLE JJ CD NNS,a,further,six,months,2,0.16830065359477125
1761166,a final two years,ARTICLE JJ CD NNS,a,final,two,years,1,0.4889705882352941
1767329,a good many people,ARTICLE JJ FEW NNS,a,good,many,people,12,0.06290849673202614
1773829,an anti poll strategy and two hundred and eight thousand pounds,ARTICLE JJ JJ NN CC CD CD CC CD CD NNS,an,anti poll strategy and,two hundred and eight thousand,pounds,1,0.2945261437908497
1775785,a further three years,ARTICLE JJ CD NNS,A,further,three,years,4,0.08905228758169935
1785911,a further two seasons,ARTICLE JJ CD NNS,a,further,two,seasons,3,0.12009803921568628
1789096,a further five years,ARTICLE JJ CD NNS,a,further,five,years,2,0.16666666666666666
1792370,a final eight games,ARTICLE JJ CD NNS,a,final,eight,games,1,0.48733660130718953
1794386,an estimated 100 to 120 thousand jews,ARTICLE VBN CD TO CD CD NNPS,An,estimated,100 to 120 thousand,jews,1,0.38562091503267976
1809173,an added 37 cubic metres,ARTICLE VBN CD JJ NNS,an,added,37,cubic metres,1,0.25
1810121,a mere 20 years,ARTICLE JJ CD NNS,a,mere,20,years,2,0.22303921568627452
1814168,a breached caldera and two small summit craters,ARTICLE VBN NN CC CD JJ NN NNS,a,breached caldera and,two,small summit craters,1,0.31576797385620914
1814607,an extra 8 games,ARTICLE JJ CD NNS,an,extra,8,games,1,0.45955882352941174
1817395,an estimated three minutes,ARTICLE VBN CD NNS,an,estimated,three,minutes,1,0.44607843137254904
1818451,an estimated 800 jewish people,ARTICLE VBN CD JJ NNS,an,estimated,800,jewish people,1,0.43709150326797386
1822181,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,38,0.032679738562091505
1824353,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,42,0.01715686274509804
1838477,an allied attack two weeks,ARTICLE JJ NN CD NNS,an,allied attack,two,weeks,1,0.29044117647058826
1839593,a good many folks,ARTICLE JJ FEW NNS,a,good,many,folks,3,0.12377450980392157
1839792,an estimated 10 million brazilians,ARTICLE VBN CD CD NNPS,an,estimated,10 million,brazilians,1,0.38357843137254904
1843842,an extra 36–48 hours,ARTICLE JJ CD NNS,an,extra,36–48,hours,1,0.45669934640522875
1846580,an estimated 600 indigenous people,ARTICLE VBN CD JJ NNS,an,estimated,600,indigenous people,1,0.4293300653594771
1857828,a further seven years,ARTICLE JJ CD NNS,a,further,seven,years,2,0.16748366013071894
1864284,an estimated 5.2 million speakers,ARTICLE VBN CD CD NNS,an,estimated,5.2 million,speakers,1,0.4227941176470588
1865530,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,42,0.01715686274509804
1868208,a forlorn little trading station fifteen miles,ARTICLE JJ JJ NN NN CD NNS,a,forlorn little trading station,fifteen,miles,1,0.4930555555555556
1870280,an estimated 217 mosques,ARTICLE VBN CD NNS,an,estimated,217,mosques,1,0.40236928104575165
1873866,an estimated 130 churches,ARTICLE VBN CD NNS,an,estimated,130,churches,1,0.3909313725490196
1875470,"an estimated 33,000 sculptures",ARTICLE VBN CD NNS,an,estimated,"33,000",sculptures,1,0.41217320261437906
1879911,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,38,0.032679738562091505
1880352,a career - high 36 points,ARTICLE NN HYPH JJ CD NNS,a,career - high,36,points,1,0.3321078431372549
1883002,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,42,0.01715686274509804
1887666,a good many things,ARTICLE JJ FEW NNS,a,good,many,things,14,0.046977124183006536
1888143,an estimated 111.3 million people,ARTICLE VBN CD CD NNS,An,estimated,111.3 million,people,1,0.38848039215686275
1888284,an estimated 167 million people,ARTICLE VBN CD CD NNS,An,estimated,167 million,people,1,0.3937908496732026
1888409,an estimated 114.4 million people,ARTICLE VBN CD CD NNS,An,estimated,114.4 million,people,1,0.3888888888888889
1888480,an estimated 10.4 million viewers,ARTICLE VBN CD CD NNS,an,estimated,10.4 million,viewers,1,0.3852124183006536
1891880,an estimated 275 k people,ARTICLE VBN CD CD NNS,an,estimated,275 k,people,1,0.4076797385620915
1912757,an additional 194 kg,ARTICLE JJ CD NNS,an,additional,194,kg,2,0.14297385620915032
1912775,an additional 194 kg,ARTICLE JJ CD NNS,an,additional,194,kg,2,0.14297385620915032
1923298,an additional six months,ARTICLE JJ CD NNS,an,additional,six,months,2,0.14460784313725492
1927211,a fucking million years,ARTICLE JJ CD NNS,a,fucking,million,years,1,0.49673202614379086
1931095,a good many notions,ARTICLE JJ FEW NNS,a,good,many,notions,2,0.18382352941176472
1931491,an additional two years,ARTICLE JJ CD NNS,an,additional,two,years,4,0.0857843137254902
1937533,a staggering 22 years,ARTICLE JJ CD NNS,a,staggering,22,years,2,0.24101307189542484
1945219,a staggering 22 years,ARTICLE JJ CD NNS,a,staggering,22,years,2,0.24101307189542484
1950760,a full two weeks,ARTICLE JJ CD NNS,a,full,two,weeks,2,0.1650326797385621
1954074,a further two hundred and fifty thousand pounds,ARTICLE JJ CD CD CC CD CD NNS,a,further,two hundred and fifty thousand,pounds,2,0.1707516339869281
1954091,a further two hundred and fifty thousand pounds,ARTICLE JJ CD CD CC CD CD NNS,a,further,two hundred and fifty thousand,pounds,2,0.1707516339869281
1959669,a further 24 hours,ARTICLE JJR CD NNS,a,further,24,hours,2,0.16584967320261437
1966371,an estimated 600 globulars,ARTICLE VBN CD NNS,an,estimated,600,globulars,1,0.42892156862745096
1983620,a further 24 hours,ARTICLE JJR CD NNS,a,further,24,hours,2,0.16584967320261437
2009275,an additional 17 people,ARTICLE JJ CD NNS,an,additional,17,people,1,0.25612745098039214
2010479,a career - high 42 points,ARTICLE NN HYPH JJ CD NNS,a,career - high,42,points,1,0.3329248366013072
2010755,a great many times,ARTICLE JJ FEW NNS,a,great,many,times,14,0.05269607843137255
2016055,a blufftop location several miles,ARTICLE JJ NN FEW NNS,a,blufftop location,several,miles,1,0.3145424836601307
2019810,a career - high 3 sacks,ARTICLE NN HYPH JJ CD NNS,a,career - high,3,sacks,1,0.3312908496732026
2029014,an additional 140 mrv,ARTICLE JJ CD NNS,an,additional,140,mrv,1,0.2549019607843137
2031887,an additional two shovels,ARTICLE JJ CD NNS,an,additional,two,shovels,1,0.2875816993464052
2035319,a further seven years,ARTICLE JJ CD NNS,a,further,seven,years,2,0.16748366013071894
2044539,a constant 5 degrees,ARTICLE JJ CD NNS,a,constant,5,degrees,1,0.3611111111111111
2052904,a fantastic ten years,ARTICLE JJ CD NNS,a,fantastic,ten,years,1,0.48447712418300654
2064184,a double - double 15 points,ARTICLE JJ HYPH NN CD NNS,a,double - double,15,points,1,0.3741830065359477
2065192,an automatic and two seven - round clips,ARTICLE JJ CC CD CD HYPH NN NNS,an,automatic and,two seven -,round clips,1,0.30310457516339867
2079926,an estimated 360 casualties,ARTICLE VBN CD NNS,an,estimated,360,casualties,1,0.4133986928104575
2083668,an additional 6000 scudi,ARTICLE JJ CD NNS,an,additional,6000,scudi,1,0.27124183006535946
2086934,a good two inches,ARTICLE JJ CD NNS,a,good,two,inches,2,0.18709150326797386
2087316,a faded plaid two inches,ARTICLE JJ NN CD NNS,a,faded plaid,two,inches,1,0.48080065359477125
2106675,an estimated 1.4 times,ARTICLE VBN CD NNS,an,estimated,1.4,times,1,0.3819444444444444
2113246,a bad ten minutes,ARTICLE JJ CD NNS,a,bad,ten,minutes,3,0.11397058823529412
2114327,a career - high 5 receptions,ARTICLE NN HYPH JJ CD NNS,a,career - high,5,receptions,1,0.3341503267973856
2114329,a career - high 55 receiving yards,ARTICLE NN HYPH JJ CD NN NNS,a,career - high,55,receiving yards,1,0.3349673202614379
2114332,a career - high 26 receptions,ARTICLE NN HYPH JJ CD NNS,a,career - high,26,receptions,1,0.3300653594771242
2115824,an estimated 10 casualties,ARTICLE VBN CD NNS,an,estimated,10,casualties,1,0.38235294117647056
2124311,a good many things,ARTICLE JJ FEW NNS,a,good,many,things,14,0.046977124183006536
2131869,a central cupola and two rear dormers,ARTICLE JJ NN CC CD JJ NNS,a,central cupola and,two,rear dormers,1,0.33986928104575165
2138893,a fierce engagement two days,ARTICLE JJ NN CD NNS,a,fierce engagement,two,days,1,0.4869281045751634
2148023,a good many people,ARTICLE JJ FEW NNS,a,good,many,people,12,0.06290849673202614
2148355,a career - high three touchdowns,ARTICLE NN HYPH JJ CD NNS,a,career - high,three,touchdowns,2,0.14787581699346405
2156035,an amazing 82 years,ARTICLE JJ CD NNS,an,amazing,82,years,1,0.2908496732026144
2161061,a mere eight months,ARTICLE JJ CD NNS,a,mere,eight,months,2,0.2246732026143791
2168097,an estimated 140 people,ARTICLE VBN CD NNS,An,estimated,140,people,1,0.3917483660130719
2177329,"an additional 2,776 people",ARTICLE JJ CD NNS,An,additional,"2,776",people,1,0.25857843137254904
2180261,an estimated 10 000 to 15 000 men,ARTICLE VBN CD CD TO CD CD NNS,an,estimated,10 000 to 15 000,men,1,0.3831699346405229
2180427,an additional six smaller searchlights,ARTICLE JJ CD JJR NNS,an,additional,six,smaller searchlights,1,0.2818627450980392
2181852,an additional 0.7 miles,ARTICLE JJ CD NNS,an,additional,0.7,miles,1,0.25040849673202614
2183668,an additional eight weeks,ARTICLE JJ CD NNS,an,additional,eight,weeks,1,0.27532679738562094
2183896,a combined 11 games,ARTICLE VBN CD NNS,a,combined,11,games,1,0.34967320261437906
2184575,a career - high 51 tackles,ARTICLE NN HYPH JJ CD NNS,a,career - high,51,tackles,1,0.33455882352941174
2195533,a career - high 17 games,ARTICLE NN HYPH JJ CD NNS,a,career - high,17,games,1,0.32679738562091504
2242632,a celebrated rhododendron walk and six national plant collections,ARTICLE JJ NN NN CC CD JJ NN NNS,a,celebrated rhododendron walk and,six,national plant collections,1,0.3394607843137255
2249565,an additional twenty venues,ARTICLE JJ CD NNS,an,additional,twenty,venues,1,0.2863562091503268
2266188,"a bad one , folks","ARTICLE JJ CD , NNS",a,bad,"one ,",folks,1,0.306781045751634
2271920,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,38,0.032679738562091505
2283575,an extra ten dollars,ARTICLE JJ CD NNS,an,extra,ten,dollars,1,0.4701797385620915
2309503,an estimated 70 billion tons,ARTICLE VBN CD CD NNS,an,estimated,70 billion,tons,1,0.4325980392156863
2320505,a bad ten minutes,ARTICLE JJ CD NNS,a,bad,ten,minutes,3,0.11397058823529412
2324733,"an estimated 11,756 people",ARTICLE VBN CD NNS,an,estimated,"11,756",people,1,0.38766339869281047
2327567,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,42,0.01715686274509804
2331061,an additional 23 injured people,ARTICLE JJ CD VBN NNS,An,additional,23,injured people,1,0.2618464052287582
2339818,"an additional 18,000 copies",ARTICLE JJ CD NNS,an,additional,"18,000",copies,1,0.2577614379084967
2351694,an estimated 78.3 million americans,ARTICLE VBN CD CD NNPS,an,estimated,78.3 million,americans,1,0.43423202614379086
2366753,a good many men,ARTICLE JJ FEW NNS,a,good,many,men,2,0.18137254901960784
2372881,an extrasolar planet 22.18 light years,ARTICLE JJ NN CD NN NNS,an,extrasolar planet,22.18,light years,1,0.47875816993464054
2372952,"an estimated 2,700 black bears",ARTICLE VBN CD JJ NNS,an,estimated,"2,700",black bears,1,0.39828431372549017
2377548,"an estimated 10,000 taiwanese",ARTICLE VBN CD NNPS,an,estimated,"10,000",taiwanese,1,0.38480392156862747
2377902,an additional 72 smaller police posts,ARTICLE JJ CD JJR NN NNS,an,additional,72,smaller police posts,1,0.2724673202614379
2384169,a career - high three points,ARTICLE NN HYPH JJ CD NNS,a,career - high,three,points,1,0.3382352941176471
2389278,"an estimated 500,530 residents",ARTICLE VBN CD NNS,an,estimated,"500,530",residents,1,0.42606209150326796
