source,sentence,sentence_idx,construction,pattern,DT,ADJ,NUMERAL,NOUN,ADV,n,percent
babylm_sents,"""You say that about a great many things, papa.",918115,a great many things,DT JJ CD NNS,a,great,many,things,NA,42,0.09126466753585398
babylm_sents,"By the time they had ascended a few hundred feet, the young man began to feel what a delightful thing it was to leave the dull earth so far beneath him, and to be able to flit about like a bird.",921005,a few hundred feet,DT JJ CD NNS,a,few,hundred,feet,NA,14,0.2094741416775315
babylm_sents,"Now, I need hardly remind such wise little people as you are, that in the old, old times, when King Midas was alive, a great many things came to pass, which we should consider wonderful if they were to happen in our own day and country.",922300,a great many things,DT JJ CD NNS,a,great,many,things,NA,42,0.09126466753585398
babylm_sents,"And, on the other hand, a great many things take place nowadays, which seem not only wonderful to us, but at which the people of old times would have stared their eyes out.",922301,a great many things,DT JJ CD NNS,a,great,many,things,NA,42,0.09126466753585398
babylm_sents,"Pandora had looked at this face a great many times, and imagined that the mouth could smile if it liked, or be grave when it chose, the same as any living mouth.",924449,a great many times,DT JJ CD NNS,a,great,many,times,NA,14,0.2277270751847023
babylm_sents,"There were evil Passions; there were a great many species of Cares; there were more than a hundred and fifty Sorrows; there were Diseases, in a vast number of miserable and painful shapes; there were more kinds of Naughtiness than it would be of any use to talk about.",924936,a great many species,DT JJ CD NNS,a,great,many,species,NA,4,0.3520208604954368
babylm_sents,"There was a gray drift, far and wide, through the gathering twilight; the earth was as pathless as the air; and the bank of snow over the steps of the porch proved that nobody had entered or gone out for a good many hours past.",925782,a good many hours,DT JJ CD NNS,a,good,many,hours,NA,4,0.343328987396784
babylm_sents,"And, even in the old, old, half-forgotten times, before the garden of the Hesperides was overrun with weeds, a great many people doubted whether there could be real trees that bore apples of solid gold upon their branches.",926144,a great many people,DT JJ CD NNS,a,great,many,people,NA,37,0.10734463276836158
babylm_sents,"It is a flower that never lives alone, but which loves its own kind, and is always fond of dwelling with a great many friends and relatives around it.",927899,a great many friends,DT JJ CD NNS,a,great,many,friends,NA,8,0.2837896566710126
babylm_sents,"It was plain enough to perceive that the good old couple had renewed their age, and were now to spend a quiet and delightful hundred years or so, Philemon as an oak, and Baucis as a linden-tree.",929614,a quiet and delightful hundred years,DT JJ CC JJ CD NNS,a,quiet & delightful,hundred,years,NA,2,0.49587136027813994
babylm_sents,"Therefore, he haunted about the Fountain of Pirene for a great many days afterwards.",930519,a great many days,DT JJ CD NNS,a,great,many,days,NA,8,0.2803129074315515
babylm_sents,"To be sure, a great many people denied that there was any such horse with wings, and said that the stories about him were all poetry and nonsense.",930670,a great many people,DT JJ CD NNS,a,great,many,people,NA,37,0.10734463276836158
babylm_sents,"It was beautiful to see him, this one solitary creature, whose mate had never been created, but who needed no companion, and, living a great many hundred years, was as happy as the centuries were long.",930930,a great many hundred years,DT JJ JJ CD NNS,a,great & many,hundred,years,NA,2,0.48457192524989134
babylm_sents,"He carelessly lifted his club, and balanced it in his hand, measuring Antaeus with his eye, from head to foot, not as if wonder-smitten at his stature, but as if he had seen a great many Giants before, and this was by no means the biggest of them.",935360,a great many giants,DT JJ CD NNPS,a,great,many,giants,NA,2,0.4680573663624511
babylm_sents,"As a great many thousand Pygmies were employed in this task, they soon brought together several bushels of inflammatory matter, and raised so tall a heap, that, mounting on its summit, they were quite upon a level with the sleeper's face.",935809,a great many thousand pygmies,DT JJ JJ CD NNPS,a,great & many,thousand,pygmies,NA,2,0.48544111255975664
babylm_sents,"In those histories, perhaps, it stands recorded, that, a great many centuries ago, the valiant Pygmies avenged the death of the Giant Antaeus by scaring away the mighty Hercules.",935959,a great many centuries,DT JJ CD NNS,a,great,many,centuries,NA,2,0.4671881790525858
babylm_sents,"Up sprouted also a great many trumpeters; and with the first breath that they drew, they put their brazen trumpets to their lips, and sounded a tremendous and ear-shattering blast, so that the whole space, just now so quiet and solitary, reverberated with the clash and clang of arms, the bray of warlike music, and the shouts of angry men.",937950,a great many trumpeters,DT JJ CD NNS,a,great,many,trumpeters,NA,2,0.4793568013906997
babylm_sents,"For, only a little while before he came thither, he had met with a terrible hurricane, or rather a great many hurricanes at once, which drove his fleet of vessels into a strange part of the sea, where neither himself nor any of his mariners had ever sailed.",938271,a great many hurricanes,DT JJ CD NNS,a,great,many,hurricanes,NA,2,0.4689265536723164
babylm_sents,"Circe and the four nymphs must have been very diligently at work since the arrival of the mariners; for a great many yards of tapestry had now been wrought, in addition to what I before described.",939937,a great many yards,DT JJ CD NNS,a,great,many,yards,NA,2,0.48370273794002605
babylm_sents,"The young Proserpina ran quickly to a spot where, only the day before, she had seen a great many flowers.",940606,a great many flowers,DT JJ CD NNS,a,great,many,flowers,NA,3,0.384180790960452
babylm_sents,"""My little Proserpina,"" said the king, sitting down, and affectionately drawing her between his knees, ""here is Quicksilver, who tells me that a great many misfortunes have befallen innocent people on account of my detaining you in my dominions.",942569,a great many misfortunes,DT JJ CD NNS,a,great,many,misfortunes,NA,2,0.47414167753150804
babylm_sents,"The grief of their separation had caused both of them to shed a great many tears; and now they shed a great many more, because their joy could not so well express itself in any other way.",942739,a great many tears,DT JJ CD NNS,a,great,many,tears,NA,2,0.4784876140808344
babylm_sents,"It was now easy to yoke the bulls, and to harness them to the plow, which had lain rusting on the ground for a great many years gone by; so long was it before anybody could be found capable of plowing that piece of land.",944877,a great many years,DT JJ CD NNS,a,great,many,years,NA,13,0.2390265102129509
babylm_sents,"Espying the two winged sons of the North Wind (who were disporting themselves in the moonlight, a few hundred feet aloft), Jason bade them tell the rest of the Argonauts to embark as speedily as possible.",945429,a few hundred feet,DT JJ CD NNS,a,few,hundred,feet,NA,14,0.2094741416775315
babylm_sents,"They went on to do a few more shows (including a show at Bar Sinister in May 2015), resulting in Psyclon Nine returning as a live band.",947253,a few more shows,DT JJ CD NNS,a,few,more,shows,NA,2,0.43415906127770537
babylm_sents,"""I have,"" he said, ""seen a great many ladies and little misses at our house, and whenever they were talking of the places where they should like to live, I have always heard them say that they hated the country of all things, though they were born and bred there.""",957031,a great many ladies,DT JJ CD NNS,a,great,many,ladies,NA,2,0.4715341156019122
babylm_sents,"I now began to consider that I might yet get a great many things out of the ship which would be useful to me; so every day at low water I went on board, and brought away something or other until I had the biggest magazine that was ever laid up, I believe, for one man.",957682,a great many things,DT JJ CD NNS,a,great,many,things,NA,42,0.09126466753585398
babylm_sents,"""Oh, I think about a great many things,"" replied Paul.",965500,a great many things,DT JJ CD NNS,a,great,many,things,NA,42,0.09126466753585398
babylm_sents,"""Well; but come,"" said Mr. Smangle, after assuring Mr. Pickwick a great many times that he entertained a very high respect for the feelings of a gentleman, ""this is but dry work.",980028,a great many times,DT JJ CD NNS,a,great,many,times,NA,14,0.2277270751847023
babylm_sents,"It was to celebrate the marriage of Henry of Navarre and Marguerite de Valois, a marriage that perplexed a good many people, and alarmed others.",987321,a good many people,DT JJ CD NNS,a,good,many,people,NA,12,0.2494567579313342
babylm_sents,but I think it would be nice if some of the parents would be around for a few more hours.,997847,a few more hours,DT JJ CD NNS,a,few,more,hours,NA,25,0.14471968709256844
babylm_sents,"""I've talked to you plainly about that a great many times, Sam,"" she continued, in tones of severe admonition.",1016600,a great many times,DT JJ CD NNS,a,great,many,times,NA,14,0.2277270751847023
babylm_sents,"She told them she hoped they would have turkey and even the pumpkin pie they wanted so much, but that Thanksgiving Day was not given us so that we might have a good dinner, but that God had been a great many days and weeks preparing for Thanksgiving.",1021740,a great many days,DT JJ CD NNS,a,great,many,days,NA,8,0.2803129074315515
babylm_sents,"The first line of Turkish defenses was at Smith Plateau, where a few hundred men were stationed.",1055297,a few hundred men,DT JJ CD NNS,a,few,hundred,men,NA,4,0.3294219904389396
babylm_sents,You'd get a good few notes for that.,1065671,a good few notes,DT JJ CD NNS,a,good,few,notes,NA,2,0.4541503694046067
babylm_sents,You'd get a good few notes for that.,1078134,a good few notes,DT JJ CD NNS,a,good,few,notes,NA,2,0.4541503694046067
babylm_sents,He returned to the Fen Tigers in 2011 for a further two seasons before signing for the newly formed Coventry Storm in 2013.,1084798,a further two seasons,DT JJ CD NNS,a,further,two,seasons,NA,3,0.3776618861364624
babylm_sents,"and you want an extra week, then you can purchase an extra week of vacation by saying, okay, I'm going to want an extra five days this year",1106692,an extra five days,DT JJ CD NNS,an,extra,five,days,NA,2,0.40547588005215124
babylm_sents,"so you, you can have an extra five days off and be paid for them at the time, you know,",1106724,an extra five days,DT JJ CD NNS,an,extra,five,days,NA,2,0.40547588005215124
babylm_sents,"It does a few more things, uh, than had been available before.",1118232,a few more things,DT JJ CD NNS,a,few,more,things,NA,26,0.1338548457192525
babylm_sents,"We are producing a discussion paper which will be posted on our website very soon, so Mr. Polak, wait a few more days and then you will enjoy our conclusions.",1122752,a few more days,DT JJ CD NNS,a,few,more,days,NA,70,0.07301173402868318
babylm_sents,The midfielder netted 24 times in 30 appearances and went on to retain the award for a further two seasons.,1127485,a further two seasons,DT JJ CD NNS,a,further,two,seasons,NA,3,0.3776618861364624
babylm_sents,Why can't the inmates have held off their raid for a few more minutes?,1133063,a few more minutes,DT JJ CD NNS,a,few,more,minutes,NA,98,0.042590178183398525
babylm_sents,- It needs a few more minutes.,1140040,a few more minutes,DT JJ CD NNS,a,few,more,minutes,NA,98,0.042590178183398525
babylm_sents,"After a further three years, in 1999, the family returned to Leeds.",1156125,a further three years,DT JJ CD NNS,a,further,three,years,NA,4,0.3381138635375924
babylm_sents,The neighboring village Feilitzsch is only a few hundred meters away from Trogen.,1162160,a few hundred meters,DT JJ CD NNS,a,few,hundred,meters,NA,7,0.28683181225554105
babylm_sents,"""These days I walk a few hundred meters form my house to the university and back, and I never walk alone"" she says.",1171057,a few hundred meters,DT JJ CD NNS,a,few,hundred,meters,NA,7,0.28683181225554105
babylm_sents,Why can't the inmates have held off their raid for a few more minutes?,1184060,a few more minutes,DT JJ CD NNS,a,few,more,minutes,NA,98,0.042590178183398525
babylm_sents,"`` You know a good many things which they do n't , '' said Mr. Bhaer , sitting down beside him , while Franz led a class of small students through the intricacies of the multiplication table .",1200028,a good many things,DT JJ CD NNS,a,good,many,things,NA,14,0.22164276401564537
babylm_sents,"The lads went off , and after a few more words to the spectators , Mr. Bhaer followed to bind up the wounds of the young gladiators .",1206178,a few more words,DT JJ CD NNS,a,few,more,words,NA,15,0.2033898305084746
babylm_sents,So we need to know a few more things in order to be able to answer that.,1208342,a few more things,DT JJ CD NNS,a,few,more,things,NA,26,0.1338548457192525
babylm_sents,"`` If we stay here a great many days , we shall eat up all the berries in the field , and then we shall starve , '' she added grimly .",1219318,a great many days,DT JJ CD NNS,a,great,many,days,NA,8,0.2803129074315515
babylm_sents,"Mrs. Jo saw that , and sobered down at once , saying , with a remorseful shake of the head , `` I did it a good many times , and led my poor mother rather a hard life with my pranks , till she cured me . ''",1220924,a good many times,DT JJ CD NNS,a,good,many,times,NA,9,0.2664059104737071
babylm_sents,"You see I 've been abroad a good many years , and have n't been into company enough yet to know how you do things here . ''",1248622,a good many years,DT JJ CD NNS,a,good,many,years,NA,21,0.18252933507170796
babylm_sents,I've been a Milan fan since I was 5...A good few years now!,1252512,a good few years,DT JJ CD NNS,A,good,few,years,NA,3,0.3802694480660582
babylm_sents,"`` Once upon a time , there were four girls , who had enough to eat and drink and wear , a good many comforts and pleasures , kind friends and parents who loved them dearly , and yet they were not contented . ''",1252921,a good many comforts,DT JJ CD NNS,a,good,many,comforts,NA,2,0.4576271186440678
babylm_sents,"Rabin said the film ""outstays its welcome by a good 20 minutes"" and called it ""extravagantly stupid"", but that the film's strengths were the ""photogenic locales, obscenely beautiful stars, a laid-back soundtrack"" and an unwillingness to take itself seriously.",1257167,a good 20 minutes,DT JJ CD NNS,a,good,20,minutes,NA,3,0.37896566710126034
babylm_sents,"Our worthy ""first"" remained silent for a good ten minutes after I had",1257272,a good ten minutes,DT JJ CD NNS,a,good,ten,minutes,NA,4,0.34506736201651456
babylm_sents,"So just picking-up off that theme, a few more questions for you.",1279127,a few more questions,DT JJ CD NNS,a,few,more,questions,NA,17,0.1899174272055628
babylm_sents,"People would n't feel so bad about me if I was sick , and I do n't deserve to have them , but I 'd like to be loved and missed by a great many friends , so I 'm going to try and be like Beth all I can .",1297362,a great many friends,DT JJ CD NNS,a,great,many,friends,NA,8,0.2837896566710126
babylm_sents,"Then a few hundred years later we had the industrial revolution, what was the big step change from craftsmanship to the industrial revolution?",1337788,a few hundred years,DT JJ CD NNS,a,few,hundred,years,NA,16,0.196870925684485
babylm_sents,He had no more than a few hundred men.,1343272,a few hundred men,DT JJ CD NNS,a,few,hundred,men,NA,4,0.3294219904389396
babylm_sents,"The Bruce had a few more men to work with now, about 600, and he put them to work gilding the lily, digging trenches to further reduce the opportunities for a wide assault, narrowing them down to a point.",1343406,a few more men,DT JJ CD NNS,a,few,more,men,NA,3,0.368535419382877
babylm_sents,"temper, especially if they've ‘ad their certifikit a good many years and",1346335,a good many years,DT JJ CD NNS,a,good,many,years,NA,21,0.18252933507170796
babylm_sents,"“I remember, a good many years ago now, I was lying at Calcutta one time",1346381,a good many years,DT JJ CD NNS,a,good,many,years,NA,21,0.18252933507170796
babylm_sents,"Women work a good many miracles , and I have a persuasion that they may perform even that of raising the standard of manhood by refusing to echo such sayings .",1351024,a good many miracles,DT JJ CD NNS,a,good,many,miracles,NA,2,0.4602346805736636
babylm_sents,The new bridge was a few hundred metres south of the old bridge at the .,1355117,a few hundred metres,DT JJ CD NNS,a,few,hundred,metres,NA,9,0.26249456757931333
babylm_sents,A few more trees were snapped near the intersection of George Smith Rd and Carl Mathis Rd before the tornado dissipated.,1374323,a few more trees,DT JJ CD NNS,A,few,more,trees,NA,2,0.4367666232073012
babylm_sents,Divya gets shocked upon knowing that her father had extramarital affairs with a few more women.,1375056,a few more women,DT JJ CD NNS,a,few,more,women,NA,2,0.43850499782703173
babylm_sents,`` Would you be willing to share everything with another person -- perhaps have to give them a great many things you like and now have all to yourself ? '',1377451,a great many things,DT JJ CD NNS,a,great,many,things,NA,42,0.09126466753585398
babylm_sents,"He tells her she is in part of ""the Good Place,"" a neighborhood with a few hundred people who all lived good lives.",1387467,a few hundred people,DT JJ CD NNS,a,few,hundred,people,NA,8,0.26988265971316816
babylm_sents,"After a few more weeks, the Sacred Scriptures Bethel Editions went to press and was delivered to the International Headquarters between December 1981 and January 1982.",1422405,a few more weeks,DT JJ CD NNS,a,few,more,weeks,NA,7,0.3020425901781834
babylm_sents,"hurried along, for I have a great many things to tell you.",1424174,a great many things,DT JJ CD NNS,a,great,many,things,NA,42,0.09126466753585398
babylm_sents,so you have a few more years.,1464729,a few more years,DT JJ CD NNS,a,few,more,years,NA,22,0.16427640156453716
babylm_sents,Arsenal ended the month with a 3–1 victory over visitors Aston Villa; midfielder Robert Pires scoring for the second successive league match and Henry adding a further two goals.,1481999,a further two goals,DT JJ CD NNS,a,further,two,goals,NA,3,0.3763581051716645
babylm_sents,Only a few hundred people are left who speak the language.,1488919,a few hundred people,DT JJ CD NNS,a,few,hundred,people,NA,8,0.26988265971316816
babylm_sents,"A person who collected copyrighted works that would soon ""go out of copyright,"" intending to re-release them on copyright expiration, lost the use of his capital expenditures for an additional 20 years when the Bono Act passed.",1495512,an additional 20 years,DT JJ CD NNS,an,additional,20,years,NA,2,0.39765319426336376
babylm_sents,"2589 provides a very generous windfall to the entertainment industry by extending the term of copyright for an additional 20 years.""",1495557,an additional 20 years,DT JJ CD NNS,an,additional,20,years,NA,2,0.39765319426336376
babylm_sents,"there was a light, and a great many flowers, and that Anthony was",1502688,a great many flowers,DT JJ CD NNS,a,great,many,flowers,NA,3,0.384180790960452
babylm_sents,"Parker, but I've known Gid Ward for a good many years, and I want to",1505615,a good many years,DT JJ CD NNS,a,good,many,years,NA,21,0.18252933507170796
babylm_sents,We've known Gideon Ward a good many years up this,1507775,a good many years,DT JJ CD NNS,a,good,many,years,NA,21,0.18252933507170796
babylm_sents,it was in a dime novel and it was a good many years ago and I didn't,1518069,a good many years,DT JJ CD NNS,a,good,many,years,NA,21,0.18252933507170796
babylm_sents,"“Hackett,” said he, “yeh have worked for me a good many years.”",1519272,a good many years,DT JJ CD NNS,a,good,many,years,NA,21,0.18252933507170796
babylm_sents,"Oh I'm, I'm not sure, it's, it's a few hundred pounds a year and I, I, I'm really guessing it's a few hundred pounds a year for what they call a retaining fee, for being firemen, and then it's a few pounds every time they attend, and a lesser amount every time  for an, a greater amount every time they go out on the fire engine, but it's nothing er  nothing exceptionally high, it's, it's very reasonable when you think they've got other jobs to do",1531882,a few hundred pounds,DT JJ CD NNS,a,few,hundred,pounds,NA,7,0.292916123424598
babylm_sents,There are a great many people who do not understand things so there is no use in telling them . ',1538209,a great many people,DT JJ CD NNS,a,great,many,people,NA,37,0.10734463276836158
babylm_sents,"`` I 'm nervous about a good many things , '' said Anne , `` but I do n't think there is much fear that I wo n't be able to talk . ''",1550393,a good many things,DT JJ CD NNS,a,good,many,things,NA,14,0.22164276401564537
babylm_sents,"In 2006, a few dozen people lived in these four villages, and about 100 people lived in designated fish culture zones.",1551344,a few dozen people,DT JJ CD NNS,a,few,dozen,people,NA,5,0.30943068231203824
babylm_sents,"Anne , she 's feeling dreadful bad over a good many things .",1574231,a good many things,DT JJ CD NNS,a,good,many,things,NA,14,0.22164276401564537
babylm_sents,"That at the very least gives me the opportunity er to at very least glance through, I don't know how long they're going to be of course, but at very least glance through them to see what I need to see, to see if there's any which is self-evidently requiring further comment, or further site visit, and er I can then give the Councils a further two weeks in which to respond to that.",1581586,a further two weeks,DT JJ CD NNS,a,further,two,weeks,NA,2,0.4506736201651456
babylm_sents,But reflecting that it would be a good two hours at least before his arrival she concluded to go up the road to Robert Bell 's and tell the news .,1588567,a good two hours,DT JJ CD NNS,a,good,two,hours,NA,3,0.38287700999565405
babylm_sents,I would like more money for a few more things though,1606834,a few more things,DT JJ CD NNS,a,few,more,things,NA,26,0.1338548457192525
babylm_sents,"There are a great many things in this world that I ca n't understand very well , Matthew . ''",1628672,a great many things,DT JJ CD NNS,a,great,many,things,NA,42,0.09126466753585398
babylm_sents,Matthew Insists on Puffed Sleeves Matthew was having a bad ten minutes of it .,1643988,a bad ten minutes,DT JJ CD NNS,a,bad,ten,minutes,NA,3,0.3581051716644937
babylm_sents,a half-hour for supper and he still had a good ten minutes' leeway:,1662887,a good ten minutes,DT JJ CD NNS,a,good,ten,minutes,NA,4,0.34506736201651456
babylm_sents,That 's how I felt -- I suppose because I was a good two inches taller than any one else in the crowd .,1682227,a good two inches,DT JJ CD NNS,a,good,two,inches,NA,2,0.46284224250325945
babylm_sents,"Neopaganism expert Victor Schnirelmann estimated the following of Armenian neopaganism to be ""no more than a few hundred people"".",1686938,a few hundred people,DT JJ CD NNS,a,few,hundred,people,NA,8,0.26988265971316816
babylm_sents,"Well I think we have to stop there for a little while because it's nine o'clock, and I've just got erm a few more pictures to show you later on so if we have a short break now, I think the coffee ladies are ready.",1708755,a few more pictures,DT JJ CD NNS,a,few,more,pictures,NA,2,0.4324206866579748
babylm_sents,"`` You 'll have to give up a good many things you 've always had , when you marry Mr. Blake , Phil . ''",1726988,a good many things,DT JJ CD NNS,a,good,many,things,NA,14,0.22164276401564537
babylm_sents,which is what a great many ladies do not know how to do at all.,1731919,a great many ladies,DT JJ CD NNS,a,great,many,ladies,NA,2,0.4715341156019122
babylm_sents,"'So am I,' said he; 'I might have knocked at a great many doors before I",1735919,a great many doors,DT JJ CD NNS,a,great,many,doors,NA,4,0.3485441112559757
babylm_sents,"`` You 'll feel differently about a good many things when you get to be my age , '' said Janet tolerantly .",1735964,a good many things,DT JJ CD NNS,a,good,many,things,NA,14,0.22164276401564537
babylm_sents,"So let me clean a few more boards and take another look at this, make sure it all makes sense.",1750709,a few more boards,DT JJ CD NNS,a,few,more,boards,NA,2,0.41590612777053454
babylm_sents,"In 1873 he set off to travel around the world with a friend named William Henry Rawson, and in two years they crossed some 35,000 miles of ocean, while spending a further six months on land.",1756711,a further six months,DT JJ CD NNS,a,further,six,months,NA,2,0.44893524554541503
babylm_sents,"And so did a good many people who I, I thought would never go.",1767329,a good many people,DT JJ CD NNS,a,good,many,people,NA,12,0.2494567579313342
babylm_sents,"A further three years later, Kramer is spending his time writing books and speaking at various inconsequential functions, while Douglas is finishing his own book and going through a divorce.",1775785,a further three years,DT JJ CD NNS,A,further,three,years,NA,4,0.3381138635375924
babylm_sents,He remained at the club for a further two seasons without appearing in first grade.,1785911,a further two seasons,DT JJ CD NNS,a,further,two,seasons,NA,3,0.3776618861364624
babylm_sents,"In 2013, Ofcom extended the station's licence by a further five years.",1789096,a further five years,DT JJ CD NNS,a,further,five,years,NA,2,0.4471968709256845
babylm_sents,"In June 2006 Magic Bullets recorded six additional songs at House of Faith in Oakland with Bart Thurber, and a few more songs recorded by Lev Perrey at The Emergency Room.",1795855,a few more songs,DT JJ CD NNS,a,few,more,songs,NA,3,0.3698392003476749
babylm_sents,"She is actually a clone of Victor Stachus' granddaughter, as she was plagued by an extremely short lifespan which would have her dead after a mere 20 years of life.",1810121,a mere 20 years,DT JJ CD NNS,a,mere,20,years,NA,2,0.48891786179921776
babylm_sents,it was clear that in a few more moments he would be dead.,1811839,a few more moments,DT JJ CD NNS,a,few,more,moments,NA,7,0.29595827900912647
babylm_sents,"She added that ""Saavedra alienated a great many people because, it was said, he did too little"".",1822181,a great many people,DT JJ CD NNS,a,great,many,people,NA,37,0.10734463276836158
babylm_sents,"and, uh, here in Colorado you'll find a great many things.",1824353,a great many things,DT JJ CD NNS,a,great,many,things,NA,42,0.09126466753585398
babylm_sents,"George will lose considerable by the crash , and so will a good many folks .",1839593,a good many folks,DT JJ CD NNS,a,good,many,folks,NA,3,0.38157322903085616
babylm_sents,"On November 18, it restrengthened and became a tropical storm for a few more days before dying off the coast of Honduras on November 20.",1843795,a few more days,DT JJ CD NNS,a,few,more,days,NA,70,0.07301173402868318
babylm_sents,"During the twelve Nazi years he was involved in active resistance, spending approximately three years in prison and a further seven years as a political refugee in London.",1857828,a further seven years,DT JJ CD NNS,a,further,seven,years,NA,2,0.44806605823554974
babylm_sents,I was thinking of a great many things .,1865530,a great many things,DT JJ CD NNS,a,great,many,things,NA,42,0.09126466753585398
babylm_sents,"They moved a few more times (Newton Center, Massachusetts and Cherry Hill, New Jersey) as his father completed his internship and residency, and settled in Bergen County.",1866137,a few more times,DT JJ CD NNS,a,few,more,times,NA,14,0.21555845284658845
babylm_sents,"`` She was a strange girl in some ways even then , but I always liked her , though a great many people did n't .",1879911,a great many people,DT JJ CD NNS,a,great,many,people,NA,37,0.10734463276836158
babylm_sents,I can do a great many things '' -- she glanced up at him with a pretty pride as her flying pencil traced the words .,1883002,a great many things,DT JJ CD NNS,a,great,many,things,NA,42,0.09126466753585398
babylm_sents,reflect on a good many things that have taken place.,1887666,a good many things,DT JJ CD NNS,a,good,many,things,NA,14,0.22164276401564537
babylm_sents,"He worked on Cuthero station, and while mustering cattle discovered the Hide family, whose five children had died of exposure and dehydration just a few hundred metres from the river.",1888363,a few hundred metres,DT JJ CD NNS,a,few,hundred,metres,NA,9,0.26249456757931333
babylm_sents,I could stay for a few more days.,1889013,a few more days,DT JJ CD NNS,a,few,more,days,NA,70,0.07301173402868318
babylm_sents,"Well for the sake of a few million pounds the Conservatives will slash this area, that area, will say we need to close this unit, that unit.",1894618,a few million pounds,DT JJ CD NNS,a,few,million,pounds,NA,2,0.4132985658409387
babylm_sents,He won gold - snatched 156 kg and clean and jerked an additional 194 kg for a total of 350 kg.,1912757,an additional 194 kg,DT JJ CD NNS,an,additional,194,kg,NA,2,0.39678400695349847
babylm_sents,Where he finished 7th - snatched 152 kg and clean and jerked an additional 194 kg for a total of 346 kg.,1912775,an additional 194 kg,DT JJ CD NNS,an,additional,194,kg,NA,2,0.39678400695349847
babylm_sents,"In opposition, Plaintiffs filed a motion on December 8, noting that preparations for accession of transgender candidates were largely complete by July 1, 2017, and an additional six months had been added.",1923298,an additional six months,DT JJ CD NNS,an,additional,six,months,NA,2,0.39852238157322906
babylm_sents,"You see, there are a few more steps.",1929962,a few more steps,DT JJ CD NNS,a,few,more,steps,NA,10,0.2585832246849196
babylm_sents,a good many notions to school with her that were not at all in,1931095,a good many notions,DT JJ CD NNS,a,good,many,notions,NA,2,0.4611038678835289
babylm_sents,"She went on to study at the Liberty University in Lynchburg, Virginia, earning a degree in government and history and then returned to Grand Turk to teach forth grade for an additional two years.",1931491,an additional two years,DT JJ CD NNS,an,additional,two,years,NA,4,0.32420686657974795
babylm_sents,That's a staggering 22 years.,1937533,a staggering 22 years,DT JJ CD NNS,a,staggering,22,years,NA,2,0.49760973489787047
babylm_sents,That's a staggering 22 years.,1945219,a staggering 22 years,DT JJ CD NNS,a,staggering,22,years,NA,2,0.49760973489787047
babylm_sents,"I've assigned a full two weeks to the Republic, which would be four lectures, but because I wanted to do some other things with the course as well,",1950760,a full two weeks,DT JJ CD NNS,a,full,two,weeks,NA,2,0.4454584963059539
babylm_sents,Firefighters were expecting to continue tackling the blaze for at least a further 24 hours.,1959669,a further 24 hours,DT JJR CD NNS,a,further,24,hours,NA,2,0.4463276836158192
babylm_sents,"So a few more things to note, First of all, as we discussed on the previous slide When we execute the jump in",1983532,a few more things,DT JJ CD NNS,a,few,more,things,NA,26,0.1338548457192525
babylm_sents,"It subsequently slipped a further 24 hours after the landing of on Mission STS-131 was delayed, as the Eastern Range could not have been reconfigured quickly enough to accommodate both events on the same day.",1983620,a further 24 hours,DT JJR CD NNS,a,further,24,hours,NA,2,0.4463276836158192
babylm_sents,He had to stop a great many times that day to breathe on his purple hands .,2010755,a great many times,DT JJ CD NNS,a,great,many,times,NA,14,0.2277270751847023
babylm_sents,"A few more words and I finish, I think you're listening, nobody's leaving.",2016676,a few more words,DT JJ CD NNS,A,few,more,words,NA,15,0.2033898305084746
babylm_sents,"The group was about 750 Jews that were armed, but also it was a few thousand people who didn’t have weapons but resisted the Nazis and tried everything in their power to escape.",2016990,a few thousand people,DT JJ CD NNS,a,few,thousand,people,NA,5,0.31594958713602783
babylm_sents,The general made a few more notes.,2018153,a few more notes,DT JJ CD NNS,a,few,more,notes,NA,4,0.33289873967840067
babylm_sents,"in the air, then a humming, and in a matter of a few more seconds, six",2033545,a few more seconds,DT JJ CD NNS,a,few,more,seconds,NA,23,0.15471534115601912
babylm_sents,"The box-office sales indicated that Chevalier, who was also appearing in America, was more popular with American audiences than Elen and so he returned to the UK and performed for a further seven years as a top attraction in music halls across London, before his retirement.",2035319,a further seven years,DT JJ CD NNS,a,further,seven,years,NA,2,0.44806605823554974
babylm_sents,And in a few more minutes Alexina gravely announced to Uncle James that dinner was ready .,2046027,a few more minutes,DT JJ CD NNS,a,few,more,minutes,NA,98,0.042590178183398525
babylm_sents,"Researchers try to cultivate these plants to increase the oxygen content of the Martian atmosphere, so that in a few hundred years, people can live without spacesuits.",2056173,a few hundred years,DT JJ CD NNS,a,few,hundred,years,NA,16,0.196870925684485
babylm_sents,I'll demolish a few more houses and build as many mega-centres as I wish.,2059078,a few more houses,DT JJ CD NNS,a,few,more,houses,NA,2,0.423728813559322
babylm_sents,"The everyday entrepreneur to understand how do you take an unrecognizable idea, a few thousand dollars, third rate talent, little or no experience, and turn that into a viable company how do you do that?",2071530,a few thousand dollars,DT JJ CD NNS,a,few,thousand,dollars,NA,8,0.2768361581920904
babylm_sents,"I do n't think that I have any foolish pride about clothes , but you know it is out of the question to think of going to Clare Forbes 's party in my last winter 's plaid dress , which is a good two inches too short and skimpy in proportion .",2086934,a good two inches,DT JJ CD NNS,a,good,two,inches,NA,2,0.46284224250325945
babylm_sents,Matthew Insists on Puffed Sleeves Matthew was having a bad ten minutes of it .,2113246,a bad ten minutes,DT JJ CD NNS,a,bad,ten,minutes,NA,3,0.3581051716644937
