sentence_idx,construction,pos,DT,ADJ,NUMERAL,NOUN,n,percent
10215188,a whole three seconds,ARTICLE JJ CD NNS,a,whole,three,seconds,12,0.6017156862745098
10215990,a whole three seconds,ARTICLE JJ CD NNS,a,whole,three,seconds,12,0.6017156862745098
10249307,"a staggering 121,000 donations",ARTICLE JJ CD NNS,a,staggering,"121,000",donations,12,0.5968137254901961
10542542,a long 8 years,ARTICLE JJ CD NNS,A,long,8,years,12,0.5919117647058824
11055700,a staggering 318 miles,ARTICLE JJ CD NNS,a,staggering,318,miles,12,0.5968137254901961
56273,"an old cap or two , a pair of boots","ARTICLE JJ NN CC CD , ARTICLE NN IN NNS",a,NA,"two ,",a pair of boots,10,0.6139705882352942
121793,an extra two and a half hours,ARTICLE JJ CD CC ARTICLE NN NNS,a,NA,two and,a half hours,10,0.6139705882352942
366993,a scant three yards,ARTICLE JJ CD NNS,a,scant,three,yards,10,0.6058006535947712
457254,a total 21 films,ARTICLE JJ CD NNS,a,total,21,films,10,0.6098856209150327
462122,"a fine picture or two , a stand of flowers","ARTICLE JJ NN CC CD , ARTICLE NN IN NNS",a,NA,"two ,",a stand of flowers,10,0.6139705882352942
773978,a total 98 episodes,ARTICLE JJ CD NNS,a,total,98,episodes,10,0.6098856209150327
906022,a total 16 finals,ARTICLE JJ CD NNS,a,total,16,finals,10,0.6098856209150327
937870,a total 51 episodes,ARTICLE JJ CD NNS,a,total,51,episodes,10,0.6098856209150327
1012452,a scant six years,ARTICLE JJ CD NNS,A,scant,six,years,10,0.6058006535947712
1223015,a further two and a half lengths,ARTICLE JJ CD CC ARTICLE NN NNS,a,NA,two and,a half lengths,10,0.6139705882352942
1292318,a total 1000 kw,ARTICLE JJ CD NNS,a,total,1000,kw,10,0.6098856209150327
1307441,"a fine picture or two , a stand of flowers","ARTICLE JJ NN CC CD , ARTICLE NN IN NNS",a,NA,"two ,",a stand of flowers,10,0.6139705882352942
1568800,a scant three quarters,ARTICLE JJ CD NNS,a,scant,three,quarters,10,0.6058006535947712
1652337,a scant four yards,ARTICLE JJ CD NNS,a,scant,four,yards,10,0.6058006535947712
1909361,another scant two miles,ARTICLE JJ CD NNS,another,scant,two,miles,10,0.6058006535947712
2591087,a scant two months,ARTICLE JJ CD NNS,a,scant,two,months,10,0.6058006535947712
2612084,a total 11 races,ARTICLE JJ CD NNS,a,total,11,races,10,0.6098856209150327
2612324,a total 250 frames,ARTICLE JJ CD NNS,a,total,250,frames,10,0.6098856209150327
3508638,a total 5 edits,ARTICLE JJ CD NNS,a,total,5,edits,10,0.6098856209150327
4045813,a total 55 reviews,ARTICLE JJ CD NNS,a,total,55,reviews,10,0.6098856209150327
4627477,a further three and a half years,ARTICLE JJ CD CC ARTICLE NN NNS,a,NA,three and,a half years,10,0.6139705882352942
5125925,a scant two weeks,ARTICLE JJ CD NNS,a,scant,two,weeks,10,0.6058006535947712
5444042,"a large , square house two and a half stories","ARTICLE JJ , JJ NN CD CC ARTICLE NN NNS",a,NA,two and,a half stories,10,0.6139705882352942
5487343,a scant five yards,ARTICLE JJ CD NNS,A,scant,five,yards,10,0.6058006535947712
6992578,a scant few minutes,ARTICLE JJ FEW NNS,a,scant,few,minutes,10,0.6058006535947712
7633510,a total twenty fractions,ARTICLE JJ CD NNS,a,total,twenty,fractions,10,0.6098856209150327
8832310,a scant eighty - six pounds,ARTICLE JJ CD HYPH CD NNS,a,scant,eighty - six,pounds,10,0.6058006535947712
9495273,a wild couple a days,ARTICLE JJ FEW ARTICLE NNS,a,NA,couple,a days,10,0.6139705882352942
11448915,a full six and a half days,ARTICLE JJ CD CC ARTICLE NN NNS,a,NA,six and,a half days,10,0.6139705882352942
11483420,a mere three and a half months,ARTICLE JJ CD CC ARTICLE NN NNS,a,NA,three and,a half months,10,0.6139705882352942
2102619,a whopping 254 pounds,ARTICLE JJ CD NNS,a,whopping,254,pounds,9,0.6176470588235294
2565623,a whopping 272 penalty minutes,ARTICLE JJ CD NN NNS,a,whopping,272,penalty minutes,9,0.6176470588235294
4310665,a whopping six hundred and seventy tons,ARTICLE JJ CD CD CC CD NNS,a,whopping,six hundred and seventy,tons,9,0.6176470588235294
4366094,a whopping 800 micrograms,ARTICLE JJ CD NNS,a,whopping,800,micrograms,9,0.6176470588235294
7156522,"a whopping 5,000 operations",ARTICLE JJ CD NNS,a,whopping,"5,000",operations,9,0.6176470588235294
7696316,"a whopping 80,000 - pounds",ARTICLE JJ CD HYPH NNS,a,whopping,"80,000 -",pounds,9,0.6176470588235294
9643988,"a whopping 2,600 pounds",ARTICLE JJ CD NNS,a,whopping,"2,600",pounds,9,0.6176470588235294
9644017,"a whopping 2,600 pounds",ARTICLE JJ CD NNS,A,whopping,"2,600",pounds,9,0.6176470588235294
11404197,a whopping 30 metres,ARTICLE JJ CD NNS,a,whopping,30,metres,9,0.6176470588235294
1070028,a little bit more communications,ARTICLE JJ NN FEW NNS,a,little bit,more,communications,8,0.6241830065359477
1557201,a little bit more hands,ARTICLE JJ NN FEW NNS,a,little bit,more,hands,8,0.6241830065359477
2040946,a little bit more luxuries,ARTICLE JJ NN FEW NNS,a,little bit,more,luxuries,8,0.6241830065359477
2086653,a hard five years,ARTICLE JJ CD NNS,a,hard,five,years,8,0.6209150326797386
3507533,a hard couple days,ARTICLE JJ FEW NNS,a,hard,couple,days,8,0.6209150326797386
3507536,a hard couple years,ARTICLE JJ FEW NNS,a,hard,couple,years,8,0.6209150326797386
3511019,a hard couple days,ARTICLE JJ FEW NNS,a,hard,couple,days,8,0.6209150326797386
3511022,a hard couple years,ARTICLE JJ FEW NNS,a,hard,couple,years,8,0.6209150326797386
3514623,a hard couple days,ARTICLE JJ FEW NNS,a,hard,couple,days,8,0.6209150326797386
3514626,a hard couple years,ARTICLE JJ FEW NNS,a,hard,couple,years,8,0.6209150326797386
3913829,a hard one nine twelfths,ARTICLE JJ CD CD NNS,A,hard,one nine,twelfths,8,0.6209150326797386
3954568,a little bit more sophisticated problems,ARTICLE JJ NN FEW JJ NNS,a,little bit,more,sophisticated problems,8,0.6241830065359477
5977674,a little bit more metadata,ARTICLE JJ NN FEW NNS,a,little bit,more,metadata,8,0.6241830065359477
7283304,a little bit more house lights,ARTICLE JJ NN FEW NN NNS,a,little bit,more,house lights,8,0.6241830065359477
7478539,a little bit more freedom for women,ARTICLE JJ NN FEW NN IN NNS,a,little bit,more,freedom for women,8,0.6241830065359477
7619325,a little bit more remote areas,ARTICLE JJ NN FEW JJ NNS,a,little bit,more,remote areas,8,0.6241830065359477
86713,a quick two minutes,ARTICLE JJ CD NNS,a,quick,two,minutes,7,0.6327614379084967
571603,a measly thousand pounds,ARTICLE JJ CD NNS,a,measly,thousand,pounds,7,0.6299019607843137
2721584,a quick 10 days,ARTICLE JJ CD NNS,a,quick,10,days,7,0.6327614379084967
2918043,a quick 2 minutes,ARTICLE JJ CD NNS,a,quick,2,minutes,7,0.6327614379084967
5876801,a quick five minutes,ARTICLE JJ CD NNS,a,quick,five,minutes,7,0.6327614379084967
6020395,a quick five minutes,ARTICLE JJ CD NNS,a,quick,five,minutes,7,0.6327614379084967
6622732,a lousy ten cents,ARTICLE JJ CD NNS,a,lousy,ten,cents,7,0.6270424836601307
7033723,a measly five hundred dollars,ARTICLE JJ CD CD NNS,A,measly,five hundred,dollars,7,0.6299019607843137
7193757,a measly 534 miles,ARTICLE JJ CD NNS,a,measly,534,miles,7,0.6299019607843137
7352906,a lousy 300 bucks,ARTICLE JJ CD NNS,A,lousy,300,bucks,7,0.6270424836601307
7622162,a measly 17 points,ARTICLE JJ CD NNS,a,measly,17,points,7,0.6299019607843137
7884610,a lousy two weeks,ARTICLE JJ CD NNS,a,lousy,two,weeks,7,0.6270424836601307
7885527,a lousy two weeks,ARTICLE JJ CD NNS,a,lousy,two,weeks,7,0.6270424836601307
8138798,a quick few things,ARTICLE JJ FEW NNS,a,quick,few,things,7,0.6327614379084967
8454321,a measly 15 minutes,ARTICLE JJ CD NNS,a,measly,15,minutes,7,0.6299019607843137
10740330,another quick four bits,ARTICLE JJ CD NNS,another,quick,four,bits,7,0.6327614379084967
10872829,a lousy 10 bucks,ARTICLE JJ CD NNS,a,lousy,10,bucks,7,0.6270424836601307
10943054,"a measly 1,000 bucks",ARTICLE JJ CD NNS,A,measly,"1,000",bucks,7,0.6299019607843137
11056005,a lousy seven seconds,ARTICLE JJ CD NNS,a,lousy,seven,seconds,7,0.6270424836601307
11069688,a measly few bucks,ARTICLE JJ FEW NNS,a,measly,few,bucks,7,0.6299019607843137
11436497,a lousy five bucks,ARTICLE JJ CD NNS,a,lousy,five,bucks,7,0.6270424836601307
115579,a reported four children,ARTICLE VBN CD NNS,a,reported,four,children,6,0.6450163398692811
402649,"a little , three or four days","ARTICLE JJ , CD CC CD NNS",a,"little ,",three or four,days,6,0.6425653594771242
573585,"a reported 6,000 apartments",ARTICLE VBN CD NNS,a,reported,"6,000",apartments,6,0.6450163398692811
606899,a career - best 220 wickets,ARTICLE NN HYPH JJ CD NNS,a,career - best,220,wickets,6,0.6376633986928104
716317,an astonishing 98 people,ARTICLE JJ CD NNS,An,astonishing,98,people,6,0.6352124183006536
771428,a whole lot more things,ARTICLE JJ NN FEW NNS,a,whole lot,more,things,6,0.6523692810457516
906527,a whole lot more questions,ARTICLE JJ NN FEW NNS,a,whole lot,more,questions,6,0.6523692810457516
1104143,a career - best 20 games,ARTICLE NN HYPH JJ CD NNS,a,career - best,20,games,6,0.6376633986928104
1299959,a career - best 16 goals,ARTICLE NN HYPH JJ CD NNS,a,career - best,16,goals,6,0.6376633986928104
1366495,"a reported 150,000 prisoners",ARTICLE VBN CD NNS,a,reported,"150,000",prisoners,6,0.6450163398692811
1507894,a reported 14 million dollars,ARTICLE JJ CD CD NNS,a,reported,14 million,dollars,6,0.6450163398692811
1539670,a career - best 17.6 points,ARTICLE NN HYPH JJ CD NNS,a,career - best,17.6,points,6,0.6376633986928104
1689328,a career - best 26 goals,ARTICLE NN HYPH JJS CD NNS,a,career - best,26,goals,6,0.6376633986928104
2698643,an astonishing 26 million shells,ARTICLE JJ CD CD NNS,an,astonishing,26 million,shells,6,0.6352124183006536
2699241,an astonishing 340 million marks-,ARTICLE JJ CD CD NNS,an,astonishing,340 million,marks-,6,0.6352124183006536
2762857,a career - best 22 tackles,ARTICLE NN HYPH JJ CD NNS,a,career - best,22,tackles,6,0.6376633986928104
3476553,a steady sixty miles,ARTICLE JJ CD NNS,a,steady,sixty,miles,6,0.6499183006535948
3476569,a steady sixty miles,ARTICLE JJ CD NNS,a,steady,sixty,miles,6,0.6499183006535948
3477257,a steady sixty miles,ARTICLE JJ CD NNS,a,steady,sixty,miles,6,0.6499183006535948
3809938,a steady eighty miles,ARTICLE JJ CD NNS,a,steady,eighty,miles,6,0.6499183006535948
3810115,a steady eighty miles,ARTICLE JJ CD NNS,A,steady,eighty,miles,6,0.6499183006535948
4084634,a rough couple days,ARTICLE JJ FEW NNS,a,rough,couple,days,6,0.6474673202614379
4379749,a little few things,ARTICLE JJ FEW NNS,a,little,few,things,6,0.6401143790849673
5188949,a little more lentils,ARTICLE JJ FEW NNS,a,little,more,lentils,6,0.6401143790849673
5291639,a whole lot more people,ARTICLE JJ NN FEW NNS,a,whole lot,more,people,6,0.6523692810457516
6047707,an astonishing three - fourths,ARTICLE JJ CD HYPH NNS,an,astonishing,three -,fourths,6,0.6352124183006536
6074647,a whole lot more boys,ARTICLE JJ NN FEW NNS,a,whole lot,more,boys,6,0.6523692810457516
6143843,"a little , few little notes","ARTICLE JJ , FEW JJ NNS",a,"little ,",few,little notes,6,0.6425653594771242
6313071,a steady three metres,ARTICLE JJ CD NNS,a,steady,three,metres,6,0.6499183006535948
6353833,a little two days,ARTICLE JJ CD NNS,a,little,two,days,6,0.6401143790849673
6511256,a little more tweaks,ARTICLE JJ FEW NNS,a,little,more,tweaks,6,0.6401143790849673
6739469,"a little , two or three pounds","ARTICLE JJ , CD CC CD NNS",a,"little ,",two or three,pounds,6,0.6425653594771242
7363203,"a little , seventy years","ARTICLE JJ , CD NNS",a,"little ,",seventy,years,6,0.6425653594771242
7681627,a rough couple days,ARTICLE JJ FEW NNS,a,rough,couple,days,6,0.6474673202614379
8032665,an astonishing ten miles,ARTICLE JJ CD NNS,an,astonishing,ten,miles,6,0.6352124183006536
8244460,a rough ten days,ARTICLE JJ CD NNS,a,rough,ten,days,6,0.6474673202614379
8392908,a whole lot more people,ARTICLE JJ NN FEW NNS,a,whole lot,more,people,6,0.6523692810457516
8777336,a reported 1 03 passengers,ARTICLE VBN CD CD NNS,a,reported,1 03,passengers,6,0.6450163398692811
8778962,a reported 103 passengers,ARTICLE VBN CD NNS,a,reported,103,passengers,6,0.6450163398692811
8831965,an astonishing thirty - five times,ARTICLE JJ CD HYPH CD NNS,an,astonishing,thirty - five,times,6,0.6352124183006536
8875110,"a little , 18 years","ARTICLE JJ , CD NNS",A,"little ,",18,years,6,0.6425653594771242
9063803,a rough couple weeks,ARTICLE JJ FEW NNS,a,rough,couple,weeks,6,0.6474673202614379
9582887,a rough couple days,ARTICLE JJ FEW NNS,a,rough,couple,days,6,0.6474673202614379
9583510,a rough couple days,ARTICLE JJ FEW NNS,a,rough,couple,days,6,0.6474673202614379
9853105,a whole lot more customers,ARTICLE JJ NN FEW NNS,a,whole lot,more,customers,6,0.6523692810457516
10142808,a little more places,ARTICLE JJ FEW NNS,a,little,more,places,6,0.6401143790849673
10906344,a little more hands,ARTICLE JJ FEW NNS,a,little,more,hands,6,0.6401143790849673
11388035,"a little , few scrapes","ARTICLE JJ , FEW NNS",a,"little ,",few,scrapes,6,0.6425653594771242
45860,a final few moments,ARTICLE JJ FEW NNS,a,final,few,moments,5,0.6605392156862745
159152,a cumulated 300 ects credits,ARTICLE VBN CD NN NNS,a,cumulated,300,ects credits,5,0.6564542483660131
183594,a cumulated 300 ects credits,ARTICLE VBN CD NN NNS,a,cumulated,300,ects credits,5,0.6564542483660131
334740,a cumulated 300 ects credits,ARTICLE VBN CD NN NNS,a,cumulated,300,ects credits,5,0.6564542483660131
649647,a vast many smart beaux,ARTICLE JJ FEW JJ NNS,a,vast,many,smart beaux,5,0.6646241830065359
918182,an impressive 30 appearances,ARTICLE JJ CD NNS,an,impressive,30,appearances,5,0.6625816993464052
937766,a vast many rows,ARTICLE JJ FEW NNS,a,vast,many,rows,5,0.6646241830065359
941399,a vast many tender fears,ARTICLE JJ FEW JJ NNS,a,vast,many,tender fears,5,0.6646241830065359
987955,an impressive 24 goals,ARTICLE JJ CD NNS,an,impressive,24,goals,5,0.6625816993464052
1537251,a final twenty two bands,ARTICLE JJ CD CD NNS,a,final,twenty two,bands,5,0.6605392156862745
1643988,a bad ten minutes,ARTICLE JJ CD NNS,a,bad,ten,minutes,5,0.6544117647058824
1761166,a final two years,ARTICLE JJ CD NNS,a,final,two,years,5,0.6605392156862745
1792370,a final eight games,ARTICLE JJ CD NNS,a,final,eight,games,5,0.6605392156862745
2113246,a bad ten minutes,ARTICLE JJ CD NNS,a,bad,ten,minutes,5,0.6544117647058824
2266188,"a bad one , folks","ARTICLE JJ CD , NNS",a,bad,"one ,",folks,5,0.6544117647058824
2320505,a bad ten minutes,ARTICLE JJ CD NNS,a,bad,ten,minutes,5,0.6544117647058824
2463027,a vast many rows,ARTICLE JJ FEW NNS,a,vast,many,rows,5,0.6646241830065359
2472026,a vast many tender fears,ARTICLE JJ FEW JJ NNS,a,vast,many,tender fears,5,0.6646241830065359
3494502,a cumulated 300 ects credits,ARTICLE VBN CD NN NNS,a,cumulated,300,ects credits,5,0.6564542483660131
3644866,a fair few stormy conversations,ARTICLE JJ FEW JJ NNS,a,fair,few,stormy conversations,5,0.6584967320261438
3898698,a bad few weeks,ARTICLE JJ FEW NNS,a,bad,few,weeks,5,0.6544117647058824
4765780,a cumulated 300 ects credits,ARTICLE VBN CD NN NNS,a,cumulated,300,ects credits,5,0.6564542483660131
5214040,an impressive 32 meters,ARTICLE JJ CD NNS,an,impressive,32,meters,5,0.6625816993464052
5669020,a fair three - quarters,ARTICLE JJ CD HYPH NNS,a,fair,three -,quarters,5,0.6584967320261438
6070939,a fair five miles,ARTICLE JJ CD NNS,a,fair,five,miles,5,0.6584967320261438
7263138,a final few words,ARTICLE JJ FEW NNS,a,final,few,words,5,0.6605392156862745
8223824,a fair few munters,ARTICLE JJ FEW NNS,a,fair,few,munters,5,0.6584967320261438
8769894,a fair few people,ARTICLE JJ FEW NNS,a,fair,few,people,5,0.6584967320261438
8982025,an impressive 70 years,ARTICLE JJ CD NNS,an,impressive,70,years,5,0.6625816993464052
9113204,an impressive six days,ARTICLE JJ CD NNS,an,impressive,six,days,5,0.6625816993464052
132656,another fucking few minutes,ARTICLE JJ FEW NNS,Another,fucking,few,minutes,4,0.6695261437908496
169902,an average sixty - six immigrants,ARTICLE JJ CD HYPH CD NNS,an,average,sixty - six,immigrants,4,0.6662581699346405
189145,"a new 10,000 m",ARTICLE JJ CD NNS,a,new,"10,000",m,4,0.676062091503268
379409,an initial 13 issues,ARTICLE JJ CD NNS,an,initial,13,issues,4,0.6711601307189542
772627,a perfect five stars,ARTICLE JJ CD NNS,a,perfect,five,stars,4,0.6776960784313726
772629,a perfect five stars,ARTICLE JJ CD NNS,a,perfect,five,stars,4,0.6776960784313726
772742,a perfect five stars,ARTICLE JJ CD NNS,a,perfect,five,stars,4,0.6776960784313726
836977,a fucking few minutes,ARTICLE JJ FEW NNS,a,fucking,few,minutes,4,0.6695261437908496
943976,an initial 150 specialty stores,ARTICLE JJ CD NN NNS,an,initial,150,specialty stores,4,0.6711601307189542
1057381,a new 150 meters,ARTICLE JJ CD NNS,a,new,150,meters,4,0.676062091503268
1096683,a modest 4 wins,ARTICLE JJ CD NNS,A,modest,4,wins,4,0.6744281045751634
1106873,a massive 2.5 kilograms,ARTICLE JJ CD NNS,a,massive,2.5,kilograms,4,0.6727941176470589
1347728,a modest 14 points,ARTICLE JJ CD NNS,a,modest,14,points,4,0.6744281045751634
1474066,a select few bioreporters,ARTICLE JJ FEW NNS,a,select,few,bioreporters,4,0.6825980392156863
1483274,a massive 26 weeks,ARTICLE JJ CD NNS,a,massive,26,weeks,4,0.6727941176470589
1624687,a school - record 46 tackles,ARTICLE NN HYPH RECORD CD NNS,a,school - record,46,tackles,4,0.6809640522875817
1927211,a fucking million years,ARTICLE JJ CD NNS,a,fucking,million,years,4,0.6695261437908496
2178479,a select few establishments,ARTICLE JJ FEW NNS,a,select,few,establishments,4,0.6825980392156863
2395104,an initial 10 years,ARTICLE JJ CD NNS,an,initial,10,years,4,0.6711601307189542
2566954,a school - record five winning campaigns,ARTICLE NN HYPH RECORD CD NN NNS,a,school - record,five,winning campaigns,4,0.6809640522875817
2663956,a tiny two - track recordings,ARTICLE JJ CD HYPH NN NNS,a,tiny,two -,track recordings,4,0.6842320261437909
2760729,a school - record 22 wins,ARTICLE NN HYPH RECORD CD NNS,a,school - record,22,wins,4,0.6809640522875817
2760870,a school - record 28 wins,ARTICLE NN HYPH RECORD CD NNS,a,school - record,28,wins,4,0.6809640522875817
2801568,an initial 19 rivers,ARTICLE JJ CD NNS,an,initial,19,rivers,4,0.6711601307189542
2884803,a bare six inches,ARTICLE JJ CD NNS,a,bare,six,inches,4,0.6678921568627451
3047539,a new 50 inches,ARTICLE JJ CD NNS,a,new,50,inches,4,0.676062091503268
3055516,a bare five hundred feet,ARTICLE JJ CD CD NNS,a,bare,five hundred,feet,4,0.6678921568627451
3059131,an average 2 or 3 days,ARTICLE JJ CD CC CD NNS,an,average,2 or 3,days,4,0.6662581699346405
3838031,a tiny 27 inches,ARTICLE JJ CD NNS,a,tiny,27,inches,4,0.6842320261437909
4128266,a bare four miles,ARTICLE JJ CD NNS,a,bare,four,miles,4,0.6678921568627451
4301154,a perfect match—150 balls,ARTICLE JJ CD NNS,a,perfect,match—150,balls,4,0.6776960784313726
4377436,a new 1000 yuan,ARTICLE JJ CD NNS,A,new,1000,yuan,4,0.676062091503268
4510291,a bare hundred yards,ARTICLE JJ CD NNS,a,bare,hundred,yards,4,0.6678921568627451
4721327,a tiny 9 feet,ARTICLE JJ CD NNS,a,tiny,9,feet,4,0.6842320261437909
5560432,an average eighteen pounds,ARTICLE JJ CD NNS,an,average,eighteen,pounds,4,0.6662581699346405
5750732,a modest forty thousand pounds,ARTICLE JJ CD CD NNS,a,modest,forty thousand,pounds,4,0.6744281045751634
5830173,a tiny few people,ARTICLE JJ FEW NNS,a,tiny,few,people,4,0.6842320261437909
6344027,a reliable 72 hours,ARTICLE JJ CD NNS,a,reliable,72,hours,4,0.6793300653594772
6346545,a reliable 72 hours,ARTICLE JJ CD NNS,a,reliable,72,hours,4,0.6793300653594772
6349058,a reliable 72 hours,ARTICLE JJ CD NNS,a,reliable,72,hours,4,0.6793300653594772
6356885,a reliable 72 hours,ARTICLE JJ CD NNS,a,reliable,72,hours,4,0.6793300653594772
7282723,a select few and systems,ARTICLE JJ FEW CC NNS,a,select,few and,systems,4,0.6825980392156863
7412019,an average 17 fields,ARTICLE JJ CD NNS,an,average,17,fields,4,0.6662581699346405
7449782,a modest ninety - eight degrees,ARTICLE JJ CD HYPH CD NNS,a,modest,ninety - eight,degrees,4,0.6744281045751634
8700560,a select few demons,ARTICLE JJ FEW NNS,a,select,few,demons,4,0.6825980392156863
8981803,a massive 108 years,ARTICLE JJ CD NNS,a,massive,108,years,4,0.6727941176470589
9474678,a fucking million miles,ARTICLE JJ CD NNS,a,fucking,million,miles,4,0.6695261437908496
11524682,a massive 30 metres,ARTICLE JJ CD NNS,a,massive,30,metres,4,0.6727941176470589
67870,a heavy heart and many sighs,ARTICLE JJ NN CC FEW NNS,a,heavy heart and,many,sighs,3,0.6928104575163399
102023,a heavy heart and many sighs,ARTICLE JJ NN CC FEW NNS,a,heavy heart and,many,sighs,3,0.6928104575163399
129123,a heavy heart and many sighs,ARTICLE JJ NN CC FEW NNS,a,heavy heart and,many,sighs,3,0.6928104575163399
132365,a great deal more stamping of feet,ARTICLE JJ NN FEW NN IN NNS,a,great deal,more,stamping of feet,3,0.6915849673202614
217172,a round dozen blocks,ARTICLE JJ FEW NNS,a,round,dozen,blocks,3,0.6977124183006536
422094,an unheard - of 39 times,ARTICLE JJ HYPH JJ CD NNS,an,unheard - of,39,times,3,0.7026143790849673
545161,an unheard - of 50 men,ARTICLE JJ HYPH JJ CD NNS,an,unheard - of,50,men,3,0.7026143790849673
731502,a small town twelve miles,ARTICLE JJ NN CD NNS,a,small town,twelve,miles,3,0.7001633986928104
860617,a round dozen reviews,ARTICLE JJ FEW NNS,a,round,dozen,reviews,3,0.6977124183006536
868150,a clear ten years,ARTICLE JJ CD NNS,a,clear,ten,years,3,0.6879084967320261
897449,a round twenty years,ARTICLE JJ CD NNS,a,round,twenty,years,3,0.6977124183006536
1257647,a small town 16 kilometers,ARTICLE JJ NN CD NNS,a,small town,16,kilometers,3,0.7001633986928104
1895359,a great deal more people,ARTICLE JJ NN FEW NNS,a,great deal,more,people,3,0.6915849673202614
2147526,a team - high 11 goals,ARTICLE NN HYPH JJ CD NNS,a,team - high,11,goals,3,0.7013888888888888
2156035,an amazing 82 years,ARTICLE JJ CD NNS,an,amazing,82,years,3,0.6854575163398693
2218103,"a paltry 16,000 men",ARTICLE JJ CD NNS,a,paltry,"16,000",men,3,0.6964869281045751
2749270,a team - high 643 yards,ARTICLE NN HYPH JJ CD NNS,a,team - high,643,yards,3,0.7013888888888888
2965642,a short ten minutes,ARTICLE JJ CD NNS,a,short,ten,minutes,3,0.698937908496732
3027052,an amazing six years,ARTICLE JJ CD NNS,an,amazing,six,years,3,0.6854575163398693
3029129,an amazing six years,ARTICLE JJ CD NNS,an,amazing,six,years,3,0.6854575163398693
3801435,a maximum five points,ARTICLE JJ CD NNS,a,maximum,five,points,3,0.6952614379084967
3808252,a maximum five points,ARTICLE JJ CD NNS,a,maximum,five,points,3,0.6952614379084967
3819596,a maximum five points,ARTICLE JJ CD NNS,a,maximum,five,points,3,0.6952614379084967
3980265,a small town nine kilometres,ARTICLE JJ NN CD NNS,a,small town,nine,kilometres,3,0.7001633986928104
4036159,a great deal more overhead in terms,ARTICLE JJ NN FEW NN IN NNS,a,great deal,more,overhead in terms,3,0.6915849673202614
4075159,a goody two boobs,ARTICLE JJ CD NNS,a,goody,two,boobs,3,0.690359477124183
4186767,a clear ten years,ARTICLE JJ CD NNS,a,clear,ten,years,3,0.6879084967320261
4519859,a short two miles,ARTICLE JJ CD NNS,A,short,two,miles,3,0.698937908496732
4535701,a short four miles,ARTICLE JJ CD NNS,a,short,four,miles,3,0.698937908496732
4742747,a clear five days,ARTICLE JJ CD NNS,a,clear,five,days,3,0.6879084967320261
5352618,a team - high nine tackles,ARTICLE NN HYPH JJ CD NNS,a,team - high,nine,tackles,3,0.7013888888888888
5731143,a paltry two days,ARTICLE JJ CD NNS,a,paltry,two,days,3,0.6964869281045751
6029006,a fair coin five times,ARTICLE JJ NN CD NNS,a,fair coin,five,times,3,0.6891339869281046
6095964,a fair coin eight times,ARTICLE JJ NN CD NNS,a,fair coin,eight,times,3,0.6891339869281046
6096031,a fair coin eight times,ARTICLE JJ NN CD NNS,a,fair coin,eight,times,3,0.6891339869281046
6202506,a balmy 65 degrees--,ARTICLE JJ CD NNS,a,balmy,65,degrees--,3,0.6866830065359477
6787248,a long and two shorts,ARTICLE JJ CC CD NNS,a,long and,two,shorts,3,0.6940359477124183
6787250,a long and two shorts,ARTICLE JJ CC CD NNS,a,long and,two,shorts,3,0.6940359477124183
6787271,a long and two shorts,ARTICLE JJ CC CD NNS,a,long and,two,shorts,3,0.6940359477124183
6806956,a paltry hundred thousand pounds,ARTICLE JJ CD CD NNS,a,paltry,hundred thousand,pounds,3,0.6964869281045751
8083046,a balmy 8 degrees,ARTICLE JJ CD NNS,a,balmy,8,degrees,3,0.6866830065359477
8331891,a goody two - shoes,ARTICLE JJ CD HYPH NNS,a,goody,two -,shoes,3,0.690359477124183
8392534,a balmy 23 degrees,ARTICLE JJ CD NNS,a,balmy,23,degrees,3,0.6866830065359477
8832126,"an unheard - of 8,000 miles",ARTICLE JJ HYPH JJ CD NNS,an,unheard - of,"8,000",miles,3,0.7026143790849673
8865742,a goody two - shoes,ARTICLE JJ CD HYPH NNS,a,goody,two -,shoes,3,0.690359477124183
11505154,an unsolved robbery two weeks,ARTICLE JJ NN CD NNS,an,unsolved robbery,two,weeks,3,0.7038398692810458
11505994,an unsolved robbery two weeks,ARTICLE JJ NN CD NNS,an,unsolved robbery,two,weeks,3,0.7038398692810458
11506871,an unsolved robbery two weeks,ARTICLE JJ NN CD NNS,an,unsolved robbery,two,weeks,3,0.7038398692810458
884,a smaller three to four people,ARTICLE JJR CD TO CD NNS,a,smaller,three to four,people,2,0.741421568627451
58229,a special 100 naira,ARTICLE JJ CD NNS,a,special,100,naira,2,0.7422385620915033
58949,an old woman and three maidens,ARTICLE JJ NN CC CD NNS,an,old woman and,three,maidens,2,0.7316176470588235
100994,a little girl three years,ARTICLE JJ NN CD NNS,a,little girl,three,years,2,0.7234477124183006
102464,an old woman and three maidens,ARTICLE JJ NN CC CD NNS,an,old woman and,three,maidens,2,0.7316176470588235
279427,"a sudden , three themes","ARTICLE JJ , CD NNS",a,"sudden ,",three,themes,2,0.7455065359477124
381428,a very young 20 years,ARTICLE RB JJ CD NNS,a,very young,20,years,2,0.7504084967320261
424372,an even 300 wins,ARTICLE JJ CD NNS,an,even,300,wins,2,0.7152777777777778
437232,an unprecedented five consecutive grand,ARTICLE JJ CD JJ NNPS,an,unprecedented,five,consecutive grand,2,0.7495915032679739
