idx,construction,pos,DT,ADJ,NUMERAL,NOUN,n,percent
733253,a large parent comet several centuries,ARTICLE JJ NN NN FEW NNS,a,large parent comet,several,centuries,4,0.610702614379085
733392,a good many folks,ARTICLE JJ FEW NNS,a,good,many,folks,4,0.6172385620915033
780300,a great many huge flies,ARTICLE JJ FEW JJ NNS,a,great,many,huge flies,4,0.6205065359477124
781996,a great many huge flies,ARTICLE JJ FEW JJ NNS,a,great,many,huge flies,4,0.6205065359477124
800215,an additional seven awards,ARTICLE JJ CD NNS,An,additional,seven,awards,4,0.6041666666666666
852985,a great many other things,ARTICLE JJ FEW JJ NNS,a,great,many,other things,4,0.6303104575163399
866580,a great many doors,ARTICLE JJ FEW NNS,a,great,many,doors,4,0.6139705882352942
900754,a great many other things,ARTICLE JJ FEW JJ NNS,a,great,many,other things,4,0.6303104575163399
918241,a superb 94 league appearances,ARTICLE JJ CD NN NNS,a,superb,94,league appearances,4,0.622140522875817
924922,a great many huge flies,ARTICLE JJ FEW JJ NNS,a,great,many,huge flies,4,0.6205065359477124
935959,a great many centuries,ARTICLE JJ FEW NNS,a,great,many,centuries,4,0.610702614379085
962360,a good many words,ARTICLE JJ FEW NNS,a,good,many,words,4,0.6450163398692811
1049746,an additional five awards,ARTICLE JJ CD NNS,an,additional,five,awards,4,0.6041666666666666
1065671,a good few notes,ARTICLE JJ FEW NNS,a,good,few,notes,4,0.6286764705882353
1078134,a good few notes,ARTICLE JJ FEW NNS,a,good,few,notes,4,0.6286764705882353
1125271,an estimated 20 acres,ARTICLE VBN CD NNS,an,estimated,20,acres,4,0.6025326797385621
1125302,an additional 300 acres,ARTICLE JJ CD NNS,an,additional,300,acres,4,0.6025326797385621
1177119,a last few words,ARTICLE JJ FEW NNS,a,last,few,words,4,0.6450163398692811
1177730,a further four victories,ARTICLE JJ CD NNS,a,further,four,victories,4,0.6433823529411765
1177744,a further three victories,ARTICLE JJ CD NNS,a,further,three,victories,4,0.6433823529411765
1184006,a further 13 victories,ARTICLE JJ CD NNS,a,further,13,victories,4,0.6433823529411765
1290643,"a broad , low gradient glacier 8 nautical miles","ARTICLE JJ , JJ NN NN CD JJ NNS",a,"broad , low gradient glacier",8,nautical miles,4,0.6270424836601307
1292682,a narrow deeply entrenched glacier 9 nautical miles,ARTICLE JJ RB VBN NN CD JJ NNS,a,narrow deeply entrenched glacier,9,nautical miles,4,0.6270424836601307
1292963,"a low , snow - covered promontory 7 nautical miles","ARTICLE JJ , NN HYPH VBN NN CD JJ NNS",a,"low , snow - covered promontory",7,nautical miles,4,0.6270424836601307
1293042,a small ice escarpment 7 nautical miles,ARTICLE JJ NN NN CD JJ NNS,a,small ice escarpment,7,nautical miles,4,0.6270424836601307
1495013,a combined 52 league appearances,ARTICLE VBN CD NN NNS,a,combined,52,league appearances,4,0.622140522875817
1517486,a combined six awards,ARTICLE VBN CD NNS,a,combined,six,awards,4,0.6041666666666666
1530493,a giant gold statue several stories,ARTICLE JJ NN NN FEW NNS,a,giant gold statue,several,stories,4,0.641748366013072
1620198,an additional three awards,ARTICLE JJ CD NNS,an,additional,three,awards,4,0.6041666666666666
1735919,a great many doors,ARTICLE JJ FEW NNS,a,great,many,doors,4,0.6139705882352942
1839593,a good many folks,ARTICLE JJ FEW NNS,a,good,many,folks,4,0.6172385620915033
1845304,a further 62 league appearances,ARTICLE JJ CD NN NNS,a,further,62,league appearances,4,0.622140522875817
2031841,a vast circular structure several stories,ARTICLE JJ JJ NN FEW NNS,a,vast circular structure,several,stories,4,0.641748366013072
2206649,a red dwarf star 470 light years,ARTICLE JJ NN NN CD NN NNS,a,red dwarf star,470,light years,4,0.6237745098039216
2266188,"a bad one , folks","ARTICLE JJ CD , NNS",a,bad,"one ,",folks,4,0.6172385620915033
2339818,"an additional 18,000 copies",ARTICLE JJ CD NNS,an,additional,"18,000",copies,4,0.6123366013071896
2372881,an extrasolar planet 22.18 light years,ARTICLE JJ NN CD NN NNS,an,extrasolar planet,22.18,light years,4,0.6237745098039216
2424361,a bloody camcorder twelve hundred quid,ARTICLE JJ NN CD CD NNS,a,bloody camcorder,twelve hundred,quid,4,0.6352124183006536
2457911,a great many centuries,ARTICLE JJ FEW NNS,a,great,many,centuries,4,0.610702614379085
2496993,a further 24 league appearances,ARTICLE JJ CD NN NNS,a,further,24,league appearances,4,0.622140522875817
2498008,a great many huge flies,ARTICLE JJ FEW JJ NNS,a,great,many,huge flies,4,0.6205065359477124
2555577,an additional 27 states,ARTICLE JJ CD NNS,an,additional,27,states,4,0.6401143790849673
2557958,an additional 26 states,ARTICLE JJ CD NNS,an,additional,26,states,4,0.6401143790849673
2581399,"an estimated 60,000 spectators",ARTICLE VBN CD NNS,an,estimated,"60,000",spectators,4,0.6384803921568627
2626501,a multiple star system 39.5 light years,ARTICLE JJ NN NN CD NN NNS,a,multiple star system,39.5,light years,4,0.6237745098039216
2656775,an awful lot more cars,ARTICLE JJ NN FEW NNS,an,awful lot,more,cars,4,0.6090686274509803
2781666,an additional 2000 copies,ARTICLE JJ CD NNS,an,additional,2000,copies,4,0.6123366013071896
2841992,"an additional 2,894 acres",ARTICLE JJ CD NNS,an,additional,"2,894",acres,4,0.6025326797385621
2950899,a great many other things,ARTICLE JJ FEW JJ NNS,a,great,many,other things,4,0.6303104575163399
3444408,an estimated two hundred thousand birds,ARTICLE VBN CD CD CD NNS,An,estimated,two hundred thousand,birds,4,0.6058006535947712
3545750,a good many lives,ARTICLE JJ FEW NNS,a,good,many,lives,4,0.6254084967320261
3584246,a further three centuries,ARTICLE JJ CD NNS,a,further,three,centuries,4,0.610702614379085
3868067,an short set and two songs,ARTICLE JJ NN CC CD NNS,an,short set and,two,songs,4,0.6368464052287581
4063574,an official holiday seven states,ARTICLE JJ NN CD NNS,an,official holiday,seven,states,4,0.6401143790849673
4111459,an extra 1.3 million cars,ARTICLE JJ CD CD NNS,an,extra,1.3 million,cars,4,0.6090686274509803
4135646,"an estimated 80,000 spectators",ARTICLE VBN CD NNS,An,estimated,"80,000",spectators,4,0.6384803921568627
4190764,a regular edition and 20 songs,ARTICLE JJ NN CC CD NNS,a,regular edition and,20,songs,4,0.6368464052287581
4306860,an estimated 509 million songs,ARTICLE VBN CD CD NNS,an,estimated,509 million,songs,4,0.6368464052287581
4403079,a further 72 cars,ARTICLE JJ CD NNS,a,further,72,cars,4,0.6090686274509803
4403317,an estimated 1196 passengers,ARTICLE VBN CD NNS,an,estimated,1196,passengers,4,0.6319444444444444
4666307,a particular few words,ARTICLE JJ FEW NNS,a,particular,few,words,4,0.6450163398692811
4840564,a nice few quid,ARTICLE JJ FEW NNS,a,nice,few,quid,4,0.6352124183006536
4872192,a single piece or several pieces,ARTICLE JJ NN CC FEW NNS,a,single piece or,several,pieces,4,0.633578431372549
4926788,a large yellow brick house three blocks,ARTICLE JJ JJ NN NN CD NNS,a,large yellow brick house,three,blocks,4,0.6074346405228758
4937071,a further three songs,ARTICLE JJ CD NNS,A,further,three,songs,4,0.6368464052287581
5132842,"an estimated 100,000 lives",ARTICLE VBN CD NNS,An,estimated,"100,000",lives,4,0.6254084967320261
5250667,"an estimated 80,000 spectators",ARTICLE VBN CD NNS,an,estimated,"80,000",spectators,4,0.6384803921568627
5721018,an additional estimated four hundred cars,ARTICLE JJ VBN CD CD NNS,an,additional estimated,four hundred,cars,4,0.6090686274509803
5722368,a further 34 birds,ARTICLE JJ CD NNS,a,further,34,birds,4,0.6058006535947712
5861128,a good many folks,ARTICLE JJ FEW NNS,A,good,many,folks,4,0.6172385620915033
6300988,a good many dramatic situations,ARTICLE JJ FEW JJ NNS,A,good,many,dramatic situations,4,0.6156045751633987
6304956,a good many dramatic situations,ARTICLE JJ FEW JJ NNS,A,good,many,dramatic situations,4,0.6156045751633987
6309554,a good many dramatic situations,ARTICLE JJ FEW JJ NNS,A,good,many,dramatic situations,4,0.6156045751633987
6313764,a good many dramatic situations,ARTICLE JJ FEW JJ NNS,A,good,many,dramatic situations,4,0.6156045751633987
6736969,an extra twenty quid,ARTICLE JJ CD NNS,an,extra,twenty,quid,4,0.6352124183006536
7004185,a good many passengers,ARTICLE JJ FEW NNS,A,good,many,passengers,4,0.6319444444444444
7263138,a final few words,ARTICLE JJ FEW NNS,a,final,few,words,4,0.6450163398692811
7282458,a caused two pieces,ARTICLE VBN CD NNS,a,caused,two,pieces,4,0.633578431372549
7477558,a great many stories,ARTICLE JJ FEW NNS,a,great,many,stories,4,0.641748366013072
8117762,a large storage facility three blocks,ARTICLE JJ NN NN CD NNS,a,large storage facility,three,blocks,4,0.6074346405228758
8181409,a private lake and several hundred acres,ARTICLE JJ NN CC FEW CD NNS,a,private lake and,several hundred,acres,4,0.6025326797385621
8516424,a great many notes,ARTICLE JJ FEW NNS,a,great,many,notes,4,0.6286764705882353
8518058,a great many notes,ARTICLE JJ FEW NNS,a,great,many,notes,4,0.6286764705882353
8604470,a great many lives,ARTICLE JJ FEW NNS,a,great,many,lives,4,0.6254084967320261
8777336,a reported 1 03 passengers,ARTICLE VBN CD CD NNS,a,reported,1 03,passengers,4,0.6319444444444444
8778962,a reported 103 passengers,ARTICLE VBN CD NNS,a,reported,103,passengers,4,0.6319444444444444
9657868,a staggering 100 billion gallons,ARTICLE JJ CD CD NNS,A,staggering,100 billion,gallons,4,0.6188725490196079
9658803,a staggering 100 billion gallons,ARTICLE JJ CD CD NNS,A,staggering,100 billion,gallons,4,0.6188725490196079
9907736,a high school three blocks,ARTICLE JJ NN CD NNS,a,high school,three,blocks,4,0.6074346405228758
10476124,an extra 50 quid,ARTICLE JJ CD NNS,an,extra,50,quid,4,0.6352124183006536
10634306,a great many lives,ARTICLE JJ FEW NNS,a,great,many,lives,4,0.6254084967320261
40066,a career - high 15 strikeouts,ARTICLE NN HYPH JJ CD NNS,a,career - high,15,strikeouts,3,0.6719771241830066
67870,a heavy heart and many sighs,ARTICLE JJ NN CC FEW NNS,a,heavy heart and,many,sighs,3,0.6695261437908496
102023,a heavy heart and many sighs,ARTICLE JJ NN CC FEW NNS,a,heavy heart and,many,sighs,3,0.6695261437908496
129123,a heavy heart and many sighs,ARTICLE JJ NN CC FEW NNS,a,heavy heart and,many,sighs,3,0.6695261437908496
144425,a great many salaams,ARTICLE JJ FEW NNS,a,great,many,salaams,3,0.6658496732026143
155933,a great many salaams,ARTICLE JJ FEW NNS,a,great,many,salaams,3,0.6658496732026143
157113,a great many salaams,ARTICLE JJ FEW NNS,a,great,many,salaams,3,0.6658496732026143
289262,a wizened little man and two ladies,ARTICLE JJ JJ NN CC CD NNS,A,wizened little man and,two,ladies,3,0.6584967320261438
430484,a good many tears,ARTICLE JJ FEW NNS,a,good,many,tears,3,0.673202614379085
679288,an estimated 660 000 deaths,ARTICLE VBN CD CD NNS,an,estimated,660 000,deaths,3,0.6523692810457516
684595,a great many ways,ARTICLE JJ FEW NNS,a,great,many,ways,3,0.6805555555555556
743145,a great many strange things,ARTICLE JJ FEW JJ NNS,a,great,many,strange things,3,0.670751633986928
780468,a great many more deaths,ARTICLE JJ FEW FEW NNS,a,great,many more,deaths,3,0.6523692810457516
866896,a possible 45 votes,ARTICLE JJ CD NNS,a,possible,45,votes,3,0.6793300653594772
919766,a good many young men,ARTICLE JJ FEW JJ NNS,a,good,many,young men,3,0.681781045751634
920178,a great many strange things,ARTICLE JJ FEW JJ NNS,a,great,many,strange things,3,0.670751633986928
940606,a great many flowers,ARTICLE JJ FEW NNS,a,great,many,flowers,3,0.6548202614379085
942739,a great many tears,ARTICLE JJ FEW NNS,a,great,many,tears,3,0.673202614379085
957031,a great many ladies,ARTICLE JJ FEW NNS,a,great,many,ladies,3,0.6584967320261438
965431,"an additional 3,400 commuters",ARTICLE JJ CD NNS,An,additional,"3,400",commuters,3,0.6486928104575164
1110967,"an extra 1,500 francs",ARTICLE JJ CD NNS,an,extra,"1,500",francs,3,0.6560457516339869
1111131,"an extra 2,000 francs",ARTICLE JJ CD NNS,an,extra,"2,000",francs,3,0.6560457516339869
1125252,"an additional 27,000 customers",ARTICLE JJ CD NNS,an,additional,"27,000",customers,3,0.6511437908496732
1257647,a small town 16 kilometers,ARTICLE JJ NN CD NNS,a,small town,16,kilometers,3,0.6572712418300654
1287087,an additional 100 million tonnes,ARTICLE JJ CD CD NNS,an,additional,100 million,tonnes,3,0.6744281045751634
1366495,"a reported 150,000 prisoners",ARTICLE VBN CD NNS,a,reported,"150,000",prisoners,3,0.6597222222222222
1502688,a great many flowers,ARTICLE JJ FEW NNS,a,great,many,flowers,3,0.6548202614379085
1540683,a career - high 237 strikeouts,ARTICLE NN HYPH JJ CD NNS,a,career - high,237,strikeouts,3,0.6719771241830066
1568800,a scant three quarters,ARTICLE JJ CD NNS,a,scant,three,quarters,3,0.6609477124183006
1731919,a great many ladies,ARTICLE JJ FEW NNS,a,great,many,ladies,3,0.6584967320261438
1886901,a planned five volumes,ARTICLE VBN CD NNS,a,planned,five,volumes,3,0.6781045751633987
2019810,a career - high 3 sacks,ARTICLE NN HYPH JJ CD NNS,a,career - high,3,sacks,3,0.6646241830065359
2025590,a grander effort three decades,ARTICLE JJR NN CD NNS,a,grander effort,three,decades,3,0.6535947712418301
2148355,a career - high three touchdowns,ARTICLE NN HYPH JJ CD NNS,a,career - high,three,touchdowns,3,0.6756535947712419
2212824,a located circa 15 kilometers,ARTICLE VBN RB CD NNS,a,located circa,15,kilometers,3,0.6572712418300654
2213033,"a mere 3,761 votes",ARTICLE JJ CD NNS,a,mere,"3,761",votes,3,0.6793300653594772
2246691,a good many ways,ARTICLE JJ FEW NNS,a,good,many,ways,3,0.6805555555555556
2389278,"an estimated 500,530 residents",ARTICLE VBN CD NNS,an,estimated,"500,530",residents,3,0.6633986928104575
2428775,an extremely short three bars,ARTICLE RB JJ CD NNS,an,extremely short,three,bars,3,0.6462418300653595
2458356,a further three countries,ARTICLE JJ CD NNS,a,further,three,countries,3,0.6499183006535948
2470027,a great many flowers,ARTICLE JJ FEW NNS,a,great,many,flowers,3,0.6548202614379085
2475675,a great many tears,ARTICLE JJ FEW NNS,a,great,many,tears,3,0.673202614379085
2484396,a good many young men,ARTICLE JJ FEW JJ NNS,a,good,many,young men,3,0.681781045751634
2485352,a great many strange things,ARTICLE JJ FEW JJ NNS,a,great,many,strange things,3,0.670751633986928
2526452,a career - high 240 strikeouts,ARTICLE NN HYPH JJ CD NNS,a,career - high,240,strikeouts,3,0.6719771241830066
2612084,a total 11 races,ARTICLE JJ CD NNS,a,total,11,races,3,0.6621732026143791
2638168,a career - high 9 touchdowns,ARTICLE NN HYPH JJ CD NNS,a,career - high,9,touchdowns,3,0.6756535947712419
2697858,a further 20 francs,ARTICLE JJ CD NNS,a,further,20,francs,3,0.6560457516339869
2712641,a great many young men,ARTICLE JJ FEW JJ NNS,a,great,many,young men,3,0.681781045751634
2744152,a career - high three touchdowns,ARTICLE NN HYPH JJ CD NNS,a,career - high,three,touchdowns,3,0.6756535947712419
2747034,a personal best three sacks,ARTICLE JJ JJS CD NNS,a,personal best,three,sacks,3,0.6646241830065359
2879622,an additional approximately 600 deaths,ARTICLE JJ RB CD NNS,An,additional approximately,600,deaths,3,0.6523692810457516
3333566,"an estimated 100,000 commuters",ARTICLE VBN CD NNS,an,estimated,"100,000",commuters,3,0.6486928104575164
3333614,"an estimated 100,000 commuters",ARTICLE VBN CD NNS,an,estimated,"100,000",commuters,3,0.6486928104575164
3335006,a goody - four - shoes,ARTICLE JJ HYPH CD HYPH NNS,a,goody -,four -,shoes,3,0.6670751633986928
3466267,"an estimated 957,600 residents",ARTICLE VBN CD NNS,an,estimated,"957,600",residents,3,0.6633986928104575
3474253,an extra one two twelfths,ARTICLE JJ CD CD NNS,an,extra,one two,twelfths,3,0.6768790849673203
3666724,an additional 3 volumes,ARTICLE JJ CD NNS,An,additional,3,volumes,3,0.6781045751633987
3889136,a staggering 27 volumes,ARTICLE JJ CD NNS,a,staggering,27,volumes,3,0.6781045751633987
3913537,a third and third three twelfths,ARTICLE JJ CC JJ CD NNS,A,third and third,three,twelfths,3,0.6768790849673203
3913829,a hard one nine twelfths,ARTICLE JJ CD CD NNS,A,hard,one nine,twelfths,3,0.6768790849673203
3960380,a cylindrical bar magnet three - quarters,ARTICLE JJ NN NN CD HYPH NNS,A,cylindrical bar magnet,three -,quarters,3,0.6609477124183006
3983864,a record 21 races,ARTICLE RECORD CD NNS,a,record,21,races,3,0.6621732026143791
4299641,a good two to three decades,ARTICLE JJ CD TO CD NNS,a,good,two to three,decades,3,0.6535947712418301
4341097,an additional 8 million customers,ARTICLE JJ CD CD NNS,an,additional,8 million,customers,3,0.6511437908496732
4413407,"an estimated 20,000 prisoners",ARTICLE VBN CD NNS,an,estimated,"20,000",prisoners,3,0.6597222222222222
4488295,"an estimated 502,629 residents",ARTICLE VBN CD NNS,an,estimated,"502,629",residents,3,0.6633986928104575
4713564,an overwhelming 283 votes,ARTICLE JJ CD NNS,an,overwhelming,283,votes,3,0.6793300653594772
4744730,"an estimated 2,200 races",ARTICLE VBN CD NNS,an,estimated,"2,200",races,3,0.6621732026143791
4806273,a further 20–24 cm,ARTICLE JJ CD NNS,a,further,20–24,cm,3,0.6474673202614379
5286314,a very large vehicle thirty eight tonnes,ARTICLE RB JJ NN CD CD NNS,a,very large vehicle,thirty eight,tonnes,3,0.6744281045751634
5324770,a record 102 tonnes,ARTICLE RECORD CD NNS,a,record,102,tonnes,3,0.6744281045751634
5335278,a career - high 14.5 sacks,ARTICLE NN HYPH JJ CD NNS,a,career - high,14.5,sacks,3,0.6646241830065359
5354520,a mere 20 cm,ARTICLE JJ CD NNS,a,mere,20,cm,3,0.6474673202614379
5568468,a great many countries,ARTICLE JJ FEW NNS,A,great,many,countries,3,0.6499183006535948
5638279,"an estimated 50,000 prisoners",ARTICLE VBN CD NNS,An,estimated,"50,000",prisoners,3,0.6597222222222222
5664863,a softer sound and more bars,ARTICLE JJR NN CC FEW NNS,a,softer sound and,more,bars,3,0.6462418300653595
5669020,a fair three - quarters,ARTICLE JJ CD HYPH NNS,a,fair,three -,quarters,3,0.6609477124183006
6787248,a long and two shorts,ARTICLE JJ CC CD NNS,a,long and,two,shorts,3,0.6683006535947712
6787250,a long and two shorts,ARTICLE JJ CC CD NNS,a,long and,two,shorts,3,0.6683006535947712
6787271,a long and two shorts,ARTICLE JJ CC CD NNS,a,long and,two,shorts,3,0.6683006535947712
6979331,a lucky - few countries,ARTICLE JJ HYPH FEW NNS,a,lucky -,few,countries,3,0.6499183006535948
7330335,a great many ways,ARTICLE JJ FEW NNS,a,great,many,ways,3,0.6805555555555556
7583634,a wooden helix 115 cm,ARTICLE JJ NN CD NNS,a,wooden helix,115,cm,3,0.6474673202614379
8311299,a half dozen bars,ARTICLE JJ FEW NNS,A,half,dozen,bars,3,0.6462418300653595
8331891,a goody two - shoes,ARTICLE JJ CD HYPH NNS,a,goody,two -,shoes,3,0.6670751633986928
8865742,a goody two - shoes,ARTICLE JJ CD HYPH NNS,a,goody,two -,shoes,3,0.6670751633986928
9853105,a whole lot more customers,ARTICLE JJ NN FEW NNS,a,whole lot,more,customers,3,0.6511437908496732
11063534,a mere few decades,ARTICLE JJ FEW NNS,a,mere,few,decades,3,0.6535947712418301
11128195,a powerful explosion several kilometers,ARTICLE JJ NN FEW NNS,a,powerful explosion,several,kilometers,3,0.6572712418300654
25036,a further three schools,ARTICLE JJ CD NNS,a,further,three,schools,2,0.7479575163398693
25474,a further three schools,ARTICLE JJ CD NNS,a,further,three,schools,2,0.7479575163398693
29553,a great many good points,ARTICLE JJ FEW JJ NNS,a,great,many,good points,2,0.7054738562091504
56462,a great many cunning tricks,ARTICLE JJ FEW JJ NNS,a,great,many,cunning tricks,2,0.6964869281045751
58949,an old woman and three maidens,ARTICLE JJ NN CC CD NNS,an,old woman and,three,maidens,2,0.7242647058823529
64435,a great many journeys,ARTICLE JJ FEW NNS,a,great,many,journeys,2,0.7152777777777778
70282,a great many young children,ARTICLE JJ FEW JJ NNS,a,great,many,young children,2,0.7618464052287581
71914,a good many other folks,ARTICLE JJ FEW JJ NNS,a,good,many,other folks,2,0.733251633986928
97078,a great many cunning tricks,ARTICLE JJ FEW JJ NNS,a,great,many,cunning tricks,2,0.6964869281045751
102464,an old woman and three maidens,ARTICLE JJ NN CC CD NNS,an,old woman and,three,maidens,2,0.7242647058823529
105793,"a further 75,000 immigrants",ARTICLE JJR CD NNS,a,further,"75,000",immigrants,2,0.7111928104575164
118242,a great many journeys,ARTICLE JJ FEW NNS,a,great,many,journeys,2,0.7152777777777778
140385,a great many young children,ARTICLE JJ FEW JJ NNS,a,great,many,young children,2,0.7618464052287581
148046,a great many rupees,ARTICLE JJ FEW NNS,a,great,many,rupees,2,0.747140522875817
155767,a great many rupees,ARTICLE JJ FEW NNS,a,great,many,rupees,2,0.747140522875817
169902,an average sixty - six immigrants,ARTICLE JJ CD HYPH CD NNS,an,average,sixty - six,immigrants,2,0.7111928104575164
182028,a further ten frames,ARTICLE JJ CD NNS,a,further,ten,frames,2,0.7030228758169934
186938,a mere nineteen lines,ARTICLE JJ CD NNS,a,mere,nineteen,lines,2,0.7201797385620915
189145,"a new 10,000 m",ARTICLE JJ CD NNS,a,new,"10,000",m,2,0.7234477124183006
214928,a great many more mice,ARTICLE JJ FEW FEW NNPS,a,great,many more,mice,2,0.7267156862745098
233354,a great many windings,ARTICLE JJ FEW NNS,a,great,many,windings,2,0.7610294117647058
335274,an estimated 100–240 black people,ARTICLE VBN CD JJ NNS,an,estimated,100–240,black people,2,0.6875
379409,an initial 13 issues,ARTICLE JJ CD NNS,an,initial,13,issues,2,0.7128267973856209
379511,an additional 22 issues,ARTICLE JJ CD NNS,an,additional,22,issues,2,0.7128267973856209
388051,a great log twenty or thirty steps,ARTICLE JJ NN CD CC CD NNS,a,great log,twenty or thirty,steps,2,0.7512254901960784
404724,an optional 48 bits,ARTICLE JJ CD NNS,an,optional,48,bits,2,0.6858660130718954
436941,a record eight players,ARTICLE RECORD CD NNPS,a,record,eight,players,2,0.7373366013071896
436950,a good many comforts,ARTICLE JJ FEW NNS,a,good,many,comforts,2,0.6956699346405228
440735,a good many little gifts,ARTICLE JJ FEW JJ NNS,a,good,many,little gifts,2,0.7218137254901961
441862,a good many bitter tears,ARTICLE JJ FEW JJ NNS,a,good,many,bitter tears,2,0.6866830065359477
457058,a good many hard times,ARTICLE JJ FEW JJ NNS,a,good,many,hard times,2,0.7087418300653595
457254,a total 21 films,ARTICLE JJ CD NNS,a,total,21,films,2,0.7022058823529411
462122,"a fine picture or two , a stand of flowers","ARTICLE JJ NN CC CD , ARTICLE NN IN NNS",a,NA,"two ,",a stand of flowers,2,0.6825980392156863
464743,a giant triangle and three squares,ARTICLE JJ NN CC CD NNS,a,giant triangle and,three,squares,2,0.7504084967320261
467939,a good many hard knocks,ARTICLE JJ FEW JJ NNS,a,good,many,hard knocks,2,0.7079248366013072
476521,a grim papa and three grimmer maiden aunts,ARTICLE JJ NN CC CD JJR NN NNS,a,grim papa and,three,grimmer maiden aunts,2,0.7062908496732027
480233,a good many miracles,ARTICLE JJ FEW NNS,a,good,many,miracles,2,0.7283496732026143
592465,a record 25 playoff games,ARTICLE RECORD CD NN NNS,a,record,25,playoff games,2,0.7381535947712419
601658,a small plateau 1798 m,ARTICLE JJ NN CD NNS,a,small plateau,1798,m,2,0.7234477124183006
674688,a record 67 doubles,ARTICLE RECORD CD NNS,a,record,67,doubles,2,0.698937908496732
718048,a great many other folks,ARTICLE JJ FEW JJ NNS,a,great,many,other folks,2,0.733251633986928
762439,a great many mistakes,ARTICLE JJ FEW NNS,a,great,many,mistakes,2,0.7299836601307189
770255,a great many mistakes,ARTICLE JJ FEW NNS,a,great,many,mistakes,2,0.7299836601307189
779012,a good many mild days,ARTICLE JJ FEW JJ NNS,a,good,many,mild days,2,0.7275326797385621
816535,a good many fairies,ARTICLE JJ FEW NNS,a,good,many,fairies,2,0.7013888888888888
829036,a good many fairies,ARTICLE JJ FEW NNS,a,good,many,fairies,2,0.7013888888888888
860617,a round dozen reviews,ARTICLE JJ FEW NNS,a,round,dozen,reviews,2,0.7455065359477124
864780,a great many windings,ARTICLE JJ FEW NNS,a,great,many,windings,2,0.7610294117647058
904249,a great many voices,ARTICLE JJ FEW NNS,a,great,many,voices,2,0.7602124183006536
919708,a great many brave deeds,ARTICLE JJ FEW JJ NNS,a,great,many,brave deeds,2,0.6899509803921569
923817,a good many mild days,ARTICLE JJ FEW JJ NNS,a,good,many,mild days,2,0.7275326797385621
926892,a great many strange adventures,ARTICLE JJ FEW JJ NNS,a,great,many,strange adventures,2,0.7520424836601307
933162,a great many tender feelings,ARTICLE JJ FEW JJ NNS,a,great,many,tender feelings,2,0.7544934640522876
935360,a great many giants,ARTICLE JJ FEW NNPS,a,great,many,giants,2,0.7046568627450981
935809,a great many thousand pygmies,ARTICLE JJ FEW CD NNPS,a,great,many thousand,pygmies,2,0.7422385620915033
937766,a vast many rows,ARTICLE JJ FEW NNS,a,vast,many,rows,2,0.7463235294117647
937950,a great many trumpeters,ARTICLE JJ FEW NNS,a,great,many,trumpeters,2,0.7569444444444444
938271,a great many hurricanes,ARTICLE JJ FEW NNS,a,great,many,hurricanes,2,0.7103758169934641
941399,a vast many tender fears,ARTICLE JJ FEW JJ NNS,a,vast,many,tender fears,2,0.7536764705882353
941811,a great many other accomplishments,ARTICLE JJ FEW JJ NNS,a,great,many,other accomplishments,2,0.7324346405228758
941945,a great many little children,ARTICLE JJ FEW JJ NNS,a,great,many,little children,2,0.7209967320261438
942569,a great many misfortunes,ARTICLE JJ FEW NNS,a,great,many,misfortunes,2,0.7291666666666666
971240,a great many good points,ARTICLE JJ FEW JJ NNS,a,great,many,good points,2,0.7054738562091504
977985,a - dozen little ones,ARTICLE JJ FEW JJ NNS,a,-,dozen,little ones,2,0.7226307189542484
997177,a great many little ones,ARTICLE JJ FEW JJ NNS,a,great,many,little ones,2,0.7226307189542484
1105876,"an estimated 5,000 jews",ARTICLE VBN CD NNPS,an,estimated,"5,000",jews,2,0.7144607843137255
1106873,a massive 2.5 kilograms,ARTICLE JJ CD NNS,a,massive,2.5,kilograms,2,0.7169117647058824
1225595,a further three lengths,ARTICLE JJ CD NNS,a,further,three,lengths,2,0.7185457516339869
1252921,a good many comforts,ARTICLE JJ FEW NNS,a,good,many,comforts,2,0.6956699346405228
1260656,a good many little gifts,ARTICLE JJ FEW JJ NNS,a,good,many,little gifts,2,0.7218137254901961
1263094,a good many bitter tears,ARTICLE JJ FEW JJ NNS,a,good,many,bitter tears,2,0.6866830065359477
1266036,an extra three laps,ARTICLE JJ CD NNS,an,extra,three,laps,2,0.7177287581699346
1266185,a record 140 laps,ARTICLE RECORD CD NNS,a,record,140,laps,2,0.7177287581699346
1271309,a single character or two characters,ARTICLE JJ NN CC CD NNS,a,single character or,two,characters,2,0.6940359477124183
1289407,"an expected 18,831 dwellings",ARTICLE JJ CD NNS,an,expected,"18,831",dwellings,2,0.6997549019607843
1297192,a good many hard times,ARTICLE JJ FEW JJ NNS,a,good,many,hard times,2,0.7087418300653595
1307441,"a fine picture or two , a stand of flowers","ARTICLE JJ NN CC CD , ARTICLE NN IN NNS",a,NA,"two ,",a stand of flowers,2,0.6825980392156863
1321965,a good many hard knocks,ARTICLE JJ FEW JJ NNS,a,good,many,hard knocks,2,0.7079248366013072
1342394,a grim papa and three grimmer maiden aunts,ARTICLE JJ NN CC CD JJR NN NNS,a,grim papa and,three,grimmer maiden aunts,2,0.7062908496732027
1351024,a good many miracles,ARTICLE JJ FEW NNS,a,good,many,miracles,2,0.7283496732026143
1455166,"an estimated 4,560,000 viewers",ARTICLE VBN CD NNS,an,estimated,"4,560,000",viewers,2,0.7593954248366013
