idx,construction,pos,DT,ADJ,NUMERAL,NOUN,n,percent
4593325,a great many people,ARTICLE JJ FEW NNS,A,great,many,people,355,0.14501633986928106
4638630,a great many dogs,ARTICLE JJ FEW NNS,A,great,many,dogs,355,0.14501633986928106
4699345,a great many other situations,ARTICLE JJ FEW JJ NNS,a,great,many,other situations,355,0.14501633986928106
4849666,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,355,0.14501633986928106
5102356,a great many damage suits,ARTICLE JJ FEW NN NNS,a,great,many,damage suits,355,0.14501633986928106
5222792,a great many years,ARTICLE JJ FEW NNS,a,great,many,years,355,0.14501633986928106
5247384,a great many inventions,ARTICLE JJ FEW NNS,a,great,many,inventions,355,0.14501633986928106
5561677,a great many currants,ARTICLE JJ FEW NNS,a,great,many,currants,355,0.14501633986928106
5566576,a great many vines,ARTICLE JJ FEW NNS,A,great,many,vines,355,0.14501633986928106
5568468,a great many countries,ARTICLE JJ FEW NNS,A,great,many,countries,355,0.14501633986928106
5570697,a great many plans,ARTICLE JJ FEW NNS,a,great,many,plans,355,0.14501633986928106
5621441,a great many christians,ARTICLE JJ FEW NNPS,a,great,many,christians,355,0.14501633986928106
5665161,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,355,0.14501633986928106
5698509,a great many different sailboats,ARTICLE JJ FEW JJ NNS,a,great,many,different sailboats,355,0.14501633986928106
5718492,a great many works,ARTICLE JJ FEW NNS,a,great,many,works,355,0.14501633986928106
5868531,a great five years,ARTICLE JJ CD NNS,a,great,five,years,355,0.14501633986928106
6101681,a great many envelopes,ARTICLE JJ FEW NNS,A,great,many,envelopes,355,0.14501633986928106
6230592,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,355,0.14501633986928106
6318059,a great many more people,ARTICLE JJ FEW FEW NNS,a,great,many more,people,355,0.14501633986928106
6321665,a great many bacteria,ARTICLE JJ FEW NNS,A,great,many,bacteria,355,0.14501633986928106
6398132,a great many years,ARTICLE JJ FEW NNS,a,great,many,years,355,0.14501633986928106
6428364,a great many imponderants,ARTICLE JJ FEW NNS,a,great,many,imponderants,355,0.14501633986928106
6508460,a great many organizations,ARTICLE JJ FEW NNS,a,great,many,organizations,355,0.14501633986928106
6583182,a great many others,ARTICLE JJ FEW NNS,a,great,many,others,355,0.14501633986928106
6593178,a great many years,ARTICLE JJ FEW NNS,a,great,many,years,355,0.14501633986928106
6645141,a great many leagues,ARTICLE JJ FEW NNS,a,great,many,leagues,355,0.14501633986928106
6732287,a great many more men,ARTICLE JJ FEW FEW NNS,a,great,many more,men,355,0.14501633986928106
6738202,a great many years,ARTICLE JJ FEW NNS,a,great,many,years,355,0.14501633986928106
6770943,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,355,0.14501633986928106
6914657,a great many troubles,ARTICLE JJ FEW NNS,a,great,many,troubles,355,0.14501633986928106
7055904,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,355,0.14501633986928106
7127639,a great many women,ARTICLE JJ FEW NNS,a,great,many,women,355,0.14501633986928106
7330335,a great many ways,ARTICLE JJ FEW NNS,a,great,many,ways,355,0.14501633986928106
7477558,a great many stories,ARTICLE JJ FEW NNS,a,great,many,stories,355,0.14501633986928106
7673908,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,355,0.14501633986928106
7692513,a great many billionaires,ARTICLE JJ FEW NNS,A,great,many,billionaires,355,0.14501633986928106
7856497,a great 10 months,ARTICLE JJ CD NNS,a,great,10,months,355,0.14501633986928106
7872210,a great many friends,ARTICLE JJ FEW NNS,a,great,many,friends,355,0.14501633986928106
8166565,a great many talents,ARTICLE JJ FEW NNS,a,great,many,talents,355,0.14501633986928106
8498097,a great many things,ARTICLE JJ FEW NNS,A,great,many,things,355,0.14501633986928106
8516424,a great many notes,ARTICLE JJ FEW NNS,a,great,many,notes,355,0.14501633986928106
8518058,a great many notes,ARTICLE JJ FEW NNS,a,great,many,notes,355,0.14501633986928106
8575942,a great many questions,ARTICLE JJ FEW NNS,a,great,many,questions,355,0.14501633986928106
8575944,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,355,0.14501633986928106
8576312,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,355,0.14501633986928106
8604470,a great many lives,ARTICLE JJ FEW NNS,a,great,many,lives,355,0.14501633986928106
8737442,"a great one , young friends","ARTICLE JJ CD , JJ NNS",a,great,"one ,",young friends,355,0.14501633986928106
8816092,a great many things,ARTICLE JJ FEW NNS,A,great,many,things,355,0.14501633986928106
8832011,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,355,0.14501633986928106
9332077,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,355,0.14501633986928106
9333700,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,355,0.14501633986928106
9335435,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,355,0.14501633986928106
9468633,a great many laughs,ARTICLE JJ FEW NNS,a,great,many,laughs,355,0.14501633986928106
10332507,a great many people,ARTICLE JJ FEW NNS,A,great,many,people,355,0.14501633986928106
10634306,a great many lives,ARTICLE JJ FEW NNS,a,great,many,lives,355,0.14501633986928106
10716926,a great many others,ARTICLE JJ FEW NNS,a,great,many,others,355,0.14501633986928106
10783327,a great many officers,ARTICLE JJ FEW NNS,A,great,many,officers,355,0.14501633986928106
11076692,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,355,0.14501633986928106
11535475,a great many wealthy friends,ARTICLE JJ FEW JJ NNS,a,great,many,wealthy friends,355,0.14501633986928106
2481,a good few seasons,ARTICLE JJ FEW NNS,a,good,few,seasons,270,0.25531045751633985
52634,a good many years,ARTICLE JJ FEW NNS,A,good,many,years,270,0.25531045751633985
60004,a good many difficult things,ARTICLE JJ FEW JJ NNS,a,good,many,difficult things,270,0.25531045751633985
71914,a good many other folks,ARTICLE JJ FEW JJ NNS,a,good,many,other folks,270,0.25531045751633985
80323,a good many people,ARTICLE JJ FEW NNS,a,good,many,people,270,0.25531045751633985
90331,a good few years,ARTICLE JJ FEW NNS,a,good,few,years,270,0.25531045751633985
179606,a good two years,ARTICLE JJ CD NNS,a,good,two,years,270,0.25531045751633985
215963,a good forty minutes,ARTICLE JJ CD NNS,a,good,forty,minutes,270,0.25531045751633985
223653,a good many cross,ARTICLE JJ FEW NNS,a,good,many,cross,270,0.25531045751633985
283322,a good many things,ARTICLE JJ FEW NNS,a,good,many,things,270,0.25531045751633985
296380,a good eight minutes,ARTICLE JJ CD NNS,a,good,eight,minutes,270,0.25531045751633985
330751,a good many people,ARTICLE JJ FEW NNS,a,good,many,people,270,0.25531045751633985
343998,a good many things,ARTICLE JJ FEW NNS,a,good,many,things,270,0.25531045751633985
351781,a good thirty yards,ARTICLE JJ CD NNS,A,good,thirty,yards,270,0.25531045751633985
364347,a good fifteen feet,ARTICLE JJ CD NNS,a,good,fifteen,feet,270,0.25531045751633985
430484,a good many tears,ARTICLE JJ FEW NNS,a,good,many,tears,270,0.25531045751633985
434954,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,270,0.25531045751633985
436950,a good many comforts,ARTICLE JJ FEW NNS,a,good,many,comforts,270,0.25531045751633985
440735,a good many little gifts,ARTICLE JJ FEW JJ NNS,a,good,many,little gifts,270,0.25531045751633985
441862,a good many bitter tears,ARTICLE JJ FEW JJ NNS,a,good,many,bitter tears,270,0.25531045751633985
457058,a good many hard times,ARTICLE JJ FEW JJ NNS,a,good,many,hard times,270,0.25531045751633985
467939,a good many hard knocks,ARTICLE JJ FEW JJ NNS,a,good,many,hard knocks,270,0.25531045751633985
480233,a good many miracles,ARTICLE JJ FEW NNS,a,good,many,miracles,270,0.25531045751633985
524206,a good many trials,ARTICLE JJ FEW NNS,a,good,many,trials,270,0.25531045751633985
599547,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,270,0.25531045751633985
639812,a good many people,ARTICLE JJ FEW NNS,a,good,many,people,270,0.25531045751633985
683041,a good many people,ARTICLE JJ FEW NNS,a,good,many,people,270,0.25531045751633985
684417,a good many gallons,ARTICLE JJ FEW NNS,a,good,many,gallons,270,0.25531045751633985
685098,a good many snobs,ARTICLE JJ FEW NNS,a,good,many,snobs,270,0.25531045751633985
686286,a good many people,ARTICLE JJ FEW NNS,A,good,many,people,270,0.25531045751633985
711502,a good thousand feet,ARTICLE JJ CD NNS,a,good,thousand,feet,270,0.25531045751633985
719099,a good many fine gentlemen,ARTICLE JJ FEW JJ NNS,a,good,many,fine gentlemen,270,0.25531045751633985
719667,a good many people,ARTICLE JJ FEW NNS,a,good,many,people,270,0.25531045751633985
723243,a good many other people,ARTICLE JJ FEW JJ NNS,a,good,many,other people,270,0.25531045751633985
724504,a good many things,ARTICLE JJ FEW NNS,a,good,many,things,270,0.25531045751633985
728005,a good many people,ARTICLE JJ FEW NNS,a,good,many,people,270,0.25531045751633985
733392,a good many folks,ARTICLE JJ FEW NNS,a,good,many,folks,270,0.25531045751633985
734988,a good few drinks,ARTICLE JJ FEW NNS,a,good,few,drinks,270,0.25531045751633985
735836,a good many foxes,ARTICLE JJ FEW NNPS,a,good,many,foxes,270,0.25531045751633985
743641,a good fifteen miles,ARTICLE JJ CD NNS,a,good,fifteen,miles,270,0.25531045751633985
760639,a good many jokes,ARTICLE JJ FEW NNS,a,good,many,jokes,270,0.25531045751633985
773602,"a good three , four weeks","ARTICLE JJ CD , CD NNS",a,good,"three , four",weeks,270,0.25531045751633985
779012,a good many mild days,ARTICLE JJ FEW JJ NNS,a,good,many,mild days,270,0.25531045751633985
781012,a good many hours,ARTICLE JJ FEW NNS,a,good,many,hours,270,0.25531045751633985
788832,a good many people,ARTICLE JJ FEW NNS,a,good,many,people,270,0.25531045751633985
790887,a good many women,ARTICLE JJ FEW NNS,A,good,many,women,270,0.25531045751633985
792088,a good many boys,ARTICLE JJ FEW NNS,a,good,many,boys,270,0.25531045751633985
815402,a good many bears,ARTICLE JJ FEW NNS,a,good,many,bears,270,0.25531045751633985
816535,a good many fairies,ARTICLE JJ FEW NNS,a,good,many,fairies,270,0.25531045751633985
825394,a good many other efforts,ARTICLE JJ FEW JJ NNS,a,good,many,other efforts,270,0.25531045751633985
829036,a good many fairies,ARTICLE JJ FEW NNS,a,good,many,fairies,270,0.25531045751633985
834155,a good thirty dollars,ARTICLE JJ CD NNS,a,good,thirty,dollars,270,0.25531045751633985
919766,a good many young men,ARTICLE JJ FEW JJ NNS,a,good,many,young men,270,0.25531045751633985
923817,a good many mild days,ARTICLE JJ FEW JJ NNS,a,good,many,mild days,270,0.25531045751633985
925782,a good many hours,ARTICLE JJ FEW NNS,a,good,many,hours,270,0.25531045751633985
962360,a good many words,ARTICLE JJ FEW NNS,a,good,many,words,270,0.25531045751633985
964063,a good many trifling pieces,ARTICLE JJ FEW NN NNS,a,good,many,trifling pieces,270,0.25531045751633985
974647,a good many children,ARTICLE JJ FEW NNS,a,good,many,children,270,0.25531045751633985
987321,a good many people,ARTICLE JJ FEW NNS,a,good,many,people,270,0.25531045751633985
1015402,a good forty feet,ARTICLE JJ CD NNS,a,good,forty,feet,270,0.25531045751633985
1037633,a good many months,ARTICLE JJ FEW NNS,a,good,many,months,270,0.25531045751633985
1065671,a good few notes,ARTICLE JJ FEW NNS,a,good,few,notes,270,0.25531045751633985
1078134,a good few notes,ARTICLE JJ FEW NNS,a,good,few,notes,270,0.25531045751633985
1200028,a good many things,ARTICLE JJ FEW NNS,a,good,many,things,270,0.25531045751633985
1218790,a good 25 pounds,ARTICLE JJ CD NNS,a,good,25,pounds,270,0.25531045751633985
1220924,a good many times,ARTICLE JJ FEW NNS,a,good,many,times,270,0.25531045751633985
1221481,a good many thoughts,ARTICLE JJ FEW NNS,A,good,many,thoughts,270,0.25531045751633985
1226354,a good many little scenes,ARTICLE JJ FEW JJ NNS,a,good,many,little scenes,270,0.25531045751633985
1232712,a good many cries,ARTICLE JJ FEW NNS,a,good,many,cries,270,0.25531045751633985
1248622,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,270,0.25531045751633985
1252512,a good few years,ARTICLE JJ FEW NNS,A,good,few,years,270,0.25531045751633985
1252921,a good many comforts,ARTICLE JJ FEW NNS,a,good,many,comforts,270,0.25531045751633985
1257167,a good 20 minutes,ARTICLE JJ CD NNS,a,good,20,minutes,270,0.25531045751633985
1257272,a good ten minutes,ARTICLE JJ CD NNS,a,good,ten,minutes,270,0.25531045751633985
1260656,a good many little gifts,ARTICLE JJ FEW JJ NNS,a,good,many,little gifts,270,0.25531045751633985
1263094,a good many bitter tears,ARTICLE JJ FEW JJ NNS,a,good,many,bitter tears,270,0.25531045751633985
1297192,a good many hard times,ARTICLE JJ FEW JJ NNS,a,good,many,hard times,270,0.25531045751633985
1321965,a good many hard knocks,ARTICLE JJ FEW JJ NNS,a,good,many,hard knocks,270,0.25531045751633985
1329914,a good 12 hours,ARTICLE JJ CD NNS,a,good,12,hours,270,0.25531045751633985
1346335,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,270,0.25531045751633985
1346381,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,270,0.25531045751633985
1351024,a good many miracles,ARTICLE JJ FEW NNS,a,good,many,miracles,270,0.25531045751633985
1404734,a good many fine ladies,ARTICLE JJ FEW JJ NNS,a,good,many,fine ladies,270,0.25531045751633985
1486939,a good seven minutes,ARTICLE JJ CD NNS,a,good,seven,minutes,270,0.25531045751633985
1505615,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,270,0.25531045751633985
1507775,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,270,0.25531045751633985
1518069,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,270,0.25531045751633985
1519272,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,270,0.25531045751633985
1524746,a good many reasons,ARTICLE JJ FEW NNS,a,good,many,reasons,270,0.25531045751633985
1550393,a good many things,ARTICLE JJ FEW NNS,a,good,many,things,270,0.25531045751633985
1551831,a good many more and worse disappointments,ARTICLE JJ FEW FEW CC JJR NNS,a,good,many more and,worse disappointments,270,0.25531045751633985
1574231,a good many things,ARTICLE JJ FEW NNS,a,good,many,things,270,0.25531045751633985
1577339,a good many plums,ARTICLE JJ FEW NNS,A,good,many,plums,270,0.25531045751633985
1588567,a good two hours,ARTICLE JJ CD NNS,a,good,two,hours,270,0.25531045751633985
1662887,a good ten minutes,ARTICLE JJ CD NNS,a,good,ten,minutes,270,0.25531045751633985
1682227,a good two inches,ARTICLE JJ CD NNS,a,good,two,inches,270,0.25531045751633985
1691778,a good few hands,ARTICLE JJ FEW NNS,a,good,few,hands,270,0.25531045751633985
1726988,a good many things,ARTICLE JJ FEW NNS,a,good,many,things,270,0.25531045751633985
1735964,a good many things,ARTICLE JJ FEW NNS,a,good,many,things,270,0.25531045751633985
1767329,a good many people,ARTICLE JJ FEW NNS,a,good,many,people,270,0.25531045751633985
1839593,a good many folks,ARTICLE JJ FEW NNS,a,good,many,folks,270,0.25531045751633985
1887666,a good many things,ARTICLE JJ FEW NNS,a,good,many,things,270,0.25531045751633985
1929068,a good seven hours,ARTICLE JJ CD NNS,a,good,seven,hours,270,0.25531045751633985
1929226,a good 17 years,ARTICLE JJ CD NNS,a,good,17,years,270,0.25531045751633985
1931095,a good many notions,ARTICLE JJ FEW NNS,a,good,many,notions,270,0.25531045751633985
2086934,a good two inches,ARTICLE JJ CD NNS,a,good,two,inches,270,0.25531045751633985
2124311,a good many things,ARTICLE JJ FEW NNS,a,good,many,things,270,0.25531045751633985
2148023,a good many people,ARTICLE JJ FEW NNS,a,good,many,people,270,0.25531045751633985
2185725,a good twenty - five miles,ARTICLE JJ CD CD CD NNS,a,good,twenty - five,miles,270,0.25531045751633985
2246691,a good many ways,ARTICLE JJ FEW NNS,a,good,many,ways,270,0.25531045751633985
2262733,a good many more mice,ARTICLE JJ FEW FEW NNS,a,good,many more,mice,270,0.25531045751633985
2366753,a good many men,ARTICLE JJ FEW NNS,a,good,many,men,270,0.25531045751633985
2439551,a good two hours,ARTICLE JJ CD NNS,a,good,two,hours,270,0.25531045751633985
2484396,a good many young men,ARTICLE JJ FEW JJ NNS,a,good,many,young men,270,0.25531045751633985
2499821,a good many hours,ARTICLE JJ FEW NNS,a,good,many,hours,270,0.25531045751633985
2636389,a good many foreign cars,ARTICLE JJ FEW JJ NNS,a,good,many,foreign cars,270,0.25531045751633985
2636815,a good twelve inches,ARTICLE JJ CD NNS,a,good,twelve,inches,270,0.25531045751633985
2643277,a good few persons,ARTICLE JJ FEW NNS,a,good,few,persons,270,0.25531045751633985
2655971,a good seven or eight years,ARTICLE JJ CD CC CD NNS,a,good,seven or eight,years,270,0.25531045751633985
2723061,a good many miles,ARTICLE JJ FEW NNS,a,good,many,miles,270,0.25531045751633985
2802223,a good five minutes,ARTICLE JJ CD NNS,a,good,five,minutes,270,0.25531045751633985
2811898,a good 5000 miles,ARTICLE JJ CD NNS,a,good,5000,miles,270,0.25531045751633985
2841611,a good few thousands,ARTICLE JJ FEW NNS,a,good,few,thousands,270,0.25531045751633985
2949990,a good many times,ARTICLE JJ FEW NNS,a,good,many,times,270,0.25531045751633985
2965907,a good six months,ARTICLE JJ CD NNS,a,good,six,months,270,0.25531045751633985
2971706,a good many members,ARTICLE JJ FEW NNS,a,good,many,members,270,0.25531045751633985
3063444,a good many corners,ARTICLE JJ FEW NNS,a,good,many,corners,270,0.25531045751633985
3084801,a good many years,ARTICLE JJ FEW NNS,A,good,many,years,270,0.25531045751633985
3100477,a good many days,ARTICLE JJ FEW NNS,a,good,many,days,270,0.25531045751633985
3110793,a good many young ducks,ARTICLE JJ FEW JJ NNPS,a,good,many,young ducks,270,0.25531045751633985
3111372,a good many things,ARTICLE JJ FEW NNS,a,good,many,things,270,0.25531045751633985
3118218,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,270,0.25531045751633985
3221920,a good two hundred pounds,ARTICLE JJ CD CD NNS,a,good,two hundred,pounds,270,0.25531045751633985
3222942,a good many weeks,ARTICLE JJ FEW NNS,a,good,many,weeks,270,0.25531045751633985
3290966,a good ten feet,ARTICLE JJ CD NNS,a,good,ten,feet,270,0.25531045751633985
3432737,a good many critics,ARTICLE JJ FEW NNS,a,good,many,critics,270,0.25531045751633985
3503470,a good five hundred feet,ARTICLE JJ CD CD NNS,a,good,five hundred,feet,270,0.25531045751633985
3538590,a good hundred miles,ARTICLE JJ CD NNS,a,good,hundred,miles,270,0.25531045751633985
3545750,a good many lives,ARTICLE JJ FEW NNS,a,good,many,lives,270,0.25531045751633985
3571304,a good ten years,ARTICLE JJ CD NNS,a,good,ten,years,270,0.25531045751633985
3617569,a good four long ones,ARTICLE JJ CD JJ NNS,a,good,four,long ones,270,0.25531045751633985
3640401,a good many unpleasant traits,ARTICLE JJ FEW JJ NNS,a,good,many,unpleasant traits,270,0.25531045751633985
3678852,a good two days,ARTICLE JJ CD NNS,a,good,two,days,270,0.25531045751633985
3702649,a good three and half hours,ARTICLE JJ CD CC NN NNS,a,good,three and,half hours,270,0.25531045751633985
3731694,a good many walks,ARTICLE JJ FEW NNS,a,good,many,walks,270,0.25531045751633985
3757099,a good many people,ARTICLE JJ FEW NNS,a,good,many,people,270,0.25531045751633985
3892515,a good ten years,ARTICLE JJ CD NNS,a,good,ten,years,270,0.25531045751633985
3893758,a good seven inches,ARTICLE JJ CD NNS,a,good,seven,inches,270,0.25531045751633985
3945489,a good three years,ARTICLE JJ CD NNS,a,good,three,years,270,0.25531045751633985
4056929,a good many irish members,ARTICLE JJ FEW JJ NNS,A,good,many,irish members,270,0.25531045751633985
4061912,a good many irish novels,ARTICLE JJ FEW JJ NNS,A,good,many,irish novels,270,0.25531045751633985
4095469,a good many specimens,ARTICLE JJ FEW NNS,A,good,many,specimens,270,0.25531045751633985
4097099,a good few mushrooms,ARTICLE JJ FEW NNS,a,good,few,mushrooms,270,0.25531045751633985
4124375,a good many times,ARTICLE JJ FEW NNS,a,good,many,times,270,0.25531045751633985
4124384,a good many times,ARTICLE JJ FEW NNS,a,good,many,times,270,0.25531045751633985
4265453,a good thirty years,ARTICLE JJ CD NNS,a,good,thirty,years,270,0.25531045751633985
4299641,a good two to three decades,ARTICLE JJ CD TO CD NNS,a,good,two to three,decades,270,0.25531045751633985
4299759,a good 10 years,ARTICLE JJ CD NNS,a,good,10,years,270,0.25531045751633985
4304057,a good 10 years,ARTICLE JJ CD NNS,a,good,10,years,270,0.25531045751633985
4363761,a good many tourists,ARTICLE JJ FEW NNS,a,good,many,tourists,270,0.25531045751633985
4431535,a good many boys,ARTICLE JJ FEW NNS,a,good,many,boys,270,0.25531045751633985
4483746,a good few times,ARTICLE JJ FEW NNS,a,good,few,times,270,0.25531045751633985
4628646,a good many miles,ARTICLE JJ FEW NNS,a,good,many,miles,270,0.25531045751633985
4698804,a good seven miles,ARTICLE JJ CD NNS,a,good,seven,miles,270,0.25531045751633985
4952707,"a good 10,000 years",ARTICLE JJ CD NNS,a,good,"10,000",years,270,0.25531045751633985
4954956,a good six months,ARTICLE JJ CD NNS,a,good,six,months,270,0.25531045751633985
5034641,a good many times,ARTICLE JJ FEW NNS,a,good,many,times,270,0.25531045751633985
5061669,a good many enemies,ARTICLE JJ FEW NNS,a,good,many,enemies,270,0.25531045751633985
5089743,a good many units,ARTICLE JJ FEW NNS,a,good,many,units,270,0.25531045751633985
5133802,a good 10 years,ARTICLE JJ CD NNS,a,good,10,years,270,0.25531045751633985
5222242,a good many men,ARTICLE JJ FEW NNS,a,good,many,men,270,0.25531045751633985
5223522,a good many swedes,ARTICLE JJ FEW NNPS,a,good,many,swedes,270,0.25531045751633985
5283908,a good ninety nine p,ARTICLE JJ CD CD NNS,a,good,ninety nine,p,270,0.25531045751633985
5299883,a good many miles,ARTICLE JJ FEW NNS,a,good,many,miles,270,0.25531045751633985
5356240,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,270,0.25531045751633985
5360032,a good many others,ARTICLE JJ FEW NNS,a,good,many,others,270,0.25531045751633985
5490335,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,270,0.25531045751633985
5540295,a good many notions,ARTICLE JJ FEW NNS,a,good,many,notions,270,0.25531045751633985
5541968,a good 60 years,ARTICLE JJ CD NNS,a,good,60,years,270,0.25531045751633985
5560864,a good many miles,ARTICLE JJ FEW NNS,a,good,many,miles,270,0.25531045751633985
5597086,a good many things,ARTICLE JJ FEW NNS,a,good,many,things,270,0.25531045751633985
5647144,a good many things,ARTICLE JJ FEW NNS,a,good,many,things,270,0.25531045751633985
5654954,a good many opinions,ARTICLE JJ FEW NNS,A,good,many,opinions,270,0.25531045751633985
5694405,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,270,0.25531045751633985
5706890,a good two weeks,ARTICLE JJ CD NNS,a,good,two,weeks,270,0.25531045751633985
5774920,a good fifty miles,ARTICLE JJ CD NNS,a,good,fifty,miles,270,0.25531045751633985
5861128,a good many folks,ARTICLE JJ FEW NNS,A,good,many,folks,270,0.25531045751633985
5925426,a good few days,ARTICLE JJ FEW NNS,a,good,few,days,270,0.25531045751633985
6010914,a good many hours,ARTICLE JJ FEW NNS,a,good,many,hours,270,0.25531045751633985
6032536,a good many soldiers,ARTICLE JJ FEW NNS,a,good,many,soldiers,270,0.25531045751633985
6034024,a good many times,ARTICLE JJ FEW NNS,a,good,many,times,270,0.25531045751633985
6039272,a good many score of miles,ARTICLE JJ FEW NN IN NNS,a,good,many,score of miles,270,0.25531045751633985
6085071,another good two or three years,ARTICLE JJ CD CC CD NNS,another,good,two or three,years,270,0.25531045751633985
6093003,another good two or three years,ARTICLE JJ CD CC CD NNS,another,good,two or three,years,270,0.25531045751633985
6101622,a good many dies,ARTICLE JJ FEW NNS,a,good,many,dies,270,0.25531045751633985
6136276,a good many girls,ARTICLE JJ FEW NNS,a,good,many,girls,270,0.25531045751633985
6139412,a good many times,ARTICLE JJ FEW NNS,a,good,many,times,270,0.25531045751633985
6300988,a good many dramatic situations,ARTICLE JJ FEW JJ NNS,A,good,many,dramatic situations,270,0.25531045751633985
6304956,a good many dramatic situations,ARTICLE JJ FEW JJ NNS,A,good,many,dramatic situations,270,0.25531045751633985
6307697,a good many things,ARTICLE JJ FEW NNS,a,good,many,things,270,0.25531045751633985
6309554,a good many dramatic situations,ARTICLE JJ FEW JJ NNS,A,good,many,dramatic situations,270,0.25531045751633985
6313764,a good many dramatic situations,ARTICLE JJ FEW JJ NNS,A,good,many,dramatic situations,270,0.25531045751633985
6405175,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,270,0.25531045751633985
6413106,a good ten years,ARTICLE JJ CD NNS,a,good,ten,years,270,0.25531045751633985
6476464,a good hundred years,ARTICLE JJ CD NNS,a,good,hundred,years,270,0.25531045751633985
6554682,a good twenty five kilos,ARTICLE JJ CD CD NNS,a,good,twenty five,kilos,270,0.25531045751633985
6583466,a good many clerks,ARTICLE JJ FEW NNS,a,good,many,clerks,270,0.25531045751633985
6583682,a good few weeks,ARTICLE JJ FEW NNS,a,good,few,weeks,270,0.25531045751633985
6597838,a good few years,ARTICLE JJ FEW NNS,a,good,few,years,270,0.25531045751633985
6609298,a good twenty to twenty five minutes,ARTICLE JJ CD TO CD CD NNS,a,good,twenty to twenty five,minutes,270,0.25531045751633985
6631189,a good thirty pounds,ARTICLE JJ CD NNS,a,good,thirty,pounds,270,0.25531045751633985
6695356,a good six months,ARTICLE JJ CD NNS,a,good,six,months,270,0.25531045751633985
6765405,a good few minutes,ARTICLE JJ FEW NNS,a,good,few,minutes,270,0.25531045751633985
6784508,a good 3 years,ARTICLE JJ CD NNS,a,good,3,years,270,0.25531045751633985
6788889,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,270,0.25531045751633985
6791612,a good many miles,ARTICLE JJ FEW NNS,a,good,many,miles,270,0.25531045751633985
6792175,a good many times,ARTICLE JJ FEW NNS,A,good,many,times,270,0.25531045751633985
6843748,"a good six , seven diamonds","ARTICLE JJ CD , CD NNS",a,good,"six , seven",diamonds,270,0.25531045751633985
6859032,a good many lessons,ARTICLE JJ FEW NNS,a,good,many,lessons,270,0.25531045751633985
6883602,a good ten minutes,ARTICLE JJ CD NNS,a,good,ten,minutes,270,0.25531045751633985
6886891,a good ten minutes,ARTICLE JJ CD NNS,a,good,ten,minutes,270,0.25531045751633985
6956849,a good two weeks,ARTICLE JJ CD NNS,a,good,two,weeks,270,0.25531045751633985
6988794,a good many million dollars,ARTICLE JJ FEW CD NNS,a,good,many million,dollars,270,0.25531045751633985
6999738,a good 15 minutes,ARTICLE JJ CD NNS,a,good,15,minutes,270,0.25531045751633985
7004185,a good many passengers,ARTICLE JJ FEW NNS,A,good,many,passengers,270,0.25531045751633985
7009739,a good many hundred miles,ARTICLE JJ FEW CD NNS,a,good,many hundred,miles,270,0.25531045751633985
7181342,a good fifteen minutes,ARTICLE JJ CD NNS,a,good,fifteen,minutes,270,0.25531045751633985
7265987,another good two hours,ARTICLE JJ CD NNS,Another,good,two,hours,270,0.25531045751633985
7339328,a good three or four inches,ARTICLE JJ CD CC CD NNS,a,good,three or four,inches,270,0.25531045751633985
7395196,a good 10 years,ARTICLE JJ CD NNS,a,good,10,years,270,0.25531045751633985
7594234,a good ten years,ARTICLE JJ CD NNS,a,good,ten,years,270,0.25531045751633985
7633740,a good six months,ARTICLE JJ CD NNS,a,good,six,months,270,0.25531045751633985
7755747,a good few marriages,ARTICLE JJ FEW NNS,a,good,few,marriages,270,0.25531045751633985
8136761,a good 20 to 25 feet,ARTICLE JJ CD TO CD NNS,a,good,20 to 25,feet,270,0.25531045751633985
8196300,a good ten years,ARTICLE JJ CD NNS,a,good,ten,years,270,0.25531045751633985
8393158,a good couple years,ARTICLE JJ FEW NNS,a,good,couple,years,270,0.25531045751633985
