idx,construction,pos,DT,ADJ,NUMERAL,NOUN,n,percent
2291935,"a stern , reserved man many years","ARTICLE JJ , JJ NN FEW NNS",a,"stern , reserved man",many,years,532,0.2173202614379085
2327567,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,532,0.2173202614379085
2366753,a good many men,ARTICLE JJ FEW NNS,a,good,many,men,532,0.2173202614379085
2403866,a great many nice things,ARTICLE JJ FEW JJ NNS,a,great,many,nice things,532,0.2173202614379085
2440103,a great many hides,ARTICLE JJ FEW NNS,a,great,many,hides,532,0.2173202614379085
2451476,a great many tender feelings,ARTICLE JJ FEW JJ NNS,a,great,many,tender feelings,532,0.2173202614379085
2455980,a great many giants,ARTICLE JJ FEW NNPS,a,great,many,giants,532,0.2173202614379085
2457911,a great many centuries,ARTICLE JJ FEW NNS,a,great,many,centuries,532,0.2173202614379085
2463027,a vast many rows,ARTICLE JJ FEW NNS,a,vast,many,rows,532,0.2173202614379085
2463454,a great many trumpeters,ARTICLE JJ FEW NNS,a,great,many,trumpeters,532,0.2173202614379085
2464408,a great many hurricanes,ARTICLE JJ FEW NNS,a,great,many,hurricanes,532,0.2173202614379085
2468540,a great many yards,ARTICLE JJ FEW NNS,a,great,many,yards,532,0.2173202614379085
2470027,a great many flowers,ARTICLE JJ FEW NNS,a,great,many,flowers,532,0.2173202614379085
2472026,a vast many tender fears,ARTICLE JJ FEW JJ NNS,a,vast,many,tender fears,532,0.2173202614379085
2473160,a great many other accomplishments,ARTICLE JJ FEW JJ NNS,a,great,many,other accomplishments,532,0.2173202614379085
2473592,a great many little children,ARTICLE JJ FEW JJ NNS,a,great,many,little children,532,0.2173202614379085
2475207,a great many misfortunes,ARTICLE JJ FEW NNS,a,great,many,misfortunes,532,0.2173202614379085
2475675,a great many tears,ARTICLE JJ FEW NNS,a,great,many,tears,532,0.2173202614379085
2479487,a faux marriage proposal and many other crimes,ARTICLE JJ NN NN CC FEW JJ NNS,a,faux marriage proposal and,many,other crimes,532,0.2173202614379085
2481012,a great many years,ARTICLE JJ FEW NNS,a,great,many,years,532,0.2173202614379085
2484206,a great many brave deeds,ARTICLE JJ FEW JJ NNS,a,great,many,brave deeds,532,0.2173202614379085
2484396,a good many young men,ARTICLE JJ FEW JJ NNS,a,good,many,young men,532,0.2173202614379085
2485352,a great many strange things,ARTICLE JJ FEW JJ NNS,a,great,many,strange things,532,0.2173202614379085
2490261,a great many friends,ARTICLE JJ FEW NNS,a,great,many,friends,532,0.2173202614379085
2496407,a great many times,ARTICLE JJ FEW NNS,a,great,many,times,532,0.2173202614379085
2498008,a great many huge flies,ARTICLE JJ FEW JJ NNS,a,great,many,huge flies,532,0.2173202614379085
2498100,a great many species,ARTICLE JJ FEW NNS,a,great,many,species,532,0.2173202614379085
2499821,a good many hours,ARTICLE JJ FEW NNS,a,good,many,hours,532,0.2173202614379085
2504437,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,532,0.2173202614379085
2506596,a great many strange adventures,ARTICLE JJ FEW JJ NNS,a,great,many,strange adventures,532,0.2173202614379085
2530668,a great many kinds,ARTICLE JJ FEW NNS,a,great,many,kinds,532,0.2173202614379085
2543268,a favorite drink and many german,ARTICLE JJ NN CC FEW NNPS,a,favorite drink and,many,german,532,0.2173202614379085
2594236,a great many friends,ARTICLE JJ FEW NNS,a,great,many,friends,532,0.2173202614379085
2594938,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,532,0.2173202614379085
2597054,a great many times,ARTICLE JJ FEW NNS,a,great,many,times,532,0.2173202614379085
2636389,a good many foreign cars,ARTICLE JJ FEW JJ NNS,a,good,many,foreign cars,532,0.2173202614379085
2640912,a great many strange places,ARTICLE JJ FEW JJ NNS,a,great,many,strange places,532,0.2173202614379085
2645640,a great many other people,ARTICLE JJ FEW JJ NNS,a,great,many,other people,532,0.2173202614379085
2712641,a great many young men,ARTICLE JJ FEW JJ NNS,a,great,many,young men,532,0.2173202614379085
2723061,a good many miles,ARTICLE JJ FEW NNS,a,good,many,miles,532,0.2173202614379085
2734879,a - very - many -,ARTICLE JJ RB JJ FEW NNS,a,- very -,many,-,532,0.2173202614379085
2817693,a great many deliverances,ARTICLE JJ FEW NNS,a,great,many,deliverances,532,0.2173202614379085
2854058,a great many other questions,ARTICLE JJ FEW JJ NNS,a,great,many,other questions,532,0.2173202614379085
2877987,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,532,0.2173202614379085
2883916,a great many howlings,ARTICLE JJ FEW NNS,a,great,many,howlings,532,0.2173202614379085
2900203,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,532,0.2173202614379085
2905063,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,532,0.2173202614379085
2918996,a fast pace and many articles,ARTICLE JJ NN CC FEW NNS,a,fast pace and,many,articles,532,0.2173202614379085
2948170,a great many little birds,ARTICLE JJ FEW JJ NNS,a,great,many,little birds,532,0.2173202614379085
2949990,a good many times,ARTICLE JJ FEW NNS,a,good,many,times,532,0.2173202614379085
2950899,a great many other things,ARTICLE JJ FEW JJ NNS,a,great,many,other things,532,0.2173202614379085
2950915,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,532,0.2173202614379085
2954133,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,532,0.2173202614379085
2961059,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,532,0.2173202614379085
2971706,a good many members,ARTICLE JJ FEW NNS,a,good,many,members,532,0.2173202614379085
2981168,a great many times,ARTICLE JJ FEW NNS,a,great,many,times,532,0.2173202614379085
2982195,a great many voices,ARTICLE JJ FEW NNS,a,great,many,voices,532,0.2173202614379085
2984556,a great many questions,ARTICLE JJ FEW NNS,a,great,many,questions,532,0.2173202614379085
3010741,a great many other busybodies,ARTICLE JJ FEW JJ NNS,a,great,many,other busybodies,532,0.2173202614379085
3015957,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,532,0.2173202614379085
3016689,a great many little lives,ARTICLE JJ FEW JJ NNS,A,great,many,little lives,532,0.2173202614379085
3042776,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,532,0.2173202614379085
3047940,a great many young people,ARTICLE JJ FEW JJ NNS,a,great,many,young people,532,0.2173202614379085
3056142,a great many other people,ARTICLE JJ FEW JJ NNS,a,great,many,other people,532,0.2173202614379085
3060350,a great many other boys,ARTICLE JJ FEW JJ NNS,a,great,many,other boys,532,0.2173202614379085
3063444,a good many corners,ARTICLE JJ FEW NNS,a,good,many,corners,532,0.2173202614379085
3063524,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,532,0.2173202614379085
3067838,a great many times,ARTICLE JJ FEW NNS,a,great,many,times,532,0.2173202614379085
3069414,a great many other people,ARTICLE JJ FEW JJ NNS,a,great,many,other people,532,0.2173202614379085
3073969,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,532,0.2173202614379085
3076813,a great many other matters,ARTICLE JJ FEW JJ NNS,a,great,many,other matters,532,0.2173202614379085
3084801,a good many years,ARTICLE JJ FEW NNS,A,good,many,years,532,0.2173202614379085
3091117,a great many travelers,ARTICLE JJ FEW NNS,a,great,many,travelers,532,0.2173202614379085
3098980,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,532,0.2173202614379085
3100477,a good many days,ARTICLE JJ FEW NNS,a,good,many,days,532,0.2173202614379085
3110159,a great many other ducks,ARTICLE JJ FEW JJ NNPS,a,great,many,other ducks,532,0.2173202614379085
3110793,a good many young ducks,ARTICLE JJ FEW JJ NNPS,a,good,many,young ducks,532,0.2173202614379085
3111372,a good many things,ARTICLE JJ FEW NNS,a,good,many,things,532,0.2173202614379085
3117296,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,532,0.2173202614379085
3118218,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,532,0.2173202614379085
3120668,a great many other people,ARTICLE JJ FEW JJ NNS,a,great,many,other people,532,0.2173202614379085
3165923,a great many inventions,ARTICLE JJ FEW NNS,a,great,many,inventions,532,0.2173202614379085
3222942,a good many weeks,ARTICLE JJ FEW NNS,a,good,many,weeks,532,0.2173202614379085
3432737,a good many critics,ARTICLE JJ FEW NNS,a,good,many,critics,532,0.2173202614379085
3471028,a great many costs,ARTICLE JJ FEW NNS,a,great,many,costs,532,0.2173202614379085
3545750,a good many lives,ARTICLE JJ FEW NNS,a,good,many,lives,532,0.2173202614379085
3556434,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,532,0.2173202614379085
3561804,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,532,0.2173202614379085
3600721,a great many theories,ARTICLE JJ FEW NNS,A,great,many,theories,532,0.2173202614379085
3609503,a great many writers,ARTICLE JJ FEW NNS,a,great,many,writers,532,0.2173202614379085
3640401,a good many unpleasant traits,ARTICLE JJ FEW JJ NNS,a,good,many,unpleasant traits,532,0.2173202614379085
3643350,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,532,0.2173202614379085
3689133,a great mystery and many people,ARTICLE JJ NN CC FEW NNS,a,great mystery and,many,people,532,0.2173202614379085
3731694,a good many walks,ARTICLE JJ FEW NNS,a,good,many,walks,532,0.2173202614379085
3757099,a good many people,ARTICLE JJ FEW NNS,a,good,many,people,532,0.2173202614379085
3878047,a simpler grammar and many loanwords,ARTICLE JJR NN CC FEW NNS,a,simpler grammar and,many,loanwords,532,0.2173202614379085
3897449,a long history and many different dialects,ARTICLE JJ NN CC FEW JJ NNS,a,long history and,many,different dialects,532,0.2173202614379085
3933093,a great many miles,ARTICLE JJ FEW NNS,a,great,many,miles,532,0.2173202614379085
3936086,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,532,0.2173202614379085
3949314,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,532,0.2173202614379085
3996275,a great many australian plants,ARTICLE JJ FEW JJ NNS,A,great,many,australian plants,532,0.2173202614379085
4004541,a great many different names,ARTICLE JJ FEW JJ NNS,a,great,many,different names,532,0.2173202614379085
4010719,an international city and many companies,ARTICLE JJ NN CC FEW NNS,an,international city and,many,companies,532,0.2173202614379085
4056929,a good many irish members,ARTICLE JJ FEW JJ NNS,A,good,many,irish members,532,0.2173202614379085
4061912,a good many irish novels,ARTICLE JJ FEW JJ NNS,A,good,many,irish novels,532,0.2173202614379085
4064186,a great many american publishers,ARTICLE JJ FEW JJ NNS,A,great,many,american publishers,532,0.2173202614379085
4095469,a good many specimens,ARTICLE JJ FEW NNS,A,good,many,specimens,532,0.2173202614379085
4124375,a good many times,ARTICLE JJ FEW NNS,a,good,many,times,532,0.2173202614379085
4124384,a good many times,ARTICLE JJ FEW NNS,a,good,many,times,532,0.2173202614379085
4180329,a great many branches,ARTICLE JJ FEW NNS,a,great,many,branches,532,0.2173202614379085
4196241,a universal and shared spirit many souls,ARTICLE JJ CC JJ NN FEW NNS,a,universal and shared spirit,many,souls,532,0.2173202614379085
4197666,a great many chances,ARTICLE JJ FEW NNS,a,great,many,chances,532,0.2173202614379085
4202178,a great many times,ARTICLE JJ FEW NNS,a,great,many,times,532,0.2173202614379085
4203351,a great many dangers,ARTICLE JJ FEW NNS,a,great,many,dangers,532,0.2173202614379085
4213343,a great many difficulties,ARTICLE JJ FEW NNS,a,great,many,difficulties,532,0.2173202614379085
4293895,a great many geographers,ARTICLE JJ FEW NNS,a,great,many,geographers,532,0.2173202614379085
4333525,a clever water drainage system and many stone sculptures,ARTICLE JJ NN NN NN CC FEW NN NNS,a,clever water drainage system and,many,stone sculptures,532,0.2173202614379085
4363761,a good many tourists,ARTICLE JJ FEW NNS,a,good,many,tourists,532,0.2173202614379085
4397021,a great many gods,ARTICLE JJ FEW NNS,a,great,many,gods,532,0.2173202614379085
4418804,a great many gestures,ARTICLE JJ FEW NNS,a,great,many,gestures,532,0.2173202614379085
4424207,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,532,0.2173202614379085
4431535,a good many boys,ARTICLE JJ FEW NNS,a,good,many,boys,532,0.2173202614379085
4438401,"a great , many round ones","ARTICLE JJ , FEW JJ NNS",a,"great ,",many,round ones,532,0.2173202614379085
4551606,a great many mathematical objects,ARTICLE JJ FEW JJ NNS,a,great,many,mathematical objects,532,0.2173202614379085
4593325,a great many people,ARTICLE JJ FEW NNS,A,great,many,people,532,0.2173202614379085
4628646,a good many miles,ARTICLE JJ FEW NNS,a,good,many,miles,532,0.2173202614379085
4638630,a great many dogs,ARTICLE JJ FEW NNS,A,great,many,dogs,532,0.2173202614379085
4686682,a popular level many years,ARTICLE JJ NN FEW NNS,a,popular level,many,years,532,0.2173202614379085
4699345,a great many other situations,ARTICLE JJ FEW JJ NNS,a,great,many,other situations,532,0.2173202614379085
4731448,a hard surface many painters,ARTICLE JJ NN FEW NNS,a,hard surface,many,painters,532,0.2173202614379085
4772390,a mistaken idea or belief many people,ARTICLE JJ NN CC NN FEW NNS,a,mistaken idea or belief,many,people,532,0.2173202614379085
4849666,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,532,0.2173202614379085
5034641,a good many times,ARTICLE JJ FEW NNS,a,good,many,times,532,0.2173202614379085
5058161,a similar meaning and many uses,ARTICLE JJ NN CC FEW NNS,a,similar meaning and,many,uses,532,0.2173202614379085
5061669,a good many enemies,ARTICLE JJ FEW NNS,a,good,many,enemies,532,0.2173202614379085
5089743,a good many units,ARTICLE JJ FEW NNS,a,good,many,units,532,0.2173202614379085
5102356,a great many damage suits,ARTICLE JJ FEW NN NNS,a,great,many,damage suits,532,0.2173202614379085
5197367,a red - hot mass many times,ARTICLE JJ HYPH JJ NN FEW NNS,a,red - hot mass,many,times,532,0.2173202614379085
5222242,a good many men,ARTICLE JJ FEW NNS,a,good,many,men,532,0.2173202614379085
5222792,a great many years,ARTICLE JJ FEW NNS,a,great,many,years,532,0.2173202614379085
5223522,a good many swedes,ARTICLE JJ FEW NNPS,a,good,many,swedes,532,0.2173202614379085
5247384,a great many inventions,ARTICLE JJ FEW NNS,a,great,many,inventions,532,0.2173202614379085
5299883,a good many miles,ARTICLE JJ FEW NNS,a,good,many,miles,532,0.2173202614379085
5356240,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,532,0.2173202614379085
5360032,a good many others,ARTICLE JJ FEW NNS,a,good,many,others,532,0.2173202614379085
5490335,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,532,0.2173202614379085
5540295,a good many notions,ARTICLE JJ FEW NNS,a,good,many,notions,532,0.2173202614379085
5560864,a good many miles,ARTICLE JJ FEW NNS,a,good,many,miles,532,0.2173202614379085
5561677,a great many currants,ARTICLE JJ FEW NNS,a,great,many,currants,532,0.2173202614379085
5566576,a great many vines,ARTICLE JJ FEW NNS,A,great,many,vines,532,0.2173202614379085
5568468,a great many countries,ARTICLE JJ FEW NNS,A,great,many,countries,532,0.2173202614379085
5570697,a great many plans,ARTICLE JJ FEW NNS,a,great,many,plans,532,0.2173202614379085
5597086,a good many things,ARTICLE JJ FEW NNS,a,good,many,things,532,0.2173202614379085
5621441,a great many christians,ARTICLE JJ FEW NNPS,a,great,many,christians,532,0.2173202614379085
5647144,a good many things,ARTICLE JJ FEW NNS,a,good,many,things,532,0.2173202614379085
5654954,a good many opinions,ARTICLE JJ FEW NNS,A,good,many,opinions,532,0.2173202614379085
5665161,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,532,0.2173202614379085
5689943,a very touristic city and many tourists,ARTICLE RB JJ NN CC FEW NNS,a,very touristic city and,many,tourists,532,0.2173202614379085
5694405,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,532,0.2173202614379085
5698509,a great many different sailboats,ARTICLE JJ FEW JJ NNS,a,great,many,different sailboats,532,0.2173202614379085
5718492,a great many works,ARTICLE JJ FEW NNS,a,great,many,works,532,0.2173202614379085
5861128,a good many folks,ARTICLE JJ FEW NNS,A,good,many,folks,532,0.2173202614379085
6010914,a good many hours,ARTICLE JJ FEW NNS,a,good,many,hours,532,0.2173202614379085
6032536,a good many soldiers,ARTICLE JJ FEW NNS,a,good,many,soldiers,532,0.2173202614379085
6034024,a good many times,ARTICLE JJ FEW NNS,a,good,many,times,532,0.2173202614379085
6039272,a good many score of miles,ARTICLE JJ FEW NN IN NNS,a,good,many,score of miles,532,0.2173202614379085
6101622,a good many dies,ARTICLE JJ FEW NNS,a,good,many,dies,532,0.2173202614379085
6101681,a great many envelopes,ARTICLE JJ FEW NNS,A,great,many,envelopes,532,0.2173202614379085
6136276,a good many girls,ARTICLE JJ FEW NNS,a,good,many,girls,532,0.2173202614379085
6139412,a good many times,ARTICLE JJ FEW NNS,a,good,many,times,532,0.2173202614379085
6186117,a central station many miles,ARTICLE JJ NN FEW NNS,a,central station,many,miles,532,0.2173202614379085
6230592,a great many people,ARTICLE JJ FEW NNS,a,great,many,people,532,0.2173202614379085
6300988,a good many dramatic situations,ARTICLE JJ FEW JJ NNS,A,good,many,dramatic situations,532,0.2173202614379085
6304956,a good many dramatic situations,ARTICLE JJ FEW JJ NNS,A,good,many,dramatic situations,532,0.2173202614379085
6307697,a good many things,ARTICLE JJ FEW NNS,a,good,many,things,532,0.2173202614379085
6309554,a good many dramatic situations,ARTICLE JJ FEW JJ NNS,A,good,many,dramatic situations,532,0.2173202614379085
6313764,a good many dramatic situations,ARTICLE JJ FEW JJ NNS,A,good,many,dramatic situations,532,0.2173202614379085
6321665,a great many bacteria,ARTICLE JJ FEW NNS,A,great,many,bacteria,532,0.2173202614379085
6398132,a great many years,ARTICLE JJ FEW NNS,a,great,many,years,532,0.2173202614379085
6405175,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,532,0.2173202614379085
6428364,a great many imponderants,ARTICLE JJ FEW NNS,a,great,many,imponderants,532,0.2173202614379085
6508460,a great many organizations,ARTICLE JJ FEW NNS,a,great,many,organizations,532,0.2173202614379085
6583182,a great many others,ARTICLE JJ FEW NNS,a,great,many,others,532,0.2173202614379085
6583466,a good many clerks,ARTICLE JJ FEW NNS,a,good,many,clerks,532,0.2173202614379085
6593178,a great many years,ARTICLE JJ FEW NNS,a,great,many,years,532,0.2173202614379085
6606800,a good livelihood and reputation and many other blessings,ARTICLE JJ NN CC NN CC FEW JJ NNS,a,good livelihood and reputation and,many,other blessings,532,0.2173202614379085
6645141,a great many leagues,ARTICLE JJ FEW NNS,a,great,many,leagues,532,0.2173202614379085
6654527,a little too many cards,ARTICLE JJ RB FEW NNS,a,little too,many,cards,532,0.2173202614379085
6724367,a single or many saints,ARTICLE JJ CC FEW NNS,a,single or,many,saints,532,0.2173202614379085
6738202,a great many years,ARTICLE JJ FEW NNS,a,great,many,years,532,0.2173202614379085
6770943,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,532,0.2173202614379085
6788889,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,532,0.2173202614379085
6791612,a good many miles,ARTICLE JJ FEW NNS,a,good,many,miles,532,0.2173202614379085
6792175,a good many times,ARTICLE JJ FEW NNS,A,good,many,times,532,0.2173202614379085
6859032,a good many lessons,ARTICLE JJ FEW NNS,a,good,many,lessons,532,0.2173202614379085
6914657,a great many troubles,ARTICLE JJ FEW NNS,a,great,many,troubles,532,0.2173202614379085
7004185,a good many passengers,ARTICLE JJ FEW NNS,A,good,many,passengers,532,0.2173202614379085
7055904,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,532,0.2173202614379085
7127639,a great many women,ARTICLE JJ FEW NNS,a,great,many,women,532,0.2173202614379085
7330335,a great many ways,ARTICLE JJ FEW NNS,a,great,many,ways,532,0.2173202614379085
7477558,a great many stories,ARTICLE JJ FEW NNS,a,great,many,stories,532,0.2173202614379085
7673908,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,532,0.2173202614379085
7692513,a great many billionaires,ARTICLE JJ FEW NNS,A,great,many,billionaires,532,0.2173202614379085
7872210,a great many friends,ARTICLE JJ FEW NNS,a,great,many,friends,532,0.2173202614379085
8162376,a key communication tool and many animals,ARTICLE JJ NN NN CC FEW NNS,a,key communication tool and,many,animals,532,0.2173202614379085
8166565,a great many talents,ARTICLE JJ FEW NNS,a,great,many,talents,532,0.2173202614379085
8405203,a good many times,ARTICLE JJ FEW NNS,a,good,many,times,532,0.2173202614379085
8498097,a great many things,ARTICLE JJ FEW NNS,A,great,many,things,532,0.2173202614379085
8516424,a great many notes,ARTICLE JJ FEW NNS,a,great,many,notes,532,0.2173202614379085
8518058,a great many notes,ARTICLE JJ FEW NNS,a,great,many,notes,532,0.2173202614379085
8561934,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,532,0.2173202614379085
8575942,a great many questions,ARTICLE JJ FEW NNS,a,great,many,questions,532,0.2173202614379085
8575944,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,532,0.2173202614379085
8576312,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,532,0.2173202614379085
8604470,a great many lives,ARTICLE JJ FEW NNS,a,great,many,lives,532,0.2173202614379085
8816092,a great many things,ARTICLE JJ FEW NNS,A,great,many,things,532,0.2173202614379085
8832011,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,532,0.2173202614379085
8903651,a good many questions,ARTICLE JJ FEW NNS,a,good,many,questions,532,0.2173202614379085
8981690,a portable phone many years,ARTICLE JJ NN FEW NNS,a,portable phone,many,years,532,0.2173202614379085
9035633,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,532,0.2173202614379085
9332077,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,532,0.2173202614379085
9333700,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,532,0.2173202614379085
9335435,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,532,0.2173202614379085
9468633,a great many laughs,ARTICLE JJ FEW NNS,a,great,many,laughs,532,0.2173202614379085
10325914,a long history and many names,ARTICLE JJ NN CC FEW NNS,a,long history and,many,names,532,0.2173202614379085
10332507,a great many people,ARTICLE JJ FEW NNS,A,great,many,people,532,0.2173202614379085
10447601,a good many years,ARTICLE JJ FEW NNS,A,good,many,years,532,0.2173202614379085
10451374,a good many years,ARTICLE JJ FEW NNS,a,good,many,years,532,0.2173202614379085
10540946,a same portrait many times,ARTICLE JJ NN FEW NNS,a,same portrait,many,times,532,0.2173202614379085
10634306,a great many lives,ARTICLE JJ FEW NNS,a,great,many,lives,532,0.2173202614379085
10716926,a great many others,ARTICLE JJ FEW NNS,a,great,many,others,532,0.2173202614379085
10783327,a great many officers,ARTICLE JJ FEW NNS,A,great,many,officers,532,0.2173202614379085
10989369,a real job many web sites,ARTICLE JJ NN FEW NN NNS,a,real job,many,web sites,532,0.2173202614379085
11076692,a great many things,ARTICLE JJ FEW NNS,a,great,many,things,532,0.2173202614379085
11128208,a great shock wave many trees,ARTICLE JJ NN NN FEW NNS,a,great shock wave,many,trees,532,0.2173202614379085
11242761,a good many boxes,ARTICLE JJ FEW NNS,A,good,many,boxes,532,0.2173202614379085
11535475,a great many wealthy friends,ARTICLE JJ FEW JJ NNS,a,great,many,wealthy friends,532,0.2173202614379085
12856,a further two men,ARTICLE JJ CD NNS,a,further,two,men,174,0.2883986928104575
86713,a quick two minutes,ARTICLE JJ CD NNS,a,quick,two,minutes,174,0.2883986928104575
131301,a large head and two thick ears,ARTICLE JJ NN CC CD JJ NNS,a,large head and,two,thick ears,174,0.2883986928104575
179606,a good two years,ARTICLE JJ CD NNS,a,good,two,years,174,0.2883986928104575
259194,a young soldier and two women,ARTICLE JJ NN CC CD NNS,a,young soldier and,two,women,174,0.2883986928104575
289262,a wizened little man and two ladies,ARTICLE JJ JJ NN CC CD NNS,A,wizened little man and,two,ladies,174,0.2883986928104575
303658,a heavy man and two big rocks,ARTICLE JJ NN CC CD JJ NNS,a,heavy man and,two,big rocks,174,0.2883986928104575
434527,a weekly basis two years,ARTICLE JJ NN CD NNS,a,weekly basis,two,years,174,0.2883986928104575
445951,a little body and two little hands,ARTICLE JJ NN CC CD JJ NNS,a,little body and,two,little hands,174,0.2883986928104575
524450,an additional two years,ARTICLE JJ CD NNS,an,additional,two,years,174,0.2883986928104575
591689,a cheap hall bedroom and two art lessons,ARTICLE JJ NN NN CC CD NN NNS,a,cheap hall bedroom and,two,art lessons,174,0.2883986928104575
690769,a recumbent half - moon and two stars,ARTICLE JJ JJ HYPH NN CC CD NNS,a,recumbent half - moon and,two,stars,174,0.2883986928104575
701738,a possible two points,ARTICLE JJ CD NNS,a,possible,two,points,174,0.2883986928104575
837469,a marvelous like two nights,ARTICLE JJ UH CD NNS,a,marvelous like,two,nights,174,0.2883986928104575
854752,an inner bridge and two outer bridges,ARTICLE JJ NN CC CD JJ NNS,an,inner bridge and,two,outer bridges,174,0.2883986928104575
870572,a fair wife and two children,ARTICLE JJ NN CC CD NNS,a,fair wife and,two,children,174,0.2883986928104575
884736,"a little further out , two bear cubs","ARTICLE JJ RB RB , CD NN NNS",A,"little further out ,",two,bear cubs,174,0.2883986928104575
1025773,an old father and two fryars,ARTICLE JJ NN CC CD NNS,an,old father and,two,fryars,174,0.2883986928104575
1035750,a monumental facade and two floors,ARTICLE JJ NN CC CD NNS,a,monumental facade and,two,floors,174,0.2883986928104575
1084798,a further two seasons,ARTICLE JJ CD NNS,a,further,two,seasons,174,0.2883986928104575
1085675,a season - high two pass deflections,ARTICLE NN HYPH JJ CD NN NNS,a,season - high,two,pass deflections,174,0.2883986928104575
1127485,a further two seasons,ARTICLE JJ CD NNS,a,further,two,seasons,174,0.2883986928104575
1191070,a tough final two years,ARTICLE JJ JJ CD NNS,a,tough final,two,years,174,0.2883986928104575
1251794,a further two months,ARTICLE JJ CD NNS,a,further,two,months,174,0.2883986928104575
1271309,a single character or two characters,ARTICLE JJ NN CC CD NNS,a,single character or,two,characters,174,0.2883986928104575
1305404,a combined two goals,ARTICLE VBN CD NNS,a,combined,two,goals,174,0.2883986928104575
1364520,an estimated two thirds,ARTICLE VBN CD NNS,an,estimated,two,thirds,174,0.2883986928104575
1365758,an armored brigade commander and two regimental commanders,ARTICLE JJ NN NN CC CD JJ NNS,an,armored brigade commander and,two,regimental commanders,174,0.2883986928104575
1429064,a shared room or two separate rooms,ARTICLE VBN NN CC CD JJ NNS,a,shared room or,two,separate rooms,174,0.2883986928104575
1477206,a mere two hours,ARTICLE JJ CD NNS,a,mere,two,hours,174,0.2883986928104575
1481999,a further two goals,ARTICLE JJ CD NNS,a,further,two,goals,174,0.2883986928104575
1504424,an older brother and two younger sisters,ARTICLE JJR NN CC CD JJR NNS,an,older brother and,two,younger sisters,174,0.2883986928104575
1575856,a further two years,ARTICLE JJ CD NNS,a,further,two,years,174,0.2883986928104575
1581586,a further two weeks,ARTICLE JJ CD NNS,a,further,two,weeks,174,0.2883986928104575
1588567,a good two hours,ARTICLE JJ CD NNS,a,good,two,hours,174,0.2883986928104575
1638126,a busy two days,ARTICLE JJ CD NNS,a,busy,two,days,174,0.2883986928104575
1648226,a mere two years,ARTICLE JJ CD NNS,a,mere,two,years,174,0.2883986928104575
1655663,a much shorter version two years,ARTICLE RB JJR NN CD NNS,a,much shorter version,two,years,174,0.2883986928104575
1657079,a decimal point two places,ARTICLE JJ NN CD NNS,a,decimal point,two,places,174,0.2883986928104575
1658032,a decimal point two places,ARTICLE JJ NN CD NNS,a,decimal point,two,places,174,0.2883986928104575
1682227,a good two inches,ARTICLE JJ CD NNS,a,good,two,inches,174,0.2883986928104575
1689362,a further two promotions,ARTICLE JJ CD NNS,a,further,two,promotions,174,0.2883986928104575
1761166,a final two years,ARTICLE JJ CD NNS,a,final,two,years,174,0.2883986928104575
1785911,a further two seasons,ARTICLE JJ CD NNS,a,further,two,seasons,174,0.2883986928104575
1814168,a breached caldera and two small summit craters,ARTICLE VBN NN CC CD JJ NN NNS,a,breached caldera and,two,small summit craters,174,0.2883986928104575
1838477,an allied attack two weeks,ARTICLE JJ NN CD NNS,an,allied attack,two,weeks,174,0.2883986928104575
