source,sentence,sentence_idx,construction,pattern,DT,ADJ,NUMERAL,NOUN,ADV
babylm_sents,"The hail stopped , the thunder rolled and muttered away to the eastward , and the sun burst out merry and radiant over a world so changed that it seemed an absurd thing to think that a scant three quarters of an hour could have effected such a transformation .",1568800,a scant three quarters,DT JJ CD NNS,a,scant,three,quarters,NA
babylm_sents,"They build them as cooling towers, to keep the temperature of the colony on the inside at an optimum 30 degrees centigrade, and they are remarkably efficient, normally accurate plus or minus a single degree.",1571540,an optimum 30 degrees,DT JJ CD NNS,an,optimum,30,degrees,NA
babylm_sents,"Although Leicester were ultimately relegated with a mere five league wins all season, Piper made his mark in the club's history by scoring the last ever competitive goal at Filbert Street against Tottenham Hotspur as Leicester won 2–1.",1575335,a mere five league wins,DT JJ CD NN NNS,a,mere,five,league & wins,NA
babylm_sents,In November he extended his current contract by a further two years until 2015 with the option of another year.,1575856,a further two years,DT JJ CD NNS,a,further,two,years,NA
babylm_sents,"A good many plums stick to the sides , you see .",1577339,a good many plums,DT JJ CD NNS,A,good,many,plums,NA
babylm_sents,"A further 9 members were elected from cross-voting (from 1972 referred to as ""National"") constituencies – seats allocated ethnically (3 for each ethnic constituency) but elected by universal suffrage.",1583842,a further 9 members,DT JJ CD NNS,A,further,9,members,NA
babylm_sents,The Polynesia Company settlers were joined by a further several thousand planters throughout the 1860s and 1870s.,1594815,a further several thousand planters,DT JJ JJ CD NNS,a,further & several,thousand,planters,NA
babylm_sents,"In January 2011, he pleaded guilty to the charges in a New York courthouse, facing a possible ten years in prison.",1598812,a possible ten years,DT JJ CD NNS,a,possible,ten,years,NA
babylm_sents,"Led by Dixon, Sioux Falls scored an astounding 1022 points on the 2011 regular season, with 70 or more points in 10 games and opening with a 105-71 win over the Kent Predators in Kent, Washington.",1600687,an astounding 1022 points,DT JJ CD NNS,an,astounding,1022,points,NA
babylm_sents,"Monitoring requirements must be met at landfills during their operation, and for an additional 30 years after.",1613896,an additional 30 years,DT JJ CD NNS,an,additional,30,years,NA
babylm_sents,"was nominated for an additional three awards, winning two, for a total of eight wins.",1620198,an additional three awards,DT JJ CD NNS,an,additional,three,awards,NA
babylm_sents,"He made his comeback for Chelsea in a 1–0 victory over Norwich City in March and made a further six appearances that season, scoring his first Chelsea goal with a header in the 3–1 defeat to Aston Villa in April.",1634021,a further six appearances,DT JJ CD NNS,a,further,six,appearances,NA
babylm_sents,"I assure you , Diana , that Marilla and I have had a busy two days of it .",1638126,a busy two days,DT JJ CD NNS,a,busy,two,days,NA
babylm_sents,"On July 1, 2019 Transdev commenced a five year contract to operate the network with an option to extend for a further 10 years.",1639950,a further 10 years,DT JJR CD NNS,a,further,10,years,NA
babylm_sents,"When he left, he had scored an unmatched 334 goals in 410 matches, and he is still the club's best goalscorer of all time.",1644880,an unmatched 334 goals,DT JJ CD NNS,an,unmatched,334,goals,NA
babylm_sents,"He acknowledged the ""tacky entertainment"" but wrote that ""it's crushing to realise that this is the show that gave us the masterly ""An Unearthly Child"" a mere two years before.",1648226,a mere two years,DT JJ CD NNS,a,mere,two,years,NA
babylm_sents,"In 1986, Eriksson returned to Djurgården and played an additional eight seasons.",1651742,an additional eight seasons,DT JJ CD NNS,an,additional,eight,seasons,NA
babylm_sents,"position, which yielded a scant four yards, Elliston got away around",1652337,a scant four yards,DT JJ CD NNS,a,scant,four,yards,NA
babylm_sents,"We take this 108 layer dough, and fold it a further three times.",1667230,a further three times,DT JJ CD NNS,a,further,three,times,NA
babylm_sents,"We folded the limit of 108 layers, by an additional three times.",1667405,an additional three times,DT JJ CD NNS,an,additional,three,times,NA
babylm_sents,"and, and they had been fishing and let him use the pole while we we all walked off a healthy hundred yards or so and let him fish.",1669448,a healthy hundred yards,DT JJ CD NNS,a,healthy,hundred,yards,NA
babylm_sents,"A third ""frantic"" campaign in November 1942 raised a further 1,700 men.",1675652,"a further 1,700 men",DT JJR CD NNS,a,further,"1,700",men,NA
babylm_sents,"The first season comprised a regular 26 episodes, but season two was left one episode short.",1679525,a regular 26 episodes,DT JJ CD NNS,a,regular,26,episodes,NA
babylm_sents,I feel that I shall love Redmond and have a splendid four years there . '',1679679,a splendid four years,DT JJ CD NNS,a,splendid,four,years,NA
babylm_sents,"He netted his first goal in the competition twenty days later in a 2–2 home draw with RCD Español, but only added another until the end of the campaign and his team was eventually relegated back; during his tenure with Celta, he experienced a further two promotions and relegations.",1689362,a further two promotions,DT JJ CD NNS,a,further,two,promotions,NA
babylm_sents,well he missed a good few hands didn't he?,1691778,a good few hands,DT JJ CD NNS,a,good,few,hands,NA
babylm_sents,airports Authority in their own estimate is that terminal five will only add a further seventeen million road users each year by the year two thousand and fifteen.,1693730,a further seventeen million road users,DT JJR CD CD NN NNS,a,further,seventeen & million,road & users,NA
babylm_sents,The Roche remained in the family for an additional 120 years until James Rede sold it to Sir John Perrot in 1572.,1705932,an additional 120 years,DT JJ CD NNS,an,additional,120,years,NA
babylm_sents,They scored a total of 810 goals and allowed a total of 702 goals and notched 87 total standings points out of a possible 156 points.,1725273,a possible 156 points,DT JJ CD NNS,a,possible,156,points,NA
babylm_sents,and a great many greenhouses.,1725851,a great many greenhouses,DT JJ CD NNS,a,great,many,greenhouses,NA
babylm_sents,"has a great many parts of clocks, but the only mechanical toy was his",1728757,a great many parts,DT JJ CD NNS,a,great,many,parts,NA
babylm_sents,"By using reflective-type LCD, the power consumption was kept to a minimal 1.6 watts.",1740595,a minimal 1.6 watts,DT JJ CD NNS,a,minimal,1.6,watts,NA
babylm_sents,"Chapter XL A Book of Revelation The Irvings came back to Echo Lodge for the summer , and Anne spent a happy three weeks there in July .",1746336,a happy three weeks,DT JJ CD NNS,a,happy,three,weeks,NA
babylm_sents,"After two iterations, three, four, five, and after a few more iterations, excuse me, it converges, and you've now found the least square fit for the data.",1748317,a few more iterations,DT JJ CD NNS,a,few,more,iterations,NA
babylm_sents,"After ten seasons with the Orix BlueWave of Nippon Professional Baseball, he played eight years in Major League Baseball with the St. Louis Cardinals, Philadelphia Phillies and Chicago Cubs, followed by a final two years in Japan with the Orix Buffaloes.",1761166,a final two years,DT JJ CD NNS,a,final,two,years,NA
babylm_sents,"However, with three candidates from Charlotte in the race splitting that region's vote; Adams won both primaries with approximately 44 percent of the vote, a few thousand votes over the 40 percent threshold needed to avoid a runoff.",1770034,a few thousand votes,DT JJ CD NNS,a,few,thousand,votes,NA
babylm_sents,"Firstly, we, the loss of jobs, er  themselves employ a hundred and forty two people, there are a further one hundred and eight people who are employed in er periphery items and other firms on the airfield itself making two hundred and fifty, but this figure has doubled because of the imminent closure in March of  Aerodrome and the number of companies who were going to transfer from these, and I hope transfer from these to Hatfield.",1782914,a further one hundred and eight people,DT JJ CD CD CC CD NNS,a,further,one & hundred & eight,people,NA
babylm_sents,"Moltzen lasted just 3 games at halfback, averaging a lowly 35 metres per game in attack and making 5 errors.",1785856,a lowly 35 metres,DT JJ CD NNS,a,lowly,35,metres,NA
babylm_sents,"After a few more singles were released, they switched to Pye Records, and their second release for them, ""Warpaint"" (written by Howard Greenfield and Barry Mann), became a UK Top 5 hit.",1792265,a few more singles,DT JJ CD NNS,a,few,more,singles,NA
babylm_sents,"He did not play for two seasons, then played a final eight games for the Brandon Wheat Kings senior ice hockey team in the 1954–55 season to finish his playing career.",1792370,a final eight games,DT JJ CD NNS,a,final,eight,games,NA
babylm_sents,"Well, what get's me is this thing, it went down to defeat last December by how many votes, by just a few hundred votes.",1811487,a few hundred votes,DT JJ CD NNS,a,few,hundred,votes,NA
babylm_sents,"To remedy this, clubs will play an extra 8 games (4 home, 4 away) against teams within geographically related groups.",1814607,an extra 8 games,DT JJ CD NNS,an,extra,8,games,NA
babylm_sents,"Johor Darul Ta'zim became the Malaysian Super League champions, narrowly overtaking Amri's former club Selangor by a mere 3 points on the last day of the league.",1831622,a mere 3 points,DT JJ CD NNS,a,mere,3,points,NA
babylm_sents,"I wrote a great many letters and tore them up , because I felt sure they would n't convince Paul .",1837798,a great many letters,DT JJ CD NNS,a,great,many,letters,NA
babylm_sents,"On November 20, wind shear had destroyed Gamma and advisories were stopped, although the low level circulation of Gamma survived for an extra 36–48 hours.",1843842,an extra 36–48 hours,DT JJ CD NNS,an,extra,36–48,hours,NA
babylm_sents,Only a few thousand blacks enlisted before the war ended.,1858589,a few thousand blacks,DT JJ CD NNS,a,few,thousand,blacks,NA
babylm_sents,There's at least a half dozen forces that could have trained our killer.,1869616,a half dozen forces,DT JJ CD NNS,a,half,dozen,forces,NA
babylm_sents,"Also a few more compositions , such as John Reid 's , would furnish some spice to professional life . ''",1874645,a few more compositions,DT JJ CD NNS,a,few,more,compositions,NA
babylm_sents,"A few hundred kilometres west of Uluru they discovered a tree with inscriptions and directions, left by Lasseter, to a river and cave.",1877491,a few hundred kilometres,DT JJ CD NNS,A,few,hundred,kilometres,NA
babylm_sents,"Well, that's a very creative fifteen minutes.",1884709,a very creative fifteen minutes,DT RB JJ CD NNS,a,creative,fifteen,minutes,very
babylm_sents,This topped off a successful two days for Kumin after another of his horses; Monomoy Girl won the Kentucky Oaks the same weekend.,1896189,a successful two days,DT JJ CD NNS,a,successful,two,days,NA
babylm_sents,through the entrance of Havana harbor and in another scant two miles,1909361,another scant two miles,DT JJ CD NNS,another,scant,two,miles,NA
babylm_sents,"In addition to its translation platform, the company works with a few thousand translators to provide translation services, in addition to its in-house staff of about 160.",1919070,a few thousand translators,DT JJ CD NNS,a,few,thousand,translators,NA
babylm_sents,Never in a fucking million years did I expect to hear that from him.,1927211,a fucking million years,DT JJ CD NNS,a,fucking,million,years,NA
babylm_sents,well it takes me a good seven hours to get to Shay Stadium.,1929068,a good seven hours,DT JJ CD NNS,a,good,seven,hours,NA
babylm_sents,It was unrequited love and we've been married for a good 17 years.,1929226,a good 17 years,DT JJ CD NNS,a,good,17,years,NA
babylm_sents,A further 468 men were either wounded or taken prisoner.,1941652,a further 468 men,DT JJ CD NNS,A,further,468,men,NA
babylm_sents,"Buckley would make only three league appearances, all from the substitutes bench, during the 2002–03 season with a further three appearances in cup competitions.",1954207,a further three appearances,DT JJ CD NNS,a,further,three,appearances,NA
babylm_sents,More than a half dozen coaches may assist the manager in running the team.,1956424,a half dozen coaches,DT JJ CD NNS,a,half,dozen,coaches,NA
babylm_sents,"Er, turning to the media investments, well we all tend to think that the er, the bids tended to be on the high side but er, at least Yorkshire got the licence for the next ten years and they have the option in ninety eight to go for a further ten years and I can tell you er, because I've had er, lots of conversations with Clive  that they're really working on, on making the best improving their returns from that franchise and I'm quite sure they'll succeed.",1969351,a further ten years,DT JJ CD NNS,a,further,ten,years,NA
babylm_sents,The motorway designation continues for a further 600 metres before continuing through the suburb of East Taieri.,1985835,a further 600 metres,DT JJ CD NNS,a,further,600,metres,NA
babylm_sents,"We'll do a few more visits, some town hall meetings.",1989829,a few more visits,DT JJ CD NNS,a,few,more,visits,NA
babylm_sents,"Um, i added a few more ideas to the list.",2007583,a few more ideas,DT JJ CD NNS,a,few,more,ideas,NA
babylm_sents,"He killed five students and injuring an additional 17 people, before shooting himself.",2009275,an additional 17 people,DT JJ CD NNS,an,additional,17,people,NA
babylm_sents,lotus employees it's a mindset our systems kmart up to see a lot of it the only thing that could see was the birds they were going fast and the public debate that could fly like a break example possibly last time so for centuries we walked to make it work but that people make that we need a job to get everything too three months of the more products so in fact upgrades on soviet kitchen of uh... bruce fein but it was on the probably jensen and they came to the propulsion the propulsion system is nothing new on the construct a glorified seven hundred people eight hundred years ago chinese made the first rockets operative fire although i don't have been made a big attack if you have the chinese and they didn't have the bristol really human beings on intelligence we see things moving we want to understand what do we see more species of more moves received a strongholds issue on that things in the universe more and if you don't solve the structure hall they move in the universe then you come to the same conclusions i have only make you have to make itself the bread make a copy of their that's what we don't across process and look strange good copy it two-way earthworks in our system because we have complete up what's what they did their structure at this and that's why it looks a little strange things so if you have the president of the chinese and we have the mountains of this mail with a purpose and proposals i have centuries of possible usable a lot of kings bozos unexplained minded not discolored gravity and magnetic field at the same time it without discovered a tool to get out of this town is the simplicity of the same thousands of migrant sort of salt,2023740,a glorified seven hundred people,DT JJ CD CD NNS,a,glorified,seven & hundred,people,NA
babylm_sents,"The quarter-final included Nigeria, where after a scoreless 90 minutes the game was to be decided in extra time.",2026778,a scoreless 90 minutes,DT JJ CD NNS,a,scoreless,90,minutes,NA
babylm_sents,"An additional 755 Category 1 MaxxPros were ordered on July 20, 2007, also for delivery by February 2008, and a third order for a further 1,000 vehicles was announced on October 18, 2007.",2028820,"a further 1,000 vehicles",DT JJ CD NNS,a,further,"1,000",vehicles,NA
babylm_sents,"On July 18, 2011 Navistar Defense received a delivery order for an additional 140 MRV's with rocket-propelled grenade (RPG) nets from the U.S. Marine Corps Systems Command.",2029014,an additional 140 mrv,DT JJ CD NNS,an,additional,140,mrv,NA
babylm_sents,"He also played a full 90 minutes in second match against current world champions Spain, with Chile getting a historic 2–0 win.",2030380,a full 90 minutes,DT JJ CD NNS,a,full,90,minutes,NA
babylm_sents,Each member of the 24th Massachusetts was equipped with an additional two shovels to immediately rebuild the rifle pits once taken.,2031887,an additional two shovels,DT JJ CD NNS,an,additional,two,shovels,NA
babylm_sents,"The temperature inside was a constant 5 degrees Celsius, kept just",2044539,a constant 5 degrees,DT JJ CD NNS,a,constant,5,degrees,NA
babylm_sents,"She said, ""I have had a fantastic ten years at Icknield Walk, and there are lots of people to thank for that – parents, staff, governors, PTA committees and most of all the children.",2052904,a fantastic ten years,DT JJ CD NNS,a,fantastic,ten,years,NA
babylm_sents,"Part of the property was sold, and with an additional 6000 scudi donated by Gio.",2083668,an additional 6000 scudi,DT JJ CD NNS,an,additional,6000,scudi,NA
babylm_sents,"They had been a hard five years of pinching and economizing and going without , for Enderby was only a small place , and there were two other dressmakers .",2086653,a hard five years,DT JJ CD NNS,a,hard,five,years,NA
babylm_sents,"Only a few thousand systems using the 1st Itanium processor, ""Merced"", were sold, because of poorer performance, high cost and less Itanium-made software.",2088426,a few thousand systems,DT JJ CD NNS,a,few,thousand,systems,NA
babylm_sents,"On that planet, a 100-pound person... would weigh a whopping 254 pounds.",2102619,a whopping 254 pounds,DT JJ CD NNS,a,whopping,254,pounds,NA
babylm_sents,"Over the next two seasons Whibley made a further 59 appearances scoring 10 goals but towards the end of the 1922–23 season was no longer first choice outside-left and in May 1923, returned to Sittingbourne.",2109726,a further 59 appearances,DT JJ CD NNS,a,further,59,appearances,NA
babylm_sents,"He was promoted to the main squad in 1982, and was also in charge of the club for a further two spells, aside from a year at neighbouring CD Leganés.",2112412,a further two spells,DT JJ CD NNS,a,further,two,spells,NA
babylm_sents,"I was a mere twenty years old, and my enthronement divided Goguryeo in half.",2120410,a mere twenty years,DT JJ CD NNS,a,mere,twenty,years,NA
babylm_sents,Fighting a further six times between September 1998 and September 2000 Edwards went on to lose on all six occasions.,2134338,a further six times,DT JJ CD NNS,a,further,six,times,NA
babylm_sents,The next year saw Edwards revert to the journeyman type with four fights resulting in a further two defeats against one draw and one win against Neil Read.,2134340,a further two defeats,DT JJ CD NNS,a,further,two,defeats,NA
babylm_sents,He put an amazing 82 years into the preaching of the gospel of Jesus Christ.,2156035,an amazing 82 years,DT JJ CD NNS,an,amazing,82,years,NA
babylm_sents,"""Da Cuo Cue"" () (2005) is a popular 22 episodes TV series produced in Mainland China rewriting the film plot starring Li Xuejian () and Li Lin ().",2158024,a popular 22 episodes,DT JJ CD NNS,a,popular,22,episodes,NA
babylm_sents,I was thinking of cooking a few more recipes tonight.,2162024,a few more recipes,DT JJ CD NNS,a,few,more,recipes,NA
babylm_sents,"An additional 2,776 people were injured, along with 21,310 houses either destroyed or too damaged to repair.",2177329,"an additional 2,776 people",DT JJ CD NNS,An,additional,"2,776",people,NA
babylm_sents,A team of experts gives Michelin stars for excellence to a select few establishments.,2178479,a select few establishments,DT JJ CD NNS,a,select,few,establishments,NA
babylm_sents,Phase II of the Greenway was completed in March 2015 and extends an additional 0.7 miles to the Joseph McDowell House on US Highway 70 West and beyond.,2181852,an additional 0.7 miles,DT JJ CD NNS,an,additional,0.7,miles,NA
babylm_sents,"Overall, ""No Good Advice"" was inside the top forty for six weeks; it spent an additional eight weeks in the top 75, selling over 105,000 copies.",2183668,an additional eight weeks,DT JJ CD NNS,an,additional,eight,weeks,NA
babylm_sents,"Overall, Cox spent five years with the Dolphins playing both outside and middle linebacker, starting 75 out of a possible 78 games.",2199339,a possible 78 games,DT JJ CD NNS,a,possible,78,games,NA
babylm_sents,It consists of 126 multiple-choice questions and the test is scored out of a possible 164 points.,2209814,a possible 164 points,DT JJ CD NNS,a,possible,164,points,NA
babylm_sents,"Since 1928, the GOP had lost 178 House seats, 40 Senate seats and 19 governorships, though it retained a mere 89 seats in the House and 16 in the Senate.",2212617,a mere 89 seats,DT JJ CD NNS,a,mere,89,seats,NA
babylm_sents,"Even in Minnesota, Mondale won by a mere 3,761 votes, meaning Reagan came within less than 3,800 votes of winning in all fifty states.",2213033,"a mere 3,761 votes",DT JJ CD NNS,a,mere,"3,761",votes,NA
babylm_sents,"When evacuees from New Orleans resettled temporarily in the New York City area, MetroNation hosted them at a MetroStars match on September 17, 2005 – a wild 5–4 MetroStars victory over New England Revolution.",2216557,a wild 5–4 metrostars,DT JJ CD NNPS,a,wild,5–4,metrostars,NA
babylm_sents,"Just prior to the war the total peacetime army consisted of a paltry 16,000 men.",2218103,"a paltry 16,000 men",DT JJ CD NNS,a,paltry,"16,000",men,NA
babylm_sents,"After a further 7 km, Sulzbach an der Murr is reached.",2223754,a further 7 km,DT JJ CD NNS,a,further,7,km,NA
babylm_sents,"In October 1719 Law's Company lent the French state 1.5 billion livres at 3% to pay off the national debt, a transaction funded by issuing a further 300,000 shares in the company.",2238888,"a further 300,000 shares",DT JJR CD NNS,a,further,"300,000",shares,NA
babylm_sents,"But  at the heart of that issue I you know that specific issue I think is a good example of the of of the problem which I see you facing is that I think it's more not so much about the noise but about  the fact that we have a relatively privileged few people who are enjoying going to these May Balls I mean and enjoying the end of their exams, staying up all night, and I wonder in fact if it's more a matter of sour grapes rather than environmental health.",2241175,a relatively privileged few people,DT RB JJ CD NNS,a,privileged,few,people,relatively
babylm_sents,"She has tyrannized over her , and yet she has always indulged her in a good many ways .",2246691,a good many ways,DT JJ CD NNS,a,good,many,ways,NA
babylm_sents,The show toured to an additional twenty venues across the United States and Canada.,2249565,an additional twenty venues,DT JJ CD NNS,an,additional,twenty,venues,NA
babylm_sents,"The No.508 bus service to Halifax is a further 5 minutes walk up Bradford Road, to near the junction with Old Road.",2254579,a further 5 minutes,DT JJR CD NNS,a,further,5,minutes,NA
babylm_sents,"39:41  But I agree, it would be great if there were a few more editing tools we could take advantage  of.",2259799,a few more editing tools,DT JJ CD NN NNS,a,few,more,editing & tools,NA
babylm_sents,"a good many more mice, and they were twice the size of those he had",2262733,a good many more mice,DT JJ JJ CD NNS,a,good & many,more,mice,NA
babylm_sents,"Their first collaboration ""The Netocrats"" was originally released in Swedish in 2000, became available in English in 2003, and has since been translated to a further 16 languages with total worldwide sales exceeding 340,000 copies.",2267678,a further 16 languages,DT JJ CD NNS,a,further,16,languages,NA
babylm_sents,"What you see is nothing... a few thousand stars visible to the naked eye, a mere fraction of 100 billion stars that make up our galaxy.",2270284,a few thousand stars,DT JJ CD NNS,a,few,thousand,stars,NA
babylm_sents,A great many toys are part of active play.,2278372,a great many toys,DT JJ CD NNS,A,great,many,toys,NA
babylm_sents,Oh I had an awful last couple of days.,2278535,an awful last couple of days,DT JJ JJ CD IN NNS,an,awful & last,couple,of & days,NA
babylm_sents,I 'll give an extra ten dollars every time you get your father to preach on hell .,2283575,an extra ten dollars,DT JJ CD NNS,an,extra,ten,dollars,NA
babylm_sents,"When the album was released, it was met with a small reception and sold ""only a few thousand copies"".",2283958,a few thousand copies,DT JJ CD NNS,a,few,thousand,copies,NA
babylm_sents,"Though most used medium format film, a few 35 mm TLRs were made, the very expensive Contaflex TLR being the most elaborate, with interchangeable lenses and removable backs.",2291538,a few 35 mm tlrs,DT JJ CD NN NNS,a,few,35,mm & tlrs,NA
babylm_sents,"From 1941 to 1945, almost 20,000 Soviet prisoners of war and a further 50,000 inmates died there.",2291804,"a further 50,000 inmates",DT JJ CD NNS,a,further,"50,000",inmates,NA
babylm_sents,A mere three pounds.,2293024,a mere three pounds,DT JJ CD NNS,A,mere,three,pounds,NA
babylm_sents,"Then he struck a few more blows, so that the hills and valleys round",2293206,a few more blows,DT JJ CD NNS,a,few,more,blows,NA
babylm_sents,"Phase two will use natural flood management techniques to help slow the flow, helping to protect a further 1,048 homes and 474 businesses.",2293560,"a further 1,048 homes",DT JJR CD NNS,a,further,"1,048",homes,NA
babylm_sents,"A further seven boats of the class were built in Norway in 1898–1901, at the Royal Norwegian Navy Shipyard at Karljohansvern in Horten.",2307348,a further seven boats,DT JJ CD NNS,A,further,seven,boats,NA
babylm_sents,"I'm sorry, I just thought maybe we could use a few more dancers.",2336972,a few more dancers,DT JJ CD NNS,a,few,more,dancers,NA
babylm_sents,"In its second week, the album dropped to number 24 on the chart, selling an additional 18,000 copies.",2339818,"an additional 18,000 copies",DT JJ CD NNS,an,additional,"18,000",copies,NA
babylm_sents,He preferred to set the vibraphone's oscillator to a low 3.3 revolutions per second (as opposed to Lionel Hampton's speed of 10 revolutions per second) for a more subtle tremolo.,2356142,a low 3.3 revolutions,DT JJ CD NNS,a,low,3.3,revolutions,NA
babylm_sents,"Usually three eggs are laid (sometimes just one or two); they hatch after 24–26 days, with the chicks fledging after a further 30–35 days.",2356895,a further 30–35 days,DT JJ CD NNS,a,further,30–35,days,NA
babylm_sents,A large-scale construction project was planned at the end of 2007 to build a further 55 apartment blocks in the Bedmen area.,2361388,a further 55 apartment blocks,DT JJ CD NN NNS,a,further,55,apartment & blocks,NA
babylm_sents,"For those reasons, there are a few hundred Americans and a thousand Filipinos in Yokosuka.",2376043,a few hundred americans,DT JJ CD NNPS,a,few,hundred,americans,NA
babylm_sents,"Manufacture industry barely surviving  thousands of job losses  a public service borrowing requirement at a staggering fifty billion pounds  Black Wednesday devaluation  government climb-downs, U-turns, defeats on Maastricht, the mines, education, railway privatization  V A T on heating bills.",2384118,a staggering fifty billion pounds,DT JJ CD CD NNS,a,staggering,fifty & billion,pounds,NA
babylm_sents,Feels to me like it would do an honest 160 miles an hour.,2390877,an honest 160 miles,DT JJ CD NNS,an,honest,160,miles,NA
babylm_sents,"I pay a straight five dollars for anything, a doctor visit or drugs",2391857,a straight five dollars,DT JJ CD NNS,a,straight,five,dollars,NA
babylm_sents,"However, certification for international operation is not seen as a priority, as the trains are restricted to domestic services for an initial 10 years under the terms of a grant from the EU Cohesion Fund which covered 22% of the project cost.",2395104,an initial 10 years,DT JJ CD NNS,an,initial,10,years,NA
babylm_sents,"German People's Republic"" as it had been termed for a brief two days,",2396100,a brief two days,DT JJ CD NNS,a,brief,two,days,NA
babylm_sents,"in front of the building, and a few more shots made the building ripe",2413288,a few more shots,DT JJ CD NNS,a,few,more,shots,NA
babylm_sents,"In contrast, Japan developed only a few hundred kokuji, Korea just a handful of rarely used gukja.",2419698,a few hundred kokuji,DT JJ CD NNS,a,few,hundred,kokuji,NA
babylm_sents,I have been beating myself up for a full four minutes!,2425830,a full four minutes,DT JJ CD NNS,a,full,four,minutes,NA
babylm_sents,"Doherty did not mention the track's name, but did say it was an extremely short three bars of music.",2428775,an extremely short three bars,DT RB JJ CD NNS,an,short,three,bars,extremely
babylm_sents,"That's, that's a long eight years, though.",2436308,a long eight years,DT JJ CD NNS,a,long,eight,years,NA
babylm_sents,He paid the bishop in gold and a great many hides of land to convince her but Etheldreda would not change her mind.,2440103,a great many hides,DT JJ CD NNS,a,great,many,hides,NA
babylm_sents,Another 51 countries have officially declared that they do not have a stockpile and a further three countries are scheduled to destroy theirs by the end of the year.,2458356,a further three countries,DT JJ CD NNS,a,further,three,countries,NA
babylm_sents,"Running towards the tuft of trees , he beheld the head and fiery eyes of an immense serpent or dragon , with the widest jaws that ever a dragon had , and a vast many rows of horribly sharp teeth .",2463027,a vast many rows,DT JJ CD NNS,a,vast,many,rows,NA
babylm_sents,"In 2019, after over 3 years of drought, an unseen five students qualified for ICDC in Orlando, Florida, including Edward Ho, who placed in the top 10 for his event and became Co-President of the club.",2481243,an unseen five students,DT JJ CD NNS,an,unseen,five,students,NA
babylm_sents,Dyakov made a further 24 league appearances in the 2008–09 season without scoring.,2496993,a further 24 league appearances,DT JJ CD NN NNS,a,further,24,league & appearances,NA
babylm_sents,"De Kort had a successful three years at with 5th at Driedaagse van West-Vlaanderen, 12th at the Eneco Tour and 4th at Ster Elektrotoer all in 2008, he stayed with the team in 2012, when it rebranded to and finished 3rd in Dwars Door Vlaanderen as well as 16th in the World Championships Road Race in Valkenburg, both in 2012.",2498115,a successful three years,DT JJ CD NNS,a,successful,three,years,NA
babylm_sents,Epping has since won a further two premierships in Division Two.,2505814,a further two premierships,DT JJ CD NNS,a,further,two,premierships,NA
babylm_sents,A great many more factors go into the making of a successful dramatic,2511271,a great many more factors,DT JJ JJ CD NNS,A,great & many,more,factors,NA
babylm_sents,"1898 saw the barracks expand to accommodate a further 1,000 men.",2521206,"a further 1,000 men",DT JJR CD NNS,a,further,"1,000",men,NA
babylm_sents,"Spanning his last three starts of June, he registered 24 consecutive scoreless innings, retired 52 consecutive batters without allowing a hit, struck out 33, and completed 26 of a possible 27 innings.",2526688,a possible 27 innings,DT JJ CD NNS,a,possible,27,innings,NA
babylm_sents,There have been a great many kinds of writs.,2530668,a great many kinds,DT JJ CD NNS,a,great,many,kinds,NA
babylm_sents,South Africa held onto Namibia's economic port of Walvis Bay for an additional 18 months until it was assured that SWAPO would respect the newly-founded constitution and the principle of a multi-party democracy.,2533880,an additional 18 months,DT JJ CD NNS,an,additional,18,months,NA
babylm_sents,"Beginning at their next race at Road Atlanta, the car defeated the factory Jaguar team by a mere four seconds.",2534553,a mere four seconds,DT JJ CD NNS,a,mere,four,seconds,NA
babylm_sents,"After all, the British series ran for only two seasons and had a mere seven episodes each season...So how is CBS going to stretch this into 22 episodes without stretching it too thin?...In many ways, ""Worst Week"" seems incapable of being made into an American version (there were previous attempts that failed), because not only does the title not make sense, but not having a payoff for all the freaky, not-so-karmic woes Sam endures will be frustrating to the viewing audience .",2539798,a mere seven episodes,DT JJ CD NNS,a,mere,seven,episodes,NA
babylm_sents,Ratification by an additional 27 states is now necessary for this amendment to be adopted.,2555577,an additional 27 states,DT JJ CD NNS,an,additional,27,states,NA
babylm_sents,"Now, since the number of states has increased, ratification by an additional 26 states would be needed for this amendment to be adopted.",2557958,an additional 26 states,DT JJ CD NNS,an,additional,26,states,NA
babylm_sents,He advanced to the North Bay Centennials of the Ontario Hockey League for the 1987–88 season and put up 33 points in 57 games to go along with a whopping 272 penalty minutes (PIM).,2565623,a whopping 272 penalty minutes,DT JJ CD NN NNS,a,whopping,272,penalty & minutes,NA
babylm_sents,"And it, they're likely to need something like a further twenty thousand pounds er, if they don't have sufficient funds to continue to  at the balance of this financial year.",2565754,a further twenty thousand pounds,DT JJ CD CD NNS,a,further,twenty & thousand,pounds,NA
babylm_sents,"5th Escort Group was reinforced on this occasion by an additional two destroyers, in view of the importance of the cargo, and met the convoy as it entered the Western Approaches.",2567209,an additional two destroyers,DT JJ CD NNS,an,additional,two,destroyers,NA
babylm_sents,"Last year was erm, an additional twenty thousand pounds at the last moment, chickenfeed for the big committees, that's the annoying thing, but what particularly annoys me, and I have to say this, I'll express it  is the knowledge that what can be a phenomenal deprivation to this Committee, goes very, very, very little towards solving the major problems that this county faces, it doesn't have a tremendous impact.",2572096,an additional twenty thousand pounds,DT JJ CD CD NNS,an,additional,twenty & thousand,pounds,NA
