sentence,label
"At Christian Music Zine, Anthony Peronto rated the album a perfect five stars, saying that ""the poetry will widen your perspective while Beautiful Eulogy’s original production will surely keep your ears from falling into habituation.""",1
"At Christian Music Zine, Anthony Peronto rated the album a perfect five stars, remarking that ""there is many a-pleasure to be had examining ""Crimson Cord"".""",1
"Chris Porter stepped up to convert the penalty and secure a crucial three points for his side, with the U's now two points from safety but with a game in hand over their relegation rivals.",1
"Even so, a further 360 people were baptised in Kaneyama, in Aizu.",1
An additional seven awards officially recognized by the PBA were also given annually by the PBA Press Corps during a season break.,1
"Defender and captain Lee Ashcroft made the most appearances, playing forty-four out of a possible 45 games.",1
"Caesarion, now Ptolemy XV, reigned for a mere eighteen days until he was executed on the orders of Octavian on 29 August 30 BC.",1
"Scullin was re-elected comprehensively, winning 40 out of a possible 45 votes.",1
"On November 13, Rhodes grabbed a personal best 30 rebounds against Körfuknattleiksfélag ÍA.",1
"After a disastrous premiere – the movie was almost universally panned by critics – an additional thirteen minutes were cut out, despite the protests of Peckinpah and producer Jerry Bresler.",1
"The team has won seven BSN Championships (1959, 2005, 2008, 2010, 2011, 2016 and 2018) and has had a total 16 finals appearances, being a runner-up 9 times (1932, 1946, 1948, 1961, 1966, 1992, 2007, 2012, 2014, 2015, 2017).",1
"An additional 3,400 commuters also participated in the exercise.",1
"In the 2005–2006 season, an additional eight strings were deployed, making IceCube the largest neutrino telescope in the world.",1
"The opposition thus would have needed to win a further three seats, on top of regaining Mulcahy's seat, to hold government in its own right.",1
"In 2003, he left Nardò for Vigor Lamezia, where he scored an impressive 24 goals in 32 matches.",1
Since then it has garnered an additional five awards.,1
"The first line of Turkish defenses was at Smith Plateau, where a few hundred men were stationed.",1
"In the years 1959 - 1964 was demolished and built, using original art, a new 150 meters on the other side of the road Augustów – Białystok.",1
"Warren Phillips taught science for 35 years for the Plymouth Public Schools in Plymouth, Massachusetts, and an additional 5 years at Silver Lake Schools in Kingston, MA.",1
"In the 1966 recording, the improvisation fades prematurely, but in a remastered version it continues for an additional nine seconds.",1
"The Laidley Valley Branch Railway was opened on 19 April 1911 and covering a mere 11 kilometres, the Laidley Valley Branch Railway was one of the shortest in Queensland, Australia.",1
"The hospital has 64 beds, and provides intensive ambulatory care for an additional 100 children and 18 adolescents.",1
"The crew numbered 10 officers and 315 enlisted men, plus an additional four officers and 19 enlisted men if serving as a flotilla flagship.",1
A further seven taxa first described by Parisi come from the Mediterranean and other regions.,1
He returned to the Fen Tigers in 2011 for a further two seasons before signing for the newly formed Coventry Storm in 2013.,1
"Yang Xu finished a further 33 points behind in third place, having taken four successive second place finishes at the end of the season.",1
Faritz played a further 15 games at the right side of defence as LionsXII finished league winners.,1
"In every case, the price included a four-speed manual transmission (brought in from Delahaye), but for an extra 1,500 francs customers could specify a ""Cotal Preselector transmission"".",1
"As on the 4-cylinder S4-DA, customers were able to choose between a classic 4-speed manual transmission and a “Cotal Preselector transmission"", but whereas S4 DA customers were expected to pay an extra 2,000 francs for the Cotal option, the Cotal transmission was now offered at no additional cost to S4 E buyers.",1
"Electricity was shut off for roughly 1,600 customers in parts Napa, Solano and Yolo counties as an additional 27,000 customers in Butte, Yuba, Nevada, El Dorado and Placer counties were cut off later that evening and into Sunday morning, June 9.",1
"The fire grew an additional 300 acres, totaling the morning of June 11.",1
The midfielder netted 24 times in 30 appearances and went on to retain the award for a further two seasons.,1
He retained the award the following year with a further 27 goals despite spending more time as a substitute than playing.,1
"After a further three years, in 1999, the family returned to Leeds.",1
"The Japanese garrison at Semarang numbered some 500 men, with an additional 300 men stationed in nearby Ambarawa.",1
McKellar scored a further four victories in a single mission on 9 September.,1
He achieved a further three victories 15 September.,1
"""TV Guide"" awarded it one out of a possible four stars, calling it",1
"In November, the ""Stab"" flight itself transferred to Tunisia, where Schieß continued his success, gaining a further 13 victories, including a B-17 four-engined bomber on 29 January 1943 (36th v.)",1
"In order to accommodate the larger crowd expected for the Rose Bowl, bleachers were brought in from the University of North Carolina at Chapel Hill's Kenan Stadium and North Carolina State University's Riddick Stadium to seat an additional 20,000 people.",1
"The park was enlarged by a further 36 hectares at that time, and two ornamental gardens (about 9000 square meters) created, which were then transformed into botanical gardens by Nicola Antonio Pedicino, the school's first botany professor.",1
"When it was home to the Drake Bulldogs (1957–1992), it had 11,411 with the capacity to add an additional 4,000 seats for concerts and an additional 7,500 bleacher seats for basketball games.",1
"Avdija moved back to Čelik in 2011, spending one season at the club where he made a further 21 appearances.",1
"Rabin said the film ""outstays its welcome by a good 20 minutes"" and called it ""extravagantly stupid"", but that the film's strengths were the ""photogenic locales, obscenely beautiful stars, a laid-back soundtrack"" and an unwillingness to take itself seriously.",1
"Although the race went on for an extra three laps, Setzer would hang on for his first win since he won Mansfield (also on fuel mileage) with the defunct Spears Motorsports.",1
"Its main facade faces Main Street, and is a symmetrical three bays wide, with the center bay projecting slightly and capped by a fully pedimented gable.",1
"Showing offensive potential, through Loko's second tier junior club, Loko juniors, Kovalenko was promoted to remain for the majority of the 2016–17 season in the MHL, producing a modest 14 points in 35 games.",1
"Fausto Masnada (Androni Giocattoli-Sidermec) beat Valerio Conti () to the line, beating the peloton by a full seven minutes.",1
"Over just a few days, Panzer Group Guderian captured a reported 150,000 prisoners.",1
"Nevertheless, in the following years, a further 4,830 Germans arrived at São Leopoldo, and then the colony started to develop, with the immigrants establishing the town of Novo Hamburgo (""New Hamburg"").",1
"Over the last several years, a few thousand Europeans and Latin Americans have settled in the country.",1
"The Taliban leaders who carried out the operation deny that Hezb-e-Islami Gulbuddin was involved, and claim that the ambush was prepared in a mere two hours by three Afghan Taliban units.",1
Arsenal ended the month with a 3–1 victory over visitors Aston Villa; midfielder Robert Pires scoring for the second successive league match and Henry adding a further two goals.,1
"It was the song that announced her comeback after leaving Sony Music and being signed to independent label Roxy Recordings, the song was released as a single the same week and after spending a massive 26 weeks on the Swedish Top 60 Singles Chart it was surely considered one of the smash-hits of Sweden the summer of 2008.",1
"A person who collected copyrighted works that would soon ""go out of copyright,"" intending to re-release them on copyright expiration, lost the use of his capital expenditures for an additional 20 years when the Bono Act passed.",1
"2589 provides a very generous windfall to the entertainment industry by extending the term of copyright for an additional 20 years.""",1
"By April 2016, it was announced that a minimum 40 trams of the new model M33 had been ordered from Bombardier Transportation Sweden AB/Vossloh Kiepe GmbH for delivery by year 2019.",1
He managed to play an additional 11 games with the Detroit Pistons the following season before retiring for good in January 1993.,1
"The Central Library is its main reference center, with an additional 58 branches in as many neighborhoods.",1
"Weber continued teaching privately until June 2005, at which point he was a robust 92 years old.",1
"The death of Ua Flaithbheartaigh indicates that an attempt may have been made on Gallimhe, but O Brian would have to wait a full four years before he reached this objective.",1
In November he extended his current contract by a further two years until 2015 with the option of another year.,1
"A further 9 members were elected from cross-voting (from 1972 referred to as ""National"") constituencies – seats allocated ethnically (3 for each ethnic constituency) but elected by universal suffrage.",1
The Polynesia Company settlers were joined by a further several thousand planters throughout the 1860s and 1870s.,1
"In January 2011, he pleaded guilty to the charges in a New York courthouse, facing a possible ten years in prison.",1
"Led by Dixon, Sioux Falls scored an astounding 1022 points on the 2011 regular season, with 70 or more points in 10 games and opening with a 105-71 win over the Kent Predators in Kent, Washington.",1
"Monitoring requirements must be met at landfills during their operation, and for an additional 30 years after.",1
"was nominated for an additional three awards, winning two, for a total of eight wins.",1
"He made his comeback for Chelsea in a 1–0 victory over Norwich City in March and made a further six appearances that season, scoring his first Chelsea goal with a header in the 3–1 defeat to Aston Villa in April.",1
"On July 1, 2019 Transdev commenced a five year contract to operate the network with an option to extend for a further 10 years.",1
"When he left, he had scored an unmatched 334 goals in 410 matches, and he is still the club's best goalscorer of all time.",1
"He acknowledged the ""tacky entertainment"" but wrote that ""it's crushing to realise that this is the show that gave us the masterly ""An Unearthly Child"" a mere two years before.",1
"In 1986, Eriksson returned to Djurgården and played an additional eight seasons.",1
"Despite President John F. Kennedy's work on his behalf, Dilworth lost the fall general election by a half million votes to progressive Republican Congressman Bill Scranton, in what scholars considered ""one of the bitterest [campaigns] in Pennsylvania history.""",1
"A third ""frantic"" campaign in November 1942 raised a further 1,700 men.",1
"The first season comprised a regular 26 episodes, but season two was left one episode short.",1
"Neopaganism expert Victor Schnirelmann estimated the following of Armenian neopaganism to be ""no more than a few hundred people"".",1
"He netted his first goal in the competition twenty days later in a 2–2 home draw with RCD Español, but only added another until the end of the campaign and his team was eventually relegated back; during his tenure with Celta, he experienced a further two promotions and relegations.",1
The Roche remained in the family for an additional 120 years until James Rede sold it to Sir John Perrot in 1572.,1
They scored a total of 810 goals and allowed a total of 702 goals and notched 87 total standings points out of a possible 156 points.,1
"By using reflective-type LCD, the power consumption was kept to a minimal 1.6 watts.",1
"In 1873 he set off to travel around the world with a friend named William Henry Rawson, and in two years they crossed some 35,000 miles of ocean, while spending a further six months on land.",1
"A further three years later, Kramer is spending his time writing books and speaking at various inconsequential functions, while Douglas is finishing his own book and going through a divorce.",1
"Moltzen lasted just 3 games at halfback, averaging a lowly 35 metres per game in attack and making 5 errors.",1
He remained at the club for a further two seasons without appearing in first grade.,1
"In 2013, Ofcom extended the station's licence by a further five years.",1
"He did not play for two seasons, then played a final eight games for the Brandon Wheat Kings senior ice hockey team in the 1954–55 season to finish his playing career.",1
"To remedy this, clubs will play an extra 8 games (4 home, 4 away) against teams within geographically related groups.",1
"Johor Darul Ta'zim became the Malaysian Super League champions, narrowly overtaking Amri's former club Selangor by a mere 3 points on the last day of the league.",1
"During the twelve Nazi years he was involved in active resistance, spending approximately three years in prison and a further seven years as a political refugee in London.",1
"A few hundred kilometres west of Uluru they discovered a tree with inscriptions and directions, left by Lasseter, to a river and cave.",1
"He worked on Cuthero station, and while mustering cattle discovered the Hide family, whose five children had died of exposure and dehydration just a few hundred metres from the river.",1
This topped off a successful two days for Kumin after another of his horses; Monomoy Girl won the Kentucky Oaks the same weekend.,1
"In addition to its translation platform, the company works with a few thousand translators to provide translation services, in addition to its in-house staff of about 160.",1
"In opposition, Plaintiffs filed a motion on December 8, noting that preparations for accession of transgender candidates were largely complete by July 1, 2017, and an additional six months had been added.",1
"She went on to study at the Liberty University in Lynchburg, Virginia, earning a degree in government and history and then returned to Grand Turk to teach forth grade for an additional two years.",1
A further 468 men were either wounded or taken prisoner.,1
"Buckley would make only three league appearances, all from the substitutes bench, during the 2002–03 season with a further three appearances in cup competitions.",1
"It subsequently slipped a further 24 hours after the landing of on Mission STS-131 was delayed, as the Eastern Range could not have been reconfigured quickly enough to accommodate both events on the same day.",1
The motorway designation continues for a further 600 metres before continuing through the suburb of East Taieri.,1
"The group was about 750 Jews that were armed, but also it was a few thousand people who didn’t have weapons but resisted the Nazis and tried everything in their power to escape.",1
"The quarter-final included Nigeria, where after a scoreless 90 minutes the game was to be decided in extra time.",1
"An additional 755 Category 1 MaxxPros were ordered on July 20, 2007, also for delivery by February 2008, and a third order for a further 1,000 vehicles was announced on October 18, 2007.",1
"On July 18, 2011 Navistar Defense received a delivery order for an additional 140 MRV's with rocket-propelled grenade (RPG) nets from the U.S. Marine Corps Systems Command.",1
"He also played a full 90 minutes in second match against current world champions Spain, with Chile getting a historic 2–0 win.",1
Each member of the 24th Massachusetts was equipped with an additional two shovels to immediately rebuild the rifle pits once taken.,1
"The box-office sales indicated that Chevalier, who was also appearing in America, was more popular with American audiences than Elen and so he returned to the UK and performed for a further seven years as a top attraction in music halls across London, before his retirement.",1
"She said, ""I have had a fantastic ten years at Icknield Walk, and there are lots of people to thank for that – parents, staff, governors, PTA committees and most of all the children.",1
"Part of the property was sold, and with an additional 6000 scudi donated by Gio.",1
"Over the next two seasons Whibley made a further 59 appearances scoring 10 goals but towards the end of the 1922–23 season was no longer first choice outside-left and in May 1923, returned to Sittingbourne.",1
"He was promoted to the main squad in 1982, and was also in charge of the club for a further two spells, aside from a year at neighbouring CD Leganés.",1
The next year saw Edwards revert to the journeyman type with four fights resulting in a further two defeats against one draw and one win against Neil Read.,1
"""Da Cuo Cue"" () (2005) is a popular 22 episodes TV series produced in Mainland China rewriting the film plot starring Li Xuejian () and Li Lin ().",1
"Jacobus began working for the Times in January 2006; a mere eight months later, she became president and chief operating officer of the Times Regional Media Group.",1
An estimated 140 people were killed in fighting between the PWG and government forces throughout the year.,1
"The entire region was low-lying, and only a few million years (Ma) before ""Eremopezus"" inhabited these lands—and when sea levels were higher—submerged under the ocean.",1
"An additional 2,776 people were injured, along with 21,310 houses either destroyed or too damaged to repair.",1
Phase II of the Greenway was completed in March 2015 and extends an additional 0.7 miles to the Joseph McDowell House on US Highway 70 West and beyond.,1
"Overall, ""No Good Advice"" was inside the top forty for six weeks; it spent an additional eight weeks in the top 75, selling over 105,000 copies.",1
"Overall, Cox spent five years with the Dolphins playing both outside and middle linebacker, starting 75 out of a possible 78 games.",1
It consists of 126 multiple-choice questions and the test is scored out of a possible 164 points.,1
"Since 1928, the GOP had lost 178 House seats, 40 Senate seats and 19 governorships, though it retained a mere 89 seats in the House and 16 in the Senate.",1
"Even in Minnesota, Mondale won by a mere 3,761 votes, meaning Reagan came within less than 3,800 votes of winning in all fifty states.",1
"When evacuees from New Orleans resettled temporarily in the New York City area, MetroNation hosted them at a MetroStars match on September 17, 2005 – a wild 5–4 MetroStars victory over New England Revolution.",1
"Just prior to the war the total peacetime army consisted of a paltry 16,000 men.",1
"In October 1719 Law's Company lent the French state 1.5 billion livres at 3% to pay off the national debt, a transaction funded by issuing a further 300,000 shares in the company.",1
The show toured to an additional twenty venues across the United States and Canada.,1
"The No.508 bus service to Halifax is a further 5 minutes walk up Bradford Road, to near the junction with Old Road.",1
"Their first collaboration ""The Netocrats"" was originally released in Swedish in 2000, became available in English in 2003, and has since been translated to a further 16 languages with total worldwide sales exceeding 340,000 copies.",1
"From 1941 to 1945, almost 20,000 Soviet prisoners of war and a further 50,000 inmates died there.",1
"Phase two will use natural flood management techniques to help slow the flow, helping to protect a further 1,048 homes and 474 businesses.",1
"A further seven boats of the class were built in Norway in 1898–1901, at the Royal Norwegian Navy Shipyard at Karljohansvern in Horten.",1
"In its second week, the album dropped to number 24 on the chart, selling an additional 18,000 copies.",1
He preferred to set the vibraphone's oscillator to a low 3.3 revolutions per second (as opposed to Lionel Hampton's speed of 10 revolutions per second) for a more subtle tremolo.,1
"Usually three eggs are laid (sometimes just one or two); they hatch after 24–26 days, with the chicks fledging after a further 30–35 days.",1
"For those reasons, there are a few hundred Americans and a thousand Filipinos in Yokosuka.",1
"However, certification for international operation is not seen as a priority, as the trains are restricted to domestic services for an initial 10 years under the terms of a grant from the EU Cohesion Fund which covered 22% of the project cost.",1
"Doherty did not mention the track's name, but did say it was an extremely short three bars of music.",1
Another 51 countries have officially declared that they do not have a stockpile and a further three countries are scheduled to destroy theirs by the end of the year.,1
"In 2011, he returned to coach Southport (now in the North East Australian Football League) for a third time, where he was senior coach for a further three years.",1
"In 2019, after over 3 years of drought, an unseen five students qualified for ICDC in Orlando, Florida, including Edward Ho, who placed in the top 10 for his event and became Co-President of the club.",1
"De Kort had a successful three years at with 5th at Driedaagse van West-Vlaanderen, 12th at the Eneco Tour and 4th at Ster Elektrotoer all in 2008, he stayed with the team in 2012, when it rebranded to and finished 3rd in Dwars Door Vlaanderen as well as 16th in the World Championships Road Race in Valkenburg, both in 2012.",1
"The Shropshire Union Canal and the A51 (Nantwich Road) run for a few hundred metres across the south-west corner of the civil parish, near Calveley village.",1
Epping has since won a further two premierships in Division Two.,1
"1898 saw the barracks expand to accommodate a further 1,000 men.",1
"Spanning his last three starts of June, he registered 24 consecutive scoreless innings, retired 52 consecutive batters without allowing a hit, struck out 33, and completed 26 of a possible 27 innings.",1
South Africa held onto Namibia's economic port of Walvis Bay for an additional 18 months until it was assured that SWAPO would respect the newly-founded constitution and the principle of a multi-party democracy.,1
"An estimated 10,000 people attended the funeral of Srđan Simić, the Serb soldier who was killed.",1
"Beginning at their next race at Road Atlanta, the car defeated the factory Jaguar team by a mere four seconds.",1
"After all, the British series ran for only two seasons and had a mere seven episodes each season...So how is CBS going to stretch this into 22 episodes without stretching it too thin?...In many ways, ""Worst Week"" seems incapable of being made into an American version (there were previous attempts that failed), because not only does the title not make sense, but not having a payoff for all the freaky, not-so-karmic woes Sam endures will be frustrating to the viewing audience .",1
"5th Escort Group was reinforced on this occasion by an additional two destroyers, in view of the importance of the cargo, and met the convoy as it entered the Western Approaches.",1
"On 18 December 1944, she was renamed ""Tacloban"", after a town on the island of Leyte, where American forces had landed a scant two months earlier, freeing the name ""Tulsa"" to be used for the planned USS ""Tulsa"" (CA-129).",1
"During the 1990s, Nightcliff played in seven Grand Finals, winning a further three premierships.",1
"The train operates in two parts, where 11 carriages depart Hong Kong (travelling under number T97B from Beijing and T98B from Hong Kong) with an additional 8 carriages added at Guangzhou East railway station (using number Z97A/Z98A), totalling 19 carriages.",1
"There were also a further 1,338 people who stated their birthplace as 'South or Central America' (note that not all South American countries are ""Latin"").",1
The company produced a number of releases that received significant critical acclaim but sold only a few hundred copies.,1
"He made a further 13 appearances in 1999 and finished the year with the second most hit outs at Adelaide, behind David Pittman, but would be delisted.",1
"Later, another brotherhood, the ""Confraria of São Francisco Xavier"" was established in 1632, and joined with the brotherhood of ""Nossa Senhora da Anunciada"" (becoming the patron saint of the municipality) and supported by an annual 5$000 réis festival.",1
"The north wing, which faces along the Esplanade, curves almost a full 90 degrees, while the south wing is shorter, curving roughly 45 degrees.",1
"The advertised price at launch was 2870 Marks, but customers had the option of paying an extra 22 Marks for a shatterproof windscreen.",1
It possesses a small roof comb that is decorated with a further ten masks.,1
The bridge was assembled in a quick 10 days.,1
"Sheriff's Star, who went on to win both the Coronation Cup and Grand Prix de Saint-Cloud later that summer, was beaten a further six lengths in fourth.",1
"Wright's season highlights included a six-tackle performance in the opener against Montana State, two sacks against Baylor and a personal best three sacks against rival Colorado State.",1
"Upon Connie's death on August 27, 2013, Sullivan tweeted: ""RIP Connie [...] It was a great two years!",1
Minica (Mɨnɨka) Huitoto is one of three indigenous American Huitoto languages of the Witotoan family spoken by a few thousand speakers in western South America.,1
"In 2006, the album was re-released in 2006 with a run of an additional 2000 copies with, just like before, the first 1000 numbered by Casey Chaos in his blood.",1
"Although a four-match defeated run away from home followed, a further two goals from Altidore marked Toronto's second victory of the season in a 2–0 win at Orlando City.",1
An annual 7 days festival begins on 14 April every year.,1
"Queensland identified an initial 19 rivers to be protected as wild rivers and, in September 2005, opted to enact ""Australia’s first comprehensive and stand alone legislation to identify, protect and preserve that State’s remaining wild rivers"".",1
"A repeat order was placed in 1916 with deliveries of 963-982, and work had started on a further 20 engines when pressures of World War I led to the firm abandoning the remainder of the D contract extensions.",1
"A full 20 engines (including the newest of the fleet, D 1052) were scrapped in 1929 as newer K and N class locomotives took over branch line goods services and Petrol Electric Rail Motors started to replace mixed trains and locomotive-hauled branch line passenger services.",1
A few hundred metres away from the church you can find the local history museum which has also played an important role in Dietenhofen’s history.,1
"The base continued to grow through the 1970s, the Marrington area, an additional 2,894 acres located between Red Bank Road and Foster Creek, was added to the Station.",1
"A resident of the Bay noted the persistent appearance of a ""shiny slick"" emanating from Seabright extending to the ""reef-line a few hundred yards off"".",1
"This replaced the Executive Committee, which was established following a contentious AGM for the 1972 season in which an exclusive leading division of 12 clubs was set up (with the mirror-image 2nd XI section) that stayed in existence for an overall 27 seasons at the top of the county structure.",1
"As the first base to deploy Minuteman II missiles, Grand Forks hosted ""Project Long Life II,"" a unique reliability test in which modified Minuteman missiles were fueled to travel a few hundred yards.",1
"On the day of the landfall, an approximate 25,000 homes in southern England were without electricity after electricity pylons were damaged by the storm.",1
Post graduate training is available in all 4 universities and lasts an additional 4–6 years.,1
A dentist may go on for further training in a dental specialty which requires an additional 1 to 7 years of post-doctoral training.,1
"The attack continued for a further two days in the town; however, casualties were light on both sides.",1
And during a certain fatal three days when the,1
"position revealed a full ten inches of the startling hose; and, since",1
"A good thirty yards separated the two, and the",1
twisted ahead for a scant three yards and Brimfield cheered.,1
full-back broke through past Innes and Blaisdell for a full six yards,1
several hours ahead may be seen only a few hundred yards distant across,1
"Major Hunt, Wargrave learned, lived in a bungalow a few hundred yards",1
Grecian tailor who was a few thousand years ahead of the styles.,1
"After due payment we proceeded on a few hundred yards, and pitched camp",1
pounded off at a good fifteen miles an hour along the Cassel road.,1
"earliest times up to only a few hundred years ago, we will find a race",1
"Our worthy ""first"" remained silent for a good ten minutes after I had",1
"position, which yielded a scant four yards, Elliston got away around",1
a half-hour for supper and he still had a good ten minutes' leeway:,1
through the entrance of Havana harbor and in another scant two miles,1
"The temperature inside was a constant 5 degrees Celsius, kept just",1
was it a few hundred years ago?,1
a few thousand francs is nothing to what will follow--what _must_,1
For want of a few thousand francs I must lose my chance of the fortune,1
"German People's Republic"" as it had been termed for a brief two days,",1
"£5000, or, failing payment thereof, to a further three years.",1
"""It'll take 'em a good five minutes to round up and get back here within",1
ports of South America by a good 5000 miles.,1
"He was now, perhaps, a long hundred yards",1
and a few hundred pounds in your pocket?,1
"of water and a further twenty feet of sand and gravel, to the solid",1
"From this point it is a long four miles into Looe, and I can",1
"after a vigorous six months' siege, and when hunger, rather than any",1
The boy’s inheritance was limited to a few thousand dollars of life,1
"burros, with an extra hundred pounds on Saturday night.",1
vitality absorbed during a magical two minutes in Wedgwood Street.,1
"groom at her head, had fretted herself a good ten feet away.",1
John said a good hundred miles.,1
"bachelor for a good ten years more.""",1
A long two miles separated the Glen station from the forge; a good half,1
"“It’s only a few hundred yards, and if those who only pass under the",1
All this splendid work had occupied but a brief ten days.,1
"And sleep in the tomb for a full three days dead,",1
has only given us a bare four miles.',1
"about 130 miles to cover to their next depôt, a full three weeks'",1
The enemy were only a few hundred yards,1
The first message was sent across the ocean a few hundred years ago,1
"a few hundred wasps hard at work eating and drinking; then, on the tent",1
Better fifty minutes' racing than a dawdling five hours' ride.,1
"On the cricket pitch, a bare hundred yards away from the river bank, is",1
"A short two miles to the north of Tisbury, in a lovely district of",1
"trackway, and brings us in a short four miles to Burghclere, where",1
neighbouring Walbury Hill Camp of an additional five feet by these,1
He sweated there in the glass cage for a long ten minutes before he had,1
He lives at the far end of the parish--a good seven miles,1
again after a jolly six weeks.,1
Therefore they had at least a clear five days of peace before them.,1
"But when they got within a few hundred yards of the island,",1
Suddenly there shot into them a cross-fire at a few hundred yards.,1
a few hundred yards away had been hit.,1
"squeezed in cheek by jowl, within a few hundred yards of the two",1
"An extra 50,000 men in the shape of a new army corps is one thing.",1
"it, but as he saw her now, a scant two weeks after the incident of the",1
"them, even if it takes them an extra ten minutes at the close of the",1
that means; it'll mean I got a few thousand acres of land more to,1
donned a few hundred dollars’ worth of clothes and joined the Easter,1
"cool a few hundred yards up from the surface of the planet, and dankly",1
"They shot the space ship toward it, and halted a few hundred miles",1
"A scant five yards ahead of the snapping jaws, Brand reached his goal,",1
hills that rise a few hundred feet above the sea level.,1
home of your poor relations a paltry two days' journey beyond the,1
"Burl sped on for a few hundred yards, and stopped.",1
they made a good fifty miles.,1
"projected, a full eight feet of head and giant body thrust out of the",1
"Then he told me that he had saved up a few hundred dollars, and wanted",1
vacation--a happy two weeks that was soon gone.,1
"Taking the good with the bad, he was doing a fair five miles an hour.",1
"a friendly notary a few thousand livres on the Duplessis inheritance,",1
started to-gether on a little two days' trip into the country.,1
"We turned aside for a few hundred yards, and, on a plain as flat as a",1
that had covered an illusory four years of his life?,1
"Basil rode in silence for a full two minutes, then began again, stiffly:",1
"“Young man,” Toombs answered, “a good many million dollars depend upon",1
that they were passing within a few hundred yards of the headquarters of,1
He still had a few thousand dollars’ worth of Steel Preferred,1
"“Very well, then, I have come a good many hundred miles to put it to",1
to pay a extry five dollars fer the cookin' gear and stove.,1
“He’s had a whole two months,1
alright i'm gonna take a quick two minutes be right back .,1
and we're gonna try and get you a good forty minutes half an hour .,1
four women put on a long four women put on long black dresses and one wears a black jumper over a black shirt .,1
a lousy ten cents .,1
"On November 12, 2014, the Central Bank of Nigeria issued a special 100 naira note to celebrate the 100 years of Nigeria's existence.",1
"Under the 1939 White Paper, Jews could only send a further 75,000 immigrants over 5 years and the goal of giving over Israel to Palestine.",1
"Before the rally, Sanders spoke to an additional 3,000 supporters outside who could not get into the arena.",1
"Currently, ratification by an additional ten states would be necessary for this amendment to become law.",1
"The distance between Chinatown and the next station, Clarke Quay, is the shortest distance between two MRT stations in Singapore, a mere 360 metres.",1
"The distance between Clarke Quay and the previous station, Chinatown, is the shortest distance between two MRT stations in Singapore, a mere 360 metres.",1
The Tamu Massif was formed about 145 million years ago during the late Jurassic to early Cretaceous period over a relatively short period of time (a few million years) and then became extinct.,1
"""Five Nights at Freddy’s"" is installed an estimated 4,694 times per day, earning a daily revenue of $12,879.",1
The video in the tweet was then taken down by the creator of the video a mere 2 days later.,1
"An open star cluster, also known as galactic cluster, is a group of a few hundred or thousand stars.",1
"Open clusters generally survive for a few hundred million years, with the most massive ones surviving for a few billion years.",1
"Middle Egyptian was spoken from about 2000 BC for a further 700 years when Late Egyptian made its appearance; Middle Egyptian survived until the first few centuries AD as a written language, similar to the use of Latin during the Middle Ages and that of Classical Arabic today.",1
Multiple swimming competitions were held including an international 60 metres freestyle and an international relay race.,1
He then successfully lobbied Parliament to extend Watt's patent for an additional 17 years.,1
"The original airing consisted of a total 98 episodes and were broadcast from April 3, 1971 to February 10, 1973 on MBS and NET (now TV Asahi).",1
"It is the flattest of the U.S. physiographic divisions and is over 2,200 miles (3,500 km) in length from Cape Cod to the Mexican border and goes south an additional 1,000 miles (1,600 km) to the Yucatán Peninsula.",1
"A few hundred people came to protest at Ludgate Circus, with other protesters scattered along the route.",1
"Once the voltage across the device reaches the threshold, there is a breakdown of the electrical structure in the vicinity of the grain boundaries, which results in its electrical resistance dropping from several megohms down to a few hundred ohms.",1
He played a combined ten seasons in the National Hockey League.,1
He played a combined 14 seasons in the National Hockey League all with the Colorado Avalanche.,1
"""A Little Less Sixteen Candles, a Little More ""Touch Me""""",1
"In that season, he made an impressive 30 appearances and scored 5 goals.",1
"It aired on TV Asahi from February 5, 1983, to January 28, 1984, with a total 51 episodes.",1
The neighboring village Feilitzsch is only a few hundred meters away from Trogen.,1
"""These days I walk a few hundred meters form my house to the university and back, and I never walk alone"" she says.",1
The election victory of Juntos por el Cambio meant a tough final two years in office for President Alberto Fernández.,1
The new bridge was a few hundred metres south of the old bridge at the .,1
"At the 1964 event in Tel Aviv, he scored a combined 15 points out of 18, earning him the individual board one gold medal.",1
"He tells her she is in part of ""the Good Place,"" a neighborhood with a few hundred people who all lived good lives.",1
Allen &amp; Overy de-equitised a further 35 partners.,1
"An estimated 343,000 people were directly affected by the storm.",1
Yigal Amir was convicted and sentenced to life imprisonment for Rabin's murder and an additional six years for injuring Yoram Rubin.,1
Only a few hundred people are left who speak the language.,1
"After ten seasons with the Orix BlueWave of Nippon Professional Baseball, he played eight years in Major League Baseball with the St. Louis Cardinals, Philadelphia Phillies and Chicago Cubs, followed by a final two years in Japan with the Orix Buffaloes.",1
"However, with three candidates from Charlotte in the race splitting that region's vote; Adams won both primaries with approximately 44 percent of the vote, a few thousand votes over the 40 percent threshold needed to avoid a runoff.",1
Only a few thousand blacks enlisted before the war ended.,1
Firefighters were expecting to continue tackling the blaze for at least a further 24 hours.,1
"He killed five students and injuring an additional 17 people, before shooting himself.",1
"Researchers try to cultivate these plants to increase the oxygen content of the Martian atmosphere, so that in a few hundred years, people can live without spacesuits.",1
"Only a few thousand systems using the 1st Itanium processor, ""Merced"", were sold, because of poorer performance, high cost and less Itanium-made software.",1
"It is a rise about long and a few hundred feet tall, with summit elevation of .",1
He put an amazing 82 years into the preaching of the gospel of Jesus Christ.,1
"Although long only a few hundred meters, can be very rich in watercourses, especially in springs.",1
