,idx,source,sentence,construction,pattern,DT,ADJ,NUMERAL,NOUN
3871,3872,mahowald,Someone saw three surprising a marbles.,three surprising a marbles,DT JJ CD NNS,a,surprising,three,marbles
3872,3873,mahowald,Someone saw three surprising a pencils.,three surprising a pencils,DT JJ CD NNS,a,surprising,three,pencils
3873,3874,mahowald,Someone saw three surprising a belts.,three surprising a belts,DT JJ CD NNS,a,surprising,three,belts
3874,3875,mahowald,Someone saw three surprising a forks.,three surprising a forks,DT JJ CD NNS,a,surprising,three,forks
3875,3876,mahowald,Someone saw three surprising a chairs.,three surprising a chairs,DT JJ CD NNS,a,surprising,three,chairs
3876,3877,mahowald,Someone saw three surprising a cans.,three surprising a cans,DT JJ CD NNS,a,surprising,three,cans
3877,3878,mahowald,Someone saw three surprising a bananas.,three surprising a bananas,DT JJ CD NNS,a,surprising,three,bananas
3878,3879,mahowald,Someone saw three surprising an apples.,three surprising an apples,DT JJ CD NNS,a,surprising,three,apples
3879,3880,mahowald,Someone saw three surprising a trays.,three surprising a trays,DT JJ CD NNS,a,surprising,three,trays
3880,3881,mahowald,Someone saw five surprising a desks.,five surprising a desks,DT JJ CD NNS,a,surprising,five,desks
3881,3882,mahowald,Someone saw five surprising a marbles.,five surprising a marbles,DT JJ CD NNS,a,surprising,five,marbles
3882,3883,mahowald,Someone saw five surprising a pencils.,five surprising a pencils,DT JJ CD NNS,a,surprising,five,pencils
3883,3884,mahowald,Someone saw five surprising a belts.,five surprising a belts,DT JJ CD NNS,a,surprising,five,belts
3884,3885,mahowald,Someone saw five surprising a forks.,five surprising a forks,DT JJ CD NNS,a,surprising,five,forks
3885,3886,mahowald,Someone saw five surprising a chairs.,five surprising a chairs,DT JJ CD NNS,a,surprising,five,chairs
3886,3887,mahowald,Someone saw five surprising a cans.,five surprising a cans,DT JJ CD NNS,a,surprising,five,cans
3887,3888,mahowald,Someone saw five surprising a bananas.,five surprising a bananas,DT JJ CD NNS,a,surprising,five,bananas
3888,3889,mahowald,Someone saw five surprising an apples.,five surprising an apples,DT JJ CD NNS,a,surprising,five,apples
3889,3890,mahowald,Someone saw five surprising a trays.,five surprising a trays,DT JJ CD NNS,a,surprising,five,trays
3890,3891,mahowald,Someone saw twenty surprising a desks.,twenty surprising a desks,DT JJ CD NNS,a,surprising,twenty,desks
3891,3892,mahowald,Someone saw twenty surprising a marbles.,twenty surprising a marbles,DT JJ CD NNS,a,surprising,twenty,marbles
3892,3893,mahowald,Someone saw twenty surprising a pencils.,twenty surprising a pencils,DT JJ CD NNS,a,surprising,twenty,pencils
3893,3894,mahowald,Someone saw twenty surprising a belts.,twenty surprising a belts,DT JJ CD NNS,a,surprising,twenty,belts
3894,3895,mahowald,Someone saw twenty surprising a forks.,twenty surprising a forks,DT JJ CD NNS,a,surprising,twenty,forks
3895,3896,mahowald,Someone saw twenty surprising a chairs.,twenty surprising a chairs,DT JJ CD NNS,a,surprising,twenty,chairs
3896,3897,mahowald,Someone saw twenty surprising a cans.,twenty surprising a cans,DT JJ CD NNS,a,surprising,twenty,cans
3897,3898,mahowald,Someone saw twenty surprising a bananas.,twenty surprising a bananas,DT JJ CD NNS,a,surprising,twenty,bananas
3898,3899,mahowald,Someone saw twenty surprising an apples.,twenty surprising an apples,DT JJ CD NNS,a,surprising,twenty,apples
3899,3900,mahowald,Someone saw twenty surprising a trays.,twenty surprising a trays,DT JJ CD NNS,a,surprising,twenty,trays
3900,3901,mahowald,Someone saw three devastating a desks.,three devastating a desks,DT JJ CD NNS,a,devastating,three,desks
3901,3902,mahowald,Someone saw three devastating a marbles.,three devastating a marbles,DT JJ CD NNS,a,devastating,three,marbles
3902,3903,mahowald,Someone saw three devastating a pencils.,three devastating a pencils,DT JJ CD NNS,a,devastating,three,pencils
3903,3904,mahowald,Someone saw three devastating a belts.,three devastating a belts,DT JJ CD NNS,a,devastating,three,belts
3904,3905,mahowald,Someone saw three devastating a forks.,three devastating a forks,DT JJ CD NNS,a,devastating,three,forks
3905,3906,mahowald,Someone saw three devastating a chairs.,three devastating a chairs,DT JJ CD NNS,a,devastating,three,chairs
3906,3907,mahowald,Someone saw three devastating a cans.,three devastating a cans,DT JJ CD NNS,a,devastating,three,cans
3907,3908,mahowald,Someone saw three devastating a bananas.,three devastating a bananas,DT JJ CD NNS,a,devastating,three,bananas
3908,3909,mahowald,Someone saw three devastating an apples.,three devastating an apples,DT JJ CD NNS,a,devastating,three,apples
3909,3910,mahowald,Someone saw three devastating a trays.,three devastating a trays,DT JJ CD NNS,a,devastating,three,trays
3910,3911,mahowald,Someone saw five devastating a desks.,five devastating a desks,DT JJ CD NNS,a,devastating,five,desks
3911,3912,mahowald,Someone saw five devastating a marbles.,five devastating a marbles,DT JJ CD NNS,a,devastating,five,marbles
3912,3913,mahowald,Someone saw five devastating a pencils.,five devastating a pencils,DT JJ CD NNS,a,devastating,five,pencils
3913,3914,mahowald,Someone saw five devastating a belts.,five devastating a belts,DT JJ CD NNS,a,devastating,five,belts
3914,3915,mahowald,Someone saw five devastating a forks.,five devastating a forks,DT JJ CD NNS,a,devastating,five,forks
3915,3916,mahowald,Someone saw five devastating a chairs.,five devastating a chairs,DT JJ CD NNS,a,devastating,five,chairs
3916,3917,mahowald,Someone saw five devastating a cans.,five devastating a cans,DT JJ CD NNS,a,devastating,five,cans
3917,3918,mahowald,Someone saw five devastating a bananas.,five devastating a bananas,DT JJ CD NNS,a,devastating,five,bananas
3918,3919,mahowald,Someone saw five devastating an apples.,five devastating an apples,DT JJ CD NNS,a,devastating,five,apples
3919,3920,mahowald,Someone saw five devastating a trays.,five devastating a trays,DT JJ CD NNS,a,devastating,five,trays
3920,3921,mahowald,Someone saw twenty devastating a desks.,twenty devastating a desks,DT JJ CD NNS,a,devastating,twenty,desks
3921,3922,mahowald,Someone saw twenty devastating a marbles.,twenty devastating a marbles,DT JJ CD NNS,a,devastating,twenty,marbles
3922,3923,mahowald,Someone saw twenty devastating a pencils.,twenty devastating a pencils,DT JJ CD NNS,a,devastating,twenty,pencils
3923,3924,mahowald,Someone saw twenty devastating a belts.,twenty devastating a belts,DT JJ CD NNS,a,devastating,twenty,belts
3924,3925,mahowald,Someone saw twenty devastating a forks.,twenty devastating a forks,DT JJ CD NNS,a,devastating,twenty,forks
3925,3926,mahowald,Someone saw twenty devastating a chairs.,twenty devastating a chairs,DT JJ CD NNS,a,devastating,twenty,chairs
3926,3927,mahowald,Someone saw twenty devastating a cans.,twenty devastating a cans,DT JJ CD NNS,a,devastating,twenty,cans
3927,3928,mahowald,Someone saw twenty devastating a bananas.,twenty devastating a bananas,DT JJ CD NNS,a,devastating,twenty,bananas
3928,3929,mahowald,Someone saw twenty devastating an apples.,twenty devastating an apples,DT JJ CD NNS,a,devastating,twenty,apples
3929,3930,mahowald,Someone saw twenty devastating a trays.,twenty devastating a trays,DT JJ CD NNS,a,devastating,twenty,trays
3930,3931,mahowald,Someone saw three pathetic a desks.,three pathetic a desks,DT JJ CD NNS,a,pathetic,three,desks
3931,3932,mahowald,Someone saw three pathetic a marbles.,three pathetic a marbles,DT JJ CD NNS,a,pathetic,three,marbles
3932,3933,mahowald,Someone saw three pathetic a pencils.,three pathetic a pencils,DT JJ CD NNS,a,pathetic,three,pencils
3933,3934,mahowald,Someone saw three pathetic a belts.,three pathetic a belts,DT JJ CD NNS,a,pathetic,three,belts
3934,3935,mahowald,Someone saw three pathetic a forks.,three pathetic a forks,DT JJ CD NNS,a,pathetic,three,forks
3935,3936,mahowald,Someone saw three pathetic a chairs.,three pathetic a chairs,DT JJ CD NNS,a,pathetic,three,chairs
3936,3937,mahowald,Someone saw three pathetic a cans.,three pathetic a cans,DT JJ CD NNS,a,pathetic,three,cans
3937,3938,mahowald,Someone saw three pathetic a bananas.,three pathetic a bananas,DT JJ CD NNS,a,pathetic,three,bananas
3938,3939,mahowald,Someone saw three pathetic an apples.,three pathetic an apples,DT JJ CD NNS,a,pathetic,three,apples
3939,3940,mahowald,Someone saw three pathetic a trays.,three pathetic a trays,DT JJ CD NNS,a,pathetic,three,trays
3940,3941,mahowald,Someone saw five pathetic a desks.,five pathetic a desks,DT JJ CD NNS,a,pathetic,five,desks
3941,3942,mahowald,Someone saw five pathetic a marbles.,five pathetic a marbles,DT JJ CD NNS,a,pathetic,five,marbles
3942,3943,mahowald,Someone saw five pathetic a pencils.,five pathetic a pencils,DT JJ CD NNS,a,pathetic,five,pencils
3943,3944,mahowald,Someone saw five pathetic a belts.,five pathetic a belts,DT JJ CD NNS,a,pathetic,five,belts
3944,3945,mahowald,Someone saw five pathetic a forks.,five pathetic a forks,DT JJ CD NNS,a,pathetic,five,forks
3945,3946,mahowald,Someone saw five pathetic a chairs.,five pathetic a chairs,DT JJ CD NNS,a,pathetic,five,chairs
3946,3947,mahowald,Someone saw five pathetic a cans.,five pathetic a cans,DT JJ CD NNS,a,pathetic,five,cans
3947,3948,mahowald,Someone saw five pathetic a bananas.,five pathetic a bananas,DT JJ CD NNS,a,pathetic,five,bananas
3948,3949,mahowald,Someone saw five pathetic an apples.,five pathetic an apples,DT JJ CD NNS,a,pathetic,five,apples
3949,3950,mahowald,Someone saw five pathetic a trays.,five pathetic a trays,DT JJ CD NNS,a,pathetic,five,trays
3950,3951,mahowald,Someone saw twenty pathetic a desks.,twenty pathetic a desks,DT JJ CD NNS,a,pathetic,twenty,desks
3951,3952,mahowald,Someone saw twenty pathetic a marbles.,twenty pathetic a marbles,DT JJ CD NNS,a,pathetic,twenty,marbles
3952,3953,mahowald,Someone saw twenty pathetic a pencils.,twenty pathetic a pencils,DT JJ CD NNS,a,pathetic,twenty,pencils
3953,3954,mahowald,Someone saw twenty pathetic a belts.,twenty pathetic a belts,DT JJ CD NNS,a,pathetic,twenty,belts
3954,3955,mahowald,Someone saw twenty pathetic a forks.,twenty pathetic a forks,DT JJ CD NNS,a,pathetic,twenty,forks
3955,3956,mahowald,Someone saw twenty pathetic a chairs.,twenty pathetic a chairs,DT JJ CD NNS,a,pathetic,twenty,chairs
3956,3957,mahowald,Someone saw twenty pathetic a cans.,twenty pathetic a cans,DT JJ CD NNS,a,pathetic,twenty,cans
3957,3958,mahowald,Someone saw twenty pathetic a bananas.,twenty pathetic a bananas,DT JJ CD NNS,a,pathetic,twenty,bananas
3958,3959,mahowald,Someone saw twenty pathetic an apples.,twenty pathetic an apples,DT JJ CD NNS,a,pathetic,twenty,apples
3959,3960,mahowald,Someone saw twenty pathetic a trays.,twenty pathetic a trays,DT JJ CD NNS,a,pathetic,twenty,trays
3960,3961,mahowald,Someone saw three remarkable a desks.,three remarkable a desks,DT JJ CD NNS,a,remarkable,three,desks
3961,3962,mahowald,Someone saw three remarkable a marbles.,three remarkable a marbles,DT JJ CD NNS,a,remarkable,three,marbles
3962,3963,mahowald,Someone saw three remarkable a pencils.,three remarkable a pencils,DT JJ CD NNS,a,remarkable,three,pencils
3963,3964,mahowald,Someone saw three remarkable a belts.,three remarkable a belts,DT JJ CD NNS,a,remarkable,three,belts
3964,3965,mahowald,Someone saw three remarkable a forks.,three remarkable a forks,DT JJ CD NNS,a,remarkable,three,forks
3965,3966,mahowald,Someone saw three remarkable a chairs.,three remarkable a chairs,DT JJ CD NNS,a,remarkable,three,chairs
3966,3967,mahowald,Someone saw three remarkable a cans.,three remarkable a cans,DT JJ CD NNS,a,remarkable,three,cans
3967,3968,mahowald,Someone saw three remarkable a bananas.,three remarkable a bananas,DT JJ CD NNS,a,remarkable,three,bananas
3968,3969,mahowald,Someone saw three remarkable an apples.,three remarkable an apples,DT JJ CD NNS,a,remarkable,three,apples
3969,3970,mahowald,Someone saw three remarkable a trays.,three remarkable a trays,DT JJ CD NNS,a,remarkable,three,trays
3970,3971,mahowald,Someone saw five remarkable a desks.,five remarkable a desks,DT JJ CD NNS,a,remarkable,five,desks
3971,3972,mahowald,Someone saw five remarkable a marbles.,five remarkable a marbles,DT JJ CD NNS,a,remarkable,five,marbles
3972,3973,mahowald,Someone saw five remarkable a pencils.,five remarkable a pencils,DT JJ CD NNS,a,remarkable,five,pencils
3973,3974,mahowald,Someone saw five remarkable a belts.,five remarkable a belts,DT JJ CD NNS,a,remarkable,five,belts
3974,3975,mahowald,Someone saw five remarkable a forks.,five remarkable a forks,DT JJ CD NNS,a,remarkable,five,forks
3975,3976,mahowald,Someone saw five remarkable a chairs.,five remarkable a chairs,DT JJ CD NNS,a,remarkable,five,chairs
3976,3977,mahowald,Someone saw five remarkable a cans.,five remarkable a cans,DT JJ CD NNS,a,remarkable,five,cans
3977,3978,mahowald,Someone saw five remarkable a bananas.,five remarkable a bananas,DT JJ CD NNS,a,remarkable,five,bananas
3978,3979,mahowald,Someone saw five remarkable an apples.,five remarkable an apples,DT JJ CD NNS,a,remarkable,five,apples
3979,3980,mahowald,Someone saw five remarkable a trays.,five remarkable a trays,DT JJ CD NNS,a,remarkable,five,trays
3980,3981,mahowald,Someone saw twenty remarkable a desks.,twenty remarkable a desks,DT JJ CD NNS,a,remarkable,twenty,desks
3981,3982,mahowald,Someone saw twenty remarkable a marbles.,twenty remarkable a marbles,DT JJ CD NNS,a,remarkable,twenty,marbles
3982,3983,mahowald,Someone saw twenty remarkable a pencils.,twenty remarkable a pencils,DT JJ CD NNS,a,remarkable,twenty,pencils
3983,3984,mahowald,Someone saw twenty remarkable a belts.,twenty remarkable a belts,DT JJ CD NNS,a,remarkable,twenty,belts
3984,3985,mahowald,Someone saw twenty remarkable a forks.,twenty remarkable a forks,DT JJ CD NNS,a,remarkable,twenty,forks
3985,3986,mahowald,Someone saw twenty remarkable a chairs.,twenty remarkable a chairs,DT JJ CD NNS,a,remarkable,twenty,chairs
3986,3987,mahowald,Someone saw twenty remarkable a cans.,twenty remarkable a cans,DT JJ CD NNS,a,remarkable,twenty,cans
3987,3988,mahowald,Someone saw twenty remarkable a bananas.,twenty remarkable a bananas,DT JJ CD NNS,a,remarkable,twenty,bananas
3988,3989,mahowald,Someone saw twenty remarkable an apples.,twenty remarkable an apples,DT JJ CD NNS,a,remarkable,twenty,apples
3989,3990,mahowald,Someone saw twenty remarkable a trays.,twenty remarkable a trays,DT JJ CD NNS,a,remarkable,twenty,trays
3990,3991,mahowald,Someone saw three mediocre a desks.,three mediocre a desks,DT JJ CD NNS,a,mediocre,three,desks
3991,3992,mahowald,Someone saw three mediocre a marbles.,three mediocre a marbles,DT JJ CD NNS,a,mediocre,three,marbles
3992,3993,mahowald,Someone saw three mediocre a pencils.,three mediocre a pencils,DT JJ CD NNS,a,mediocre,three,pencils
3993,3994,mahowald,Someone saw three mediocre a belts.,three mediocre a belts,DT JJ CD NNS,a,mediocre,three,belts
3994,3995,mahowald,Someone saw three mediocre a forks.,three mediocre a forks,DT JJ CD NNS,a,mediocre,three,forks
3995,3996,mahowald,Someone saw three mediocre a chairs.,three mediocre a chairs,DT JJ CD NNS,a,mediocre,three,chairs
3996,3997,mahowald,Someone saw three mediocre a cans.,three mediocre a cans,DT JJ CD NNS,a,mediocre,three,cans
3997,3998,mahowald,Someone saw three mediocre a bananas.,three mediocre a bananas,DT JJ CD NNS,a,mediocre,three,bananas
3998,3999,mahowald,Someone saw three mediocre an apples.,three mediocre an apples,DT JJ CD NNS,a,mediocre,three,apples
3999,4000,mahowald,Someone saw three mediocre a trays.,three mediocre a trays,DT JJ CD NNS,a,mediocre,three,trays
4000,4001,mahowald,Someone saw five mediocre a desks.,five mediocre a desks,DT JJ CD NNS,a,mediocre,five,desks
4001,4002,mahowald,Someone saw five mediocre a marbles.,five mediocre a marbles,DT JJ CD NNS,a,mediocre,five,marbles
4002,4003,mahowald,Someone saw five mediocre a pencils.,five mediocre a pencils,DT JJ CD NNS,a,mediocre,five,pencils
4003,4004,mahowald,Someone saw five mediocre a belts.,five mediocre a belts,DT JJ CD NNS,a,mediocre,five,belts
4004,4005,mahowald,Someone saw five mediocre a forks.,five mediocre a forks,DT JJ CD NNS,a,mediocre,five,forks
4005,4006,mahowald,Someone saw five mediocre a chairs.,five mediocre a chairs,DT JJ CD NNS,a,mediocre,five,chairs
4006,4007,mahowald,Someone saw five mediocre a cans.,five mediocre a cans,DT JJ CD NNS,a,mediocre,five,cans
4007,4008,mahowald,Someone saw five mediocre a bananas.,five mediocre a bananas,DT JJ CD NNS,a,mediocre,five,bananas
4008,4009,mahowald,Someone saw five mediocre an apples.,five mediocre an apples,DT JJ CD NNS,a,mediocre,five,apples
4009,4010,mahowald,Someone saw five mediocre a trays.,five mediocre a trays,DT JJ CD NNS,a,mediocre,five,trays
4010,4011,mahowald,Someone saw twenty mediocre a desks.,twenty mediocre a desks,DT JJ CD NNS,a,mediocre,twenty,desks
4011,4012,mahowald,Someone saw twenty mediocre a marbles.,twenty mediocre a marbles,DT JJ CD NNS,a,mediocre,twenty,marbles
4012,4013,mahowald,Someone saw twenty mediocre a pencils.,twenty mediocre a pencils,DT JJ CD NNS,a,mediocre,twenty,pencils
4013,4014,mahowald,Someone saw twenty mediocre a belts.,twenty mediocre a belts,DT JJ CD NNS,a,mediocre,twenty,belts
4014,4015,mahowald,Someone saw twenty mediocre a forks.,twenty mediocre a forks,DT JJ CD NNS,a,mediocre,twenty,forks
4015,4016,mahowald,Someone saw twenty mediocre a chairs.,twenty mediocre a chairs,DT JJ CD NNS,a,mediocre,twenty,chairs
4016,4017,mahowald,Someone saw twenty mediocre a cans.,twenty mediocre a cans,DT JJ CD NNS,a,mediocre,twenty,cans
4017,4018,mahowald,Someone saw twenty mediocre a bananas.,twenty mediocre a bananas,DT JJ CD NNS,a,mediocre,twenty,bananas
4018,4019,mahowald,Someone saw twenty mediocre an apples.,twenty mediocre an apples,DT JJ CD NNS,a,mediocre,twenty,apples
4019,4020,mahowald,Someone saw twenty mediocre a trays.,twenty mediocre a trays,DT JJ CD NNS,a,mediocre,twenty,trays
4020,4021,mahowald,Someone saw three unsatisfying a desks.,three unsatisfying a desks,DT JJ CD NNS,an,unsatisfying,three,desks
4021,4022,mahowald,Someone saw three unsatisfying a marbles.,three unsatisfying a marbles,DT JJ CD NNS,an,unsatisfying,three,marbles
4022,4023,mahowald,Someone saw three unsatisfying a pencils.,three unsatisfying a pencils,DT JJ CD NNS,an,unsatisfying,three,pencils
4023,4024,mahowald,Someone saw three unsatisfying a belts.,three unsatisfying a belts,DT JJ CD NNS,an,unsatisfying,three,belts
4024,4025,mahowald,Someone saw three unsatisfying a forks.,three unsatisfying a forks,DT JJ CD NNS,an,unsatisfying,three,forks
4025,4026,mahowald,Someone saw three unsatisfying a chairs.,three unsatisfying a chairs,DT JJ CD NNS,an,unsatisfying,three,chairs
4026,4027,mahowald,Someone saw three unsatisfying a cans.,three unsatisfying a cans,DT JJ CD NNS,an,unsatisfying,three,cans
4027,4028,mahowald,Someone saw three unsatisfying a bananas.,three unsatisfying a bananas,DT JJ CD NNS,an,unsatisfying,three,bananas
4028,4029,mahowald,Someone saw three unsatisfying an apples.,three unsatisfying an apples,DT JJ CD NNS,an,unsatisfying,three,apples
4029,4030,mahowald,Someone saw three unsatisfying a trays.,three unsatisfying a trays,DT JJ CD NNS,an,unsatisfying,three,trays
4030,4031,mahowald,Someone saw five unsatisfying a desks.,five unsatisfying a desks,DT JJ CD NNS,an,unsatisfying,five,desks
4031,4032,mahowald,Someone saw five unsatisfying a marbles.,five unsatisfying a marbles,DT JJ CD NNS,an,unsatisfying,five,marbles
4032,4033,mahowald,Someone saw five unsatisfying a pencils.,five unsatisfying a pencils,DT JJ CD NNS,an,unsatisfying,five,pencils
4033,4034,mahowald,Someone saw five unsatisfying a belts.,five unsatisfying a belts,DT JJ CD NNS,an,unsatisfying,five,belts
4034,4035,mahowald,Someone saw five unsatisfying a forks.,five unsatisfying a forks,DT JJ CD NNS,an,unsatisfying,five,forks
4035,4036,mahowald,Someone saw five unsatisfying a chairs.,five unsatisfying a chairs,DT JJ CD NNS,an,unsatisfying,five,chairs
4036,4037,mahowald,Someone saw five unsatisfying a cans.,five unsatisfying a cans,DT JJ CD NNS,an,unsatisfying,five,cans
4037,4038,mahowald,Someone saw five unsatisfying a bananas.,five unsatisfying a bananas,DT JJ CD NNS,an,unsatisfying,five,bananas
4038,4039,mahowald,Someone saw five unsatisfying an apples.,five unsatisfying an apples,DT JJ CD NNS,an,unsatisfying,five,apples
4039,4040,mahowald,Someone saw five unsatisfying a trays.,five unsatisfying a trays,DT JJ CD NNS,an,unsatisfying,five,trays
4040,4041,mahowald,Someone saw twenty unsatisfying a desks.,twenty unsatisfying a desks,DT JJ CD NNS,an,unsatisfying,twenty,desks
4041,4042,mahowald,Someone saw twenty unsatisfying a marbles.,twenty unsatisfying a marbles,DT JJ CD NNS,an,unsatisfying,twenty,marbles
4042,4043,mahowald,Someone saw twenty unsatisfying a pencils.,twenty unsatisfying a pencils,DT JJ CD NNS,an,unsatisfying,twenty,pencils
4043,4044,mahowald,Someone saw twenty unsatisfying a belts.,twenty unsatisfying a belts,DT JJ CD NNS,an,unsatisfying,twenty,belts
4044,4045,mahowald,Someone saw twenty unsatisfying a forks.,twenty unsatisfying a forks,DT JJ CD NNS,an,unsatisfying,twenty,forks
4045,4046,mahowald,Someone saw twenty unsatisfying a chairs.,twenty unsatisfying a chairs,DT JJ CD NNS,an,unsatisfying,twenty,chairs
4046,4047,mahowald,Someone saw twenty unsatisfying a cans.,twenty unsatisfying a cans,DT JJ CD NNS,an,unsatisfying,twenty,cans
4047,4048,mahowald,Someone saw twenty unsatisfying a bananas.,twenty unsatisfying a bananas,DT JJ CD NNS,an,unsatisfying,twenty,bananas
4048,4049,mahowald,Someone saw twenty unsatisfying an apples.,twenty unsatisfying an apples,DT JJ CD NNS,an,unsatisfying,twenty,apples
4049,4050,mahowald,Someone saw twenty unsatisfying a trays.,twenty unsatisfying a trays,DT JJ CD NNS,an,unsatisfying,twenty,trays
4050,4051,mahowald,Someone saw three lovely a desks.,three lovely a desks,DT JJ CD NNS,a,lovely,three,desks
4051,4052,mahowald,Someone saw three lovely a marbles.,three lovely a marbles,DT JJ CD NNS,a,lovely,three,marbles
4052,4053,mahowald,Someone saw three lovely a pencils.,three lovely a pencils,DT JJ CD NNS,a,lovely,three,pencils
4053,4054,mahowald,Someone saw three lovely a belts.,three lovely a belts,DT JJ CD NNS,a,lovely,three,belts
4054,4055,mahowald,Someone saw three lovely a forks.,three lovely a forks,DT JJ CD NNS,a,lovely,three,forks
4055,4056,mahowald,Someone saw three lovely a chairs.,three lovely a chairs,DT JJ CD NNS,a,lovely,three,chairs
4056,4057,mahowald,Someone saw three lovely a cans.,three lovely a cans,DT JJ CD NNS,a,lovely,three,cans
4057,4058,mahowald,Someone saw three lovely a bananas.,three lovely a bananas,DT JJ CD NNS,a,lovely,three,bananas
4058,4059,mahowald,Someone saw three lovely an apples.,three lovely an apples,DT JJ CD NNS,a,lovely,three,apples
4059,4060,mahowald,Someone saw three lovely a trays.,three lovely a trays,DT JJ CD NNS,a,lovely,three,trays
4060,4061,mahowald,Someone saw five lovely a desks.,five lovely a desks,DT JJ CD NNS,a,lovely,five,desks
4061,4062,mahowald,Someone saw five lovely a marbles.,five lovely a marbles,DT JJ CD NNS,a,lovely,five,marbles
4062,4063,mahowald,Someone saw five lovely a pencils.,five lovely a pencils,DT JJ CD NNS,a,lovely,five,pencils
4063,4064,mahowald,Someone saw five lovely a belts.,five lovely a belts,DT JJ CD NNS,a,lovely,five,belts
4064,4065,mahowald,Someone saw five lovely a forks.,five lovely a forks,DT JJ CD NNS,a,lovely,five,forks
4065,4066,mahowald,Someone saw five lovely a chairs.,five lovely a chairs,DT JJ CD NNS,a,lovely,five,chairs
4066,4067,mahowald,Someone saw five lovely a cans.,five lovely a cans,DT JJ CD NNS,a,lovely,five,cans
4067,4068,mahowald,Someone saw five lovely a bananas.,five lovely a bananas,DT JJ CD NNS,a,lovely,five,bananas
4068,4069,mahowald,Someone saw five lovely an apples.,five lovely an apples,DT JJ CD NNS,a,lovely,five,apples
4069,4070,mahowald,Someone saw five lovely a trays.,five lovely a trays,DT JJ CD NNS,a,lovely,five,trays
4070,4071,mahowald,Someone saw twenty lovely a desks.,twenty lovely a desks,DT JJ CD NNS,a,lovely,twenty,desks
4071,4072,mahowald,Someone saw twenty lovely a marbles.,twenty lovely a marbles,DT JJ CD NNS,a,lovely,twenty,marbles
4072,4073,mahowald,Someone saw twenty lovely a pencils.,twenty lovely a pencils,DT JJ CD NNS,a,lovely,twenty,pencils
4073,4074,mahowald,Someone saw twenty lovely a belts.,twenty lovely a belts,DT JJ CD NNS,a,lovely,twenty,belts
4074,4075,mahowald,Someone saw twenty lovely a forks.,twenty lovely a forks,DT JJ CD NNS,a,lovely,twenty,forks
4075,4076,mahowald,Someone saw twenty lovely a chairs.,twenty lovely a chairs,DT JJ CD NNS,a,lovely,twenty,chairs
4076,4077,mahowald,Someone saw twenty lovely a cans.,twenty lovely a cans,DT JJ CD NNS,a,lovely,twenty,cans
4077,4078,mahowald,Someone saw twenty lovely a bananas.,twenty lovely a bananas,DT JJ CD NNS,a,lovely,twenty,bananas
4078,4079,mahowald,Someone saw twenty lovely an apples.,twenty lovely an apples,DT JJ CD NNS,a,lovely,twenty,apples
4079,4080,mahowald,Someone saw twenty lovely a trays.,twenty lovely a trays,DT JJ CD NNS,a,lovely,twenty,trays
4080,4081,mahowald,Someone saw three beautiful a desks.,three beautiful a desks,DT JJ CD NNS,a,beautiful,three,desks
4081,4082,mahowald,Someone saw three beautiful a marbles.,three beautiful a marbles,DT JJ CD NNS,a,beautiful,three,marbles
4082,4083,mahowald,Someone saw three beautiful a pencils.,three beautiful a pencils,DT JJ CD NNS,a,beautiful,three,pencils
4083,4084,mahowald,Someone saw three beautiful a belts.,three beautiful a belts,DT JJ CD NNS,a,beautiful,three,belts
4084,4085,mahowald,Someone saw three beautiful a forks.,three beautiful a forks,DT JJ CD NNS,a,beautiful,three,forks
4085,4086,mahowald,Someone saw three beautiful a chairs.,three beautiful a chairs,DT JJ CD NNS,a,beautiful,three,chairs
4086,4087,mahowald,Someone saw three beautiful a cans.,three beautiful a cans,DT JJ CD NNS,a,beautiful,three,cans
4087,4088,mahowald,Someone saw three beautiful a bananas.,three beautiful a bananas,DT JJ CD NNS,a,beautiful,three,bananas
4088,4089,mahowald,Someone saw three beautiful an apples.,three beautiful an apples,DT JJ CD NNS,a,beautiful,three,apples
4089,4090,mahowald,Someone saw three beautiful a trays.,three beautiful a trays,DT JJ CD NNS,a,beautiful,three,trays
4090,4091,mahowald,Someone saw five beautiful a desks.,five beautiful a desks,DT JJ CD NNS,a,beautiful,five,desks
4091,4092,mahowald,Someone saw five beautiful a marbles.,five beautiful a marbles,DT JJ CD NNS,a,beautiful,five,marbles
4092,4093,mahowald,Someone saw five beautiful a pencils.,five beautiful a pencils,DT JJ CD NNS,a,beautiful,five,pencils
4093,4094,mahowald,Someone saw five beautiful a belts.,five beautiful a belts,DT JJ CD NNS,a,beautiful,five,belts
4094,4095,mahowald,Someone saw five beautiful a forks.,five beautiful a forks,DT JJ CD NNS,a,beautiful,five,forks
4095,4096,mahowald,Someone saw five beautiful a chairs.,five beautiful a chairs,DT JJ CD NNS,a,beautiful,five,chairs
4096,4097,mahowald,Someone saw five beautiful a cans.,five beautiful a cans,DT JJ CD NNS,a,beautiful,five,cans
4097,4098,mahowald,Someone saw five beautiful a bananas.,five beautiful a bananas,DT JJ CD NNS,a,beautiful,five,bananas
4098,4099,mahowald,Someone saw five beautiful an apples.,five beautiful an apples,DT JJ CD NNS,a,beautiful,five,apples
4099,4100,mahowald,Someone saw five beautiful a trays.,five beautiful a trays,DT JJ CD NNS,a,beautiful,five,trays
4100,4101,mahowald,Someone saw twenty beautiful a desks.,twenty beautiful a desks,DT JJ CD NNS,a,beautiful,twenty,desks
