sentence_idx,noun,noun_idx,article,article_dep,dep_depth,article_idx
269806,swineherd,21,a,det,0,20
269995,swineherd,15,a,det,0,13
270153,people,10,a,det,0,6
270381,paces,47,a,quantmod,1,45
270573,pennies,17,a,quantmod,1,15
270635,years,3,a,det,0,1
270663,years,18,a,det,0,16
270914,veterans,17,a,det,0,16
270933,followers,9,a,det,0,7
271083,metres,8,a,det,0,6
271227,years,2,a,det,0,0
271373,days,8,a,det,0,6
271541,inns,5,a,quantmod,1,3
271574,inns,10,a,quantmod,1,8
271759,burrows,23,an,det,0,19
271843,minutes,15,a,quantmod,1,13
271851,leaflets,5,a,quantmod,1,3
271900,men,19,a,quantmod,1,17
272167,swords,9,a,det,0,7
272812,children,21,a,det,0,20
272871,books,21,a,det,0,15
272952,café.,10,a,det,0,8
272962,wickets,21,a,det,0,19
273092,differs,2,an,det,0,0
273288,years,8,a,det,0,6
273372,states,3,another,det,0,1
273466,lists,3,a,det,0,2
273894,sorts,28,a,det,1,1
274032,mollusc,19,a,det,0,16
274152,others,7,a,quantmod,1,5
274611,days,2,a,det,0,0
274983,people,210,a,det,1,207
274983,dollars,368,a,quantmod,1,366
275016,users,171,a,det,2,168
275031,disputes,79,a,det,0,74
275060,tools,53,a,det,0,51
275060,items,415,a,det,0,412
275690,CDs,7,a,quantmod,1,5
276381,days,20,a,det,0,18
276710,things,12,a,det,0,9
277284,months,4,a,det,0,2
277444,minutes,25,a,det,0,23
277637,days,36,a,quantmod,1,34
277678,orders,2,a,det,0,0
277824,Pipes,12,a,det,0,10
277889,things,45,a,det,0,42
277907,times,4,a,quantmod,1,2
277956,attentions,10,a,det,0,8
278022,feet,7,a,det,0,4
278291,people,11,a,det,0,9
278358,years,9,a,quantmod,1,7
278467,delegates,2,another,det,0,0
279274,hours,24,a,det,0,22
279309,souls,5,a,det,0,2
279343,feet,6,a,quantmod,1,4
279360,minutes,36,a,quantmod,1,34
279379,slits,7,a,det,0,5
279453,days,2,a,det,0,0
279718,children,3,a,det,0,2
279776,pieces,10,a,quantmod,1,7
279778,pieces,38,a,quantmod,1,35
280090,Mice,11,a,det,0,6
280163,intrudes,9,a,det,1,3
280450,miles,11,a,quantmod,1,9
280601,works,4,a,det,0,2
280749,weeks,2,a,det,0,0
280775,inches,13,a,quantmod,1,11
280829,stars,27,a,quantmod,1,25
280834,pieces,7,a,quantmod,1,4
280847,speakers,10,a,det,0,9
280953,minutes,2,a,det,0,0
281184,gallows,21,a,det,0,20
281226,lies,12,a,det,4,8
281255,minutes,17,a,det,0,14
281358,segments,28,a,det,0,27
281382,days,6,a,det,0,4
281716,minutes,17,a,det,0,15
281847,supplies,2,an,det,1,0
282128,sentences,15,a,det,0,13
282175,days,2,a,det,0,0
282410,minutes,14,a,det,0,12
282444,things,16,a,det,0,14
282479,executives,5,a,quantmod,1,3
282535,restaurants,6,a,quantmod,1,4
282646,miles,15,a,quantmod,2,13
282868,weeks,20,a,det,0,18
282872,delegates,2,another,det,0,0
283141,outwards,7,an,det,0,4
283322,things,5,a,det,0,2
283382,months,5,a,quantmod,1,3
283382,years,42,a,quantmod,1,40
283850,meetings,29,a,compound,1,26
284041,delegates,2,another,det,0,0
284158,men,15,a,quantmod,1,13
284394,ideas,6,another,det,1,3
284474,delegates,2,another,det,0,0
284603,BSc,7,a,det,0,6
284779,superdelegates,12,a,det,0,8
284854,minutes,3,a,det,0,1
284854,questions,32,a,quantmod,1,30
284959,dollars,25,a,quantmod,1,22
285342,rules,11,a,det,1,7
285552,species,5,a,det,0,3
285677,species,12,a,quantmod,1,9
285769,yards,40,a,quantmod,1,37
285820,pumps,7,a,det,0,2
286018,Rascals,7,a,det,0,5
286491,minutes,10,a,det,0,8
286540,people,4,a,det,0,1
286591,people,18,a,det,0,15
286744,routes,18,a,quantmod,1,16
286810,works,20,a,det,0,17
286842,walls,8,a,det,0,6
287237,moments,39,a,quantmod,1,37
287281,dollars,5,a,quantmod,1,3
287359,years,30,a,det,0,28
287384,learners,9,a,quantmod,1,7
287484,pounds,35,a,quantmod,1,33
287492,dashes,9,a,det,2,5
287678,Translations,4,a,nmod,0,2
287759,civilians,15,a,quantmod,1,11
287800,cases,21,a,det,0,17
288001,exomoons,31,a,det,0,30
288062,words,9,a,det,0,7
288319,years,8,a,quantmod,1,6
288356,years,6,an,det,0,2
288864,minutes,28,a,quantmod,1,26
289043,minutes,50,a,det,0,48
289334,wolves,18,a,det,0,15
289346,moms,10,a,det,2,6
289427,witches,31,a,det,0,30
289676,aneurysm,17,a,det,0,14
290015,skeesicks,9,a,det,0,6
290174,children,4,an,det,0,2
290231,differs,2,an,det,0,0
290286,months,13,a,det,2,8
290425,children,11,an,det,0,4
290447,children,7,an,det,0,4
290482,steps,14,a,quantmod,1,12
290552,children,5,a,det,0,4
290768,masters,18,a,det,0,17
290862,appendix,19,an,det,0,17
291001,times,5,a,quantmod,1,0
291618,summons,2,a,det,0,0
291818,snappers,15,a,det,0,12
291832,dollars,12,a,quantmod,1,9
291877,nights,8,a,det,0,6
292189,contracts,6,a,det,0,2
292419,years,13,a,det,0,11
292632,children,13,a,det,0,12
292675,children,10,a,det,0,6
292793,minutes,10,a,quantmod,1,4
293321,impressions,9,a,det,0,6
293678,dollars,22,a,det,2,17
293798,days,28,a,det,0,27
293820,editions,10,an,det,0,9
293821,features,13,a,det,0,11
293970,minutes,13,another,det,1,6
293982,words,21,a,det,0,19
294062,children,8,a,det,0,7
294108,shambles,5,a,det,0,4
294389,days,7,a,quantmod,1,5
294477,paroxysm,2,a,det,0,0
294845,corners,4,a,det,0,1
294845,policemen,7,a,quantmod,1,5
294869,Moments,4,a,det,0,2
294870,Moments,4,a,det,0,2
294892,Moments,12,a,det,0,10
294892,answers,55,a,det,3,10
295117,others,13,a,quantmod,1,10
295273,purchases,58,a,det,0,56
295276,invades,3,a,det,0,1
295491,perches,15,a,quantmod,1,13
295700,arms,10,another,poss,0,8
295767,months,8,another,det,0,6
296127,lions,12,a,quantmod,1,10
296319,children,10,a,det,0,6
296380,minutes,8,a,det,0,5
296494,glides,5,a,det,2,1
296527,pence,19,a,det,0,17
296737,hut,18,a,det,0,16
296826,days,21,a,det,0,19
296851,languages,6,a,det,0,2
297079,pounds,15,a,quantmod,1,9
297082,weeks,15,a,det,0,13
297201,moments,6,a,quantmod,1,4
297443,weeks,2,a,det,0,0
297937,seconds,17,a,quantmod,1,15
297940,hours,2,a,det,0,0
298236,moments,6,a,quantmod,1,4
298815,lamps,22,a,quantmod,1,20
298967,inches,29,a,quantmod,1,27
299106,days,11,a,det,0,9
299266,drops,7,a,det,0,5
299311,years,7,a,quantmod,1,5
299334,remarks,10,a,quantmod,1,7
299351,days,15,a,det,0,13
299396,Königlisches,7,a,det,0,6
299441,shoes,9,an,det,0,6
299547,scissors,3,a,det,0,2
299843,pictures,14,a,det,0,12
300848,weeks,4,a,quantmod,2,2
300867,pieces,30,a,quantmod,1,26
301021,aristocrats,16,a,quantmod,1,12
301168,members,8,a,quantmod,1,6
301471,moments,3,a,det,0,1
301567,cobra,2,an,det,0,0
301573,days,17,a,det,0,15
301622,years,13,a,det,0,11
301717,chandeliers,16,a,det,1,12
301722,children,9,an,det,0,6
301920,hoops,18,a,det,0,15
301937,vertebra,22,a,det,0,19
302222,omen,2,an,det,0,1
302571,rooms,40,a,quantmod,1,38
302638,men,27,a,quantmod,1,25
302719,decades,14,a,quantmod,1,12
302882,paces,5,a,quantmod,1,3
302914,directions,17,a,det,1,13
303048,begins,3,a,det,1,0
303417,shambles,2,a,det,0,1
303611,Dicks,7,a,quantmod,1,4
303688,questions,19,a,det,0,17
303822,minutes,22,a,quantmod,1,20
303929,times,3,a,quantmod,1,1
304399,sings,3,a,det,0,0
304592,deaths,5,a,quantmod,1,2
305204,precept,13,an,det,0,11
305397,ensues,6,an,det,0,3
305488,times,5,a,quantmod,1,0
305660,miles,17,a,quantmod,1,15
305701,summers,7,a,quantmod,1,5
305767,gallows,28,a,det,0,27
306029,summons,9,a,det,0,7
306195,arrows,4,a,quantmod,1,1
306503,things,13,a,det,1,7
306702,pities,47,a,quantmod,1,45
306787,subsets,21,an,det,0,11
307096,years,23,a,quantmod,1,21
307240,remarks,20,a,det,0,18
307338,horns,5,a,det,2,1
307410,sticks,43,a,quantmod,1,41
307913,seconds,6,a,quantmod,1,4
307913,minutes,10,a,quantmod,1,8
307979,months,7,a,det,0,5
307987,STRUBE,11,a,det,0,7
308024,questions,15,a,det,0,12
308249,hours,2,a,det,0,0
308326,days,17,a,det,0,15
308631,years,8,a,det,0,5
308758,years,32,a,det,1,29
308789,words,11,a,det,0,9
308824,questions,8,a,det,0,6
308835,pounds,40,a,quantmod,1,38
308835,damages,41,a,quantmod,2,38
309105,digits,22,a,det,0,18
309105,digits,38,a,quantmod,1,34
309227,others,24,a,quantmod,1,22
309867,ones,5,a,det,0,4
309922,hitherto,12,a,det,1,7
310560,days,3,a,det,0,1
310768,specimen,33,a,det,0,32
310820,features,5,a,det,0,2
311236,leads,14,a,det,4,5
311988,dolls,6,a,quantmod,2,2
311992,days,2,a,det,0,0
312071,ladies,11,a,det,0,10
312199,wins,13,a,det,0,9
312235,minutes,3,a,det,0,1
312278,sings,11,a,det,1,8
312298,miniseries,8,a,det,0,4
312482,occasions,17,a,det,0,15
312795,moments,2,a,det,0,0
313021,cuts,9,a,quantmod,1,7
313025,verses,7,a,det,0,4
313120,minutes,34,a,det,0,32
313351,times,21,a,det,0,19
313431,begins,10,a,det,1,7
313527,glides,8,a,det,3,2
313720,breaks,5,a,det,0,2
313804,women,11,a,det,0,9
313886,years,5,a,det,0,3
314012,dances,9,a,det,0,5
314021,scowls,4,a,det,0,2
314242,costs,21,a,det,0,17
314386,women,11,a,det,0,9
314527,rhyme,9,an,det,0,7
314527,cows,53,a,quantmod,1,51
314648,women,11,a,det,0,9
314661,clothes,15,a,det,1,13
314674,checks,9,a,compound,0,7
314674,intervals,10,a,compound,1,7
314675,checks,12,a,compound,0,10
314861,houses,4,a,det,0,2
314925,buildings,6,a,det,0,3
315090,guards,19,a,quantmod,1,16
315319,cows,40,a,quantmod,1,38
315596,steps,2,a,det,0,0
315931,persists,4,a,det,0,1
316017,visuals,22,a,det,0,14
316039,survivors,55,a,det,1,48
316342,beds,21,a,det,0,19
316578,c1910,15,a,det,0,12
316579,businesses,47,a,quantmod,1,43
316813,pieces,8,an,det,0,3
316919,things,5,a,quantmod,2,2
317081,shambles,2,a,det,0,1
317208,women,16,a,det,0,15
317350,pieces,9,a,quantmod,1,7
317700,years,41,a,quantmod,1,39
317742,francs,6,a,quantmod,1,2
317874,beasts,2,a,det,0,0
317905,houses,9,a,quantmod,1,7
318125,deaths,5,a,quantmod,1,2
318219,beggars,9,a,quantmod,1,7
318626,hours,9,a,quantmod,2,7
318720,minutes,37,a,det,0,34
318827,words,15,a,det,1,11
318938,kangaroos,16,a,det,0,13
318968,Justifies,7,a,det,1,2
319209,years,14,a,quantmod,2,12
319331,seconds,22,a,quantmod,1,20
319338,seconds,20,a,quantmod,1,18
319368,ways,9,a,det,0,6
319423,calls,10,a,det,0,7
319442,years,5,a,quantmod,1,1
319692,gentlemen,5,a,quantmod,1,3
319884,appears,4,a,det,0,0
320409,crumbs,24,a,quantmod,1,21
320441,orders,4,a,quantmod,1,1
320737,people,2,a,det,0,0
321394,ways,8,a,det,0,5
321635,reasons,8,a,quantmod,1,6
321692,farmers,11,a,det,0,10
321796,outbreaks,2,a,quantmod,1,0
322139,electrifies,3,a,det,0,0
322255,hereabouts,5,a,det,1,3
322617,instances,7,a,det,0,3
322653,arts,1,an,det,0,0
322964,countries,14,a,quantmod,4,7
322987,days,8,a,quantmod,1,6
323026,nationalities,4,a,quantmod,1,2
323095,years,4,a,quantmod,1,2
323367,mustards,3,a,det,0,0
323493,facilities,9,a,quantmod,1,5
323505,minutes,12,a,quantmod,1,10
323680,feet,45,a,quantmod,1,43
323971,minutes,16,a,det,0,14
324055,Sahib,68,a,det,0,66
324136,minutes,17,a,quantmod,1,15
324295,days,30,a,det,0,28
324358,months,12,a,det,0,10
324517,points,7,a,det,0,0
324600,violas,4,a,det,0,2
324600,cellos,24,a,quantmod,1,22
324659,blues,15,an,det,0,13
324671,moments,9,a,quantmod,1,7
324678,pounds,5,a,quantmod,1,3
324707,rooms,23,a,quantmod,1,21
324733,pounds,24,a,quantmod,1,22
324795,hours,2,a,det,0,0
324893,things,27,a,quantmod,1,24
324898,canvases,25,another,det,0,22
324936,signs,17,a,det,0,13
324963,rooms,5,a,quantmod,1,3
325038,slaves,2,another,det,0,0
325163,rooms,32,a,quantmod,1,30
325391,beasts,5,a,quantmod,1,3
325499,shuts,2,a,det,0,0
325513,moments,8,a,quantmod,1,6
325680,skylarks,32,an,det,0,30
325985,blacks,14,a,det,1,10
326410,years,16,a,det,0,14
326421,women,7,a,det,0,6
326500,minutes,12,an,det,1,6
326557,animals,7,a,det,0,2
326636,slaves,9,an,det,0,5
326637,years,14,a,quantmod,1,12
326663,foxes,9,an,det,0,7
326779,years,13,a,quantmod,1,11
326782,years,13,a,quantmod,1,9
326831,birds,14,an,det,0,12
327027,numbers,25,a,det,0,23
327036,courts,5,a,quantmod,1,2
327193,moments,11,a,det,0,9
327487,algebra,5,a,det,0,3
327493,days,32,a,det,0,30
327650,days,27,a,quantmod,1,25
327652,inches,5,a,det,0,2
327874,feet,5,a,det,0,3
327944,bells,8,an,det,0,4
327945,skylarks,15,an,det,0,11
327972,officers,32,an,det,0,29
328025,sailors,34,a,det,0,32
328050,enforcers,6,a,det,1,2
328094,officers,38,a,det,0,35
328128,shells,3,a,quantmod,1,1
328255,days,4,a,det,0,2
328308,officers,14,a,det,0,10
328403,days,2,a,det,0,0
328423,teams,16,a,det,0,10
328671,disobeys,14,a,det,1,10
328882,gardeners,7,an,det,0,0
328894,hours,11,an,det,0,9
328901,times,20,a,quantmod,1,18
329079,practices,1,a,det,0,0
329118,moments,51,a,det,0,49
329150,boys,13,a,det,0,11
329371,aneurysm,14,a,det,0,12
329442,people,66,a,det,0,62
329466,servants,44,a,det,0,42
329596,employees,33,a,quantmod,1,31
329603,elephants,30,a,quantmod,2,27
329954,languages,11,an,det,0,3
329980,people,11,a,quantmod,1,9
330042,people,11,a,quantmod,2,8
330049,blossoms,17,an,det,0,13
330075,bees,18,an,det,0,16
330086,others,3,a,quantmod,1,1
330138,boys,3,a,quantmod,1,1
330334,ponies,31,an,det,0,25
330435,tips,8,an,det,0,7
330451,years,4,a,quantmod,2,2
330564,daffydowndillys,7,an,det,0,5
330628,projects,26,a,det,0,24
330655,upgrades,8,a,nmod,1,3
330751,people,5,a,det,0,2
330798,seasons,5,a,quantmod,2,3
330836,residents,25,a,quantmod,1,23
330927,rooms,16,a,quantmod,1,12
330971,homes,23,a,quantmod,1,21
331001,faces,10,a,quantmod,1,6
331029,functions,22,an,det,1,17
331141,novelties,3,a,det,0,0
331270,handles,25,an,det,0,22
331394,arms,20,an,det,0,18
331416,doors,14,an,det,0,8
331495,blocks,2,a,quantmod,1,0
331496,blocks,2,a,quantmod,1,0
331604,p’raps,14,an,det,0,12
331869,roses,13,a,det,0,10
332166,months,2,a,det,0,0
332314,ones,15,an,det,0,10
332314,jonquils,20,an,det,0,18
332315,flags,10,an,det,0,7
332341,soldiers,8,an,det,0,4
332349,times,7,a,quantmod,1,5
332523,radishes,39,an,det,0,37
332724,endures,10,a,det,2,5
332887,foxes,5,a,det,1,3
333088,species,9,a,det,0,4
333095,clothes,11,a,det,1,7
333218,years,10,a,quantmod,1,8
333237,instructions,12,a,quantmod,1,9
333304,colours,43,a,det,0,40
333547,feathers,13,an,det,0,8
333572,pounds,22,a,quantmod,1,20
333584,calories,12,a,quantmod,1,10
333615,years,17,a,quantmod,1,15
333686,onions,8,an,det,0,6
333704,things,8,an,det,0,2
333716,months,3,a,quantmod,1,1
333778,weeks,15,a,det,0,13
333951,months,31,a,det,1,27
334130,years,13,a,quantmod,1,11
334490,days,10,a,det,0,8
334511,poppies,10,a,det,2,3
334612,Weapons,15,a,det,0,13
334632,seconds,5,a,det,0,3
334740,credits,15,a,det,0,11
334763,minutes,4,a,quantmod,1,2
334845,pants,8,a,det,0,2
334883,birds,21,an,det,0,19
334898,things,5,an,det,0,2
334898,holes,7,an,det,1,2
335200,tangles,8,an,det,0,6
335200,roses,14,an,det,0,12
335274,people,20,an,det,0,16
335305,Americans,7,an,det,0,3
335373,days,6,a,det,0,4
335400,men,36,another,det,0,34
335454,roses,63,a,det,1,59
335496,feet,13,a,quantmod,1,11
335628,daffydowndillys,19,an,det,1,16
335722,days,2,a,det,0,0
336156,campanulas,29,an,det,0,27
336291,lots,27,an,det,0,24
336345,omen,44,an,det,0,43
336365,ones,11,a,det,4,6
336886,clouds,21,an,det,0,17
336937,tools,6,an,det,0,1
337613,minutes,3,a,quantmod,1,1
337627,days,9,a,quantmod,1,6
338262,days,10,a,det,0,8
338501,minutes,5,a,quantmod,1,3
338596,yards,15,a,quantmod,1,13
338726,tapes,18,another,det,0,14
339028,months,21,a,det,0,18
339064,tests,6,a,det,0,3
339197,people,6,a,det,0,3
339221,levels,17,a,compound,0,15
339258,weeks,6,a,det,0,4
339337,chuckles,17,a,det,5,5
339470,days,11,a,det,0,9
339499,kids,9,a,det,0,8
339521,species,5,a,det,0,2
339710,rand,14,a,det,0,11
339884,vertebra,43,a,det,0,42
339979,battalions,3,a,det,0,2
340006,forces,24,an,det,0,21
340242,moments,4,a,quantmod,1,2
340283,children,17,a,det,0,16
340285,minutes,5,a,det,0,3
340324,dams,8,a,quantmod,2,5
340388,years,11,a,det,0,9
340572,cows,31,a,quantmod,1,29
340635,scratches,25,a,det,0,23
340952,colds,6,an,det,0,4
340978,scissors,13,a,det,0,12
341114,attentions,9,a,det,1,6
341424,cats,6,a,det,2,3
341677,species,26,a,det,0,22
341679,species,17,another,det,0,12
341700,species,22,a,det,0,18
342118,silvers,15,a,det,0,8
342358,minutes,8,a,det,0,6
342358,words,19,a,det,0,17
342667,schools,4,a,quantmod,1,1
342909,days,10,a,det,0,8
343003,branches,32,a,quantmod,1,30
343177,inline-4,17,a,det,0,15
343287,bushes,13,an,det,0,11
343305,minutes,40,a,quantmod,1,38
343603,stars,3,a,quantmod,1,1
343802,minutes,35,a,det,0,33
343947,days,10,a,det,0,6
343998,things,6,a,det,0,3
344248,blossoms,9,an,det,0,6
344249,trees,10,an,det,0,7
344249,flowers,28,a,det,0,24
344638,species,16,a,det,0,14
344767,engines,22,an,det,0,15
344800,times,5,a,quantmod,1,3
345060,things,10,a,det,0,7
345064,minutes,10,a,det,0,8
345183,yards,5,a,quantmod,1,3
345194,hours,11,another,det,0,8
345206,kinds,18,a,quantmod,1,15
345240,TANTRUM,1,a,det,0,0
345262,broadcasts,21,a,det,2,7
345499,goals,12,a,det,0,10
345612,passengers,13,a,quantmod,1,9
345876,minutes,2,a,det,0,0
345920,albums,5,a,det,0,2
346208,minutes,3,a,det,0,1
346642,sizes,56,a,det,0,54
346823,months,2,a,det,0,0
346876,wages,11,a,det,1,8
347055,minutes,28,a,quantmod,1,26
347285,occurrences,7,a,det,0,6
347310,paces,18,a,quantmod,1,16
347366,minutes,5,a,quantmod,1,3
347366,steps,16,a,det,0,14
347506,carriers,30,a,quantmod,1,22
347507,tanks,23,a,quantmod,2,14
347597,focusses,9,a,det,2,1
347616,things,30,a,det,0,27
347905,breakfasts,9,a,quantmod,1,7
348298,dollars,3,a,quantmod,1,1
348452,bleeds,13,a,det,0,11
348469,creatures,28,an,det,0,25
348758,minutes,69,a,quantmod,1,67
348860,stories,16,a,quantmod,2,13
348861,limbs,27,a,det,0,22
349109,teeth,18,a,det,0,15
349120,years,23,a,quantmod,1,21
349125,miles,8,a,quantmod,1,6
349194,years,24,a,det,0,21
349209,words,8,a,det,0,6
349691,yards,2,a,quantmod,1,0
349917,eyes,37,a,det,1,34
349946,eukaryotes,22,a,quantmod,1,20
349978,afternoons,6,a,det,1,2
349994,copies,13,a,quantmod,1,10
350019,uses,11,a,det,0,8
350027,children,7,a,det,0,6
350524,examples,49,a,quantmod,1,47
350645,evaluations,11,a,det,1,7
350710,Rules,12,a,det,1,9
350911,people,3,a,quantmod,1,1
350941,hidin,29,a,det,0,28
350944,hours,6,a,det,0,3
350947,versions,4,an,det,0,2
350994,dollars,7,a,quantmod,1,3
351126,cheerios,13,a,det,0,11
351220,coins,3,a,quantmod,1,0
351609,battles,24,a,quantmod,1,22
351747,feet,19,a,quantmod,1,17
351781,yards,3,a,det,0,0
351846,hornets,8,a,det,0,7
351865,points,31,a,det,0,26
352015,feet,5,a,det,0,3
352027,yards,8,a,det,4,5
352352,trowelfuls,6,a,det,0,4
352485,minutes,10,a,quantmod,1,8
352538,months,9,an,det,0,6
352552,minutes,14,another,det,0,9
352667,minutes,11,a,det,0,9
353168,minutes,3,a,det,0,0
353175,years,5,another,det,0,3
353288,things,38,a,det,0,34
353295,people,15,a,quantmod,1,13
353451,hidin,5,a,det,0,3
353480,minutes,9,a,det,0,7
353637,specimen,12,a,det,0,11
353673,favorites,6,a,det,0,4
353686,forms,11,a,det,1,9
353833,times,6,a,det,0,3
353833,times,11,a,quantmod,1,9
353919,years,6,a,quantmod,1,4
354015,steps,30,a,det,0,28
354191,auditions,22,a,det,0,15
354255,people,3,a,quantmod,1,1
354307,people,44,a,quantmod,1,42
354309,viewers,5,an,det,0,0
354384,questions,5,a,det,0,2
354680,children,5,a,det,0,4
354805,years,3,a,det,0,1
354889,children,4,a,det,0,3
355138,weeks,5,a,det,0,3
355210,appearances,26,a,quantmod,1,23
355542,overs,6,a,det,0,4
355696,hours,12,a,quantmod,2,10
355699,cuts,4,a,det,0,1
355771,days,14,a,det,0,12
355816,aisles,17,a,det,0,13
355836,yards,8,a,quantmod,1,6
355928,words,3,a,quantmod,1,1
355936,words,3,a,det,0,1
355967,runs,23,a,det,3,15
356081,rooms,3,a,compound,1,1
356187,runs,27,a,det,3,11
356202,misses,6,a,quantmod,1,2
356381,wickets,28,a,det,1,24
356421,minutes,21,a,det,0,19
356698,shoulders,12,an,det,0,8
356706,scales,11,a,det,0,7
357083,times,12,a,quantmod,1,8
357231,hours,31,another,det,0,27
357271,species,6,an,det,0,2
357294,times,9,a,det,0,7
357466,weeks,28,a,det,0,26
357616,circles,5,an,det,0,0
357945,combinations,7,a,quantmod,1,5
358026,minutes,21,a,quantmod,1,19
358131,bucks,10,a,det,0,8
358198,days,49,a,quantmod,1,47
358282,criteria,12,a,det,0,11
358458,ways,5,a,quantmod,1,2
358551,moments,10,a,det,0,8
358594,minutes,8,a,det,0,6
358608,millions,19,a,quantmod,1,16
358608,years,20,a,quantmod,2,16
358687,days,3,a,det,0,1
358691,days,38,a,det,0,36
358765,minutes,18,a,det,0,16
358886,hours,2,a,det,0,0
359033,seasons,13,a,quantmod,2,11
359060,-12,19,a,det,0,18
359072,goals,6,a,det,0,2
359156,minutes,11,a,det,0,9
359180,seasons,10,a,det,0,9
359860,towns,9,a,quantmod,1,6
360127,paces,6,a,quantmod,1,4
360319,people,6,a,det,0,4
360441,things,9,a,quantmod,1,6
360553,wolves,41,a,quantmod,1,39
360685,dollars,16,a,quantmod,1,13
360764,stories,12,a,det,0,9
360882,times,7,a,det,1,4
360886,hours,15,a,det,0,12
360957,claws,47,a,det,1,44
361084,albums,8,another,det,0,6
361105,pictures,4,a,det,0,2
361160,weeks,3,a,det,0,1
361206,enthusiasts,7,a,quantmod,1,5
361292,ways,13,a,quantmod,1,11
361730,months,28,a,det,0,26
361789,pelvis,68,an,det,0,64
361941,factors,21,a,det,0,18
362295,boys,14,a,det,0,13
362355,minutes,5,a,quantmod,1,3
362425,times,27,a,quantmod,1,25
362509,pieces,3,a,quantmod,1,0
362580,years,15,a,quantmod,2,12
362864,people,11,a,det,0,9
363048,feet,24,a,quantmod,2,22
363066,yards,14,a,quantmod,1,11
363215,Nights,2,a,det,0,0
363222,times,12,an,det,0,9
363675,consists,6,a,det,3,3
363742,performers,2,a,quantmod,1,0
364154,minutes,26,a,det,0,23
364158,minutes,28,a,det,0,26
364199,days,3,a,det,0,1
364210,years,23,a,quantmod,1,21
364296,children,11,an,det,0,9
364329,minutes,8,a,quantmod,1,6
364347,feet,18,a,det,0,15
364378,voices,10,a,quantmod,1,7
364409,minutes,2,a,det,0,0
364570,bearlings,15,a,quantmod,2,12
364585,questions,11,a,quantmod,1,8
364939,powers,23,a,det,1,20
364983,mm,8,a,det,2,5
365042,taps,8,a,quantmod,1,4
365267,dollars,2,a,quantmod,1,0
365397,attempts,12,a,det,1,6
365498,people,14,a,quantmod,1,12
365566,weavers,23,a,det,0,20
365618,pots,37,a,quantmod,1,33
365726,days,5,a,det,0,3
365802,seventies,18,an,det,0,16
365972,rupees,21,a,quantmod,1,19
366029,boys,10,a,quantmod,1,8
366202,species,23,a,det,0,21
366202,subspecies,27,a,det,0,26
366203,species,6,a,det,0,5
366253,minutes,3,a,det,0,1
366542,res,4,an,det,0,2
366756,rupees,12,a,quantmod,1,10
366765,whiskers,8,a,det,1,5
366963,months,9,a,det,0,7
366993,yards,6,a,det,0,3
367040,hours,30,a,det,0,28
367157,parts,7,a,det,0,5
367241,months,22,a,det,0,20
367260,Chambers,8,a,det,0,7
367449,yards,13,a,det,0,10
367576,days,17,a,quantmod,1,15
367793,days,5,a,quantmod,2,3
367890,miles,17,a,quantmod,2,15
368021,seals,7,a,quantmod,1,5
368028,Chambers,8,a,det,0,7
368076,minutes,19,a,det,0,17
368078,seals,9,a,quantmod,1,7
368127,months,23,a,det,0,21
368223,projects,8,a,det,0,7
368231,mothers,6,a,quantmod,1,3
368279,beliefs,13,a,det,1,9
368347,fathoms,36,a,quantmod,1,34
368399,yards,7,a,quantmod,1,5
368422,students,12,an,det,0,9
368424,viewers,29,another,det,0,26
368745,Chambers,8,a,det,0,6
368776,years,12,a,det,0,10
368922,years,3,another,det,0,1
368956,months,21,a,det,0,19
368960,seals,39,a,quantmod,1,35
369130,moves,12,a,det,1,0
369166,hours,10,a,quantmod,1,8
369369,blocks,114,a,quantmod,1,112
369369,bonds,127,a,det,0,125
369410,pleasures,49,a,det,0,44
369410,hours,107,another,det,0,105
369474,indoors,217,a,det,0,215
369521,years,13,a,det,0,11
369549,hours,11,a,det,0,9
369671,years,3,a,det,0,1
369947,things,15,a,quantmod,1,13
370278,balances,25,a,det,0,22
370611,enemies,16,a,quantmod,1,14
370661,scales,45,a,det,1,42
370668,people,25,a,det,1,22
370696,customs,4,a,det,0,2
371133,eyes,19,a,det,1,16
371148,days,4,a,det,0,1
371157,eggs,28,a,det,1,25
371186,species,26,a,det,0,25
371224,species,25,a,det,0,24
371341,spots,25,a,det,0,20
371587,Bandits,15,a,det,1,12
371946,elephants,18,a,det,1,14
372012,minutes,2,a,quantmod,1,0
372216,years,28,another,det,0,26
372265,words,8,a,det,0,6
372750,years,26,a,quantmod,1,24
372901,quills,15,a,det,1,12
372954,minutes,10,a,quantmod,1,8
373042,claws,151,a,det,1,148
373159,strides,16,a,det,0,14
373221,birds,3,a,quantmod,1,1
373226,miles,18,a,quantmod,2,16
373650,mouths,17,a,quantmod,1,15
373752,artists,28,a,quantmod,1,25
373839,grows,12,a,det,0,9
373870,examples,7,a,det,2,4
374046,Stories,11,a,det,1,3
374264,examples,4,a,quantmod,2,1
374778,trips,7,a,det,0,5
374890,relations,4,a,det,0,2
374969,clouds,18,a,det,0,15
375048,moments,11,a,det,0,9
375067,cases,3,a,quantmod,1,1
375150,things,42,a,det,0,39
375363,bursts,12,a,det,0,10
375433,operations,13,a,det,0,11
375606,minutes,19,a,det,0,17
375781,moments,6,a,det,0,4
375844,minutes,13,another,det,0,9
