sentence_idx,verb,noun,nv_dep,numeral
1506984,escapes,events,nsubj,four
1507132,makes,wins,nsubj,twenty
1508503,makes,cornelia,nsubj,37
1509801,is,bodies,nsubj,two
1509806,predicts,stars,nsubj,two
1509806,predicts,stars,nsubj,two
1509807,is,orbits,nsubj,10
1509877,was,deaths,nsubj,30
1511643,was,sands,nsubj,22
1512651,was,crothers,nsubj,2
1513810,was,men,nsubj,few
1515080,'s,people,nsubj,any
1516332,'s,minutes,nsubj,twenty
1517355,was,girls,nsubj,two
1519401,'s,words,nsubj,few
1519491,was,things,nsubj,one
1520003,gets,people,nsubj,six
1521054,was,receptions,nsubj,41
1522681,was,boers,nsubj,"10,000"
1526529,was,quadackers,nsubj,26
1526660,'s,people,nsubj,few
1528447,is,minutes,nsubj,seven
1529794,features,hits,nsubj,25
1532339,'s,legos,nsubj,two
1532339,'s,legos,nsubj,two
1533035,is,tourists,nsubj,"900,000"
1533035,protects,tourists,nsubj,"900,000"
1534480,decides,pacifists,nsubj,three
1535126,was,brooks,nsubj,two
1535374,notes,pianists,nsubj,two
1535622,means,gases,nsubj,two
1536086,is,plants,nsubj,"100,000"
1536937,is,cm,nsubj,157
1538800,is,days,nsubj,seven
1539150,is,strings,nsubj,two
1539150,begins,strings,nsubj,two
1539150,is,strings,nsubj,two
1539940,was,persons,nsubj,19
1540876,is,inmates,nsubj,few
1541916,is,critics,nsubj,few
1542981,is,people,nsubj,few
1543402,lives,species,nsubj,one
1548762,was,olds,nsubj,seven
1549529,claims,hectares,nsubj,200
1549529,is,hectares,nsubj,200
1549538,makes,heroines,nsubj,two
1553015,is,minutes,nsubj,three
1553968,was,children,nsubj,two
1554238,is,pounds,nsubj,thousand
1554238,is,pounds,nsubj,thousand
1554433,means,individuals,nsubj,few
1554433,means,individuals,nsubj,few
1555096,falls,thirds,nsubj,two
1556392,was,diseases,nsubj,1933
1556852,was,attacks,nsubj,2020
1556923,was,attacks,nsubj,2020
1558054,is,m,nsubj,400
1558324,was,men,nsubj,two
1558508,is,bucks,nsubj,120
1559644,is,titles,nsubj,three
1559685,is,species,nsubj,one
1560589,was,authorities,nsubj,two
1561286,is,advantages,nsubj,five
1562276,is,years,nsubj,50
1564526,indicates,deaths,nsubj,three
1564773,surrounds,ayahs,nsubj,seven
1567121,is,decades,nsubj,six
1567931,is,treaties,nsubj,11
1568652,was,members,nsubj,three
1568762,has,miles,nsubj,416
1568762,is,miles,nsubj,416
1571733,is,days,nsubj,2
1571917,considers,sites,nsubj,two
1574522,is,women,nsubj,two
1575235,occurs,holes,nsubj,two
1575501,remains,surprises,nsubj,few
1579203,was,albums,nsubj,200
1580065,was,tenths,nsubj,nine
1580075,'s,sites,nsubj,two
1580311,results,territories,nsubj,two
1580971,is,objections,nsubj,five
1583211,was,professions,nsubj,20
1583211,was,positions,nsubj,twenty
1584886,is,years,nsubj,three
1585387,is,years,nsubj,two
1591034,happens,tickets,nsubj,two
1591449,barges,raids,nsubj,12
1593037,is,members,nsubj,two
1593875,is,words,nsubj,hundred
1594020,represents,fields,nsubj,two
1594020,represents,fields,nsubj,two
1594570,is,companies,nsubj,two
1594927,was,mijnals,nsubj,21
1595487,is,regiments,nsubj,two
1596073,was,thérier,nsubj,7
1598514,is,caters,nsubj,12
1600251,'s,months,nsubj,twelve
1600251,is,months,nsubj,twelve
1601433,is,weeks,nsubj,two
1601676,'s,women,nsubj,two
1602035,is,lines,nsubj,"1,300"
1602406,is,names,nsubj,two
1602686,reports,lines,nsubj,10
1602686,was,lines,nsubj,10
1603889,was,troops,nsubj,thousand
1607607,was,gonzález,nsubj,17
1609075,is,lanes,nsubj,three
1609697,remains,officers,nsubj,three
1609776,is,popes,nsubj,two
1610941,is,aspects,nsubj,two
1611538,was,subchannels,nsubj,7.2
1611671,was,lines,nsubj,two
1612088,was,corporations,nsubj,seven
1613129,is,feet,nsubj,thirty
1613130,is,feet,nsubj,sixty
1613308,is,shutters,nsubj,200
1613308,closes,shutters,nsubj,200
1616220,was,exceptions,nsubj,few
1616871,is,referendums,nsubj,two
1618763,was,forces,nsubj,3
1619067,has,people,nsubj,"15,200"
1619149,confirms,cypriots,nsubj,83
1620258,has,people,nsubj,"10,200"
1626512,is,minutes,nsubj,ten
1627012,has,people,nsubj,"18,400"
1629117,is,rivers,nsubj,two
1630947,was,gonçalves,nsubj,5
1630971,is,gonçalves,nsubj,18
1632144,is,fingers,nsubj,three
1632509,is,uses,nsubj,three
1633757,is,policemen,nsubj,two
1634658,was,yards,nsubj,seven
1635204,is,m2,nsubj,"2,800"
1635204,is,m2,nsubj,"2,800"
1636361,hopes,characters,nsubj,two
1636546,says,differences,nsubj,two
1639816,is,rivers,nsubj,three
1640900,is,women,nsubj,7
1641123,was,groves,nsubj,30
1641172,is,years,nsubj,five
1641172,is,years,nsubj,five
1641172,is,years,nsubj,five
1642627,is,students,nsubj,65
1643484,screams,guards,nsubj,two
1645850,is,murderesses,nsubj,three
1645867,contains,travellers,nsubj,four
1645867,is,travellers,nsubj,four
1645868,slips,travellers,nsubj,four
1646875,makes,returns,nsubj,1
1647661,is,texans,nsubj,three
1647832,stands,inches,nsubj,17–21
1648525,was,mendes,nsubj,12
1652048,was,gowans,nsubj,7
1652412,was,girls,nsubj,two
1652423,is,km,nsubj,140
1652710,was,downs,nsubj,three
1655682,sees,men,nsubj,two
1656879,is,kilometres,nsubj,"2,200"
1657961,defines,constituencies,nsubj,2017
1658602,comprises,buildings,nsubj,three
1659318,works,means,nsubj,three
1659382,is,dollars,nsubj,fifteen
1659407,is,dollars,nsubj,ten
1661911,is,lots,nsubj,four
1662374,was,types,nsubj,25.9
1663414,was,finals,nsubj,1967
1665939,was,girls,nsubj,three
1667085,appears,contestants,nsubj,five
1667540,was,lights,nsubj,thousand
1670476,is,holders,nsubj,four
1671841,describes,terraces,nsubj,two
1673563,is,callies,nsubj,1
1674505,is,pounds,nsubj,hundred
1674505,is,feet,nsubj,two
1678514,'s,examples,nsubj,two
1679197,has,masts,nsubj,three
1679354,claims,planets,nsubj,two
1679362,confirms,flights,nsubj,six
1679782,is,ships,nsubj,two
1680502,is,courses,nsubj,seven
1680821,is,people,nsubj,"2,266"
1684903,is,saunders,nsubj,14
1685301,says,rivers,nsubj,two
1686347,is,months,nsubj,three
1689415,'s,people,nsubj,hundred
1689710,is,shifts,nsubj,24
1689773,is,žygimantas,nsubj,18
1690551,was,figures,nsubj,two
1691665,works,lots,nsubj,two
1692147,includes,extensions,nsubj,256
1692156,is,instructions,nsubj,512
1692417,lives,people,nsubj,milion
1693726,has,passengers,nsubj,million
1694380,is,times,nsubj,5
1694380,is,times,nsubj,5
1694841,is,men,nsubj,two
1696053,stands,statues,nsubj,two
1696352,was,men,nsubj,three
1696832,is,guardians,nsubj,three
1697007,consists,degrees,nsubj,30
1698247,retains,titles,nsubj,few
1698495,'m,cans,nsubj,thousand
1698705,is,sanders,nsubj,16
1702764,is,fingers,nsubj,five
1703236,is,banks,nsubj,24
1705523,is,women,nsubj,nineteen
1707340,was,cheeses,nsubj,two
1707514,was,pounds,nsubj,hundred
1707612,is,people,nsubj,million
1711439,was,votes,nsubj,135
1712712,is,days,nsubj,six
1712799,happens,people,nsubj,two
1712916,is,students,nsubj,seven
1712916,is,students,nsubj,seven
1713516,is,dxaq,nsubj,43
1716365,was,hodges,nsubj,28
1722212,was,occupants,nsubj,two
1722238,believes,armies,nsubj,two
1723675,is,ören,nsubj,1935
1723918,is,supporters,nsubj,hundred
1724467,is,chains,nsubj,three
1724631,teaches,ends,nsubj,two
1725236,says,men,nsubj,two
1726648,singles,billiards,nsubj,three
1726921,was,collections,nsubj,few
1727149,estimates,people,nsubj,billion
1728394,is,(;,nsubj,23
1730898,is,morales,nsubj,15
1732599,'m,contributions,nsubj,two
1735366,was,brouwers,nsubj,9
1738165,was,saunders,nsubj,30
1738312,was,spills,nsubj,three
1739830,was,professors,nsubj,few
1740691,aims,companies,nsubj,1
1741718,is,people,nsubj,two
1741718,means,people,nsubj,two
1741916,sounds,tracks,nsubj,20
1742318,was,(;,nsubj,5
1742677,seems,noblemen,nsubj,1547
1746461,goes,factors,nsubj,few
1746756,is,minutes,nsubj,five
1748088,'s,steps,nsubj,two
1748088,converges,steps,nsubj,two
1748716,makes,guesses,nsubj,2
1748716,makes,guesses,nsubj,2
1749091,was,farnes,nsubj,16
1749803,is,commences,nsubj,six
1752584,selects,contestants,nsubj,three
1753085,holds,regions,nsubj,13
1753927,was,ivins,nsubj,22
1754401,is,people,nsubj,"1,006"
1756631,was,depressions,nsubj,3
1758095,is,people,nsubj,million
1759930,is,students,nsubj,five
1760455,was,students,nsubj,eight
1762451,claims,activities,nsubj,million
1762872,is,lines,nsubj,two
1763106,is,rays,nsubj,two
1765005,was,people,nsubj,"115,000"
1765146,continues,splits,nsubj,two
1765381,was,musicians,nsubj,nine
1767843,'s,elastics,nsubj,two
1769723,is,muslims,nsubj,500
1770431,was,stitches,nsubj,seven
1770431,am,stitches,nsubj,seven
1777202,was,attempts,nsubj,two
1777871,was,popovics,nsubj,22
1781238,was,sirmons,nsubj,16
1781734,is,nineties,nsubj,nineteen
1782014,was,cordalis,nsubj,1
1782716,is,russians,nsubj,two
1783107,is,designs,nsubj,one
1784600,is,players,nsubj,four
1784600,allows,players,nsubj,four
1784981,allows,players,nsubj,four
1787181,shows,bulbs,nsubj,three
1789016,was,projects,nsubj,30
1789173,was,animals,nsubj,two
1789173,was,animals,nsubj,two
1790355,was,students,nsubj,360
1790640,'s,people,nsubj,one
1792587,is,people,nsubj,two
1792945,is,walls,nsubj,two
1793352,is,minutes,nsubj,ten
1794341,is,devices,nsubj,two
1794341,allows,devices,nsubj,two
1794453,has,buttons,nsubj,8
1795945,was,boys,nsubj,two
1798326,is,goons,nsubj,few
1798505,was,women,nsubj,two
1799061,is,poems,nsubj,32
1799061,contains,poems,nsubj,32
1799105,is,poems,nsubj,32
1799278,notes,moves,nsubj,three
1800676,was,dollars,nsubj,hundred
1801160,was,dollars,nsubj,hundred
1802763,reveals,people,nsubj,three
1805066,is,characters,nsubj,two
1806839,is,pounds,nsubj,eight
1807384,is,girls,nsubj,two
1817144,is,roads,nsubj,two
1817147,was,jansons,nsubj,14
1817712,shows,spitfires,nsubj,three
1818391,is,chimps,nsubj,3
1820353,is,partners,nsubj,two
1820664,is,bydžovský,nsubj,2661
1823894,'s,men,nsubj,ten
1825735,reprises,reflections,nsubj,four
1825781,suggests,muslims,nsubj,all
1828206,leaves,curves,nsubj,1
1832814,is,biles,nsubj,four
1834870,was,stars,nsubj,one
1838529,was,forts,nsubj,two
1839173,was,archaeologists,nsubj,50
1839852,is,species,nsubj,one
1840466,was,graves,nsubj,24
1841047,asks,days,nsubj,two
1846797,tops,years,nsubj,two
1847569,is,flowers,nsubj,24
1849221,was,people,nsubj,"25,000"
1849916,was,finals,nsubj,2015
1849970,was,finals,nsubj,2014
1851730,was,colonies,nsubj,thirteen
1851730,was,colonies,nsubj,thirteen
1851893,is,teams,nsubj,12
1852263,features,tracks,nsubj,two
1853310,comes,boxes,nsubj,32
1855078,doubles,futures,nsubj,three
1855666,is,jans,nsubj,6
1858641,'s,times,nsubj,9
1859211,was,starks,nsubj,21
1860106,is,days,nsubj,three
1865389,is,times--,nsubj,2
1868432,was,eyes,nsubj,six
1868589,is,species,nsubj,one
1870902,wants,pounds,nsubj,billion
1874195,'s,bits,nsubj,two
1875057,was,people,nsubj,five
1875273,was,people,nsubj,twelve
1875479,is,floods,nsubj,2015
1875998,is,years,nsubj,twenty
1876366,mentions,people,nsubj,87
1876366,counts,people,nsubj,87
1876569,requires,criteria,nsubj,2015
1877137,is,divers,nsubj,two
1877228,was,rows,nsubj,three
1877387,'s,people,nsubj,two
1877692,does,forms,nsubj,two
1877698,was,years,nsubj,eighteen
1878056,depends,bags,nsubj,800
1879167,was,patriots,nsubj,2018
1879470,was,eagles,nsubj,2017
1879571,was,lüdtke,nsubj,18
1886128,demands,parties,nsubj,three
1887072,is,things,nsubj,two
1887505,covers,hectares,nsubj,420
1888141,was,patriots,nsubj,2016
1888141,was,winners,nsubj,2016
1888281,was,winners,nsubj,2015
1888406,was,patriots,nsubj,2014
1892581,is,people,nsubj,"40,000"
1896173,walks,people,nsubj,twenty
1896329,was,justs,nsubj,22
1897832,is,people,nsubj,thirty
1898534,is,ádok,nsubj,22
1899110,is,men,nsubj,three
1899737,is,departures,nsubj,three
1899737,is,departures,nsubj,three
1900547,occurs,instructions,nsubj,two
1900578,was,lessons,nsubj,two
1900623,is,things,nsubj,two
1902574,was,fellows,nsubj,dozen
1902645,goes,degrees,nsubj,hundred
1902935,is,degrees,nsubj,nine
1902935,is,degrees,nsubj,nine
1904756,was,liadières,nsubj,28
1904815,is,degrees,nsubj,ninety
1904819,is,degrees,nsubj,ninety
1906339,is,flags,nsubj,six
1906542,is,pence,nsubj,fifty
1906630,'s,functions,nsubj,six
1907089,'s,degrees,nsubj,hundred
1908906,was,faces,nsubj,five
1910968,'s,quarters,nsubj,three
1910968,'s,quarters,nsubj,three
1911089,'s,quarters,nsubj,three
1911988,equals,fifteenths,nsubj,two
1912579,'s,fifteenths,nsubj,two
1912579,'s,fifteenths,nsubj,two
1912774,'s,fifteenths,nsubj,two
1913321,'s,fifths,nsubj,three
1917004,was,olds,nsubj,sixteen
1917491,is,bucks,nsubj,600
1918941,is,quilmes,nsubj,1963
1919414,was,kilometres,nsubj,fifteen
1920120,'s,products,nsubj,fifty
1920462,is,pounds,nsubj,thousand
1920505,is,dollars,nsubj,thousand
1920608,'m,bills,nsubj,two
1925495,was,richards,nsubj,15
1926378,was,gonzález,nsubj,16
1926698,is,ли́берман,nsubj,5
1927545,seeks,bases,nsubj,25
1931041,was,makers,nsubj,100
1931877,was,somers,nsubj,22
1933567,is,לבני,nsubj,8
1933661,was,children,nsubj,two
1933807,has,people,nsubj,"13,000"
1933868,'s,degrees,nsubj,five
1934271,comes,democrats,nsubj,66
1936352,was,priests,nsubj,four
1936352,was,priests,nsubj,four
1936352,was,priests,nsubj,four
1936352,was,priests,nsubj,four
1936352,was,priests,nsubj,four
1939492,was,m1931,nsubj,122
1939860,was,cm,nsubj,15
1940832,faces,men,nsubj,two
1941018,was,goals,nsubj,two
1941544,means,people,nsubj,"380,900,000"
1941558,is,services,nsubj,two
1942315,is,agencies,nsubj,75
1946524,was,minutes,nsubj,fifty
1948371,was,finals,nsubj,1931
1948978,was,years,nsubj,fifteen
1950196,shows,targets,nsubj,hundred
1950636,has,animals,nsubj,few
1951555,'s,places,nsubj,nine
1951985,was,editions,nsubj,nine
1952542,is,parts,nsubj,three
1958176,is,members,nsubj,2
1958304,says,times,nsubj,three
1958304,says,times,nsubj,three
1959188,'s,words,nsubj,three
1959334,is,things,nsubj,5
1959481,records,persons,nsubj,334
1959616,is,feet,nsubj,six
1959616,is,feet,nsubj,six
1961054,says,laws,nsubj,motorcycle
1965241,was,freriks,nsubj,16
1966210,is,people,nsubj,one
1969953,is,edges,nsubj,60
1969953,is,faces,nsubj,12
1969953,faces,edges,nsubj,60
1971856,seems,associations,nsubj,one
1973078,was,clubs,nsubj,21
1973147,is,lines,nsubj,180
1974077,is,chips,nsubj,23
1974546,passes,°,nsubj,1
1974830,was,schoolchildren,nsubj,1500
1975262,is,loves,nsubj,2
1975592,torpedoes,helicopters,nsubj,two
1977178,'s,taxes,nsubj,"0:06:45.019,0:06:49.289"
1977178,is,taxes,nsubj,"0:06:45.019,0:06:49.289"
1978042,am,poles,nsubj,six
1978042,is,poles,nsubj,six
1978042,hopes,poles,nsubj,six
1983526,has,stars,nsubj,five
1984515,is,dreams,nsubj,one
1985179,is,minutes,nsubj,thirty
1985754,'s,people,nsubj,thousand
1986178,was,minutes,nsubj,thirty
1988810,notes,horrors,nsubj,two
1989353,was,acres,nsubj,2100
1990604,was,accounts,nsubj,91
1994397,was,pounds,nsubj,million
1995199,was,spots,nsubj,three
1995622,was,visitors,nsubj,few
1996163,is,media,nsubj,2018
1996364,is,times,nsubj,four
1999126,is,times,nsubj,four
1999436,was,climbers,nsubj,33
1999467,clients,clients,nsubj,four
2001552,was,games,nsubj,2018
2003105,features,sessions,nsubj,two
2003235,remains,runs,nsubj,148
2003354,is,dollars,nsubj,twenty
2003851,was,yards,nsubj,hundred
2003870,was,feet,nsubj,twenty
2005426,is,women,nsubj,one
2007614,is,countries,nsubj,two
2007645,continues,changes,nsubj,376
2008864,continues,intersects,nsubj,367
2009773,amounts,people,nsubj,two
2012630,expands,curves,nsubj,589
2012764,'s,months,nsubj,three
2013758,crosses,heads,nsubj,366
2014580,was,lääts,nsubj,24
2015170,was,stars,nsubj,few
2017684,goes,runs,nsubj,32
2017695,crosses,runs,nsubj,43
2018081,was,crimmins,nsubj,3
2018982,is,lines,nsubj,two
2018994,is,edges,nsubj,two
2018994,is,edges,nsubj,two
2019220,was,lovers,nsubj,1956
2019255,was,singles,nsubj,six
2019690,was,tackles,nsubj,4.8
2020621,states,individuals,nsubj,few
2020993,was,hours,nsubj,two
2023476,is,kilometers,nsubj,four
2023476,'s,kilometers,nsubj,four
2023593,is,sequels,nsubj,one
2023593,is,sequels,nsubj,one
2023611,involves,departments,nsubj,two
2026860,is,names,nsubj,two
2027819,writes,visits,nsubj,few
2029200,was,lakes,nsubj,96fm
2029782,was,pounds,nsubj,hundred
2029782,'s,pounds,nsubj,hundred
2030291,'s,months,nsubj,twelve
2033457,sounds,pounds,nsubj,twenty
2035821,is,girls,nsubj,two
2039440,was,years,nsubj,few
2039440,was,years,nsubj,few
2040214,enters,men,nsubj,three
2042608,gives,courses,nsubj,two
2042671,is,persons,nsubj,ten
2042744,is,advocates,nsubj,two
2044694,'s,people,nsubj,four
2045512,is,camps,nsubj,four
2045832,is,thirds,nsubj,two
2047549,was,giants,nsubj,2007
2048208,was,saunders,nsubj,23
2048257,is,polák,nsubj,28
2048561,is,marques,nsubj,31
2050301,is,nights,nsubj,five
2051716,'s,examples,nsubj,3
2052565,is,scores,nsubj,two
2052877,makes,pupils,nsubj,4
2054615,was,models,nsubj,ten
2055063,means,tenths,nsubj,four
2055742,is,townes,nsubj,22
2057535,was,(;,nsubj,25
2058352,contains,games,nsubj,76
2058500,is,standards,nsubj,two
2058776,is,chinese,nsubj,19
2058986,was,jaguars,nsubj,2020
2059034,'s,people,nsubj,nineteen
2060173,is,noronha,nsubj,10
2061135,was,members,nsubj,eleven
2063662,was,boys,nsubj,two
2063662,was,boys,nsubj,two
2063662,was,boys,nsubj,two
2064426,'s,rooms,nsubj,two
2064820,'s,people,nsubj,two
2065847,is,teams,nsubj,three
2066702,was,years,nsubj,30
2067846,tells,dúchas,nsubj,1938
2069596,is,colleges,nsubj,five
2070996,is,members,nsubj,five
2071098,needs,pounds,nsubj,seven
2071160,'s,consoles,nsubj,two
2071870,'s,tenants,nsubj,twelve
2072379,falls,km,nsubj,"14,604"
2073464,is,weeks,nsubj,nine
2076338,grips,girls,nsubj,three
2076338,wonders,girls,nsubj,three
2077379,is,minutes,nsubj,three
2078006,'s,people,nsubj,two
2079519,is,people,nsubj,two
2079840,was,works,nsubj,18
2080591,is,masons,nsubj,528
2082366,symbolizes,stripes,nsubj,four
2082622,was,dollars,nsubj,680
2082622,takes,dollars,nsubj,680
2084286,is,aties,nsubj,11
2084308,is,endres,nsubj,3
2085417,is,books,nsubj,three
2087979,was,pentiums,nsubj,100
2087979,was,pentiums,nsubj,100
2092414,is,yates,nsubj,20
2092931,follows,artists,nsubj,three
2092949,follows,artists,nsubj,six
2093097,is,filindras,nsubj,9
2093233,carries,yards,nsubj,124
2093233,carries,yards,nsubj,124
2093233,carries,yards,nsubj,124
2093233,carries,yards,nsubj,124
2093233,carries,yards,nsubj,124
2093233,carries,yards,nsubj,125
2093233,carries,yards,nsubj,139
2093233,carries,yards,nsubj,139
2094169,'s,ads,nsubj,five
2095607,sounds,instruments,nsubj,two
2096301,is,things,nsubj,two
2096301,is,things,nsubj,two
2098816,involves,outputs,nsubj,two
2099635,'m,hours,nsubj,eight
2100974,is,nps,nsubj,20
2102166,'s,passengers,nsubj,zero
2102860,is,regions,nsubj,two
2102860,is,regions,nsubj,two
2103466,was,feet,nsubj,six
2105413,qualifies,teams,nsubj,2
2105610,was,years,nsubj,4.1989
2107615,was,cm,nsubj,12
2107633,was,pounders,nsubj,six
2109099,was,jewels,nsubj,fourteen
2114344,is,years,nsubj,19
2115415,was,landers,nsubj,28
2115442,has,miles,nsubj,3.1
2115442,is,miles,nsubj,3.1
2115536,was,parts,nsubj,two
2115906,is,versions,nsubj,9x19
2121611,is,hundredths,nsubj,4
2121611,is,hundredths,nsubj,4
2121700,is,years,nsubj,five
2121977,seems,years,nsubj,five
2122351,was,birds,nsubj,few
2125369,was,houses,nsubj,three
2125369,works,houses,nsubj,three
2125694,is,gallons,nsubj,hundred
2126053,is,specimens,nsubj,1
2126601,is,destinies,nsubj,two
2127096,is,specimens,nsubj,3
2127277,sees,bakers,nsubj,twelve
2128332,is,cm,nsubj,13–22
2128589,resigns,councillors,nsubj,half
2128589,dies,councillors,nsubj,half
2129328,is,cm,nsubj,35–45
2131075,is,specimens,nsubj,3
2131764,is,specimens,nsubj,5
2131869,is,rooms,nsubj,two
2131998,is,days,nsubj,three
2132443,says,things,nsubj,thousand
2132634,was,teams,nsubj,two
2134207,is,sets,nsubj,two
2134352,was,men,nsubj,two
2135451,'s,ideas,nsubj,one
2137052,was,aires,nsubj,15
2137452,was,štoos,nsubj,10
2137654,is,eaves,nsubj,31
2139072,was,ships,nsubj,two
2139999,was,margarets,nsubj,two
2141037,is,people,nsubj,"298,578"
2141037,is,people,nsubj,"298,578"
2144015,is,objects,nsubj,few
2144440,is,infants,nsubj,two
2146934,sees,men,nsubj,two
2146934,draws,men,nsubj,two
2148702,was,members,nsubj,800
2151360,ranks,works,nsubj,two
2151500,is,folios,nsubj,twelve
2151500,suggests,folios,nsubj,twelve
2151536,is,processors,nsubj,two
2154108,takes,people,nsubj,six
2154108,'s,people,nsubj,six
2154108,'s,people,nsubj,six
2154108,'s,people,nsubj,six
2154129,was,posters,nsubj,thirty
2154138,is,days,nsubj,eleven
2154138,'s,days,nsubj,eleven
2154211,creates,returns,nsubj,thousand
2154211,requires,returns,nsubj,thousand
2154263,oftentimes,words,nsubj,three
2154299,was,records,nsubj,thousand
2154484,is,people,nsubj,hundred
2154484,is,cities,nsubj,hundred
2154484,was,hits,nsubj,nine
2154484,is,hits,nsubj,nine
2154484,is,hits,nsubj,nine
2154496,is,years,nsubj,fifty
2154583,happens,ministers,nsubj,two
2154583,features,ministers,nsubj,two
2154621,is,riders,nsubj,hundred
2154688,was,roberto,nsubj,3
2155705,was,games,nsubj,1976
2157176,starts,tuesdays,nsubj,four
2158361,was,teams,nsubj,two
2159761,was,yards,nsubj,fifty
2160274,was,games,nsubj,1975
2160896,is,champions,nsubj,three
2162358,was,leaders,nsubj,nine
2162364,is,brothers,nsubj,four
2162365,is,brothers,nsubj,four
2162412,'s,teams,nsubj,two
2162412,'s,teams,nsubj,two
2163752,'s,minutes,nsubj,five
2166942,was,ehlers,nsubj,20
2170459,was,shivers,nsubj,29
2170935,is,waters,nsubj,21
2173212,was,hargraves,nsubj,7
2173555,was,games,nsubj,1977
2173606,is,davies,nsubj,24
2174136,is,meters,nsubj,1409
2174136,consists,meters,nsubj,1409
2177417,blames,iranians,nsubj,"3,000"
2177850,says,people,nsubj,two
2179885,was,officers,nsubj,70
2182345,is,members,nsubj,four
2182835,was,jaspers,nsubj,23
2185493,is,channels,nsubj,208
2187933,runs,stations,nsubj,two
2189517,has,religions,nsubj,two
2190381,is,shakes,nsubj,two
2190995,'s,parties,nsubj,two
2190995,is,parties,nsubj,two
2192176,is,pointers,nsubj,two
2193741,is,subjects,nsubj,two
2194015,includes,people,nsubj,one
2194865,is,steps,nsubj,"5,000"
2194921,was,kops,nsubj,14
2196284,is,royals,nsubj,22
2197676,is,faces,nsubj,4
2199706,is,degrees,nsubj,175
2199752,is,degrees,nsubj,100
2200965,has,decagrams,nsubj,12
2200965,faces,decagrams,nsubj,12
2201005,comes,teeth,nsubj,thousand
2202100,happens,curves,nsubj,two
2205981,has,faces,nsubj,24
2207345,buys,dollars,nsubj,five
2214686,increases,videographers,nsubj,two
2217234,was,weeks,nsubj,3
2218102,was,people,nsubj,few
2219732,enters,liters,nsubj,two
2220245,is,men,nsubj,few
2220335,is,months,nsubj,nine
2221833,was,clemens,nsubj,30
2223045,is,pujacs,nsubj,11
2226329,energises,drinks,nsubj,2
2226801,was,pounds,nsubj,hundred
2226975,contains,transactions,nsubj,1965
2227695,is,days,nsubj,two
2229027,is,trains,nsubj,two
2233136,is,miles,nsubj,hundred
2233136,looks,miles,nsubj,hundred
2233136,'s,miles,nsubj,hundred
2233210,shows,units,nsubj,thousand
2233210,is,units,nsubj,thousand
2233467,'s,sheep,nsubj,one
2233467,is,sheep,nsubj,one
2233847,was,years,nsubj,eighty
2233897,is,assists,nsubj,two
2234428,is,stations,nsubj,22
2235501,is,nights,nsubj,five
2235823,is,minutes,nsubj,few
2236630,knows,men,nsubj,two
2238603,was,liras,nsubj,250
2239138,was,yates,nsubj,16
2241812,is,people,nsubj,one
2243929,is,characters,nsubj,30
2244257,was,people,nsubj,hundred
2244397,am,children,nsubj,eighteen
2244734,comes,horses,nsubj,two
2244991,is,wives,nsubj,two
2245511,is,things,nsubj,100
2245753,states,segments,nsubj,three
2246192,follows,members,nsubj,two
2247479,has,jets,nsubj,737
2248120,has,estimates,nsubj,one
2248837,has,rates,nsubj,two
2248923,ranges,thirds,nsubj,two
2254056,gets,decibels,nsubj,hundred
2254172,is,decibels,nsubj,ninety
2254820,was,bridges,nsubj,7
2257003,was,years,nsubj,14
2259160,is,years,nsubj,4
2260655,was,evenings,nsubj,two
2262526,was,ailes,nsubj,15
2262616,is,alves,nsubj,25
2263711,was,moonves,nsubj,6
2263877,hosts,people,nsubj,million
2264781,is,groups,nsubj,two
2265641,eats,species,nsubj,one
2265752,rules,cases,nsubj,two
2266382,is,terms,nsubj,two
2268851,indicates,dots,nsubj,n
2269135,means,feet,nsubj,100
2269135,decreases,feet,nsubj,100
2270447,'s,people,nsubj,sixty
2271256,was,winglets,nsubj,737
2272013,was,teams,nsubj,three
2274329,'s,men,nsubj,few
2274737,'s,people,nsubj,four
2274737,is,people,nsubj,four
2274762,was,chambers,nsubj,11
2275688,is,tens,nsubj,eight
2276731,contains,embeddings,nsubj,two
2276731,states,embeddings,nsubj,two
2279485,was,banks,nsubj,2
2281354,was,wittels,nsubj,20
2281884,identifies,alleles,nsubj,few
2282653,was,banks,nsubj,29
2282663,was,schools,nsubj,two
2282663,was,schools,nsubj,two
2282663,is,schools,nsubj,two
2285358,is,traits,nsubj,two
2286455,was,morales,nsubj,22
2288913,is,dates,nsubj,50
2291493,means,dates,nsubj,two
2295130,was,barges,nsubj,120
2296036,is,japanese,nsubj,122
2298363,is,people,nsubj,two
2299262,was,wins,nsubj,6
2299280,was,wins,nsubj,ten
2302376,'s,ounces,nsubj,eight
2302941,was,troops,nsubj,40
2303102,was,thirds,nsubj,two
2304089,was,manders,nsubj,11
2304140,is,eyes,nsubj,1
2304671,was,rijnders,nsubj,30
2305324,was,solicitors,nsubj,nineteen
2305324,indicates,solicitors,nsubj,nineteen
2307779,was,children,nsubj,three
2311754,=,rods,nsubj,"2,000"
2312012,is,stones,nsubj,few
2315583,operates,minutes,nsubj,five
2320695,is,delegates,nsubj,600
2322548,was,moles,nsubj,14
2323567,needs,males,nsubj,two
2328495,is,hears,nsubj,two
2333438,is,olympics,nsubj,2030
2333473,is,olympics,nsubj,2036
2335644,goes,times,nsubj,thousand
2335899,was,mills,nsubj,16
