sentence_idx,verb,noun,nv_dep,numeral
376831,is,mm,npadvmod,23–35
376832,'m,years,npadvmod,23
376883,was,signatories,pobj,7
376889,is,treaties,pobj,11
376924,is,pages,dobj,few
377033,was,m2,pobj,2.59
377187,was,years,pobj,20
377259,'s,years,npadvmod,23
377274,stays,minutes,pobj,twenty
377305,is,games,appos,2014
377307,is,games,pobj,2014
377383,takes,days,dobj,16–17
377383,takes,broods,attr,three
377402,is,cm,npadvmod,8.6
377674,was,years,pobj,2
377678,'m,years,npadvmod,30
378014,was,yards,npadvmod,hundred
378542,was,theaters,dobj,few
378700,is,pins,dobj,ten
378706,is,personnel,pobj,two
378973,was,feet,attr,4258
378973,is,feet,attr,4258
378974,is,feet,npadvmod,24
378974,is,feet,npadvmod,six
378995,has,spans,dobj,12
378995,has,tonnes,conj,"14,000"
378995,has,feet,compound,4.2
378995,has,tonnes,conj,"40,000"
379095,is,divisors,pobj,8
379100,was,men,pobj,two
379184,is,integers,pobj,16
379201,makes,people,pobj,two
379425,was,issues,pobj,four
379435,was,metres,pobj,800
379528,was,children,conj,three
379536,was,persons,dobj,hundred
379693,was,bibles,dobj,two
379693,was,years,pobj,two
379787,works,reductions,dobj,two
379797,was,miles,npadvmod,twelve
379833,was,times,npadvmod,two
379880,was,marvels,dobj,two
379880,was,marvels,dobj,two
379899,was,sheaves,dobj,thousand
379924,automates,gearboxes,dobj,two
379932,was,years,pobj,few
379932,was,layouts,pobj,four
379948,'s,papers,attr,6000
379948,'s,papers,attr,6000
379953,differs,clutches,dobj,two
379953,uses,clutches,dobj,two
379972,was,dinners,conj,three
379972,was,days,nsubj,three
379983,uses,plates,dobj,10
379983,uses,plates,dobj,12
379983,uses,plates,dobj,10
379983,uses,plates,dobj,12
379983,uses,plates,dobj,12
380004,takes,years,npadvmod,thirty
380026,is,verses,nsubj,thousand
380040,drives,packs,dobj,two
380041,drives,gears,dobj,1
380042,drives,gears,dobj,2
380043,is,plates,pobj,four
380046,takes,milliseconds,dobj,8
380046,is,milliseconds,dobj,8
380046,is,data,pobj,3
380134,is,milliseconds,pobj,600
380134,is,milliseconds,pobj,600
380169,stays,variants,pobj,2007
380187,plays,movies,pobj,three
380212,is,years,npadvmod,twenty
380404,was,vehicles,nsubj,"13,500"
380404,was,vehicles,pobj,"53,300"
380492,takes,hours,dobj,five
380492,'s,hours,dobj,five
380612,compromises,desires,pobj,two
380653,comprises,districts,dobj,2
380653,comprises,cities,appos,4
380653,comprises,counties,conj,9
380742,receives,hours,dobj,"2,663"
380755,is,dynasties,pobj,five
380800,hosts,mosques,dobj,seven
380877,has,teachers,pobj,607
380877,has,people,appos,233
380877,has,people,conj,405
380934,allows,ways,pobj,two
381026,is,years,npadvmod,two
381132,was,things,pobj,5
381214,requires,fields,dobj,four
381373,was,cricketers,pobj,five
381428,was,years,compound,20
381496,'s,goals,pobj,three
381742,is,islands,pobj,two
381784,was,hohenems,appos,17
382034,is,crosswinds,nsubj,30
382079,was,shillings,pobj,four
382086,is,municipalties,pobj,2
382086,is,barangays,conj,22
382113,was,shillings,nmod,4
382192,was,tails,nsubj,two
382255,is,dollars,dobj,500
382282,is,months,npadvmod,few
382282,moves,months,npadvmod,few
382389,explodes,families,pobj,two
382396,flows,communes,pobj,36
382478,is,doctors,pobj,three
382554,is,doctors,pobj,three
382651,follows,adventures,dobj,four
382651,follows,parapsychologists,pobj,four
382671,was,birds,nsubj,few
382697,was,players,pobj,three
382697,was,points,dobj,2000
382777,was,years,npadvmod,14
382778,was,years,npadvmod,25
382891,was,children,dobj,five
383068,is,miles,npadvmod,10
383167,'s,planes,attr,18
383208,leaves,accidents,dobj,13
383346,means,years,pobj,five
383406,was,weeks,npadvmod,three
383472,is,kilometres,attr,828.0
383472,is,miles,appos,514.5
383558,'s,months,pobj,eighteen
383592,'s,plants,dobj,million
383895,is,factors,pobj,two
383935,is,feet,pobj,million
383935,is,m2,appos,"186,000"
383951,is,stores,dobj,two
383972,consists,components,pobj,two
383973,is,neighborhoods,pobj,five
383986,contains,retailers,pobj,30
384037,follows,lives,dobj,four
384037,follows,characters,poss,four
384050,is,years,npadvmod,fifteen
384194,shows,bands,dobj,two
384213,was,episodes,pobj,15
384228,is,schools,pobj,nine
384291,is,colleges,pobj,nine
384403,was,universities,pobj,four
384500,was,days,pobj,few
385122,was,years,npadvmod,nine
385169,was,years,npadvmod,seven
385183,was,timmermans,nsubj,5
385202,am,years,pobj,fifteen
385235,was,seasons,pobj,six
385243,was,cars,pobj,250
385244,was,brakes,conj,four
385269,is,engines,nsubjpass,275
385271,was,friends,nsubj,two
385286,is,words,nsubj,hundred
385286,is,words,nsubj,hundred
385286,is,terms,pobj,hundred
385286,is,words,pobj,hundred
385286,'s,words,nsubj,hundred
385286,'s,terms,pobj,hundred
385286,'s,words,pobj,hundred
385286,'s,minutes,nsubj,five
385286,'s,words,pobj,hundred
385286,'m,minutes,nsubj,five
385286,'m,words,pobj,hundred
385286,is,minutes,nsubj,five
385286,is,words,pobj,hundred
385290,was,hours,pobj,1964
385421,is,kilometers,npadvmod,58
385461,'s,minutes,conj,five
385527,is,kilometers,npadvmod,50
385531,contains,cameras,conj,few
385556,was,01s,attr,three
385733,was,miles,npadvmod,five
385873,is,minutes,attr,six
385945,was,minutes,pobj,few
385992,is,years,attr,eight
386062,was,years,npadvmod,few
386082,was,watersheds,pobj,two
386121,is,stations,pobj,few
386121,is,sprays,pobj,few
386243,'s,ones,attr,couple
386243,'s,ones,attr,couple
386243,'s,ones,attr,couple
386311,'s,guys,dobj,50
386487,is,languages,pobj,few
386549,was,minutes,pobj,five
386587,was,whippings,pobj,thousand
386593,'s,years,npadvmod,12
386692,is,years,pobj,two
386875,was,thirties,pobj,eighteen
386953,was,feet,pobj,three
387036,is,things,attr,two
387051,sees,forties,nsubj,eighteen
387150,is,gods,appos,three
387299,was,years,pobj,five
387299,was,tracks,pobj,five
387352,is,minutes,attr,49
387426,comes,forties,pobj,eighteen
387435,is,directions,pobj,three
387472,runs,potatoes,conj,25
387495,was,poitiers,nsubj,9
387507,was,sixties,pobj,eighteen
387512,'s,forties,pobj,eighteen
387532,is,forties,pobj,eighteen
387544,was,thirties,pobj,eighteen
387569,was,forties,pobj,eighteen
387616,consists,miles,npadvmod,four
387689,was,miles,npadvmod,three
387718,am,minutes,npadvmod,few
387718,was,minutes,npadvmod,few
387751,shows,forties,pobj,eighteen
387759,has,visitors,dobj,thousand
387838,was,races,pobj,two
387844,was,forties,pobj,eighteen
387847,was,years,attr,65
387862,was,years,attr,57.8
387869,'s,nineties,pobj,nineteen
387887,is,instruments,conj,six
387887,is,feet,npadvmod,six
387900,distributes,varieties,dobj,50
387920,is,people,ccomp,nineteen
387920,is,nineties,compound,nineteen
387920,'s,people,ccomp,nineteen
387920,'s,nineties,compound,nineteen
387925,includes,domes,dobj,two
387990,'s,handouts,attr,two
387992,is,servants,dobj,one
387994,is,values,pobj,87
388032,is,handouts,attr,two
388125,was,elections,pobj,2004
388126,consists,men,pobj,eight
388126,consists,women,conj,two
388129,is,metres,attr,28.90
388276,was,children,pobj,twenty
388306,is,waists,dobj,eighteen
388306,'s,waists,dobj,eighteen
388319,is,regions,advcl,45
388319,is,slopes,pobj,45
388353,consists,kinds,pobj,two
388353,consists,°,nummod,25
388353,consists,areas,pobj,20
388353,consists,°,nummod,29
388395,'m,looks,dobj,few
388395,'s,looks,dobj,few
388461,was,butterflies,nsubj,few
388502,was,miles,npadvmod,three
388502,was,yards,npadvmod,hundred
388577,'m,people,pobj,thousand
388577,was,people,pobj,thousand
388735,'s,people,nsubj,one
388735,'s,examples,compound,one
388739,represents,colours,pobj,four
388739,is,colours,pobj,four
388739,is,colours,pobj,four
388739,is,colours,pobj,four
388767,plays,people,dobj,"13,500"
388790,'s,forties,pobj,eighteen
388790,'s,forties,pobj,eighteen
388790,'s,forties,attr,eighteen
388796,selects,planes,pobj,three
388864,has,stripes,dobj,nine
388911,has,people,pobj,"530,900"
388961,was,minutes,npadvmod,few
389244,reaches,metres,pobj,"2,120"
389372,is,men,attr,two
389616,was,era,pobj,4.28
389618,flows,streams,pobj,eight
389634,'s,things,pobj,two
389636,was,games,dobj,31
389636,was,era,conj,4.28
389739,was,runs,dobj,two
389739,was,hits,pobj,five
389739,was,strikeouts,conj,five
389848,is,hours,dobj,24
389895,takes,championships,pobj,1985
389897,is,miles,compound,7
389897,is,miles,compound,7
389898,was,people,attr,"1,453"
389911,was,men,pobj,sixteen
389913,is,miles,npadvmod,six
389941,has,pubs,dobj,two
389945,has,children,dobj,115
389958,was,weeks,pobj,three
389975,is,lines,pobj,3
389977,is,crops,pobj,thousand
389977,is,years,pobj,thousand
389999,was,rises,conj,three
390072,was,goals,dobj,50
390072,was,games,pobj,59
390107,is,chromosomes,dobj,one
390107,has,chromosomes,dobj,one
390109,occurs,cells,pobj,two
390323,was,shops,attr,dozen
390370,was,years,npadvmod,two
390431,was,games,pobj,15
390591,goes,dollars,pobj,few
390592,sees,girls,dobj,three
390600,agrees,customers,pobj,two
390708,says,locks,pobj,four
390720,was,games,pobj,19
390823,says,locks,dobj,four
391024,was,days,npadvmod,two
391075,'s,weeks,npadvmod,eight
391088,was,minutes,pobj,few
391253,is,colleges,pobj,four
391264,offers,courses,dobj,450
391356,was,soldiers,pobj,two
391356,was,soldiers,pobj,two
391359,is,undergraduates,pobj,"3,000"
391359,is,students,conj,"1,300"
391426,offers,majors,dobj,14
391426,offers,minors,appos,20
391426,offers,fields,conj,16
391460,was,weeks,npadvmod,two
391465,was,months,attr,six
391503,was,wheels,pobj,two
391634,was,years,pobj,2
391691,was,months,npadvmod,seven
391785,was,locks,attr,hundred
391848,was,suites,attr,five
391924,was,miles,npadvmod,five
392086,is,sites,pobj,750
392143,was,strikeouts,dobj,nine
392173,makes,times,npadvmod,hundred
392176,was,games,pobj,29
392184,was,days,npadvmod,two
392184,was,games,pobj,13
392184,was,starts,pobj,12
392324,was,books,pobj,seven
392325,was,children,dobj,five
392330,was,starts,pobj,15
392431,keeps,steps,pobj,thousand
392444,was,appearances,pobj,32
392444,was,starts,parataxis,26
392444,was,era,pobj,4.59
392489,was,appearances,pobj,17
392489,was,starts,appos,15
392489,was,era,pobj,4.76
392552,was,ferns,pobj,thousand
392552,was,steps,pobj,thousand
392642,is,years,npadvmod,13
392714,was,gates,attr,four
392886,is,pitchers,attr,three
393077,was,men,attr,few
393077,was,parties,pobj,two
393077,was,parties,pobj,two
393280,was,months,npadvmod,six
393334,is,banks,pobj,330
393334,is,banks,pobj,330
393349,'s,hours,dobj,16
393349,'s,hours,dobj,eight
393361,was,hours,attr,two
393385,was,days,dobj,nine
393385,was,hours,attr,two
393448,has,doctors,dobj,four
393480,has,schools,dobj,four
393521,was,inches,pobj,six
393542,has,meetings,dobj,six
393549,has,meetings,dobj,two
393549,schedules,meetings,dobj,two
393555,provides,polyphenols,conj,350
393565,was,days,pobj,three
393579,has,teams,dobj,three
393650,was,feet,npadvmod,five
393650,was,feet,npadvmod,five
393666,was,years,npadvmod,fifty
393666,'s,years,npadvmod,fifty
393701,was,games,pobj,33
393711,was,eggs,dobj,two
393767,is,boys,dobj,two
393790,was,arrows,attr,seven
393803,was,handles,dobj,five
393827,has,areas,dobj,two
393827,has,functions,conj,2
393827,has,functions,conj,2
393908,is,kilometers,attr,136.6
393908,is,miles,appos,84.9
393936,is,kilometers,attr,113.7
393936,is,miles,appos,70.6
393976,consists,states,pobj,53
393976,consists,terms,dobj,four
393978,is,years,npadvmod,nine
393980,was,men,attr,one
394001,runs,kilometers,attr,226
394001,runs,miles,appos,140
394001,is,kilometers,attr,226
394001,is,miles,appos,140
394028,was,years,npadvmod,48
394086,was,children,pobj,six
394203,was,battles,pobj,two
394203,was,clans,pobj,two
394632,was,miles,npadvmod,five
394707,is,degrees,attr,101
394708,is,degrees,attr,98.6
394708,is,degrees,appos,37
394708,is,degrees,attr,98.6
394708,is,degrees,appos,37
394805,was,years,nsubj,three
394865,joints,ends,nsubjpass,two
394884,has,links,pobj,six
394884,has,degrees,dobj,six
394904,is,joints,dobj,two
394904,is,joints,dobj,two
394904,is,joints,dobj,two
394951,is,joints,pobj,four
394951,is,joints,pobj,four
394966,was,kings,attr,fourteen
395066,is,linkages,pobj,four
395186,goes,years,npadvmod,40
395211,was,years,pobj,million
395211,was,years,npadvmod,million
395212,is,orogenies,pobj,four
395226,was,years,pobj,sixty
395319,'m,places,pobj,twenty
395319,'m,people,dobj,twenty
395334,was,levers,attr,five
395334,was,lifts,conj,three
395334,was,levers,attr,five
395334,was,lifts,conj,three
395389,'s,years,npadvmod,40
395418,'s,dollars,npadvmod,twenty
395449,was,wings,nsubj,six
395449,was,twists,dobj,fifty
395600,houses,facilities,dobj,2013
395633,was,weeks,pobj,three
395642,was,riots,pobj,1992
395780,was,streaks,conj,23
395847,was,days,attr,fifty
395847,was,weeks,appos,seven
395922,was,books,pobj,20
395947,'s,moments,pobj,few
395968,is,hours,dobj,0
396053,is,generations,attr,15
396100,'s,spirits,attr,two
396178,serves,buildings,pobj,1968
396299,was,years,npadvmod,15
396383,was,verses,pobj,few
396383,was,verses,pobj,few
396383,was,verses,pobj,few
396383,was,verses,pobj,few
396529,outlines,theories,dobj,three
396529,describes,theories,dobj,three
396605,follows,meridians,pobj,116
396605,follows,°,compound,116
396605,was,meridians,pobj,116
396605,was,°,compound,116
396742,is,knots,pobj,4
396768,is,years,attr,three
396852,depicts,terms,dobj,five
396995,was,starts,pobj,three
397027,is,graphemes,nsubjpass,two
397107,is,letters,nsubjpass,two
397303,was,years,npadvmod,38
397329,is,males,attr,40
397329,is,years,npadvmod,40
397379,was,dollars,nsubj,hundred
397379,was,boys,nsubj,dozen
397395,includes,abilities,dobj,four
397395,helps,abilities,dobj,four
397644,was,picks,appos,three
397778,is,°,nummod,19
397778,is,temperatures,nsubj,°
397778,is,temperatures,nsubj,°
397778,is,°,nummod,19
397778,is,temperatures,nsubj,°
397778,is,°,nummod,19
397778,is,temperatures,nsubj,°
397778,is,°,nummod,19
397778,is,temperatures,nsubj,°
397778,is,°,nummod,24
397850,is,years,pobj,eight
397896,was,dollars,nsubj,hundred
397907,signals,ways,pobj,two
397908,nowdays,albums,nsubjpass,two
397908,is,albums,nsubjpass,two
398212,'s,dads,attr,few
398228,was,months,pobj,5
398344,is,years,pobj,40
398360,is,places,attr,two
398360,is,kilometers,compound,5
398360,is,kilometers,compound,10
398497,says,gods,nsubj,seven
398707,is,hands,pobj,twelve
398761,was,years,pobj,5
398766,was,jets,pobj,707
398821,was,olympics,pobj,2012
398821,was,olympics,pobj,2012
398924,was,years,npadvmod,eight
398985,is,years,npadvmod,40
399108,was,troops,dobj,"11,000"
399166,was,feet,npadvmod,eight
399297,has,districts,dobj,four
399327,was,feet,pobj,four
399327,was,feet,npadvmod,four
399330,was,steps,pobj,five
399359,is,benefits,dobj,one
399359,is,years,pobj,one
399390,has,terminals,dobj,two
399474,needs,bytes,pobj,four
399474,needs,bytes,conj,three
399686,was,whites,nsubjpass,few
399752,'s,planes,pobj,one
399773,forages,hours,pobj,four
399814,was,loaves,dobj,three
399963,is,metres,dobj,"20,000"
399963,is,metres,dobj,"20,000"
399998,dates,years,npadvmod,5000
399998,ötzi,years,npadvmod,5000
400052,was,years,npadvmod,four
400091,comes,chaps,nsubj,two
400126,includes,options,attr,two
400144,has,daughters,dobj,two
400209,is,personnel,pobj,two
400281,crosses,levels,pobj,two
400281,splits,levels,pobj,two
400451,was,things,dobj,three
400939,lays,eggs,dobj,2
400940,is,cm,npadvmod,2.1
400940,is,cm,npadvmod,1.5
401004,takes,days,dobj,60
401066,'s,years,npadvmod,fifty
401076,is,examples,pobj,few
401104,has,sons,dobj,two
401109,was,years,npadvmod,40
401114,terms,whele,pobj,one
401126,is,years,npadvmod,40
401129,says,years,pobj,30
401212,includes,hulls,conj,two
401212,is,hulls,conj,two
401321,is,cases,pobj,eight
401321,is,years,attr,eight
401321,is,years,attr,eight
401322,is,years,attr,ten
401355,has,tributaries,dobj,three
401423,encounters,men,dobj,two
401432,goes,men,nsubj,two
401432,looks,men,nsubj,two
401484,uses,years,pobj,24
401663,is,pities,attr,thousand
401761,has,people,pobj,"600,000"
401769,is,miles,npadvmod,five
401805,tells,years,npadvmod,ten
401811,informs,years,pobj,few
401841,'s,ofthem,attr,few
402006,is,genie,appos,"5,000"
402006,is,wishes,dobj,three
402006,appears,wishes,dobj,three
402337,has,years,dobj,thousand
402661,is,rows,dobj,24
402690,includes,nights,appos,six
402690,includes,days,compound,six
402882,is,enterprises,pobj,two
402882,is,contracts,pobj,one
402920,possesses,assets,dobj,one
402951,is,parties,pobj,two
403011,'s,elements,attr,two
403011,'s,actions,dobj,two
403011,kills,elements,attr,two
403011,kills,actions,dobj,two
403030,was,knocks,dobj,three
403197,'s,footprints,attr,one
403227,was,inches,dobj,four
403303,was,pairs,appos,two
403324,is,children,pobj,seven
403341,is,inches,npadvmod,nine
403545,has,inhabitants,dobj,"25,717"
403631,has,communes,dobj,80
403675,'s,complaints,attr,two
403760,has,inhabitants,dobj,"24,993"
403826,was,climbers,pobj,2009
403837,has,communes,dobj,84
403861,has,floors,pobj,four
403912,fails,times,npadvmod,three
403992,'s,people,appos,eleven
403992,'s,weeks,pobj,two
404083,has,words,pobj,two
404278,selects,sides,pobj,two
404318,has,inhabitants,dobj,"44,772"
404407,has,communes,dobj,63
404414,is,bytes,attr,512
404414,is,disks,attr,520
404414,is,bytes,pobj,520
404498,is,heads,nmod,two
404498,is,heads,nmod,two
404540,has,inhabitants,dobj,"118,087"
404552,has,sides,dobj,2
404552,has,surfaces,conj,2
404587,is,sectors,pobj,64
404635,has,communes,dobj,82
404643,'s,times,npadvmod,million
404648,permits,bits,pobj,28
404648,permits,bits,dobj,eight
404648,permits,sectors,conj,255
404648,permits,bits,conj,four
404648,permits,heads,pobj,0
404648,permits,bits,conj,sixteen
404648,permits,cylinders,pobj,0
404649,sectors,results,ccomp,128
404649,sectors,bytes,pobj,512
404655,was,cylinders,pobj,1024
404655,was,heads,pobj,16
404655,was,sectors,nsubj,504
404726,was,sectors,pobj,064
404727,corresponds,bits,dobj,6
404727,requires,bits,dobj,6
404743,is,metres,attr,5.28
404752,matches,standards,dobj,9293:1987
404787,was,nanoamperes,appos,40
404795,was,days,npadvmod,ninety
404829,was,years,npadvmod,seven
404887,'s,days,pobj,ninety
404892,was,years,npadvmod,five
404922,begins,flows,conj,110
404922,begins,kms,pobj,110
405262,explores,daughters,dobj,3
405282,lives,daughters,conj,three
405405,walks,guards,pobj,two
405666,is,targets,pobj,6
405762,sponsors,organizations,pobj,250
405766,was,days,pobj,four
405818,was,times,npadvmod,three
405840,has,tributaries,dobj,two
406029,states,people,pobj,billion
406076,features,clubs,dobj,11
406079,is,clubs,pobj,9
406079,is,teams,pobj,63
406100,attracts,crowds,dobj,9000
406100,attracts,people,pobj,9000
406100,attracts,attendances,pobj,1949
406100,attracts,finals,pobj,1949
406241,was,stores,pobj,seven
406354,was,floors,pobj,twelve
406367,was,students,pobj,hundred
406380,was,dials,pobj,four
406434,was,years,pobj,11
406542,is,compounds,pobj,three
406562,is,kilometers,attr,"1,039"
406562,is,miles,appos,646
406600,mentions,correspondents,pobj,few
406641,is,khz,appos,1140
406659,has,waterfalls,dobj,two
406705,was,gorges,nsubj,14
406735,was,days,npadvmod,7
406735,was,hours,npadvmod,24
406735,was,watts,pobj,"50,000"
406811,sets,weeks,pobj,nine
406825,knows,languages,dobj,seven
406825,speaks,languages,dobj,seven
406825,expects,languages,dobj,seven
406825,expects,incidents,dobj,few
406825,is,incidents,dobj,few
406829,was,years,pobj,20
406851,is,broadcasts,pobj,24
406851,is,khz,pobj,1140
406853,covers,fourths,conj,three
406985,is,representations,dobj,two
406985,has,representations,dobj,two
407094,has,programs,dobj,two
407521,is,days,attr,three
407609,receives,patterns,pobj,two
407620,recognises,seasons,dobj,six
407622,uses,seasons,pobj,six
407652,surpasses,states,pobj,three
407700,was,men,pobj,"25,344"
407912,comprises,km,pobj,500
407929,is,feet,npadvmod,"14,000"
407929,ranges,feet,npadvmod,"14,000"
407945,ranges,feet,pobj,"17,500"
407965,takes,years,dobj,sixteen
407989,deemeth,gates,dobj,four
408052,covers,km,pobj,500
408059,spans,tigers,pobj,two
408070,has,students,dobj,"15,000"
408110,encompasses,centres,pobj,twelve
408110,encompasses,sites,pobj,twelve
408149,reveals,states,pobj,eight
408149,prevails,states,pobj,eight
408176,was,years,pobj,8
408362,'s,meters,npadvmod,1117
408553,was,battleships,pobj,five
408566,was,tons,npadvmod,62
408682,lies,sections,pobj,two
408768,was,miles,npadvmod,few
408895,has,children,dobj,314
408900,has,numbers,pobj,three
408900,has,numbers,pobj,three
408900,has,numbers,attr,three
408900,has,numbers,attr,two
408900,has,numbers,attr,two
409039,was,cents,pobj,10
409050,was,years,pobj,nine
409086,includes,species,dobj,120
409204,was,years,npadvmod,fourteen
409256,slows,seconds,npadvmod,2.6
409279,was,years,pobj,hundred
409380,claims,years,npadvmod,six
409392,argues,books,nsubj,two
409499,is,alternatives,pobj,two
409637,was,boars,dobj,few
409637,was,miles,npadvmod,few
409659,runs,minutes,npadvmod,few
409696,was,days,pobj,few
409716,says,billions,nsubj,sixty
409716,says,years,pobj,sixty
409767,was,seconds,pobj,few
409794,was,years,pobj,six
409897,was,degrees,pobj,98
409897,'s,degrees,pobj,98
409997,provides,students,pobj,110
410009,is,colleges,pobj,three
410052,has,pounds,dobj,forty
410124,has,brothers,conj,two
410216,was,bars,conj,two
410417,was,hours,pobj,few
410417,was,days,pobj,three
410422,has,medals,pobj,22
410463,is,wonders,pobj,seven
410629,is,downloads,dobj,million
410630,was,songs,pobj,10
410630,was,copies,pobj,million
410668,was,years,npadvmod,four
410668,was,olympics,pobj,1996
410668,was,events,pobj,500
410793,was,words,nsubjpass,few
410811,was,feet,pobj,600
410872,was,words,pobj,few
410901,is,shooters,pobj,29
410953,features,months,npadvmod,six
410953,takes,months,npadvmod,six
410976,uses,rounds,pobj,40
410979,is,levels,pobj,three
410999,is,players,nsubj,two
410999,is,players,nsubj,two
411012,is,months,pobj,five
411012,'s,months,pobj,five
411129,was,years,npadvmod,six
411352,was,months,npadvmod,two
411363,is,sinners,appos,four
411450,was,gallons,dobj,2000
411610,was,years,npadvmod,eleven
411610,is,years,npadvmod,eleven
411675,was,years,pobj,82
411678,was,months,npadvmod,four
411707,penalizes,cars,dobj,"1,500"
411816,includes,types,dobj,"60,000"
411816,includes,tons,pobj,"60,000"
411846,was,charts,dobj,15
411846,was,countries,pobj,15
411846,was,times,compound,four
411846,was,times,compound,four
411846,was,times,compound,four
411961,receives,crdi,conj,1.1
411975,is,levels,pobj,all
412009,has,storys,dobj,30
412012,has,machines,dobj,"2,000"
412012,has,games,conj,87
412026,has,rooms,dobj,"4,400"
412077,is,mm,npadvmod,15
412077,is,mm,npadvmod,5
412077,is,mm,npadvmod,5
412112,is,mm,npadvmod,30
412112,is,mm,npadvmod,40
412206,was,weeks,pobj,two
412289,is,clubs,pobj,three
412289,operates,clubs,pobj,three
412289,operates,acres,pobj,186
412390,encompasses,blocks,dobj,two
412504,has,metres,pobj,3050
412505,covers,inhabitants,pobj,"120,000"
412505,has,inhabitants,pobj,"120,000"
412602,is,centuries,pobj,two
412683,is,gradients,dobj,25
412753,is,sons,dobj,four
412798,is,temperatures,pobj,11–17
412798,is,temperatures,pobj,11–17
412856,was,years,appos,11
412929,is,buildings,pobj,three
412945,rises,stories,npadvmod,18
412950,was,meters,compound,200
413098,was,visitors,dobj,"200,000"
413098,is,visitors,dobj,"200,000"
413185,descends,miles,nsubj,60
413186,connects,km,npadvmod,187
413198,was,miles,npadvmod,twenty
413222,goes,tunnels,pobj,dozen
413222,goes,meters,dobj,thousand
413222,descends,meters,dobj,thousand
413238,requires,routes,pobj,three
413238,requires,hours,dobj,eight
413265,lies,minutes,npadvmod,40
413265,serves,companies,pobj,two
413382,presents,levels,dobj,three
413382,presents,rooms,pobj,four
413408,has,newspapers,dobj,three
413408,has,channels,conj,three
413617,was,subscribers,nsubj,"50,000"
413645,refers,things,pobj,two
413725,is,metres,appos,200
413764,means,beats,pobj,150
413920,'s,years,pobj,three
414120,has,compartments,dobj,two
414170,slows,beats,pobj,one
414371,was,teams,pobj,five
414562,was,years,pobj,27
414564,is,constituencies,pobj,four
414664,was,times,npadvmod,five
414747,has,members,dobj,"4,800"
414748,has,committees,dobj,200
414779,continues,songs,meta,three
414843,meets,scientists,pobj,five
415046,is,parts,pobj,four
415046,is,ships,conj,three
415227,was,aliens,poss,3
415476,has,mountains,pobj,few
415476,has,buildings,conj,few
415523,makes,years,npadvmod,two
415737,backs,words,pobj,two
415737,backs,papers,pobj,two
415979,is,constituencies,pobj,four
416011,eats,days,pobj,5
416014,gets,days,pobj,6
416022,sleeps,weeks,pobj,2
416059,was,years,npadvmod,few
416066,was,books,pobj,few
416170,was,singles,dobj,40
416240,is,constituencies,pobj,four
416379,aims,programs,pobj,100
416391,is,levels,pobj,three
416521,has,subdivisions,pobj,58
416521,has,cities,pobj,three
416548,lists,species,dobj,17
416657,was,competitions,attr,1994
416659,runs,trains,dobj,"8,479"
416794,is,constituencies,pobj,four
416817,was,minutes,npadvmod,12
416838,was,weeks,pobj,two
416905,is,constituencies,pobj,four
417050,was,leaps,pobj,few
417055,was,knocks,pobj,two
417133,is,constituencies,pobj,four
417169,incorporates,wards,conj,1
417169,incorporates,wards,conj,1
417393,covers,blocks,dobj,150
417465,was,years,npadvmod,12
417466,was,years,npadvmod,13
417545,was,tests,dobj,two
417545,was,internationals,conj,4
417575,is,timmers,nsubj,14
417662,was,riots,pobj,1968
417813,was,olympics,pobj,2020
417815,was,years,pobj,17
418095,was,times,npadvmod,two
418174,says,governments,nsubj,three
418287,was,houses,attr,million
418428,was,days,npadvmod,few
418756,was,members,pobj,126
418757,was,results,dobj,2020
418874,consists,books,pobj,five
418874,consists,commandments,appos,three
418874,consists,sermons,conj,three
419001,arrives,boys,dobj,eight
419001,arrives,delinquents,pobj,eight
419001,arrives,years,npadvmod,eight
419001,is,boys,dobj,eight
419001,is,delinquents,pobj,eight
419001,is,years,npadvmod,eight
419303,grants,days,compound,40
419482,is,mazers,nsubjpass,ten
419548,is,lines,attr,nineteen
419548,is,triplets,pobj,five
419651,was,women,attr,80
419651,was,metres,compound,80
419651,was,metres,compound,80
419657,was,championships,pobj,1921
419660,has,repeaters,dobj,two
419664,is,stations,pobj,three
419985,was,acres,attr,million
420113,is,years,npadvmod,hundred
420278,is,mm,npadvmod,32
420281,has,rows,dobj,three
420428,includes,nations,dobj,six
420444,contains,domains,dobj,6
420444,contains,domains,pobj,6
420593,includes,pathways,dobj,three
420681,was,boats,nsubjpass,two
420818,has,albums,dobj,nine
420818,has,albums,appos,two
420818,has,singles,conj,one
420818,has,albums,conj,seven
420822,builds,lines,pobj,two
420822,builds,sentences,nsubj,eight
420822,does,lines,pobj,two
420855,includes,parishes,dobj,three
421071,was,years,npadvmod,million
421197,is,colors,pobj,two
421197,is,colors,pobj,two
421280,'s,managers,attr,thousand
421321,was,years,pobj,26
421469,was,feet,attr,few
421469,was,miles,nsubj,few
421469,was,miles,nsubj,few
421539,was,games,pobj,1934
421579,'s,minutes,attr,ten
421692,ends,guerrillas,advcl,few
421698,is,politics,pobj,ten
421768,was,competitions,nsubj,1934
421768,was,games,pobj,1934
421810,is,dollars,attr,thousand
421856,has,reviews,pobj,22
421865,is,kids,dative,8
421865,is,weeks,dobj,8
421872,takes,months,dobj,five
422029,is,seasons,pobj,seven
422051,was,seasons,pobj,four
422079,is,agents,compound,two
422227,is,pities,attr,thousand
422265,was,years,npadvmod,seven
