dep,idx,noun,verb
dobj,2385606,women,has
dobj,2385636,Plays,contains
dobj,2387392,points,form
dobj,2387717,quarters,measures
dobj,2392443,kilowatts,draws
dobj,2392465,people,needs
dobj,2395302,bunks,contains
dobj,2399141,years,lasts
dobj,2399197,messages,enables
dobj,2399592,pounds,uses
dobj,2399978,pencils,wears
dobj,2400061,systems,has
dobj,2400293,messages,sends
dobj,2400306,exchanges,requires
dobj,2400821,cents,costs
dobj,2400823,dollars,costs
dobj,2401146,conversations,carries
dobj,2401256,telephones,has
dobj,2401266,telegrams,sends
dobj,2405979,years,has
dobj,2406083,bits,puts
dobj,2409167,teachers,instructs
dobj,2410984,libraries,has
dobj,2411689,cards,receives
dobj,2417254,cents,earns
dobj,2418483,feet,spoils
dobj,2422782,coats,Sees
dobj,2423612,pounds,adds
dobj,2426592,fifths,covers
dobj,2427465,ones,has
dobj,2428255,miles,meets
dobj,2428298,days,covers
dobj,2431268,fingers,has
dobj,2433952,courts,has
dobj,2434922,sons,Grant
dobj,2436466,months,covers
dobj,2436797,pages,takes
dobj,2437404,lines,tells
dobj,2438025,shanks,shows
dobj,2439563,meals,has
dobj,2442992,buildings,has
dobj,2445954,things,wants
dobj,2446124,years,takes
dobj,2450262,languages,speaks
dobj,2450399,cents,costs
dobj,2451352,cigars,smokes
dobj,2464760,origins,postulates
dobj,2469990,authors,keeps
dobj,2472585,cents,costs
dobj,2473117,dollars,pays
dobj,2484669,words,says
dobj,2486322,journeys,makes
dobj,2488607,francs,costs
dobj,2490056,hairs,Pluck
dobj,2497939,feet,ringlets
dobj,2502727,cases,divides
dobj,2510005,Brigades,wants
dobj,2511254,inches,squares
dobj,2511274,inches,contains
dobj,2512317,weeks,requires
dobj,2513983,ounces,holds
dobj,2523076,centuries,covers
dobj,2528920,cards,leaves
dobj,2529513,minutes,takes
dobj,2530111,dollars,makes
dobj,2535664,problems,faces
dobj,2543654,appeals,advocates
dobj,2546554,paces,nook
dobj,2547537,feet,shoots
dobj,2549085,boys,accounts
dobj,2550539,generations,takes
dobj,2564665,axes,resembles
dobj,2564848,panes,has
dobj,2565026,windows,has
dobj,2566592,years,lives
dobj,2566893,thousands,sends
dobj,2577856,brains,has
dobj,2580853,roses,takes
dobj,2582276,CALLS,XVII
dobj,2587696,islands,comprises
dobj,2591518,minutes,takes
dobj,2601095,minutes,takes
dobj,2601823,feathers,has
dobj,2603412,poems,contains
dobj,2603421,examples,contains
dobj,2603813,themes,has
dobj,2605077,figures,shows
dobj,2609010,sketches,contains
dobj,2609137,plates,contains
dobj,2609191,Studies,shows
dobj,2609207,pages,contains
dobj,2609253,exercises,contains
dobj,2609297,toys,Shows
dobj,2609339,plates,contains
dobj,2609383,types,has
dobj,2609392,trees,lists
dobj,2609393,trees,list
dobj,2614132,feet,has
dobj,2614417,ears,has
dobj,2614419,ears,has
dobj,2614421,ears,has
dobj,2614423,ears,has
dobj,2614436,ears,has
dobj,2614445,ears,has
dobj,2614447,ears,has
dobj,2614601,classes,texts
dobj,2614791,feet,has
dobj,2614794,feet,has
dobj,2616557,feet,has
dobj,2616811,instances,gives
dobj,2617018,people,seats
dobj,2624124,men,needs
dobj,2633090,feet,seines
dobj,2633313,mm,range
dobj,2634625,LASSES,VIII
dobj,2640471,wages,drinks
dobj,2641167,paces,fashion
dobj,2643980,ways,meets
dobj,2647123,palms,has
dobj,2647577,tricks,has
dobj,2650406,pensions,gets
dobj,2651595,dollars,costs
dobj,2655987,men,employs
dobj,2656807,folds,has
dobj,2657321,shapes,finds
dobj,2657635,varieties,includes
dobj,2657636,varieties,includes
dobj,2657646,groups,establishes
dobj,2667500,rows,has
dobj,2667639,subscribers,has
dobj,2667754,miles,uses
dobj,2668260,points,has
dobj,2668765,grooves,has
dobj,2668914,rounds,means
dobj,2668916,pints,contains
dobj,2668934,lbs,weighs
dobj,2668936,boxes,has
dobj,2668960,rounds,conveys
dobj,2669020,lbs,weighs
dobj,2669197,parts,has
dobj,2669312,yards,covers
dobj,2669551,measures,knows
dobj,2670042,feet,measures
dobj,2670044,torpedoes,carries
dobj,2670615,machines,controls
dobj,2671384,degrees,develops
dobj,2671407,gallons,holds
dobj,2671415,gallons,lifts
dobj,2676818,classes,includes
dobj,2677143,series,comprises
dobj,2677175,feet,includes
dobj,2677285,feet,attains
dobj,2677298,feet,layers
dobj,2677597,fifths,loses
dobj,2679151,classes,includes
dobj,2679267,feet,exceeds
dobj,2685654,periods,requires
dobj,2686992,subfamilies,has
dobj,2687575,kinds,crowds
dobj,2687951,pounds,shows
dobj,2688031,conditions,occurs
dobj,2688234,breweries,has
dobj,2703177,kisses,sends
dobj,2708869,temples,has
dobj,2713349,Seas,h_=327
dobj,2714109,sides,forms
dobj,2714502,rooms,contains
dobj,2714550,windows,has
dobj,2726171,horses,owns
dobj,2726172,dessiatines,holds
dobj,2730462,tribes,Matters
dobj,2731046,tribes,Matters
dobj,2731218,outlets,possesses
dobj,2735374,names,has
dobj,2736388,hours,takes
dobj,2736792,lights,carries
dobj,2736797,accumulators,housing
dobj,2736874,lighthouses,maintains
dobj,2737010,lights,maintains
dobj,2737045,keepers,has
dobj,2737960,tons,weighs
dobj,2738146,feet,averages
dobj,2738224,feet,measures
dobj,2738237,engines,includes
dobj,2738523,parts,comprises
dobj,2739110,feet,measures
dobj,2743837,verses,sings
dobj,2750337,factors,has
dobj,2750446,shillings,fires
dobj,2750468,shillings,fires
dobj,2750740,men,represents
dobj,2751828,elements,holds
dobj,2752448,times,has
dobj,2752738,semitones,gives
dobj,2755570,days,requires
dobj,2756906,pounds,weighs
dobj,2757033,pounds,weighs
dobj,2757274,days,takes
dobj,2757423,inches,Puncture
dobj,2764301,AMBITIONS,ANSWERS
dobj,2764618,poets,expels
dobj,2765653,Threats,Tries
dobj,2766615,flaps,has
dobj,2777897,races,connects
dobj,2784534,millimeters,measures
dobj,2789889,civilians,shape
dobj,2789998,tons,Carries
dobj,2791377,species,contains
dobj,2793688,classes,correspond
dobj,2793745,questions,concludes
dobj,2804788,hunters,takes
dobj,2806841,times,makes
dobj,2809542,sets,knees
dobj,2825565,hours,has
dobj,2825705,acres,demands
dobj,2825716,months,forbids
dobj,2825782,children,has
dobj,2826946,years,consists
dobj,2827183,children,has
dobj,2837358,Houses,betweene
dobj,2837531,editions,mentions
dobj,2837937,figures,has
dobj,2837998,wits,criticizes
dobj,2847881,men,conceal
dobj,2851722,hours,has
dobj,2865568,Aces,has
dobj,2874279,minutes,Takes
dobj,2880366,anemones,makes
dobj,2880390,leaves,bridges
dobj,2880471,passengers,carries
dobj,2881713,accidents,leaves
dobj,2883650,accidents,leaves
dobj,2892450,things,gets
dobj,2892929,rupees,earns
dobj,2899607,powers,gives
dobj,2902214,days,gives
dobj,2905086,minutes,takes
dobj,2920018,years,takes
dobj,2920848,hands,takes
dobj,2925000,Commandments,applies
dobj,2925261,Commandments,applies
dobj,2926071,keys,takes
dobj,2926495,keys,takes
dobj,2933845,words,needs
dobj,2935641,rupees,gives
dobj,2935715,auditions,takes
dobj,2935988,rupees,charges
dobj,2936294,girls,gets
dobj,2938946,plagues,has
dobj,2945716,years,makes
dobj,2946246,acres,covers
dobj,2948045,acres,covers
dobj,2950011,acres,covers
dobj,2951294,books,spends
dobj,2953005,temas,needs
dobj,2953293,rounds,has
dobj,2956758,reasons,Name
dobj,2956895,bedrooms,has
dobj,2957301,minutes,needs
dobj,2957569,books,writes
dobj,2961473,sons,has
dobj,2961480,lives,saves
dobj,2973263,years,needs
dobj,2975584,rules--,has
dobj,2977290,rules,has
dobj,2979020,rules,has
dobj,2987227,enemies,unites
dobj,2994469,names,has
dobj,2995987,pleasures,brings
dobj,2995991,pleasures,brings
dobj,3004796,thousands,means
dobj,3004810,hours,gives
dobj,3007817,lives,has
dobj,3011198,messages,has
dobj,3011887,messages,has
dobj,3025165,defenders,splits
dobj,3027628,blunts,smokes
dobj,3031678,years,spends
dobj,3032410,years,spends
dobj,3033204,years,spends
dobj,3038685,shekels,costs
dobj,3038686,shekels,costs
dobj,3039298,seconds,takes
dobj,3044593,agents,contains
dobj,3050826,women,honors
dobj,3055513,stripes,gets
dobj,3056321,stripes,gets
dobj,3063211,cats,has
dobj,3063821,minutes,takes
dobj,3064567,cocks,takes
dobj,3065780,seconds,takes
dobj,3066919,seconds,takes
dobj,3076395,rules,has
dobj,3078419,rules,has
dobj,3081964,wives,has
dobj,3082550,parts,has
dobj,3082575,pages,runs
dobj,3082586,requirements,has
dobj,3082664,minutes,takes
dobj,3088344,minutes,takes
dobj,3088397,types,gives
dobj,3088504,pounds,weighs
dobj,3088566,measurements,compares
dobj,3096221,victims,ties
dobj,3098283,enemies,puts
dobj,3098906,enemies,puts
dobj,3099688,contacts,has
dobj,3099690,contacts,has
dobj,3101672,plates,contains
dobj,3105973,bullets,has
dobj,3106289,weeks,has
dobj,3108411,acres,hunts
dobj,3116320,pounds,weighs
dobj,3117208,pounds,weighs
dobj,3119745,jobs,works
dobj,3119748,jobs,has
dobj,3127232,truckloads,needs
dobj,3133728,Euros,costs
dobj,3135199,shells,use
dobj,3139601,shells,use
dobj,3146490,hours,I''m
dobj,3150009,years,lives
dobj,3150378,missives,sends
dobj,3151106,eggs,produces
dobj,3151586,eggs,produces
dobj,3153199,figures,makes
dobj,3156096,houses,lives
dobj,3160428,people,needs
dobj,3166125,houses,torches
dobj,3183077,guys,has
dobj,3185257,prisoners,has
dobj,3185381,men,has
dobj,3198083,cents,costs
dobj,3199018,dollars,puts
dobj,3203786,thumbs,has
dobj,3204111,thumbs,has
dobj,3204779,times,uses
dobj,3221936,devils,surpasses
dobj,3223288,victims,matches
dobj,3230063,pens,has
dobj,3230799,pens,has
dobj,3231524,pens,has
dobj,3233490,men,puts
dobj,3235749,hours,lasts
dobj,3236884,people,finds
dobj,3243214,pieces,eats
dobj,3246333,miles,gets
dobj,3248741,minutes,takes
dobj,3253318,kg,weighs
dobj,3263191,days,nutbags
dobj,3265794,feet,gets
dobj,3267435,dollars,costs
dobj,3271017,restaurants,owns
dobj,3271735,cars,lists
dobj,3274635,minutes,spends
dobj,3278587,others,matches
dobj,3279214,others,matches
dobj,3281492,ribs,has
dobj,3282894,ribs,has
dobj,3284280,ribs,has
dobj,3289275,lives,has
dobj,3290540,days,takes
dobj,3302804,men,includes
dobj,3306918,grapefruits,needs
dobj,3315415,balls,contains
dobj,3321101,holes,counts
dobj,3322486,employees,has
dobj,3322781,germans,-Minus
dobj,3322903,employees,has
dobj,3323657,samples,nets
dobj,3323860,tons,releases
dobj,3325487,people,kidnaps
dobj,3328624,things,requires
dobj,3332713,people,we're
dobj,3340926,days,takes
dobj,3342556,votes,has
dobj,3343386,votes,has
dobj,3355873,attendants,assaults
dobj,3356440,days,works
dobj,3361689,hours,feeds
dobj,3370905,hours,takes
dobj,3371633,layers,needs
dobj,3375282,days,lasts
dobj,3377756,pictures,has
dobj,3382413,hours,wins
dobj,3383832,blocks,lives
dobj,3388270,pounds,owes
dobj,3395671,colors,has
dobj,3399226,hours,has
dobj,3399658,words,knows
dobj,3403645,people,has
dobj,3404714,cents,costs
dobj,3410808,holes,measures
dobj,3415848,bucks,costs
dobj,3415881,students,sends
dobj,3451676,hours,takes
dobj,3455695,minutes,means
dobj,3459865,kids,raises
dobj,3460977,people,employs
dobj,3462541,guys,takes
dobj,3464160,signals,gets
dobj,3477818,enemies,has
dobj,3478947,lives,takes
dobj,3494198,BENJAMINS,COUGH
dobj,3494206,BUCKS,OWE
dobj,3500178,bullets,has
dobj,3504161,followers,has
dobj,3504288,followers,has
dobj,3521416,cats,has
dobj,3523987,sections,has
dobj,3535291,miles,covers
dobj,3541226,burdens,ye
dobj,3542260,months,takes
dobj,3570126,struts,has
dobj,3570728,years,spans
dobj,3572011,guys,connects
dobj,3574663,people,receives
dobj,3578380,wishes,grants
dobj,3579184,souls,selects
dobj,3588938,dollars,throws
dobj,3591926,legs,has
dobj,3593353,legs,has
dobj,3598975,bits,costs
dobj,3605266,people,kills
dobj,3605344,stations,has
dobj,3605345,stations,controls
dobj,3608205,bucks,owes
dobj,3608874,PEOPLE,TAKES
dobj,3615301,hours,does
dobj,3618327,hours,does
dobj,3620120,probes,Tany
dobj,3620638,passengers,takes
dobj,3631592,laps,has
dobj,3641087,sods,'s
dobj,3644860,witnesses,has
dobj,3645591,hands,makes
dobj,3649208,eyebrows,Shave
dobj,3652314,cents,costs
dobj,3652492,languages,speaks
dobj,3653264,cents,costs
dobj,3653322,words,makes
dobj,3657377,inches,drops
dobj,3659870,legs,has
dobj,3660556,months,means
dobj,3660557,years,means
dobj,3661619,men,takes
dobj,3661701,dollars,francs
dobj,3672424,points,gets
dobj,3686528,wives,has
dobj,3686770,airmen,contains
dobj,3687242,gallons,wants
dobj,3688931,claws,has
dobj,3702850,tomans,pays
dobj,3719086,years,has
dobj,3721280,beginnings,has
dobj,3721503,seconds,gets
dobj,3729918,engineers,serves
dobj,3745222,daughters,has
dobj,3746430,MONTHS,TOOK
dobj,3750379,guns,carries
dobj,3750876,guns,has
dobj,3751277,hours,serves
dobj,3751830,people,makes
dobj,3752833,boyfriends,has
dobj,3752930,dollars,costs
dobj,3753038,functions,carries
dobj,3753521,years,has
dobj,3753843,beds,has
dobj,3753995,functions,has
dobj,3753996,functions,carries
dobj,3754060,functions,has
dobj,3771237,minutes,requires
dobj,3782679,lives,has
dobj,3788561,members,has
dobj,3799050,weeks,takes
dobj,3805285,years,gets
dobj,3807218,craps,gives
dobj,3808475,times,wins
dobj,3809127,times,wins
dobj,3816600,layers,has
dobj,3816986,layers,has
dobj,3822761,weeks,takes
dobj,3838604,boys,has
dobj,3840022,thirds,intends
dobj,3856654,YEARS,TOOK
dobj,3858665,patients,has
dobj,3859336,students,has
dobj,3859438,inhabitants,boasting
dobj,3859497,tourists,attracts
dobj,3859538,liters,produces
dobj,3859767,trains,runs
dobj,3860092,pilots,makes
dobj,3860153,gallons,drops
dobj,3861172,worlds,connects
dobj,3861379,minutes,has
dobj,3862354,villages,buries
dobj,3862512,seismometers,has
dobj,3862607,volcanoes,harbors
dobj,3863071,millimeters,shifts
dobj,3868833,hours,sleeps
dobj,3869370,people,holds
dobj,3870498,amps,draws
dobj,3871885,people,holds
dobj,3872878,amps,draws
dobj,3873695,degrees,approaches
dobj,3874200,people,holds
dobj,3877318,nuts,drives
dobj,3884250,shapes,sells
dobj,3897252,dinars,says
dobj,3919423,kinds,has
dobj,3919424,kinds,has
dobj,3919425,kinds,has
dobj,3919426,kinds,has
dobj,3919427,kinds,has
dobj,3921397,wheels,needs
dobj,3922397,wheels,has
dobj,3923121,dollars,has
dobj,3924301,people,equals
dobj,3934285,alternatives,has
dobj,3935180,employees,has
dobj,3939458,francs,wins
dobj,3939459,francs,wins
dobj,3940342,years,makes
dobj,3943411,minutes,takes
dobj,3955061,incidents,thefts
dobj,3957002,pounds,weighs
dobj,3958839,pounds,wighs
dobj,3972165,options,has
dobj,3972734,ohms,reads
dobj,3973738,options,has
dobj,3974765,tablets,takes
dobj,3975394,lives,has
dobj,3976483,lives,has
dobj,3992951,years,takes
dobj,3996502,bishops,taking
dobj,3998092,pounds,weighs
dobj,3998977,parts,has
dobj,4005170,deodorants,needs
dobj,4017230,rounds,fires
dobj,4029617,minutes,takes
dobj,4030021,people,holds
dobj,4039291,classes,gives
dobj,4039292,classes,gives
dobj,4039349,minutes,ce
dobj,4039827,fans,brings
dobj,4041262,guys,asks
dobj,4043340,guys,asks
dobj,4053056,tattoos,has
dobj,4054688,hours,takes
dobj,4057811,rounds,C:$00FFFF}The
dobj,4063240,meanings,has
dobj,4067244,people,Ifyou're
dobj,4073441,yards,has
dobj,4080439,years,takes
dobj,4082041,feet,travels
dobj,4086551,fingers,has
dobj,4092353,pounds,carries
dobj,4093434,lives,has
dobj,4100285,YEARS,DESTROYED
dobj,4102276,tickets,has
dobj,4102839,tracks,has
dobj,4105164,hours,rehearses
dobj,4105939,sets,has
dobj,4109704,clearances,gives
dobj,4110953,pounds,benches
dobj,4112506,uses,has
dobj,4112678,limbs,has
dobj,4122338,kisses,takes
dobj,4123515,rupees,deposit
dobj,4128756,inches,means
dobj,4131500,pounds,weighs
dobj,4134639,kg,weighs
dobj,4134640,kilos,weighs
dobj,4141893,slaves,Fot
dobj,4144609,warrants,has
dobj,4144622,cases,has
dobj,4148902,men,records
dobj,4149563,helpings,wants
dobj,4150085,helpings,wants
dobj,4150509,storeys,foran
dobj,4151677,friends,brings
dobj,4153965,cents,costs
dobj,4155579,cruisers,indicates
dobj,4156290,years,lasts
dobj,4159748,pillars,contains
dobj,4161489,hours,takes
dobj,4165493,elephants,climbs
dobj,4165739,feet,jumps
dobj,4166654,feet,hejumps
dobj,4168411,feet,jumps
dobj,4173840,heads,chops
dobj,4181918,pounds,weighs
dobj,4184973,hours,takes
dobj,4188788,inhabitants,has
dobj,4188789,euros,has
dobj,4188834,hectares,covers
dobj,4190665,jets,features
dobj,4192994,hours,takes
dobj,4200483,cheerleaders,leaves
dobj,4205771,gloves,separates
dobj,4206332,bucks,wants
dobj,4209225,fingers,has
dobj,4214248,innings,gotme
dobj,4216026,balls,brings
dobj,4229808,feet,has
dobj,4238373,years,has
dobj,4239486,calls,Means
dobj,4250136,objects,picks
dobj,4254509,miles,follows
dobj,4254883,visitors,attracts
dobj,4261349,blocks,lives
dobj,4262545,blocks,lives
dobj,4264173,DOLLARS,WORTH
dobj,4264461,cents,cost
dobj,4264503,years,takes
dobj,4271063,years,has
dobj,4271122,people,has
dobj,4284756,years,Pas
dobj,4294632,degrees,reaches
dobj,4294660,degrees,heats
dobj,4294793,degrees,prefers
dobj,4294833,degrees,reaches
dobj,4294984,forints,earns
dobj,4294991,months,spends
dobj,4297195,dollars,costs
dobj,4298732,dollars,costs
dobj,4299691,bucks,owes
dobj,4308767,defects,has
dobj,4309519,doctors,has
dobj,4311060,pounds,shaves
dobj,4315813,degrees,reaches
dobj,4316193,miles,needs
dobj,4316222,people,has
dobj,4317583,things,does
dobj,4318189,things,does
dobj,4318643,things,does
dobj,4327470,years,spends
dobj,4338151,moves,involves
dobj,4343625,speeches,has
dobj,4361230,women,romance
dobj,4361348,attributes,has
dobj,4361806,hands,takes
dobj,4361928,years,takes
dobj,4362441,degrees,Rotate
dobj,4362536,meters,exceeds
dobj,4365320,barrels,has
dobj,4365677,people,goes
dobj,4367614,years,lasts
dobj,4377962,gallons,says
dobj,4381242,stories,Tells
dobj,4384928,pounds,weighs
dobj,4385050,legs,has
dobj,4385165,Miles,gets
dobj,4385892,kids,kicks
dobj,4390392,sonnets,plays
dobj,4394969,daughters,has
dobj,4395253,hours,needs
dobj,4396863,daughters,has
dobj,4396865,children,has
dobj,4396958,pairs,has
dobj,4397193,hours,takes
dobj,4402748,b3,U53d
dobj,4403788,kilograms,requires
dobj,4409842,bucks,gets
dobj,4411833,inhabitants,has
dobj,4419992,cm,separates
dobj,4424450,balls,has
dobj,4437985,guys,takes
dobj,4441338,people,represents
dobj,4449287,children,has
dobj,4451138,hours,takes
dobj,4451906,pounds,weight
dobj,4471848,days,lasts
dobj,4480707,yards,takes
dobj,4482242,bolts,has
dobj,4483071,wheels,has
dobj,4484024,kids,has
dobj,4488856,sheets,completes
dobj,4496676,petals,has
dobj,4496692,meals,provides
dobj,4497257,shots,fire
dobj,4499123,girls,Leaves
dobj,4507638,men,has
dobj,4508919,years,means
dobj,4510874,years,means
dobj,4513022,years,means
dobj,4513912,si,has
dobj,4513916,sides,has
dobj,4516896,months,means
dobj,4516903,men,employs
dobj,4517695,times,has
dobj,4518186,Rials,equals
dobj,4518755,athletes,looks
dobj,4519922,panes,has
dobj,4528287,sons,has
dobj,4531687,hours,takes
dobj,4533748,things,point
dobj,4540473,tigers,fights
dobj,4542427,bucks,gets
dobj,4543976,billions,spends
dobj,4548188,years,waits
dobj,4554393,hours,lets
dobj,4562111,bucks,owes
dobj,4564202,MB,624x352
dobj,4572805,minutes,says
dobj,4580086,blocks,lives
dobj,4581791,blocks,lives
dobj,4589687,hours,has
dobj,4589961,minutes,wants
dobj,4591147,roots,has
dobj,4592474,roots,has
dobj,4612051,years,takes
dobj,4619643,pounds,weighs
dobj,4621150,francs,owes
dobj,4623539,weeks,gives
dobj,4623955,deaths,dies
dobj,4625598,weeks,takes
dobj,4625923,weeks,gives
dobj,4626319,deaths,dies
dobj,4627255,dollars,owes
dobj,4627653,dollars,charges
dobj,4631993,brothers,has
dobj,4633094,bits,Wager
dobj,4635369,words,Whisper
dobj,4638877,speeds,has
dobj,4639009,kilos,weighs
dobj,4639134,feet,has
dobj,4639542,seconds,takes
dobj,4649563,customers,has
dobj,4651648,miles,flows
dobj,4651929,minutes,takes
dobj,4653421,freighters,counts
dobj,4654133,freighters,counts
dobj,4659007,hits,gets
dobj,4662103,INMATES,TOOK
dobj,4670506,dollars,spends
dobj,4671809,bones,has
dobj,4673157,bones,has
dobj,4674480,seconds,has
dobj,4675693,seconds,has
dobj,4678627,steps,backs
dobj,4682540,yen,costs
dobj,4682888,hours,tells
dobj,4686528,packs,smokes
dobj,4689339,fingers,has
dobj,4699488,bedrooms,has
dobj,4703786,days,takes
dobj,4706792,bedrooms,has
dobj,4711740,euros,costs
dobj,4712268,figures,climbs
dobj,4730397,euros,wants
dobj,4743933,areas,combines
dobj,4751681,dollars,says
dobj,4756580,bedrooms,boasts
dobj,4766413,ones,has
dobj,4768744,brothers,has
dobj,4775869,hours,leaves
dobj,4782657,acres,covers
dobj,4782695,sides,has
dobj,4784434,cases,knows
dobj,4788694,years,waits
dobj,4796991,injuries,causes
dobj,4798605,years,takes
dobj,4798634,barrels,uses
dobj,4798644,barrels,consumes
dobj,4798678,miles,uses
dobj,4798710,miles,uses
dobj,4798764,years,doubles
dobj,4798799,miles,travels
dobj,4798860,gallons,requires
dobj,4810684,calories,needs
dobj,4810718,continents,opens
dobj,4810829,plants,collects
dobj,4810946,trees,uses
dobj,4810956,civilians,kills
dobj,4814240,daughters,has
dobj,4814401,months,has
dobj,4814602,months,has
dobj,4819571,enemies,defeats
dobj,4827243,blades,has
dobj,4828253,guards,gives
dobj,4831863,hours,equals
dobj,4834477,accounts,has
dobj,4839092,years,lasts
dobj,4840285,minutes,lasts
dobj,4840786,minutes,wants
dobj,4842821,clans,celebrates
dobj,4844264,suits,shows
dobj,4844638,suits,shows
dobj,4855303,boobs,beats
dobj,4864250,sandwiches,has
dobj,4866631,quid,costs
dobj,4878611,years,takes
dobj,4879341,gorillas,puts
dobj,4888466,chips,buys
dobj,4894285,passions,has
dobj,4906499,machines,has
dobj,4908539,others,raises
dobj,4909262,things,does
dobj,4910158,stars,has
dobj,4910636,hours,gives
dobj,4923237,people,affects
dobj,4923426,calls,intercepts
dobj,4924646,singers,has
dobj,4925426,years,has
dobj,4933102,months,has
dobj,4944044,visits,records
dobj,4946468,players,has
dobj,4956945,hours,lasts
dobj,4957161,days,shines
dobj,4958148,floors,houses
dobj,4959966,floors,houses
dobj,4962186,floors,houses
dobj,4968664,years,has
dobj,4972520,tons,takes
dobj,4979843,shots,pops
dobj,4990947,dollars,has
dobj,4991011,questions,takes
dobj,5001444,minutes,lasts
dobj,5001784,thousands,affects
dobj,5002023,choices,has
dobj,5005159,bucks,charges
dobj,5005924,miles,covers
dobj,5017346,views,has
dobj,5024643,years,lasts
dobj,5046479,seniors,serves
dobj,5051438,minds,bonds
dobj,5051440,hearts,bonds
dobj,5054196,houses,has
dobj,5073590,flaws,has
dobj,5082393,hands,has
dobj,5083965,words,speaks
dobj,5085602,positions,has
dobj,5097035,shops,has
dobj,5101156,states,has
dobj,5101198,states,needs
dobj,5118343,kilos,weighs
dobj,5124292,cloles,gels
dobj,5132669,years,gives
dobj,5135070,qualities,has
dobj,5135555,albums,has
dobj,5137222,virgins,holds
dobj,5137621,children,wakes
dobj,5138610,marines,kills
dobj,5144333,sodas,gives
dobj,5151095,types,gives
dobj,5151106,machines,gives
dobj,5151111,pounds,weighs
dobj,5153723,minutes,takes
dobj,5155005,minutes,takes
dobj,5158453,men,houses
dobj,5158672,minutes,takes
dobj,5163437,horses,Saddle
dobj,5164391,wives,Fred--
dobj,5164499,dollars,Saves
dobj,5172869,eyes,has
dobj,5174353,liters,uses
dobj,5175162,hands,needs
dobj,5189331,pieces,has
dobj,5190904,camels,bids
dobj,5194703,acres,has
dobj,5195659,acres,has
dobj,5196611,acres,has
dobj,5197733,balls,hides
dobj,5205583,cents,costs
dobj,5208212,explosives,makes
dobj,5220922,degrees,hits
dobj,5222789,sisters,has
dobj,5231221,souls,brings
dobj,5231701,souls,brings
dobj,5235091,inhabitants,has
dobj,5237699,dresses,makes
dobj,5238438,weeks,needs
dobj,5245922,pairs,makes
dobj,5246092,hours,takes
dobj,5247295,heads,equals
dobj,5247296,heads,means
dobj,5247317,men,Gather
dobj,5256251,stills,needs
dobj,5265062,gallons,swallows
dobj,5265945,gallons,swallows
dobj,5280686,people,has
dobj,5280987,pounds,earns
dobj,5287671,screens,has
dobj,5288540,shots,means
dobj,5293052,weeks,takes
dobj,5295524,attempts,takes
dobj,5298097,rubles,has
dobj,5299916,hours,moves
dobj,5299917,hours,moves
dobj,5306856,knots,Wind
dobj,5306932,times,performs
dobj,5307245,hours,warrants
dobj,5307546,components,has
dobj,5316426,fights,leaves
dobj,5322680,priors,has
dobj,5327429,rupees,takes
dobj,5336307,hours,walks
dobj,5340925,minutes,takes
dobj,5342507,years,gets
dobj,5347669,bucks,earns
dobj,5356168,pounds,weighs
dobj,5357253,pounds,represents
dobj,5362388,litres,contains
dobj,5366272,feet,makes
dobj,5368128,days,has
dobj,5395135,strokes,manages
dobj,5396567,strokes,manages
dobj,5401639,cats,has
dobj,5410186,meters,measures
dobj,5410189,kg,weighs
dobj,5410327,sheep,takes
dobj,5410720,brothers,has
dobj,5413518,rings,draws
dobj,5422554,strokes,has
dobj,5424209,minutes,takes
dobj,5424834,months,takes
dobj,5431226,bodies,has
dobj,5450047,WHEELS,HAS
dobj,5452856,years,lasts
dobj,5459958,bodies,needs
dobj,5463138,hours,has
dobj,5463989,dollars,costs
dobj,5464487,dollars,owes
dobj,5464664,girlfriends,has
dobj,5468123,bucks,gets
dobj,5470183,cents,drinks
dobj,5471640,taurus,drives
dobj,5477595,agents,places
dobj,5478557,hours,has
dobj,5479547,women,has
dobj,5483102,things,Iearn
dobj,5483270,women,loves
dobj,5483271,men,loves
dobj,5496136,pounds,weighs
dobj,5499214,pounds,weighs
dobj,5499667,mediums,gets
dobj,5500061,mediums,gets
dobj,5505811,hours,works
dobj,5507384,hours,works
dobj,5517318,lives,demands
dobj,5518904,runs,needs
dobj,5518909,runs,needs
dobj,5519328,runs,completes
dobj,5524016,words,speaks
dobj,5532876,dollars,bet
dobj,5534573,classes,has
dobj,5543447,minutes,takes
dobj,5543717,hours,says
dobj,5551427,comments,has
dobj,5552487,kids,plays
dobj,5553068,arrests,averages
dobj,5553146,people,leaves
dobj,5554642,companies,means
dobj,5582221,kinds,makes
dobj,5585927,minutes,gives
dobj,5599089,guards,sends
dobj,5599119,acres,frees
dobj,5613701,years,takes
dobj,5616775,minutes,gives
dobj,5617430,words,♪
dobj,5619063,tons,produces
dobj,5619435,orders,has
dobj,5627703,messes,has
dobj,5627886,textures,has
dobj,5632173,GAMES,WON
dobj,5635459,hours,needs
dobj,5635478,years,gets
dobj,5642049,ounces,has
dobj,5642090,inches,gets
dobj,5642684,inches,gets
dobj,5643999,minutes,takes
dobj,5645139,minutes,takes
dobj,5645324,nations,does
dobj,5648250,pounds,weighs
dobj,5653037,hearts,has
dobj,5653286,hearts,has
dobj,5656422,hearts,has
dobj,5656671,hearts,has
dobj,5662483,siblings,drama
dobj,5663304,users,has
dobj,5663571,friends,needs
