idx,source,sentence,construction,pattern,DT,ADJ,NUMERAL,NOUN
2237,mahowald,She bought a record-setting five cans.,a record-setting five cans,DT JJ CD NNS,a,record-setting,five,cans
2238,mahowald,She bought a record-setting five bananas.,a record-setting five bananas,DT JJ CD NNS,a,record-setting,five,bananas
2239,mahowald,She bought a record-setting five apples.,a record-setting five apples,DT JJ CD NNS,a,record-setting,five,apples
2240,mahowald,She bought a record-setting five trays.,a record-setting five trays,DT JJ CD NNS,a,record-setting,five,trays
2241,mahowald,She bought a record-setting twenty desks.,a record-setting twenty desks,DT JJ CD NNS,a,record-setting,twenty,desks
2242,mahowald,She bought a record-setting twenty marbles.,a record-setting twenty marbles,DT JJ CD NNS,a,record-setting,twenty,marbles
2243,mahowald,She bought a record-setting twenty pencils.,a record-setting twenty pencils,DT JJ CD NNS,a,record-setting,twenty,pencils
2244,mahowald,She bought a record-setting twenty belts.,a record-setting twenty belts,DT JJ CD NNS,a,record-setting,twenty,belts
2245,mahowald,She bought a record-setting twenty forks.,a record-setting twenty forks,DT JJ CD NNS,a,record-setting,twenty,forks
2246,mahowald,She bought a record-setting twenty chairs.,a record-setting twenty chairs,DT JJ CD NNS,a,record-setting,twenty,chairs
2247,mahowald,She bought a record-setting twenty cans.,a record-setting twenty cans,DT JJ CD NNS,a,record-setting,twenty,cans
2248,mahowald,She bought a record-setting twenty bananas.,a record-setting twenty bananas,DT JJ CD NNS,a,record-setting,twenty,bananas
2249,mahowald,She bought a record-setting twenty apples.,a record-setting twenty apples,DT JJ CD NNS,a,record-setting,twenty,apples
2250,mahowald,She bought a record-setting twenty trays.,a record-setting twenty trays,DT JJ CD NNS,a,record-setting,twenty,trays
2251,mahowald,She bought a large three desks.,a large three desks,DT JJ CD NNS,a,large,three,desks
2252,mahowald,She bought a large three marbles.,a large three marbles,DT JJ CD NNS,a,large,three,marbles
2253,mahowald,She bought a large three pencils.,a large three pencils,DT JJ CD NNS,a,large,three,pencils
2254,mahowald,She bought a large three belts.,a large three belts,DT JJ CD NNS,a,large,three,belts
2255,mahowald,She bought a large three forks.,a large three forks,DT JJ CD NNS,a,large,three,forks
2256,mahowald,She bought a large three chairs.,a large three chairs,DT JJ CD NNS,a,large,three,chairs
2257,mahowald,She bought a large three cans.,a large three cans,DT JJ CD NNS,a,large,three,cans
2258,mahowald,She bought a large three bananas.,a large three bananas,DT JJ CD NNS,a,large,three,bananas
2259,mahowald,She bought a large three apples.,a large three apples,DT JJ CD NNS,a,large,three,apples
2260,mahowald,She bought a large three trays.,a large three trays,DT JJ CD NNS,a,large,three,trays
2261,mahowald,She bought a large five desks.,a large five desks,DT JJ CD NNS,a,large,five,desks
2262,mahowald,She bought a large five marbles.,a large five marbles,DT JJ CD NNS,a,large,five,marbles
2263,mahowald,She bought a large five pencils.,a large five pencils,DT JJ CD NNS,a,large,five,pencils
2264,mahowald,She bought a large five belts.,a large five belts,DT JJ CD NNS,a,large,five,belts
2265,mahowald,She bought a large five forks.,a large five forks,DT JJ CD NNS,a,large,five,forks
2266,mahowald,She bought a large five chairs.,a large five chairs,DT JJ CD NNS,a,large,five,chairs
2267,mahowald,She bought a large five cans.,a large five cans,DT JJ CD NNS,a,large,five,cans
2268,mahowald,She bought a large five bananas.,a large five bananas,DT JJ CD NNS,a,large,five,bananas
2269,mahowald,She bought a large five apples.,a large five apples,DT JJ CD NNS,a,large,five,apples
2270,mahowald,She bought a large five trays.,a large five trays,DT JJ CD NNS,a,large,five,trays
2271,mahowald,She bought a large twenty desks.,a large twenty desks,DT JJ CD NNS,a,large,twenty,desks
2272,mahowald,She bought a large twenty marbles.,a large twenty marbles,DT JJ CD NNS,a,large,twenty,marbles
2273,mahowald,She bought a large twenty pencils.,a large twenty pencils,DT JJ CD NNS,a,large,twenty,pencils
2274,mahowald,She bought a large twenty belts.,a large twenty belts,DT JJ CD NNS,a,large,twenty,belts
2275,mahowald,She bought a large twenty forks.,a large twenty forks,DT JJ CD NNS,a,large,twenty,forks
2276,mahowald,She bought a large twenty chairs.,a large twenty chairs,DT JJ CD NNS,a,large,twenty,chairs
2277,mahowald,She bought a large twenty cans.,a large twenty cans,DT JJ CD NNS,a,large,twenty,cans
2278,mahowald,She bought a large twenty bananas.,a large twenty bananas,DT JJ CD NNS,a,large,twenty,bananas
2279,mahowald,She bought a large twenty apples.,a large twenty apples,DT JJ CD NNS,a,large,twenty,apples
2280,mahowald,She bought a large twenty trays.,a large twenty trays,DT JJ CD NNS,a,large,twenty,trays
2281,mahowald,She bought a big three desks.,a big three desks,DT JJ CD NNS,a,big,three,desks
2282,mahowald,She bought a big three marbles.,a big three marbles,DT JJ CD NNS,a,big,three,marbles
2283,mahowald,She bought a big three pencils.,a big three pencils,DT JJ CD NNS,a,big,three,pencils
2284,mahowald,She bought a big three belts.,a big three belts,DT JJ CD NNS,a,big,three,belts
2285,mahowald,She bought a big three forks.,a big three forks,DT JJ CD NNS,a,big,three,forks
2286,mahowald,She bought a big three chairs.,a big three chairs,DT JJ CD NNS,a,big,three,chairs
2287,mahowald,She bought a big three cans.,a big three cans,DT JJ CD NNS,a,big,three,cans
2288,mahowald,She bought a big three bananas.,a big three bananas,DT JJ CD NNS,a,big,three,bananas
2289,mahowald,She bought a big three apples.,a big three apples,DT JJ CD NNS,a,big,three,apples
2290,mahowald,She bought a big three trays.,a big three trays,DT JJ CD NNS,a,big,three,trays
2291,mahowald,She bought a big five desks.,a big five desks,DT JJ CD NNS,a,big,five,desks
2292,mahowald,She bought a big five marbles.,a big five marbles,DT JJ CD NNS,a,big,five,marbles
2293,mahowald,She bought a big five pencils.,a big five pencils,DT JJ CD NNS,a,big,five,pencils
2294,mahowald,She bought a big five belts.,a big five belts,DT JJ CD NNS,a,big,five,belts
2295,mahowald,She bought a big five forks.,a big five forks,DT JJ CD NNS,a,big,five,forks
2296,mahowald,She bought a big five chairs.,a big five chairs,DT JJ CD NNS,a,big,five,chairs
2297,mahowald,She bought a big five cans.,a big five cans,DT JJ CD NNS,a,big,five,cans
2298,mahowald,She bought a big five bananas.,a big five bananas,DT JJ CD NNS,a,big,five,bananas
2299,mahowald,She bought a big five apples.,a big five apples,DT JJ CD NNS,a,big,five,apples
2300,mahowald,She bought a big five trays.,a big five trays,DT JJ CD NNS,a,big,five,trays
2301,mahowald,She bought a big twenty desks.,a big twenty desks,DT JJ CD NNS,a,big,twenty,desks
2302,mahowald,She bought a big twenty marbles.,a big twenty marbles,DT JJ CD NNS,a,big,twenty,marbles
2303,mahowald,She bought a big twenty pencils.,a big twenty pencils,DT JJ CD NNS,a,big,twenty,pencils
2304,mahowald,She bought a big twenty belts.,a big twenty belts,DT JJ CD NNS,a,big,twenty,belts
2305,mahowald,She bought a big twenty forks.,a big twenty forks,DT JJ CD NNS,a,big,twenty,forks
2306,mahowald,She bought a big twenty chairs.,a big twenty chairs,DT JJ CD NNS,a,big,twenty,chairs
2307,mahowald,She bought a big twenty cans.,a big twenty cans,DT JJ CD NNS,a,big,twenty,cans
2308,mahowald,She bought a big twenty bananas.,a big twenty bananas,DT JJ CD NNS,a,big,twenty,bananas
2309,mahowald,She bought a big twenty apples.,a big twenty apples,DT JJ CD NNS,a,big,twenty,apples
2310,mahowald,She bought a big twenty trays.,a big twenty trays,DT JJ CD NNS,a,big,twenty,trays
2311,mahowald,She bought a small three desks.,a small three desks,DT JJ CD NNS,a,small,three,desks
2312,mahowald,She bought a small three marbles.,a small three marbles,DT JJ CD NNS,a,small,three,marbles
2313,mahowald,She bought a small three pencils.,a small three pencils,DT JJ CD NNS,a,small,three,pencils
2314,mahowald,She bought a small three belts.,a small three belts,DT JJ CD NNS,a,small,three,belts
2315,mahowald,She bought a small three forks.,a small three forks,DT JJ CD NNS,a,small,three,forks
2316,mahowald,She bought a small three chairs.,a small three chairs,DT JJ CD NNS,a,small,three,chairs
2317,mahowald,She bought a small three cans.,a small three cans,DT JJ CD NNS,a,small,three,cans
2318,mahowald,She bought a small three bananas.,a small three bananas,DT JJ CD NNS,a,small,three,bananas
2319,mahowald,She bought a small three apples.,a small three apples,DT JJ CD NNS,a,small,three,apples
2320,mahowald,She bought a small three trays.,a small three trays,DT JJ CD NNS,a,small,three,trays
2321,mahowald,She bought a small five desks.,a small five desks,DT JJ CD NNS,a,small,five,desks
2322,mahowald,She bought a small five marbles.,a small five marbles,DT JJ CD NNS,a,small,five,marbles
2323,mahowald,She bought a small five pencils.,a small five pencils,DT JJ CD NNS,a,small,five,pencils
2324,mahowald,She bought a small five belts.,a small five belts,DT JJ CD NNS,a,small,five,belts
2325,mahowald,She bought a small five forks.,a small five forks,DT JJ CD NNS,a,small,five,forks
2326,mahowald,She bought a small five chairs.,a small five chairs,DT JJ CD NNS,a,small,five,chairs
2327,mahowald,She bought a small five cans.,a small five cans,DT JJ CD NNS,a,small,five,cans
2328,mahowald,She bought a small five bananas.,a small five bananas,DT JJ CD NNS,a,small,five,bananas
2329,mahowald,She bought a small five apples.,a small five apples,DT JJ CD NNS,a,small,five,apples
2330,mahowald,She bought a small five trays.,a small five trays,DT JJ CD NNS,a,small,five,trays
2331,mahowald,She bought a small twenty desks.,a small twenty desks,DT JJ CD NNS,a,small,twenty,desks
2332,mahowald,She bought a small twenty marbles.,a small twenty marbles,DT JJ CD NNS,a,small,twenty,marbles
2333,mahowald,She bought a small twenty pencils.,a small twenty pencils,DT JJ CD NNS,a,small,twenty,pencils
2334,mahowald,She bought a small twenty belts.,a small twenty belts,DT JJ CD NNS,a,small,twenty,belts
2335,mahowald,She bought a small twenty forks.,a small twenty forks,DT JJ CD NNS,a,small,twenty,forks
2336,mahowald,She bought a small twenty chairs.,a small twenty chairs,DT JJ CD NNS,a,small,twenty,chairs
2337,mahowald,She bought a small twenty cans.,a small twenty cans,DT JJ CD NNS,a,small,twenty,cans
2338,mahowald,She bought a small twenty bananas.,a small twenty bananas,DT JJ CD NNS,a,small,twenty,bananas
2339,mahowald,She bought a small twenty apples.,a small twenty apples,DT JJ CD NNS,a,small,twenty,apples
2340,mahowald,She bought a small twenty trays.,a small twenty trays,DT JJ CD NNS,a,small,twenty,trays
2341,mahowald,She bought a round three desks.,a round three desks,DT JJ CD NNS,a,round,three,desks
2342,mahowald,She bought a round three marbles.,a round three marbles,DT JJ CD NNS,a,round,three,marbles
2343,mahowald,She bought a round three pencils.,a round three pencils,DT JJ CD NNS,a,round,three,pencils
2344,mahowald,She bought a round three belts.,a round three belts,DT JJ CD NNS,a,round,three,belts
2345,mahowald,She bought a round three forks.,a round three forks,DT JJ CD NNS,a,round,three,forks
2346,mahowald,She bought a round three chairs.,a round three chairs,DT JJ CD NNS,a,round,three,chairs
2347,mahowald,She bought a round three cans.,a round three cans,DT JJ CD NNS,a,round,three,cans
2348,mahowald,She bought a round three bananas.,a round three bananas,DT JJ CD NNS,a,round,three,bananas
2349,mahowald,She bought a round three apples.,a round three apples,DT JJ CD NNS,a,round,three,apples
2350,mahowald,She bought a round three trays.,a round three trays,DT JJ CD NNS,a,round,three,trays
2351,mahowald,She bought a round five desks.,a round five desks,DT JJ CD NNS,a,round,five,desks
2352,mahowald,She bought a round five marbles.,a round five marbles,DT JJ CD NNS,a,round,five,marbles
2353,mahowald,She bought a round five pencils.,a round five pencils,DT JJ CD NNS,a,round,five,pencils
2354,mahowald,She bought a round five belts.,a round five belts,DT JJ CD NNS,a,round,five,belts
2355,mahowald,She bought a round five forks.,a round five forks,DT JJ CD NNS,a,round,five,forks
2356,mahowald,She bought a round five chairs.,a round five chairs,DT JJ CD NNS,a,round,five,chairs
2357,mahowald,She bought a round five cans.,a round five cans,DT JJ CD NNS,a,round,five,cans
2358,mahowald,She bought a round five bananas.,a round five bananas,DT JJ CD NNS,a,round,five,bananas
2359,mahowald,She bought a round five apples.,a round five apples,DT JJ CD NNS,a,round,five,apples
2360,mahowald,She bought a round five trays.,a round five trays,DT JJ CD NNS,a,round,five,trays
2361,mahowald,She bought a round twenty desks.,a round twenty desks,DT JJ CD NNS,a,round,twenty,desks
2362,mahowald,She bought a round twenty marbles.,a round twenty marbles,DT JJ CD NNS,a,round,twenty,marbles
2363,mahowald,She bought a round twenty pencils.,a round twenty pencils,DT JJ CD NNS,a,round,twenty,pencils
2364,mahowald,She bought a round twenty belts.,a round twenty belts,DT JJ CD NNS,a,round,twenty,belts
2365,mahowald,She bought a round twenty forks.,a round twenty forks,DT JJ CD NNS,a,round,twenty,forks
2366,mahowald,She bought a round twenty chairs.,a round twenty chairs,DT JJ CD NNS,a,round,twenty,chairs
2367,mahowald,She bought a round twenty cans.,a round twenty cans,DT JJ CD NNS,a,round,twenty,cans
2368,mahowald,She bought a round twenty bananas.,a round twenty bananas,DT JJ CD NNS,a,round,twenty,bananas
2369,mahowald,She bought a round twenty apples.,a round twenty apples,DT JJ CD NNS,a,round,twenty,apples
2370,mahowald,She bought a round twenty trays.,a round twenty trays,DT JJ CD NNS,a,round,twenty,trays
2371,mahowald,She bought a tall three desks.,a tall three desks,DT JJ CD NNS,a,tall,three,desks
2372,mahowald,She bought a tall three marbles.,a tall three marbles,DT JJ CD NNS,a,tall,three,marbles
2373,mahowald,She bought a tall three pencils.,a tall three pencils,DT JJ CD NNS,a,tall,three,pencils
2374,mahowald,She bought a tall three belts.,a tall three belts,DT JJ CD NNS,a,tall,three,belts
2375,mahowald,She bought a tall three forks.,a tall three forks,DT JJ CD NNS,a,tall,three,forks
2376,mahowald,She bought a tall three chairs.,a tall three chairs,DT JJ CD NNS,a,tall,three,chairs
2377,mahowald,She bought a tall three cans.,a tall three cans,DT JJ CD NNS,a,tall,three,cans
2378,mahowald,She bought a tall three bananas.,a tall three bananas,DT JJ CD NNS,a,tall,three,bananas
2379,mahowald,She bought a tall three apples.,a tall three apples,DT JJ CD NNS,a,tall,three,apples
2380,mahowald,She bought a tall three trays.,a tall three trays,DT JJ CD NNS,a,tall,three,trays
2381,mahowald,She bought a tall five desks.,a tall five desks,DT JJ CD NNS,a,tall,five,desks
2382,mahowald,She bought a tall five marbles.,a tall five marbles,DT JJ CD NNS,a,tall,five,marbles
2383,mahowald,She bought a tall five pencils.,a tall five pencils,DT JJ CD NNS,a,tall,five,pencils
2384,mahowald,She bought a tall five belts.,a tall five belts,DT JJ CD NNS,a,tall,five,belts
2385,mahowald,She bought a tall five forks.,a tall five forks,DT JJ CD NNS,a,tall,five,forks
2386,mahowald,She bought a tall five chairs.,a tall five chairs,DT JJ CD NNS,a,tall,five,chairs
2387,mahowald,She bought a tall five cans.,a tall five cans,DT JJ CD NNS,a,tall,five,cans
2388,mahowald,She bought a tall five bananas.,a tall five bananas,DT JJ CD NNS,a,tall,five,bananas
2389,mahowald,She bought a tall five apples.,a tall five apples,DT JJ CD NNS,a,tall,five,apples
2390,mahowald,She bought a tall five trays.,a tall five trays,DT JJ CD NNS,a,tall,five,trays
2391,mahowald,She bought a tall twenty desks.,a tall twenty desks,DT JJ CD NNS,a,tall,twenty,desks
2392,mahowald,She bought a tall twenty marbles.,a tall twenty marbles,DT JJ CD NNS,a,tall,twenty,marbles
2393,mahowald,She bought a tall twenty pencils.,a tall twenty pencils,DT JJ CD NNS,a,tall,twenty,pencils
2394,mahowald,She bought a tall twenty belts.,a tall twenty belts,DT JJ CD NNS,a,tall,twenty,belts
2395,mahowald,She bought a tall twenty forks.,a tall twenty forks,DT JJ CD NNS,a,tall,twenty,forks
2396,mahowald,She bought a tall twenty chairs.,a tall twenty chairs,DT JJ CD NNS,a,tall,twenty,chairs
2397,mahowald,She bought a tall twenty cans.,a tall twenty cans,DT JJ CD NNS,a,tall,twenty,cans
2398,mahowald,She bought a tall twenty bananas.,a tall twenty bananas,DT JJ CD NNS,a,tall,twenty,bananas
2399,mahowald,She bought a tall twenty apples.,a tall twenty apples,DT JJ CD NNS,a,tall,twenty,apples
2400,mahowald,She bought a tall twenty trays.,a tall twenty trays,DT JJ CD NNS,a,tall,twenty,trays
2401,mahowald,She bought a blue three desks.,a blue three desks,DT JJ CD NNS,a,blue,three,desks
2402,mahowald,She bought a blue three marbles.,a blue three marbles,DT JJ CD NNS,a,blue,three,marbles
2403,mahowald,She bought a blue three pencils.,a blue three pencils,DT JJ CD NNS,a,blue,three,pencils
2404,mahowald,She bought a blue three belts.,a blue three belts,DT JJ CD NNS,a,blue,three,belts
2405,mahowald,She bought a blue three forks.,a blue three forks,DT JJ CD NNS,a,blue,three,forks
2406,mahowald,She bought a blue three chairs.,a blue three chairs,DT JJ CD NNS,a,blue,three,chairs
2407,mahowald,She bought a blue three cans.,a blue three cans,DT JJ CD NNS,a,blue,three,cans
2408,mahowald,She bought a blue three bananas.,a blue three bananas,DT JJ CD NNS,a,blue,three,bananas
2409,mahowald,She bought a blue three apples.,a blue three apples,DT JJ CD NNS,a,blue,three,apples
2410,mahowald,She bought a blue three trays.,a blue three trays,DT JJ CD NNS,a,blue,three,trays
2411,mahowald,She bought a blue five desks.,a blue five desks,DT JJ CD NNS,a,blue,five,desks
2412,mahowald,She bought a blue five marbles.,a blue five marbles,DT JJ CD NNS,a,blue,five,marbles
2413,mahowald,She bought a blue five pencils.,a blue five pencils,DT JJ CD NNS,a,blue,five,pencils
2414,mahowald,She bought a blue five belts.,a blue five belts,DT JJ CD NNS,a,blue,five,belts
2415,mahowald,She bought a blue five forks.,a blue five forks,DT JJ CD NNS,a,blue,five,forks
2416,mahowald,She bought a blue five chairs.,a blue five chairs,DT JJ CD NNS,a,blue,five,chairs
2417,mahowald,She bought a blue five cans.,a blue five cans,DT JJ CD NNS,a,blue,five,cans
2418,mahowald,She bought a blue five bananas.,a blue five bananas,DT JJ CD NNS,a,blue,five,bananas
2419,mahowald,She bought a blue five apples.,a blue five apples,DT JJ CD NNS,a,blue,five,apples
2420,mahowald,She bought a blue five trays.,a blue five trays,DT JJ CD NNS,a,blue,five,trays
2421,mahowald,She bought a blue twenty desks.,a blue twenty desks,DT JJ CD NNS,a,blue,twenty,desks
2422,mahowald,She bought a blue twenty marbles.,a blue twenty marbles,DT JJ CD NNS,a,blue,twenty,marbles
2423,mahowald,She bought a blue twenty pencils.,a blue twenty pencils,DT JJ CD NNS,a,blue,twenty,pencils
2424,mahowald,She bought a blue twenty belts.,a blue twenty belts,DT JJ CD NNS,a,blue,twenty,belts
2425,mahowald,She bought a blue twenty forks.,a blue twenty forks,DT JJ CD NNS,a,blue,twenty,forks
2426,mahowald,She bought a blue twenty chairs.,a blue twenty chairs,DT JJ CD NNS,a,blue,twenty,chairs
2427,mahowald,She bought a blue twenty cans.,a blue twenty cans,DT JJ CD NNS,a,blue,twenty,cans
2428,mahowald,She bought a blue twenty bananas.,a blue twenty bananas,DT JJ CD NNS,a,blue,twenty,bananas
2429,mahowald,She bought a blue twenty apples.,a blue twenty apples,DT JJ CD NNS,a,blue,twenty,apples
2430,mahowald,She bought a blue twenty trays.,a blue twenty trays,DT JJ CD NNS,a,blue,twenty,trays
2431,mahowald,She bought a green three desks.,a green three desks,DT JJ CD NNS,a,green,three,desks
2432,mahowald,She bought a green three marbles.,a green three marbles,DT JJ CD NNS,a,green,three,marbles
2433,mahowald,She bought a green three pencils.,a green three pencils,DT JJ CD NNS,a,green,three,pencils
2434,mahowald,She bought a green three belts.,a green three belts,DT JJ CD NNS,a,green,three,belts
2435,mahowald,She bought a green three forks.,a green three forks,DT JJ CD NNS,a,green,three,forks
2436,mahowald,She bought a green three chairs.,a green three chairs,DT JJ CD NNS,a,green,three,chairs
2437,mahowald,She bought a green three cans.,a green three cans,DT JJ CD NNS,a,green,three,cans
2438,mahowald,She bought a green three bananas.,a green three bananas,DT JJ CD NNS,a,green,three,bananas
2439,mahowald,She bought a green three apples.,a green three apples,DT JJ CD NNS,a,green,three,apples
2440,mahowald,She bought a green three trays.,a green three trays,DT JJ CD NNS,a,green,three,trays
2441,mahowald,She bought a green five desks.,a green five desks,DT JJ CD NNS,a,green,five,desks
2442,mahowald,She bought a green five marbles.,a green five marbles,DT JJ CD NNS,a,green,five,marbles
2443,mahowald,She bought a green five pencils.,a green five pencils,DT JJ CD NNS,a,green,five,pencils
2444,mahowald,She bought a green five belts.,a green five belts,DT JJ CD NNS,a,green,five,belts
2445,mahowald,She bought a green five forks.,a green five forks,DT JJ CD NNS,a,green,five,forks
2446,mahowald,She bought a green five chairs.,a green five chairs,DT JJ CD NNS,a,green,five,chairs
2447,mahowald,She bought a green five cans.,a green five cans,DT JJ CD NNS,a,green,five,cans
2448,mahowald,She bought a green five bananas.,a green five bananas,DT JJ CD NNS,a,green,five,bananas
2449,mahowald,She bought a green five apples.,a green five apples,DT JJ CD NNS,a,green,five,apples
2450,mahowald,She bought a green five trays.,a green five trays,DT JJ CD NNS,a,green,five,trays
2451,mahowald,She bought a green twenty desks.,a green twenty desks,DT JJ CD NNS,a,green,twenty,desks
2452,mahowald,She bought a green twenty marbles.,a green twenty marbles,DT JJ CD NNS,a,green,twenty,marbles
2453,mahowald,She bought a green twenty pencils.,a green twenty pencils,DT JJ CD NNS,a,green,twenty,pencils
2454,mahowald,She bought a green twenty belts.,a green twenty belts,DT JJ CD NNS,a,green,twenty,belts
2455,mahowald,She bought a green twenty forks.,a green twenty forks,DT JJ CD NNS,a,green,twenty,forks
2456,mahowald,She bought a green twenty chairs.,a green twenty chairs,DT JJ CD NNS,a,green,twenty,chairs
2457,mahowald,She bought a green twenty cans.,a green twenty cans,DT JJ CD NNS,a,green,twenty,cans
2458,mahowald,She bought a green twenty bananas.,a green twenty bananas,DT JJ CD NNS,a,green,twenty,bananas
2459,mahowald,She bought a green twenty apples.,a green twenty apples,DT JJ CD NNS,a,green,twenty,apples
2460,mahowald,She bought a green twenty trays.,a green twenty trays,DT JJ CD NNS,a,green,twenty,trays
2461,mahowald,She bought a red three desks.,a red three desks,DT JJ CD NNS,a,red,three,desks
2462,mahowald,She bought a red three marbles.,a red three marbles,DT JJ CD NNS,a,red,three,marbles
2463,mahowald,She bought a red three pencils.,a red three pencils,DT JJ CD NNS,a,red,three,pencils
2464,mahowald,She bought a red three belts.,a red three belts,DT JJ CD NNS,a,red,three,belts
2465,mahowald,She bought a red three forks.,a red three forks,DT JJ CD NNS,a,red,three,forks
2466,mahowald,She bought a red three chairs.,a red three chairs,DT JJ CD NNS,a,red,three,chairs
2467,mahowald,She bought a red three cans.,a red three cans,DT JJ CD NNS,a,red,three,cans
2468,mahowald,She bought a red three bananas.,a red three bananas,DT JJ CD NNS,a,red,three,bananas
2469,mahowald,She bought a red three apples.,a red three apples,DT JJ CD NNS,a,red,three,apples
2470,mahowald,She bought a red three trays.,a red three trays,DT JJ CD NNS,a,red,three,trays
2471,mahowald,She bought a red five desks.,a red five desks,DT JJ CD NNS,a,red,five,desks
2472,mahowald,She bought a red five marbles.,a red five marbles,DT JJ CD NNS,a,red,five,marbles
2473,mahowald,She bought a red five pencils.,a red five pencils,DT JJ CD NNS,a,red,five,pencils
2474,mahowald,She bought a red five belts.,a red five belts,DT JJ CD NNS,a,red,five,belts
2475,mahowald,She bought a red five forks.,a red five forks,DT JJ CD NNS,a,red,five,forks
2476,mahowald,She bought a red five chairs.,a red five chairs,DT JJ CD NNS,a,red,five,chairs
2477,mahowald,She bought a red five cans.,a red five cans,DT JJ CD NNS,a,red,five,cans
2478,mahowald,She bought a red five bananas.,a red five bananas,DT JJ CD NNS,a,red,five,bananas
2479,mahowald,She bought a red five apples.,a red five apples,DT JJ CD NNS,a,red,five,apples
2480,mahowald,She bought a red five trays.,a red five trays,DT JJ CD NNS,a,red,five,trays
2481,mahowald,She bought a red twenty desks.,a red twenty desks,DT JJ CD NNS,a,red,twenty,desks
2482,mahowald,She bought a red twenty marbles.,a red twenty marbles,DT JJ CD NNS,a,red,twenty,marbles
2483,mahowald,She bought a red twenty pencils.,a red twenty pencils,DT JJ CD NNS,a,red,twenty,pencils
2484,mahowald,She bought a red twenty belts.,a red twenty belts,DT JJ CD NNS,a,red,twenty,belts
2485,mahowald,She bought a red twenty forks.,a red twenty forks,DT JJ CD NNS,a,red,twenty,forks
2486,mahowald,She bought a red twenty chairs.,a red twenty chairs,DT JJ CD NNS,a,red,twenty,chairs
2487,mahowald,She bought a red twenty cans.,a red twenty cans,DT JJ CD NNS,a,red,twenty,cans
2488,mahowald,She bought a red twenty bananas.,a red twenty bananas,DT JJ CD NNS,a,red,twenty,bananas
2489,mahowald,She bought a red twenty apples.,a red twenty apples,DT JJ CD NNS,a,red,twenty,apples
2490,mahowald,She bought a red twenty trays.,a red twenty trays,DT JJ CD NNS,a,red,twenty,trays
2491,mahowald,She bought a yellow three desks.,a yellow three desks,DT JJ CD NNS,a,yellow,three,desks
2492,mahowald,She bought a yellow three marbles.,a yellow three marbles,DT JJ CD NNS,a,yellow,three,marbles
2493,mahowald,She bought a yellow three pencils.,a yellow three pencils,DT JJ CD NNS,a,yellow,three,pencils
2494,mahowald,She bought a yellow three belts.,a yellow three belts,DT JJ CD NNS,a,yellow,three,belts
2495,mahowald,She bought a yellow three forks.,a yellow three forks,DT JJ CD NNS,a,yellow,three,forks
2496,mahowald,She bought a yellow three chairs.,a yellow three chairs,DT JJ CD NNS,a,yellow,three,chairs
2497,mahowald,She bought a yellow three cans.,a yellow three cans,DT JJ CD NNS,a,yellow,three,cans
2498,mahowald,She bought a yellow three bananas.,a yellow three bananas,DT JJ CD NNS,a,yellow,three,bananas
2499,mahowald,She bought a yellow three apples.,a yellow three apples,DT JJ CD NNS,a,yellow,three,apples
2500,mahowald,She bought a yellow three trays.,a yellow three trays,DT JJ CD NNS,a,yellow,three,trays
2501,mahowald,She bought a yellow five desks.,a yellow five desks,DT JJ CD NNS,a,yellow,five,desks
2502,mahowald,She bought a yellow five marbles.,a yellow five marbles,DT JJ CD NNS,a,yellow,five,marbles
2503,mahowald,She bought a yellow five pencils.,a yellow five pencils,DT JJ CD NNS,a,yellow,five,pencils
2504,mahowald,She bought a yellow five belts.,a yellow five belts,DT JJ CD NNS,a,yellow,five,belts
2505,mahowald,She bought a yellow five forks.,a yellow five forks,DT JJ CD NNS,a,yellow,five,forks
2506,mahowald,She bought a yellow five chairs.,a yellow five chairs,DT JJ CD NNS,a,yellow,five,chairs
2507,mahowald,She bought a yellow five cans.,a yellow five cans,DT JJ CD NNS,a,yellow,five,cans
2508,mahowald,She bought a yellow five bananas.,a yellow five bananas,DT JJ CD NNS,a,yellow,five,bananas
2509,mahowald,She bought a yellow five apples.,a yellow five apples,DT JJ CD NNS,a,yellow,five,apples
2510,mahowald,She bought a yellow five trays.,a yellow five trays,DT JJ CD NNS,a,yellow,five,trays
2511,mahowald,She bought a yellow twenty desks.,a yellow twenty desks,DT JJ CD NNS,a,yellow,twenty,desks
2512,mahowald,She bought a yellow twenty marbles.,a yellow twenty marbles,DT JJ CD NNS,a,yellow,twenty,marbles
2513,mahowald,She bought a yellow twenty pencils.,a yellow twenty pencils,DT JJ CD NNS,a,yellow,twenty,pencils
2514,mahowald,She bought a yellow twenty belts.,a yellow twenty belts,DT JJ CD NNS,a,yellow,twenty,belts
2515,mahowald,She bought a yellow twenty forks.,a yellow twenty forks,DT JJ CD NNS,a,yellow,twenty,forks
2516,mahowald,She bought a yellow twenty chairs.,a yellow twenty chairs,DT JJ CD NNS,a,yellow,twenty,chairs
2517,mahowald,She bought a yellow twenty cans.,a yellow twenty cans,DT JJ CD NNS,a,yellow,twenty,cans
2518,mahowald,She bought a yellow twenty bananas.,a yellow twenty bananas,DT JJ CD NNS,a,yellow,twenty,bananas
2519,mahowald,She bought a yellow twenty apples.,a yellow twenty apples,DT JJ CD NNS,a,yellow,twenty,apples
2520,mahowald,She bought a yellow twenty trays.,a yellow twenty trays,DT JJ CD NNS,a,yellow,twenty,trays
