idx,experiment,template,adjclass,numclass,nounclass,rating-sent
2211,objects,0,adj-quant,num-num,noun-objects,good
2212,objects,0,adj-quant,num-num,noun-objects,good
2213,objects,0,adj-quant,num-num,noun-objects,good
2214,objects,0,adj-quant,num-num,noun-objects,good
2215,objects,0,adj-quant,num-num,noun-objects,good
2216,objects,0,adj-quant,num-num,noun-objects,good
2217,objects,0,adj-quant,num-num,noun-objects,good
2218,objects,0,adj-quant,num-num,noun-objects,good
2219,objects,0,adj-quant,num-num,noun-objects,good
2220,objects,0,adj-quant,num-num,noun-objects,bad
2221,objects,0,adj-quant,num-num,noun-objects,good
2222,objects,0,adj-quant,num-num,noun-objects,good
2223,objects,0,adj-quant,num-num,noun-objects,good
2224,objects,0,adj-quant,num-num,noun-objects,good
2225,objects,0,adj-quant,num-num,noun-objects,good
2226,objects,0,adj-quant,num-num,noun-objects,good
2227,objects,0,adj-quant,num-num,noun-objects,good
2228,objects,0,adj-quant,num-num,noun-objects,good
2229,objects,0,adj-quant,num-num,noun-objects,good
2230,objects,0,adj-quant,num-num,noun-objects,good
2231,objects,0,adj-quant,num-num,noun-objects,good
2232,objects,0,adj-quant,num-num,noun-objects,good
2233,objects,0,adj-quant,num-num,noun-objects,good
2234,objects,0,adj-quant,num-num,noun-objects,good
2235,objects,0,adj-quant,num-num,noun-objects,good
2236,objects,0,adj-quant,num-num,noun-objects,good
2237,objects,0,adj-quant,num-num,noun-objects,good
2238,objects,0,adj-quant,num-num,noun-objects,good
2239,objects,0,adj-quant,num-num,noun-objects,good
2240,objects,0,adj-quant,num-num,noun-objects,good
2241,objects,0,adj-quant,num-num,noun-objects,good
2242,objects,0,adj-quant,num-num,noun-objects,good
2243,objects,0,adj-quant,num-num,noun-objects,good
2244,objects,0,adj-quant,num-num,noun-objects,good
2245,objects,0,adj-quant,num-num,noun-objects,good
2246,objects,0,adj-quant,num-num,noun-objects,good
2247,objects,0,adj-quant,num-num,noun-objects,good
2248,objects,0,adj-quant,num-num,noun-objects,good
2249,objects,0,adj-quant,num-num,noun-objects,good
2250,objects,0,adj-quant,num-num,noun-objects,good
2251,objects,0,adj-stubborn,num-num,noun-objects,bad
2252,objects,0,adj-stubborn,num-num,noun-objects,bad
2253,objects,0,adj-stubborn,num-num,noun-objects,bad
2254,objects,0,adj-stubborn,num-num,noun-objects,bad
2255,objects,0,adj-stubborn,num-num,noun-objects,bad
2256,objects,0,adj-stubborn,num-num,noun-objects,bad
2257,objects,0,adj-stubborn,num-num,noun-objects,bad
2258,objects,0,adj-stubborn,num-num,noun-objects,bad
2259,objects,0,adj-stubborn,num-num,noun-objects,bad
2260,objects,0,adj-stubborn,num-num,noun-objects,bad
2261,objects,0,adj-stubborn,num-num,noun-objects,bad
2262,objects,0,adj-stubborn,num-num,noun-objects,bad
2263,objects,0,adj-stubborn,num-num,noun-objects,bad
2264,objects,0,adj-stubborn,num-num,noun-objects,bad
2265,objects,0,adj-stubborn,num-num,noun-objects,bad
2266,objects,0,adj-stubborn,num-num,noun-objects,bad
2267,objects,0,adj-stubborn,num-num,noun-objects,bad
2268,objects,0,adj-stubborn,num-num,noun-objects,bad
2269,objects,0,adj-stubborn,num-num,noun-objects,bad
2270,objects,0,adj-stubborn,num-num,noun-objects,bad
2271,objects,0,adj-stubborn,num-num,noun-objects,bad
2272,objects,0,adj-stubborn,num-num,noun-objects,bad
2273,objects,0,adj-stubborn,num-num,noun-objects,bad
2274,objects,0,adj-stubborn,num-num,noun-objects,bad
2275,objects,0,adj-stubborn,num-num,noun-objects,bad
2276,objects,0,adj-stubborn,num-num,noun-objects,bad
2277,objects,0,adj-stubborn,num-num,noun-objects,bad
2278,objects,0,adj-stubborn,num-num,noun-objects,bad
2279,objects,0,adj-stubborn,num-num,noun-objects,bad
2280,objects,0,adj-stubborn,num-num,noun-objects,bad
2281,objects,0,adj-stubborn,num-num,noun-objects,bad
2282,objects,0,adj-stubborn,num-num,noun-objects,bad
2283,objects,0,adj-stubborn,num-num,noun-objects,bad
2284,objects,0,adj-stubborn,num-num,noun-objects,bad
2285,objects,0,adj-stubborn,num-num,noun-objects,bad
2286,objects,0,adj-stubborn,num-num,noun-objects,bad
2287,objects,0,adj-stubborn,num-num,noun-objects,bad
2288,objects,0,adj-stubborn,num-num,noun-objects,bad
2289,objects,0,adj-stubborn,num-num,noun-objects,bad
2290,objects,0,adj-stubborn,num-num,noun-objects,bad
2291,objects,0,adj-stubborn,num-num,noun-objects,bad
2292,objects,0,adj-stubborn,num-num,noun-objects,bad
2293,objects,0,adj-stubborn,num-num,noun-objects,bad
2294,objects,0,adj-stubborn,num-num,noun-objects,bad
2295,objects,0,adj-stubborn,num-num,noun-objects,bad
2296,objects,0,adj-stubborn,num-num,noun-objects,bad
2297,objects,0,adj-stubborn,num-num,noun-objects,bad
2298,objects,0,adj-stubborn,num-num,noun-objects,bad
2299,objects,0,adj-stubborn,num-num,noun-objects,bad
2300,objects,0,adj-stubborn,num-num,noun-objects,bad
2301,objects,0,adj-stubborn,num-num,noun-objects,bad
2302,objects,0,adj-stubborn,num-num,noun-objects,bad
2303,objects,0,adj-stubborn,num-num,noun-objects,bad
2304,objects,0,adj-stubborn,num-num,noun-objects,bad
2305,objects,0,adj-stubborn,num-num,noun-objects,bad
2306,objects,0,adj-stubborn,num-num,noun-objects,bad
2307,objects,0,adj-stubborn,num-num,noun-objects,bad
2308,objects,0,adj-stubborn,num-num,noun-objects,bad
2309,objects,0,adj-stubborn,num-num,noun-objects,bad
2310,objects,0,adj-stubborn,num-num,noun-objects,bad
2311,objects,0,adj-stubborn,num-num,noun-objects,bad
2312,objects,0,adj-stubborn,num-num,noun-objects,bad
2313,objects,0,adj-stubborn,num-num,noun-objects,bad
2314,objects,0,adj-stubborn,num-num,noun-objects,bad
2315,objects,0,adj-stubborn,num-num,noun-objects,bad
2316,objects,0,adj-stubborn,num-num,noun-objects,bad
2317,objects,0,adj-stubborn,num-num,noun-objects,bad
2318,objects,0,adj-stubborn,num-num,noun-objects,bad
2319,objects,0,adj-stubborn,num-num,noun-objects,bad
2320,objects,0,adj-stubborn,num-num,noun-objects,bad
2321,objects,0,adj-stubborn,num-num,noun-objects,bad
2322,objects,0,adj-stubborn,num-num,noun-objects,bad
2323,objects,0,adj-stubborn,num-num,noun-objects,bad
2324,objects,0,adj-stubborn,num-num,noun-objects,bad
2325,objects,0,adj-stubborn,num-num,noun-objects,bad
2326,objects,0,adj-stubborn,num-num,noun-objects,bad
2327,objects,0,adj-stubborn,num-num,noun-objects,bad
2328,objects,0,adj-stubborn,num-num,noun-objects,bad
2329,objects,0,adj-stubborn,num-num,noun-objects,bad
2330,objects,0,adj-stubborn,num-num,noun-objects,bad
2331,objects,0,adj-stubborn,num-num,noun-objects,bad
2332,objects,0,adj-stubborn,num-num,noun-objects,bad
2333,objects,0,adj-stubborn,num-num,noun-objects,bad
2334,objects,0,adj-stubborn,num-num,noun-objects,bad
2335,objects,0,adj-stubborn,num-num,noun-objects,bad
2336,objects,0,adj-stubborn,num-num,noun-objects,bad
2337,objects,0,adj-stubborn,num-num,noun-objects,bad
2338,objects,0,adj-stubborn,num-num,noun-objects,bad
2339,objects,0,adj-stubborn,num-num,noun-objects,bad
2340,objects,0,adj-stubborn,num-num,noun-objects,bad
2341,objects,0,adj-stubborn,num-num,noun-objects,bad
2342,objects,0,adj-stubborn,num-num,noun-objects,bad
2343,objects,0,adj-stubborn,num-num,noun-objects,bad
2344,objects,0,adj-stubborn,num-num,noun-objects,bad
2345,objects,0,adj-stubborn,num-num,noun-objects,bad
2346,objects,0,adj-stubborn,num-num,noun-objects,bad
2347,objects,0,adj-stubborn,num-num,noun-objects,bad
2348,objects,0,adj-stubborn,num-num,noun-objects,bad
2349,objects,0,adj-stubborn,num-num,noun-objects,bad
2350,objects,0,adj-stubborn,num-num,noun-objects,bad
2351,objects,0,adj-stubborn,num-num,noun-objects,bad
2352,objects,0,adj-stubborn,num-num,noun-objects,bad
2353,objects,0,adj-stubborn,num-num,noun-objects,bad
2354,objects,0,adj-stubborn,num-num,noun-objects,bad
2355,objects,0,adj-stubborn,num-num,noun-objects,bad
2356,objects,0,adj-stubborn,num-num,noun-objects,bad
2357,objects,0,adj-stubborn,num-num,noun-objects,bad
2358,objects,0,adj-stubborn,num-num,noun-objects,bad
2359,objects,0,adj-stubborn,num-num,noun-objects,bad
2360,objects,0,adj-stubborn,num-num,noun-objects,bad
2361,objects,0,adj-stubborn,num-num,noun-objects,bad
2362,objects,0,adj-stubborn,num-num,noun-objects,good
2363,objects,0,adj-stubborn,num-num,noun-objects,good
2364,objects,0,adj-stubborn,num-num,noun-objects,good
2365,objects,0,adj-stubborn,num-num,noun-objects,good
2366,objects,0,adj-stubborn,num-num,noun-objects,bad
2367,objects,0,adj-stubborn,num-num,noun-objects,good
2368,objects,0,adj-stubborn,num-num,noun-objects,good
2369,objects,0,adj-stubborn,num-num,noun-objects,good
2370,objects,0,adj-stubborn,num-num,noun-objects,bad
2371,objects,0,adj-stubborn,num-num,noun-objects,bad
2372,objects,0,adj-stubborn,num-num,noun-objects,bad
2373,objects,0,adj-stubborn,num-num,noun-objects,bad
2374,objects,0,adj-stubborn,num-num,noun-objects,bad
2375,objects,0,adj-stubborn,num-num,noun-objects,bad
2376,objects,0,adj-stubborn,num-num,noun-objects,bad
2377,objects,0,adj-stubborn,num-num,noun-objects,bad
2378,objects,0,adj-stubborn,num-num,noun-objects,bad
2379,objects,0,adj-stubborn,num-num,noun-objects,bad
2380,objects,0,adj-stubborn,num-num,noun-objects,bad
2381,objects,0,adj-stubborn,num-num,noun-objects,bad
2382,objects,0,adj-stubborn,num-num,noun-objects,bad
2383,objects,0,adj-stubborn,num-num,noun-objects,bad
2384,objects,0,adj-stubborn,num-num,noun-objects,bad
2385,objects,0,adj-stubborn,num-num,noun-objects,bad
2386,objects,0,adj-stubborn,num-num,noun-objects,bad
2387,objects,0,adj-stubborn,num-num,noun-objects,bad
2388,objects,0,adj-stubborn,num-num,noun-objects,bad
2389,objects,0,adj-stubborn,num-num,noun-objects,bad
2390,objects,0,adj-stubborn,num-num,noun-objects,bad
2391,objects,0,adj-stubborn,num-num,noun-objects,bad
2392,objects,0,adj-stubborn,num-num,noun-objects,bad
2393,objects,0,adj-stubborn,num-num,noun-objects,bad
2394,objects,0,adj-stubborn,num-num,noun-objects,bad
2395,objects,0,adj-stubborn,num-num,noun-objects,bad
2396,objects,0,adj-stubborn,num-num,noun-objects,bad
2397,objects,0,adj-stubborn,num-num,noun-objects,bad
2398,objects,0,adj-stubborn,num-num,noun-objects,bad
2399,objects,0,adj-stubborn,num-num,noun-objects,bad
2400,objects,0,adj-stubborn,num-num,noun-objects,bad
2401,objects,0,adj-color,num-num,noun-objects,bad
2402,objects,0,adj-color,num-num,noun-objects,bad
2403,objects,0,adj-color,num-num,noun-objects,bad
2404,objects,0,adj-color,num-num,noun-objects,bad
2405,objects,0,adj-color,num-num,noun-objects,bad
2406,objects,0,adj-color,num-num,noun-objects,bad
2407,objects,0,adj-color,num-num,noun-objects,bad
2408,objects,0,adj-color,num-num,noun-objects,bad
2409,objects,0,adj-color,num-num,noun-objects,bad
2410,objects,0,adj-color,num-num,noun-objects,bad
2411,objects,0,adj-color,num-num,noun-objects,bad
2412,objects,0,adj-color,num-num,noun-objects,bad
2413,objects,0,adj-color,num-num,noun-objects,bad
2414,objects,0,adj-color,num-num,noun-objects,bad
2415,objects,0,adj-color,num-num,noun-objects,bad
2416,objects,0,adj-color,num-num,noun-objects,bad
2417,objects,0,adj-color,num-num,noun-objects,bad
2418,objects,0,adj-color,num-num,noun-objects,bad
2419,objects,0,adj-color,num-num,noun-objects,bad
2420,objects,0,adj-color,num-num,noun-objects,bad
2421,objects,0,adj-color,num-num,noun-objects,bad
2422,objects,0,adj-color,num-num,noun-objects,bad
2423,objects,0,adj-color,num-num,noun-objects,bad
2424,objects,0,adj-color,num-num,noun-objects,bad
2425,objects,0,adj-color,num-num,noun-objects,bad
2426,objects,0,adj-color,num-num,noun-objects,bad
2427,objects,0,adj-color,num-num,noun-objects,bad
2428,objects,0,adj-color,num-num,noun-objects,bad
2429,objects,0,adj-color,num-num,noun-objects,bad
2430,objects,0,adj-color,num-num,noun-objects,bad
2431,objects,0,adj-color,num-num,noun-objects,bad
2432,objects,0,adj-color,num-num,noun-objects,bad
2433,objects,0,adj-color,num-num,noun-objects,bad
2434,objects,0,adj-color,num-num,noun-objects,bad
2435,objects,0,adj-color,num-num,noun-objects,bad
2436,objects,0,adj-color,num-num,noun-objects,bad
2437,objects,0,adj-color,num-num,noun-objects,bad
2438,objects,0,adj-color,num-num,noun-objects,bad
2439,objects,0,adj-color,num-num,noun-objects,bad
2440,objects,0,adj-color,num-num,noun-objects,bad
2441,objects,0,adj-color,num-num,noun-objects,bad
2442,objects,0,adj-color,num-num,noun-objects,bad
2443,objects,0,adj-color,num-num,noun-objects,bad
2444,objects,0,adj-color,num-num,noun-objects,bad
2445,objects,0,adj-color,num-num,noun-objects,bad
2446,objects,0,adj-color,num-num,noun-objects,bad
2447,objects,0,adj-color,num-num,noun-objects,bad
2448,objects,0,adj-color,num-num,noun-objects,bad
2449,objects,0,adj-color,num-num,noun-objects,bad
2450,objects,0,adj-color,num-num,noun-objects,bad
2451,objects,0,adj-color,num-num,noun-objects,bad
2452,objects,0,adj-color,num-num,noun-objects,bad
2453,objects,0,adj-color,num-num,noun-objects,bad
2454,objects,0,adj-color,num-num,noun-objects,bad
2455,objects,0,adj-color,num-num,noun-objects,bad
2456,objects,0,adj-color,num-num,noun-objects,bad
2457,objects,0,adj-color,num-num,noun-objects,bad
2458,objects,0,adj-color,num-num,noun-objects,bad
2459,objects,0,adj-color,num-num,noun-objects,bad
2460,objects,0,adj-color,num-num,noun-objects,bad
2461,objects,0,adj-color,num-num,noun-objects,bad
2462,objects,0,adj-color,num-num,noun-objects,bad
2463,objects,0,adj-color,num-num,noun-objects,bad
2464,objects,0,adj-color,num-num,noun-objects,bad
2465,objects,0,adj-color,num-num,noun-objects,bad
2466,objects,0,adj-color,num-num,noun-objects,bad
2467,objects,0,adj-color,num-num,noun-objects,bad
2468,objects,0,adj-color,num-num,noun-objects,bad
2469,objects,0,adj-color,num-num,noun-objects,bad
2470,objects,0,adj-color,num-num,noun-objects,bad
2471,objects,0,adj-color,num-num,noun-objects,bad
2472,objects,0,adj-color,num-num,noun-objects,bad
2473,objects,0,adj-color,num-num,noun-objects,bad
2474,objects,0,adj-color,num-num,noun-objects,bad
2475,objects,0,adj-color,num-num,noun-objects,bad
2476,objects,0,adj-color,num-num,noun-objects,bad
2477,objects,0,adj-color,num-num,noun-objects,bad
2478,objects,0,adj-color,num-num,noun-objects,bad
2479,objects,0,adj-color,num-num,noun-objects,bad
2480,objects,0,adj-color,num-num,noun-objects,bad
2481,objects,0,adj-color,num-num,noun-objects,bad
2482,objects,0,adj-color,num-num,noun-objects,bad
2483,objects,0,adj-color,num-num,noun-objects,bad
2484,objects,0,adj-color,num-num,noun-objects,bad
2485,objects,0,adj-color,num-num,noun-objects,bad
2486,objects,0,adj-color,num-num,noun-objects,bad
2487,objects,0,adj-color,num-num,noun-objects,bad
2488,objects,0,adj-color,num-num,noun-objects,bad
2489,objects,0,adj-color,num-num,noun-objects,bad
2490,objects,0,adj-color,num-num,noun-objects,bad
2491,objects,0,adj-color,num-num,noun-objects,bad
2492,objects,0,adj-color,num-num,noun-objects,bad
2493,objects,0,adj-color,num-num,noun-objects,bad
2494,objects,0,adj-color,num-num,noun-objects,bad
2495,objects,0,adj-color,num-num,noun-objects,bad
2496,objects,0,adj-color,num-num,noun-objects,bad
2497,objects,0,adj-color,num-num,noun-objects,bad
2498,objects,0,adj-color,num-num,noun-objects,bad
2499,objects,0,adj-color,num-num,noun-objects,bad
2500,objects,0,adj-color,num-num,noun-objects,bad
2501,objects,0,adj-color,num-num,noun-objects,bad
2502,objects,0,adj-color,num-num,noun-objects,bad
2503,objects,0,adj-color,num-num,noun-objects,bad
2504,objects,0,adj-color,num-num,noun-objects,bad
2505,objects,0,adj-color,num-num,noun-objects,bad
2506,objects,0,adj-color,num-num,noun-objects,bad
2507,objects,0,adj-color,num-num,noun-objects,bad
2508,objects,0,adj-color,num-num,noun-objects,bad
2509,objects,0,adj-color,num-num,noun-objects,bad
2510,objects,0,adj-color,num-num,noun-objects,bad
2511,objects,0,adj-color,num-num,noun-objects,bad
2512,objects,0,adj-color,num-num,noun-objects,bad
2513,objects,0,adj-color,num-num,noun-objects,bad
2514,objects,0,adj-color,num-num,noun-objects,bad
2515,objects,0,adj-color,num-num,noun-objects,bad
2516,objects,0,adj-color,num-num,noun-objects,bad
2517,objects,0,adj-color,num-num,noun-objects,bad
2518,objects,0,adj-color,num-num,noun-objects,bad
2519,objects,0,adj-color,num-num,noun-objects,bad
2520,objects,0,adj-color,num-num,noun-objects,bad
2521,objects,0,adj-color,num-num,noun-objects,bad
2522,objects,0,adj-color,num-num,noun-objects,bad
2523,objects,0,adj-color,num-num,noun-objects,bad
2524,objects,0,adj-color,num-num,noun-objects,bad
2525,objects,0,adj-color,num-num,noun-objects,bad
2526,objects,0,adj-color,num-num,noun-objects,bad
2527,objects,0,adj-color,num-num,noun-objects,bad
2528,objects,0,adj-color,num-num,noun-objects,bad
2529,objects,0,adj-color,num-num,noun-objects,bad
2530,objects,0,adj-color,num-num,noun-objects,bad
2531,objects,0,adj-color,num-num,noun-objects,bad
2532,objects,0,adj-color,num-num,noun-objects,bad
2533,objects,0,adj-color,num-num,noun-objects,bad
2534,objects,0,adj-color,num-num,noun-objects,bad
2535,objects,0,adj-color,num-num,noun-objects,bad
2536,objects,0,adj-color,num-num,noun-objects,bad
2537,objects,0,adj-color,num-num,noun-objects,bad
2538,objects,0,adj-color,num-num,noun-objects,bad
2539,objects,0,adj-color,num-num,noun-objects,bad
2540,objects,0,adj-color,num-num,noun-objects,bad
2541,objects,0,adj-color,num-num,noun-objects,bad
2542,objects,0,adj-color,num-num,noun-objects,bad
2543,objects,0,adj-color,num-num,noun-objects,bad
2544,objects,0,adj-color,num-num,noun-objects,bad
2545,objects,0,adj-color,num-num,noun-objects,bad
2546,objects,0,adj-color,num-num,noun-objects,bad
2547,objects,0,adj-color,num-num,noun-objects,bad
2548,objects,0,adj-color,num-num,noun-objects,bad
2549,objects,0,adj-color,num-num,noun-objects,bad
2550,objects,0,adj-color,num-num,noun-objects,bad
2551,objects,1,adj-ambig,num-num,noun-objects,good
2552,objects,1,adj-ambig,num-num,noun-objects,good
2553,objects,1,adj-ambig,num-num,noun-objects,good
2554,objects,1,adj-ambig,num-num,noun-objects,good
2555,objects,1,adj-ambig,num-num,noun-objects,good
2556,objects,1,adj-ambig,num-num,noun-objects,good
2557,objects,1,adj-ambig,num-num,noun-objects,good
2558,objects,1,adj-ambig,num-num,noun-objects,good
2559,objects,1,adj-ambig,num-num,noun-objects,good
2560,objects,1,adj-ambig,num-num,noun-objects,good
2561,objects,1,adj-ambig,num-num,noun-objects,good
2562,objects,1,adj-ambig,num-num,noun-objects,good
2563,objects,1,adj-ambig,num-num,noun-objects,good
2564,objects,1,adj-ambig,num-num,noun-objects,good
2565,objects,1,adj-ambig,num-num,noun-objects,good
2566,objects,1,adj-ambig,num-num,noun-objects,good
2567,objects,1,adj-ambig,num-num,noun-objects,good
2568,objects,1,adj-ambig,num-num,noun-objects,good
2569,objects,1,adj-ambig,num-num,noun-objects,good
2570,objects,1,adj-ambig,num-num,noun-objects,good
2571,objects,1,adj-ambig,num-num,noun-objects,good
2572,objects,1,adj-ambig,num-num,noun-objects,good
2573,objects,1,adj-ambig,num-num,noun-objects,good
2574,objects,1,adj-ambig,num-num,noun-objects,good
2575,objects,1,adj-ambig,num-num,noun-objects,good
2576,objects,1,adj-ambig,num-num,noun-objects,good
2577,objects,1,adj-ambig,num-num,noun-objects,good
2578,objects,1,adj-ambig,num-num,noun-objects,good
2579,objects,1,adj-ambig,num-num,noun-objects,good
2580,objects,1,adj-ambig,num-num,noun-objects,good
2581,objects,1,adj-ambig,num-num,noun-objects,good
2582,objects,1,adj-ambig,num-num,noun-objects,good
2583,objects,1,adj-ambig,num-num,noun-objects,good
2584,objects,1,adj-ambig,num-num,noun-objects,good
2585,objects,1,adj-ambig,num-num,noun-objects,good
2586,objects,1,adj-ambig,num-num,noun-objects,good
2587,objects,1,adj-ambig,num-num,noun-objects,good
2588,objects,1,adj-ambig,num-num,noun-objects,good
2589,objects,1,adj-ambig,num-num,noun-objects,good
2590,objects,1,adj-ambig,num-num,noun-objects,good
2591,objects,1,adj-ambig,num-num,noun-objects,good
2592,objects,1,adj-ambig,num-num,noun-objects,good
2593,objects,1,adj-ambig,num-num,noun-objects,good
2594,objects,1,adj-ambig,num-num,noun-objects,good
2595,objects,1,adj-ambig,num-num,noun-objects,good
2596,objects,1,adj-ambig,num-num,noun-objects,good
2597,objects,1,adj-ambig,num-num,noun-objects,good
2598,objects,1,adj-ambig,num-num,noun-objects,good
2599,objects,1,adj-ambig,num-num,noun-objects,good
2600,objects,1,adj-ambig,num-num,noun-objects,good
2601,objects,1,adj-ambig,num-num,noun-objects,good
2602,objects,1,adj-ambig,num-num,noun-objects,good
2603,objects,1,adj-ambig,num-num,noun-objects,good
2604,objects,1,adj-ambig,num-num,noun-objects,good
2605,objects,1,adj-ambig,num-num,noun-objects,good
2606,objects,1,adj-ambig,num-num,noun-objects,good
2607,objects,1,adj-ambig,num-num,noun-objects,good
2608,objects,1,adj-ambig,num-num,noun-objects,good
2609,objects,1,adj-ambig,num-num,noun-objects,good
2610,objects,1,adj-ambig,num-num,noun-objects,good
2611,objects,1,adj-ambig,num-num,noun-objects,good
2612,objects,1,adj-ambig,num-num,noun-objects,good
2613,objects,1,adj-ambig,num-num,noun-objects,good
2614,objects,1,adj-ambig,num-num,noun-objects,good
2615,objects,1,adj-ambig,num-num,noun-objects,good
2616,objects,1,adj-ambig,num-num,noun-objects,good
2617,objects,1,adj-ambig,num-num,noun-objects,good
2618,objects,1,adj-ambig,num-num,noun-objects,good
2619,objects,1,adj-ambig,num-num,noun-objects,good
2620,objects,1,adj-ambig,num-num,noun-objects,good
2621,objects,1,adj-ambig,num-num,noun-objects,good
2622,objects,1,adj-ambig,num-num,noun-objects,good
2623,objects,1,adj-ambig,num-num,noun-objects,good
2624,objects,1,adj-ambig,num-num,noun-objects,good
2625,objects,1,adj-ambig,num-num,noun-objects,good
2626,objects,1,adj-ambig,num-num,noun-objects,good
2627,objects,1,adj-ambig,num-num,noun-objects,good
2628,objects,1,adj-ambig,num-num,noun-objects,good
2629,objects,1,adj-ambig,num-num,noun-objects,good
2630,objects,1,adj-ambig,num-num,noun-objects,good
2631,objects,1,adj-ambig,num-num,noun-objects,good
2632,objects,1,adj-ambig,num-num,noun-objects,good
2633,objects,1,adj-ambig,num-num,noun-objects,good
2634,objects,1,adj-ambig,num-num,noun-objects,good
2635,objects,1,adj-ambig,num-num,noun-objects,good
2636,objects,1,adj-ambig,num-num,noun-objects,good
2637,objects,1,adj-ambig,num-num,noun-objects,good
2638,objects,1,adj-ambig,num-num,noun-objects,good
2639,objects,1,adj-ambig,num-num,noun-objects,good
2640,objects,1,adj-ambig,num-num,noun-objects,good
2641,objects,1,adj-ambig,num-num,noun-objects,good
2642,objects,1,adj-ambig,num-num,noun-objects,good
2643,objects,1,adj-ambig,num-num,noun-objects,good
2644,objects,1,adj-ambig,num-num,noun-objects,good
2645,objects,1,adj-ambig,num-num,noun-objects,good
2646,objects,1,adj-ambig,num-num,noun-objects,good
2647,objects,1,adj-ambig,num-num,noun-objects,good
2648,objects,1,adj-ambig,num-num,noun-objects,good
2649,objects,1,adj-ambig,num-num,noun-objects,good
2650,objects,1,adj-ambig,num-num,noun-objects,good
2651,objects,1,adj-ambig,num-num,noun-objects,good
2652,objects,1,adj-ambig,num-num,noun-objects,good
2653,objects,1,adj-ambig,num-num,noun-objects,good
2654,objects,1,adj-ambig,num-num,noun-objects,good
2655,objects,1,adj-ambig,num-num,noun-objects,good
2656,objects,1,adj-ambig,num-num,noun-objects,good
2657,objects,1,adj-ambig,num-num,noun-objects,good
2658,objects,1,adj-ambig,num-num,noun-objects,good
2659,objects,1,adj-ambig,num-num,noun-objects,good
2660,objects,1,adj-ambig,num-num,noun-objects,good
2661,objects,1,adj-ambig,num-num,noun-objects,good
2662,objects,1,adj-ambig,num-num,noun-objects,good
2663,objects,1,adj-ambig,num-num,noun-objects,good
2664,objects,1,adj-ambig,num-num,noun-objects,good
2665,objects,1,adj-ambig,num-num,noun-objects,good
2666,objects,1,adj-ambig,num-num,noun-objects,good
2667,objects,1,adj-ambig,num-num,noun-objects,good
2668,objects,1,adj-ambig,num-num,noun-objects,good
2669,objects,1,adj-ambig,num-num,noun-objects,good
2670,objects,1,adj-ambig,num-num,noun-objects,good
2671,objects,1,adj-ambig,num-num,noun-objects,good
2672,objects,1,adj-ambig,num-num,noun-objects,good
2673,objects,1,adj-ambig,num-num,noun-objects,good
2674,objects,1,adj-ambig,num-num,noun-objects,good
2675,objects,1,adj-ambig,num-num,noun-objects,good
2676,objects,1,adj-ambig,num-num,noun-objects,good
2677,objects,1,adj-ambig,num-num,noun-objects,good
2678,objects,1,adj-ambig,num-num,noun-objects,good
2679,objects,1,adj-ambig,num-num,noun-objects,good
2680,objects,1,adj-ambig,num-num,noun-objects,good
2681,objects,1,adj-ambig,num-num,noun-objects,good
2682,objects,1,adj-ambig,num-num,noun-objects,good
2683,objects,1,adj-ambig,num-num,noun-objects,good
2684,objects,1,adj-ambig,num-num,noun-objects,good
2685,objects,1,adj-ambig,num-num,noun-objects,good
2686,objects,1,adj-ambig,num-num,noun-objects,good
2687,objects,1,adj-ambig,num-num,noun-objects,good
2688,objects,1,adj-ambig,num-num,noun-objects,good
2689,objects,1,adj-ambig,num-num,noun-objects,good
2690,objects,1,adj-ambig,num-num,noun-objects,good
2691,objects,1,adj-ambig,num-num,noun-objects,good
2692,objects,1,adj-ambig,num-num,noun-objects,good
2693,objects,1,adj-ambig,num-num,noun-objects,good
2694,objects,1,adj-ambig,num-num,noun-objects,good
2695,objects,1,adj-ambig,num-num,noun-objects,good
2696,objects,1,adj-ambig,num-num,noun-objects,good
2697,objects,1,adj-ambig,num-num,noun-objects,good
2698,objects,1,adj-ambig,num-num,noun-objects,good
2699,objects,1,adj-ambig,num-num,noun-objects,good
2700,objects,1,adj-ambig,num-num,noun-objects,good
2701,objects,1,adj-ambig,num-num,noun-objects,bad
2702,objects,1,adj-ambig,num-num,noun-objects,bad
2703,objects,1,adj-ambig,num-num,noun-objects,bad
2704,objects,1,adj-ambig,num-num,noun-objects,bad
2705,objects,1,adj-ambig,num-num,noun-objects,bad
2706,objects,1,adj-ambig,num-num,noun-objects,bad
2707,objects,1,adj-ambig,num-num,noun-objects,bad
2708,objects,1,adj-ambig,num-num,noun-objects,bad
2709,objects,1,adj-ambig,num-num,noun-objects,bad
2710,objects,1,adj-ambig,num-num,noun-objects,bad
2711,objects,1,adj-ambig,num-num,noun-objects,bad
2712,objects,1,adj-ambig,num-num,noun-objects,bad
2713,objects,1,adj-ambig,num-num,noun-objects,bad
2714,objects,1,adj-ambig,num-num,noun-objects,bad
2715,objects,1,adj-ambig,num-num,noun-objects,bad
2716,objects,1,adj-ambig,num-num,noun-objects,bad
2717,objects,1,adj-ambig,num-num,noun-objects,bad
2718,objects,1,adj-ambig,num-num,noun-objects,good
2719,objects,1,adj-ambig,num-num,noun-objects,bad
2720,objects,1,adj-ambig,num-num,noun-objects,bad
2721,objects,1,adj-ambig,num-num,noun-objects,bad
2722,objects,1,adj-ambig,num-num,noun-objects,bad
